index,value
"(0,)",(2.8234769199506586+0.7652800379562422j)
"(1,)",(0.16336703102593297-0.4612188451493937j)
"(2,)",(-0.5926576916963607+1.924808988740816j)
"(3,)",(-1.5957864409631637+2.193578437567451j)
"(4,)",(-3.0940658584565535+3.2539547781478344j)
"(5,)",(-3.832974166833022+3.797638385799414j)
"(6,)",(-4.6520435817832215+4.121060867923537j)
"(7,)",(-4.9744962684234295+4.373225993985762j)
"(8,)",(-4.996411436330628+4.33953817883328j)
"(9,)",(-4.678747091852533+4.1939381330540915j)
"(10,)",(-4.002377779216948+3.835856372455477j)
"(11,)",(-3.0507290920376304+3.290433384110223j)
"(12,)",(-1.8662256867645963+2.5506752413754628j)
"(13,)",(-0.5796196516668299+1.6279625743500588j)
"(14,)",(0.6697453292406683+0.5891794911452533j)
"(15,)",(1.733635180099477-0.46430607359127724j)
"(16,)",(2.500138749213491-1.381492524289725j)
"(17,)",(2.938054282729301-2.0073325404898115j)
"(18,)",(3.1073877869938573-2.2334303547009178j)
"(19,)",(3.13873895914212-2.057176091200388j)
"(20,)",(3.162196217248912-1.6140964753749212j)
"(21,)",(3.2177610248404642-1.149781340780957j)
"(22,)",(3.189618954008555-0.9252851029943999j)
"(23,)",(2.8152831797137967-1.07952323704589j)
"(24,)",(1.795137215388695-1.5137173928366714j)
"(25,)",(-0.02592660223733656-1.8726162918067706j)
"(26,)",(-2.4865333937242404-1.6666137234555929j)
"(27,)",(-5.051201712478743-0.5092631172181448j)
"(28,)",(-6.935406375778406+1.6310744134489323j)
"(29,)",(-7.394194750295659+4.3006491589261j)
"(30,)",(-6.058934609440564+6.647382163236256j)
"(31,)",(-3.159623156711656+7.719771423540214j)
"(32,)",(0.4913833526779994+6.85822051926416j)
"(33,)",(3.7677384333438995+4.000392630818033j)
"(34,)",(5.639018601396938-0.2444862562150334j)
"(35,)",(5.543221048905483-4.788245279941459j)
"(36,)",(3.566190857931904-8.434816442945243j)
"(37,)",(0.369549713100227-10.268012935030027j)
"(38,)",(-3.077029003759752-9.904491821256785j)
"(39,)",(-5.830661552738639-7.537445219938705j)
"(40,)",(-7.244935461532874-3.792346141717637j)
"(41,)",(-7.094770158908862+0.5172717723832712j)
"(42,)",(-5.548932596092145+4.630984147837166j)
"(43,)",(-3.0382653155765382+8.00557273333802j)
"(44,)",(-0.08880780901331775+10.375924475726542j)
"(45,)",(2.821473025032578+11.72826654299383j)
"(46,)",(5.350612885131673+12.223002313630188j)
"(47,)",(7.320960831070194+12.105707909036495j)
"(48,)",(8.701678357284605+11.633327494217225j)
"(49,)",(9.565762553654345+11.027469833155735j)
"(50,)",(10.039840771313475+10.454407778876398j)
"(51,)",(10.258887743577084+10.024431808861484j)
"(52,)",(10.331716728633792+9.801165087580365j)
"(53,)",(10.318660228711025+9.812563895833295j)
"(54,)",(10.22078332515068+10.057869921971868j)
"(55,)",(9.979799353818079+10.507665063782554j)
"(56,)",(9.488694795461047+11.097024452864396j)
"(57,)",(8.613906716249979+11.71460856635261j)
"(58,)",(7.229720822905786+12.193421039120423j)
"(59,)",(5.2634821058362045+12.311503127046812j)
"(60,)",(2.745771900772784+11.811954519794735j)
"(61,)",(-0.1465989527358733+10.449630550682384j)
"(62,)",(-3.0730288533765453+8.064914034497958j)
"(63,)",(-5.557333263338393+4.672667006384344j)
"(64,)",(-7.075540597783025+0.5393233997575626j)
"(65,)",(-7.198990668302117-3.7904330683631167j)
"(66,)",(-5.761038077130206-7.554657818684959j)
"(67,)",(-2.9886390104953353-9.938369847724958j)
"(68,)",(0.47034144715638426-10.31480800424932j)
"(69,)",(3.6720654612068184-8.489799026151747j)
"(70,)",(5.64657206372352-4.846107238056284j)
"(71,)",(5.732460091776886-0.29971952356322107j)
"(72,)",(3.8447034103617392+3.952826225517424j)
"(73,)",(0.546646885932456+6.822834506444819j)
"(74,)",(-3.1301055991959252+7.699798315428659j)
"(75,)",(-6.05667972015522+6.644861425726045j)
"(76,)",(-7.419966874705943+4.317111465965178j)
"(77,)",(-6.986860349191358+1.6647944444576321j)
"(78,)",(-5.1235402345531345-0.4568517698209238j)
"(79,)",(-2.5773041543560415-1.6010931500627614j)
"(80,)",(-0.11859419037457464-1.7959096666511813j)
"(81,)",(1.6956817494620016-1.4251174069247405j)
"(82,)",(2.7350317777439006-1.0073879540291886j)
"(83,)",(3.1335178640482386-0.8306788776050175j)
"(84,)",(3.154234029597286-1.1183397596059659j)
"(85,)",(3.220288856124302-1.5808404306024921j)
"(86,)",(3.0511986000228077-2.03374666929928j)
"(87,)",(3.248140531124326-2.4830062405019078j)
"(88,)",(2.9033896464079305-1.8153642358558477j)
"(89,)",(1.9990880510691262-2.2057965795441286j)
