index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.0589273710032341+0.23432460912245032j),(0.8362768502213888+0.8633935935424929j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.2085948952608103+0.13066200346531362j),(0.09999082587331282+1.1247470884115045j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.2481421949506473-0.0449419264014624j),(-0.6467005485217401+0.4014395970230754j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.16358855302737785-0.20187134959145228j),(-0.6958926023629454-0.7130387815830798j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.0002590660289180655-0.26903268635565913j),(-0.03472749690801728-1.2684204691576402j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.16823747514536808-0.22319732570961998j),(0.6533934826632277-0.7932171228838316j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.27648796395724884-0.08986232191783147j),(0.6473796859380638+0.29284979636027053j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.29207083451512644+0.07667512425180606j),(-0.11421598541729597+1.0607318566876895j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.22115970908285434+0.22056848133125537j),(-0.9526151694368263+0.9024577021863434j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.09718310410107532+0.30593364743740015j),(-1.0663627182676354+0.05957846587233248j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(0.0386444136055819+0.3249904375446543j),(-0.2784066613783716-0.6234180271220838j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.15456052073208632+0.29275808806806847j),(0.7807385701758245-0.4869220068393463j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.23638209666488633+0.23435534376772518j),(1.230863616460158+0.33926724388247087j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.28572097293201215+0.17282606657874222j),(0.7354223141983434+1.066005054051725j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.3124529560373946+0.12277262751633863j),(-0.19551936734493752+0.984146018490053j)
