index,value
"(0,)",(-3.097259491908463+2.2083798169011875j)
"(1,)",(-2.382576911611788-0.44970780469853633j)
"(2,)",(-2.3886206549220472+2.2926914333781876j)
"(3,)",(-1.374427527401584-4.361956063475537j)
"(4,)",(3.630456301549171+6.607036364504798j)
"(5,)",(-4.133928697110861-7.874963613661004j)
"(6,)",(-1.6134598962061164+11.304291231924552j)
"(7,)",(21.62447349959835+11.833314509685177j)
"(8,)",(-1.246207788061433+10.125983824245102j)
"(9,)",(-4.597506132136068-7.660152960589416j)
"(10,)",(3.5218590037045288+6.475716077859565j)
"(11,)",(-1.0017985923059594-5.296368544167005j)
