index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)"
"(0.8461538461538463, -2.6923076923076925)",(-0.005030236839969757+0.008119814270659775j),(0.0005320202821647766-0.007726444012800153j),(0.006018546017309545+0.006409082426276029j),(-0.008691418199335681+0.005195958674145243j),(-0.009287843717105292-0.006337997436814296j),(-0.006112980764992141-0.009998895427801692j),(-0.008636629248022538-0.007384189484876046j),(-0.009767602089531396+0.003321343705593581j),(0.003932132903937757+0.008076952402276343j),(0.003340066297404172-0.007117123732512808j),(-0.006077988038792852+0.004334334479141413j),(0.008260362850790523-0.0016384339390665941j),(-0.009473918377228423-0.006460655621923444j),(-0.010634596039221554+0.011506120942955519j),(-0.009645346856190274+0.012891659023804554j),(-0.011489972424634698-0.003772934636507525j),(0.007302918337453952-0.00477688559335736j)
"(1.0, -2.6923076923076925)",(-0.004781136696894655+0.008270481286032971j),(0.0005255893943926413-0.007556546607680391j),(0.00540794649885598+0.006604323395324722j),(-0.009147327017889237+0.0036812513359516606j),(-0.007248691150729988-0.008327993709243205j),(-0.0021909018253481335-0.011417703057535913j),(-0.0044662006492156466-0.010469492832146403j),(-0.010144121482972808-0.002328498775314741j),(-0.0016310800863990043+0.008935337422026865j),(0.007163561160984186-0.0033453027889220415j),(-0.007341950375679064-0.0008079843891965805j),(0.00703138798932529+0.004056275394569371j),(-0.003501593198507168-0.01024895437688701j),(-0.014196198490885012+0.004864421409582881j),(-0.013131351136223367+0.009479961950280497j),(-0.011390737061683741-0.005360879521846193j),(0.007553813524902638-0.0048805646925167675j)
"(1.1538461538461542, -2.6923076923076925)",(-0.005084037398628883+0.008111367413035786j),(0.0009475021544572855-0.007357843103029842j),(0.004443154383449311+0.00699234741662145j),(-0.00943576606374181+0.00170254900413743j),(-0.004374184998055305-0.009896492371396089j),(0.002407097272037782-0.011253494189453898j),(0.0010837075635040537-0.011324201294292142j),(-0.007184650596021221-0.007626321790438179j),(-0.006880984987432296+0.006059896062597166j),(0.007609521887799879+0.0022908981731628413j),(-0.00469225837408775-0.005617310669039488j),(0.002213082922585679+0.0075338459976731185j),(0.003701892759419439-0.00956267779906647j),(-0.013919520333682864-0.0033435168854014136j),(-0.015681528395589006+0.0038269379446815776j),(-0.010396203569769322-0.007859908630888191j),(0.008182231593649714-0.004372867973606717j)
"(1.3076923076923084, -2.6923076923076925)",(-0.005904429200835175+0.007583027111319286j),(0.0017598085194153812-0.0070617847642266635j),(0.003090748622548629+0.007423056019814984j),(-0.009289061037337003-0.000673602184888227j),(-0.0007744794871763071-0.01055760805719728j),(0.0068848966533816055-0.009046883078268033j),(0.006689186496436759-0.009164139812631054j),(-0.001385890015027387-0.010434972684726434j),(-0.009238876359449+0.00020088886649286092j),(0.0039511734837601835+0.006936450757798145j),(0.0007385148062178611-0.007223551892655579j),(-0.0037457699044623647+0.006635459334485371j),(0.008750473631260115-0.004270108773561033j),(-0.008832103495691494-0.010373856127006939j),(-0.015561683567996608-0.0035309255981609074j),(-0.00795143837385751-0.01079627087882629j),(0.009047885113491248-0.00311906858764406j)
"(1.4615384615384617, -2.6923076923076925)",(-0.007121092667027315+0.0065335948406770985j),(0.002897851906863232-0.006539944889001534j),(0.0013407300135941623+0.0076910235065830385j),(-0.008431706911602978-0.0032590053442927594j),(0.003166060699078252-0.00984563934359896j),(0.01013039424566632-0.00480276951068786j),(0.010527404616112545-0.004090112047435089j),(0.00527565603343626-0.00914318677387689j),(-0.007062809180038523-0.006049389399350543j),(-0.0021478895038559466+0.007720101560892198j),(0.0057747052298276-0.004316712323400991j),(-0.007229999617146347+0.0016463430626749661j),(0.008754850106884813+0.0030608482254186266j),(-0.00024221132402226018-0.012951856467431277j),(-0.011403680117830797-0.010742781551686113j),(-0.0036503272650643894-0.013209027148947781j),(0.009814532549683586-0.0009775166640221935j)
"(1.6153846153846159, -2.6923076923076925)",(-0.008483627311499391+0.004767040806442917j),(0.004238378114972435-0.005627745553925828j),(-0.0007458409451414718+0.007548303730255074j),(-0.006654166585118275-0.005712081837510473j),(0.00676972448612088-0.007484749973441233j),(0.011011009645111699+0.0007816444955892727j),(0.010922942842722126+0.0025780545519250735j),(0.009881300542382765-0.003745398560353925j),(-0.0009798477200704983-0.009292854484186147j),(-0.007113753342508387+0.003741798199341006j),(0.0070038257324612704+0.0015025544020822643j),(-0.005808438828014306-0.004311602360718732j),(0.003505131001297923+0.00813966680211291j),(0.00810480883562692-0.009276179593866733j),(-0.003330462473801168-0.014930161589450172j),(0.0023112293496074716-0.013721791778938413j),(0.00993540834766953+0.0020582506965101392j)
"(1.7692307692307692, -2.6923076923076925)",(-0.00957229457958694+0.002139290359702962j),(0.005565210424827078-0.004168903488824505j),(-0.002988735554848925+0.006743611042096358j),(-0.003915691800017522-0.007550922887617303j),(0.009161492704637796-0.0035876135298943367j),(0.008842342140394192+0.006295091225791988j),(0.007223428748447837+0.008474410856675735j),(0.009919176285731753+0.00362805913403902j),(0.005880063350346791-0.007303910790076882j),(-0.007554438048430098-0.0027985720389970973j),(0.0033044260138810734+0.006306669409668415j),(-0.0003093768016583942-0.007065335599014771j),(-0.003725547060854308+0.007634070668678585j),(0.01169343379609774-0.0008402250299977112j),(0.0062423064984599985-0.013499571023066658j),(0.008709914481352485-0.011013970182206538j),(0.008737625908316976+0.005662378456885645j)
"(1.9230769230769234, -2.6923076923076925)",(-0.009807349260766457-0.0012952270765496455j),(0.006552731964318379-0.002087520094610658j),(-0.005059543032555603+0.005096247739539603j),(-0.0004497639174293755-0.008238006291803983j),(0.009509975022908797+0.001199188767035965j),(0.003873198275213366+0.009932251817541623j),(0.0004826292232229579+0.011022385093856595j),(0.004879510558292072+0.00934392620580602j),(0.00936185005581712-0.0008133540112113272j),(-0.0028066664432614945-0.007564421442643654j),(-0.0028570189438631775+0.006476761755644778j),(0.005284377910658358-0.004478392647731377j),(-0.00795578177208447+0.0018414405589103771j),(0.008191153183736538+0.00759953487335371j),(0.013077539790812545-0.006066473560159222j),(0.01328581573686969-0.004689676593799802j),(0.005676767020388613+0.009014436686551254j)
"(2.0769230769230775, -2.6923076923076925)",(-0.008566367932673711-0.005120326481416553j),(0.006795369743357979+0.0005186224503542328j),(-0.006500209861247061+0.0025988263359331054j),(0.003178541028042999-0.007346269778674327j),(0.007380510920869976+0.005713521138918811j),(-0.0024783697026491695+0.010162894723679074j),(-0.00656925863040729+0.008721092882000231j),(-0.002921922825853671+0.01009272922981829j),(0.006938146724763479+0.006351773701237499j),(0.0040489650860200815-0.006985948317472838j),(-0.006840668559883622+0.001660558138576048j),(0.006617949356969748+0.001542173138391263j),(-0.006086032090220108-0.004992403424923499j),(-0.0003279425572030545+0.010662943863218753j),(0.013262046019968065+0.00430775911441095j),(0.013527283099431414+0.0038549598632753143j),(0.0007545436601511238+0.010838106509104462j)
"(2.230769230769231, -2.6923076923076925)",(-0.005445319422180642-0.00846793829550696j),(0.005909618558070625+0.003294314632788392j),(-0.0068167738236334825-0.0004810772986264411j),(0.006126617349183233-0.004777743551236105j),(0.0030794661245843414+0.00854803829359427j),(-0.007900178603474634+0.006540970748528599j),(-0.010556052820974104+0.002253435027869313j),(-0.009163320813437433+0.005046676451139228j),(-0.00017367013304875022+0.009404270440177775j),(0.007988069556693336-0.0011813620662057668j),(-0.005370795392450414-0.00449029186914229j),(0.002548406185538625+0.006169686916384058j),(0.0004007460764488649-0.007596381531923001j),(-0.008082203188199634+0.006230814534933424j),(0.006081176772952356+0.012019618207615273j),(0.008202358377953767+0.011322977232109207j),(-0.0050722195865554156+0.009809028886881656j)
"(2.384615384615385, -2.6923076923076925)",(-0.0006192146406789642-0.010133615845584264j),(0.0037121131806232585+0.005610786827333137j),(-0.005655369644461732-0.0035563542599572747j),(0.007485014651867623-0.0009543256498562114j),(-0.002202031011560228+0.008564929843377792j),(-0.010047370969677952+0.0002425129828836996j),(-0.009206485427534272-0.005376136344585921j),(-0.009930320328545175-0.0031057937543497306j),(-0.007271052390657533+0.00595129842055846j),(0.005802238921778389+0.005608849209965795j),(0.0005261890449262977-0.00694232475427709j),(-0.0035683107349317755+0.005510674120749265j),(0.0062338568763892314-0.0039273953613901385j),(-0.009471930250430886-0.0024443247454283092j),(-0.00452361103642835+0.012192518643785982j),(-0.0011580498238395183+0.013798979863050767j),(-0.009833663171465695+0.005333775418700684j)
"(2.5384615384615383, -2.6923076923076925)",(0.004869175849587872-0.008999318786202467j),(0.0004272142583959033+0.006685236959382763j),(-0.0030230233538748345-0.005800013419292847j),(0.006628065015169184+0.0031385923948212833j),(-0.006626478997727413+0.005493966917655952j),(-0.0077213492488794-0.006105622970332182j),(-0.002917659711734196-0.010109691751618306j),(-0.004419089173876453-0.009347252068700435j),(-0.009195646794301062-0.001840648817709282j),(-0.00102982715039453+0.007994016484982179j),(0.005970923569640668-0.003505688921095529j),(-0.006462440180018618+9.918028416891492e-05j),(0.006556081645002002+0.002855772783479142j),(-0.0035382741342005124-0.00870433630657303j),(-0.011745804680556207+0.004429905692655567j),(-0.010128678875089168+0.00918555421294929j),(-0.011178221488168832-0.0016341747398487187j)
"(2.6923076923076925, -2.6923076923076925)",(0.009165458904210508-0.004709316205062644j),(-0.0031854484110967747+0.005869242315397323j),(0.0005412503444739144-0.006389807615810525j),(0.003592277719778038+0.006162886909801495j),(-0.008373766058074498+0.00031394619668114035j),(-0.0017659221305211627-0.009475001115215995j),(0.004988016328816191-0.009101396657788606j),(0.0040222494637525905-0.009445345172890317j),(-0.004269112663728962-0.008321539157518381j),(-0.007067193495582262+0.003845197672266597j),(0.006211586603435359+0.0029713260774347325j),(-0.0035556237437351854-0.005283400078257407j),(0.0011891443053560753+0.006851174492035088j),(0.004850558890778894-0.007632112712895329j),(-0.01050785033556091-0.006041635359021109j),(-0.013452695007426237-0.0006668437040734564j),(-0.007685712796877525-0.008384536938985282j)
"(2.8461538461538467, -2.6923076923076925)",(0.01022644766791647+0.0017087606085638206j),(-0.005926875127097653+0.003044945711128594j),(0.00397587244418082-0.004882005008835757j),(-0.0007142692720668569+0.006908004868034654j),(-0.006527632746308377-0.004895991304901659j),(0.0049796994792789566-0.008013826871665365j),(0.009867821691842462-0.0027041588305425717j),(0.009710013646213034-0.0030792529798983215j),(0.003968488321479067-0.008433888262015927j),(-0.007196517644316694-0.003555296531602814j),(0.000927466316168801+0.006784053333643357j),(0.0025208240020812016-0.005751588006450388j),(-0.004996660729226183+0.0045724227712518745j),(0.008714899834044242-0.0003025289249234077j),(-0.0016586066604648067-0.011591439300117754j),(-0.008563763648883926-0.01010132306912678j),(-0.0002339614634287279-0.011418061237255773j)
"(3.0, -2.6923076923076925)",(0.00693588142663974+0.007779246305847953j),(-0.006568700263777074-0.0010587366773862064j),(0.005987641083611925-0.0015697842720004645j),(-0.004672374331309164+0.004895780183994753j),(-0.0017466164786859107-0.007754051808233748j),(0.008940839743000629-0.0023127179739285053j),(0.00858023285248724+0.0052950661235753186j),(0.008505844235134136+0.005449304881593718j),(0.00909151746527421-0.0018778438936508522j),(-0.001141058730816421-0.007922596849302653j),(-0.005175194144548157+0.004423948415830663j),(0.006134188032638718-0.000875773142369377j),(-0.006363492108458363-0.0017777106805755098j),(0.004894008206691078+0.006856766794503176j),(0.008012329144006068-0.007996946655261008j),(0.0018582493247004546-0.012868124754043869j),(0.007672661572785246-0.008483864225768717j)
"(-3.0, -2.5384615384615383)",(0.0009151956826868163-0.010479857381810162j),(0.00909397867905641-0.004037714131378123j),(0.01025516628963383-0.0010327989287211672j),(0.008205467342664736-0.005322484794271998j),(-0.0020484094681844315-0.008367829054662369j),(-0.006130167609253266+0.003996167825571069j),(0.0063625121122939275+0.0008555790382919524j),(-0.005391072839180003-0.0034141069956257746j),(0.003583717150600577+0.006750817753001022j),(0.005672704022457737-0.008631274116172339j),(-0.0063433638884547155-0.011254233790089453j),(-0.004750434242953678-0.011628196958530249j),(0.007782697869390505-0.005812740442893863j),(-5.539397871911387e-05+0.007268502708133585j),(-0.002783137429893398-0.005650607315702304j),(0.00520508037587899+0.003967256851879218j),(-0.0074776234372769335+0.001119327550283505j)
"(-2.8461538461538463, -2.5384615384615383)",(-0.00814809093303668-0.006738962699890916j),(0.0023055058659636665-0.009750364015825356j),(0.005920344611406432-0.00859385990890397j),(0.0018439398060381318-0.00979736078695282j),(-0.007393946611476225-0.004834800225419417j),(-0.0021746782295614694+0.007201155086792246j),(0.005672344836088546-0.003310192600331155j),(-0.006416986312833737+0.0005481909071214159j),(0.00698213761677877+0.0030069427957185387j),(-0.0016388532405946052-0.010132432758554194j),(-0.012719791706284313-0.0029382512722523355j),(-0.012495418758528064-0.0033814194215281285j),(-0.0005757284248222442-0.010061228327680055j),(0.006373106011129505+0.003935896850731837j),(-0.006397954442180312-0.0004900860331078273j),(0.006143489887854134-0.002426301515393493j),(-0.003091086596496978+0.006937111378189762j)
"(-2.6923076923076925, -2.5384615384615383)",(-0.01025521423589415+0.0027727501815901713j),(-0.0062979098380815095-0.007874255641920727j),(-0.002586358314528351-0.010239616828467957j),(-0.00576835023762106-0.008363437537238207j),(-0.008959806958134404+0.0013512397654841675j),(0.0028712195704356123+0.007186136583983765j),(0.0026869046228461596-0.00616762604854435j),(-0.00497382276896548+0.004197158217194799j),(0.007355189834587818-0.0017442082176541674j),(-0.00775604446350539-0.006589713336309986j),(-0.011062470404960627+0.007134818007414221j),(-0.010772654617729872+0.007868562973203791j),(-0.008962374365258896-0.005419333917279301j),(0.006929570875691003-0.0034332035981045j),(-0.003803497779726221+0.0053247457957586635j),(0.001171684637639796-0.006564166772995199j),(0.004138634909156751+0.006405406703442067j)
"(-2.5384615384615383, -2.5384615384615383)",(-0.0038027135397402777+0.009967249308182376j),(-0.01014034006044073-4.48016414848259e-05j),(-0.009422684032367214-0.0050320578220014855j),(-0.01014820195386317-0.0020367988860240244j),(-0.006105489976022934+0.007008018810678158j),(0.006810432732256869+0.004132619904976639j),(-0.0012939962951514015-0.006777956159809687j),(-0.0018872287935349078+0.006309549523377289j),(0.005057353359774723-0.0055598182606040126j),(-0.010060817561960738-0.00037592328752897547j),(-0.003050144857894456+0.012882713309685748j),(-0.0009817989176804742+0.013708128302320106j),(-0.010013685673030223+0.0043157179379994335j),(0.0008871037595186693-0.007951191733176205j),(0.002576097070875138+0.006164473536633455j),(-0.004973017985286919-0.004538875006449192j),(0.007654202742627599+0.00011893495151718928j)
"(-2.3846153846153846, -2.5384615384615383)",(0.005721903826990237+0.009049585530691205j),(-0.00656277304620898+0.007795666297078969j),(-0.010237883034881195+0.0034301167926238762j),(-0.008994075429639353+0.005496124801420981j),(-0.00036416947790922995+0.009526874472958401j),(0.008185306519221657-0.0005734087510343989j),(-0.004850938608341906-0.005166531014008555j),(0.0016496162828645699+0.0064677659598474475j),(0.00134581164276249-0.0073520164402412005j),(-0.008275215506478202+0.005498305852351973j),(0.006300102234963932+0.011682151902486402j),(0.00981437877396787+0.010189431157294376j),(-0.002646112582866242+0.011060277101448945j),(-0.006357200669694861-0.005329142933000653j),(0.006730886922576193+0.0011631426680477005j),(-0.00657850210731531+0.001724196697971569j),(0.004444504233000024-0.006265037092661226j)
"(-2.230769230769231, -2.5384615384615383)",(0.010691626224938779+0.0010069523132429218j),(0.0016110341020425401+0.010103771474920701j),(-0.004784727798339041+0.009799015088276452j),(-0.0031655127706333042+0.010250027534354464j),(0.005622409414512062+0.007999446142041055j),(0.006713303625934396-0.005140864990691662j),(-0.006987694309876363-0.0020696019613629713j),(0.0046130657415373675+0.004964284288756339j),(-0.0024097443612054194-0.007035138308564917j),(-0.003879013229024207+0.008978837173343938j),(0.012251450985187285+0.00506583373336791j),(0.01454371354263884+5.8422502031093865e-06j),(0.0073710908566237176+0.00931764861769664j),(-0.008312296926903447+0.00229099070494758j),(0.004777416774641831-0.005108511070480179j),(-0.0022344699913815786+0.006498358702033103j),(-0.002560458834725796-0.007266883243127656j)
"(-2.0769230769230766, -2.5384615384615383)",(0.00747936549246659-0.0077405302915999705j),(0.008618384532108081+0.005571356225496405j),(0.003429841913435216+0.010454852481229526j),(0.004225535986035146+0.010058978125262213j),(0.009461659358970356+0.0033118036812746334j),(0.003130457119428943-0.008134598371753485j),(-0.007349682875593303+0.001509564723330375j),(0.006434318947753866+0.0024723580639454974j),(-0.005269808886763567-0.0052024617448284015j),(0.0011230929116446714+0.009540928835810217j),(0.012794836006554185-0.0031878227899355036j),(0.01077098727179157-0.010325143993661428j),(0.012426187196815161+0.0003236085882961523j),(-0.003127953955331322+0.008423805585594864j),(-0.0015822923977842258-0.006997903985857753j),(0.004136152093016627+0.0055813754178737325j),(-0.007399802849505054-0.0022176941505279986j)
"(-1.923076923076923, -2.5384615384615383)",(-0.0011842340380227947-0.010714912676110872j),(0.009976540086002397-0.0024869191879816443j),(0.009699139562852016+0.005377560349422526j),(0.009712895312834022+0.005345153060589528j),(0.009943974531229851-0.002577109274901321j),(-0.0013157917204928917-0.008889128769382727j),(-0.006144130287109523+0.004695730884782996j),(0.007018462413337621-0.00029579594774088106j),(-0.006884937508920259-0.0026666767249295255j),(0.005208910372315777+0.007844552965131984j),(0.008835110655524716-0.009607155445867821j),(0.0013137601053518052-0.015205838917009041j),(0.00891665580299557-0.009489033429411453j),(0.0050475458500122364+0.007919786333984885j),(-0.006814910356643653-0.002817315842879661j),(0.007025581145214014-0.00013950219229547187j),(-0.0062410675660147154+0.00458105928071442j)
"(-1.7692307692307692, -2.5384615384615383)",(-0.008889687615218687-0.006111038773258659j),(0.005206903689101907-0.00887336890992299j),(0.010904726443266715-0.0023915084483590045j),(0.011146512914077826-0.0015472626909637376j),(0.007246718116655053-0.007624925902124863j),(-0.005410565317837657-0.007519189492626077j),(-0.0039001226660435513+0.006958806406797641j),(0.006599589050954241-0.0028100401573952663j),(-0.007372928925601833-0.00011413155120764426j),(0.007727834206443511+0.005019051713826904j),(0.0027963935189516485-0.012543914156889971j),(-0.008574057074498388-0.012973435842211308j),(-0.0006859352218361839-0.013632366541625685j),(0.009788664992412668+0.0010552753837950763j),(-0.006500434187535419+0.003931988120369157j),(0.004110201143878854-0.005805457503791258j),(-0.00024395403355696575+0.007751678161891969j)
"(-1.6153846153846154, -2.5384615384615383)",(-0.01048979404596642+0.002506472376705666j),(-0.0024536934947321882-0.009983073334590562j),(0.006880751373780916-0.008865071150626024j),(0.008362254230205472-0.007760278079897473j),(0.0025336666119675816-0.010459511068431002j),(-0.008333004804800632-0.004658260975605531j),(-0.0012146836889674502+0.008144617933925182j),(0.005554404508989976-0.004795740522910411j),(-0.0070911960997716945+0.0020423625312429787j),(0.008766186098331026+0.002070666350561216j),(-0.0029938727573352512-0.012223269449651545j),(-0.014678445231117155-0.00574709938925872j),(-0.010375511227786483-0.009853234574005004j),(0.007523516590933081-0.00711303969418635j),(-0.0008939730779296757+0.0077962436653913865j),(-0.002119694410604772-0.006888268921824416j),(0.0058573186638501305+0.005099162488097698j)
"(-1.4615384615384615, -2.5384615384615383)",(-0.005382345846554711+0.009331015586979045j),(-0.008554724561530445-0.005657269352400084j),(-6.322472335891097e-05-0.011262114262843128j),(0.0028051514581443216-0.011202363911405945j),(-0.0026977368749288985-0.010661620314165954j),(-0.009769248060639543-0.0011161764857579276j),(0.001424027999574529+0.00838400124247638j),(0.004256448336982511-0.006200533671180022j),(-0.006439777905971885+0.003651056525263383j),(0.00879315129874938-0.0003842554838902577j),(-0.007211734809979647-0.009906920042548518j),(-0.015629343632687524+0.0027955305668666093j),(-0.01496709563028389-0.0007303354514443843j),(-0.00016495265834214689-0.01092131548495566j),(0.005668935175306261+0.0058276786861828685j),(-0.006787569709132559-0.0027153438600101987j),(0.007689335401026062-0.0011403868638538144j)
"(-1.3076923076923075, -2.5384615384615383)",(0.002803209513305576+0.010375949787054303j),(-0.010124529742660121+0.0013539567871742846j),(-0.006737752735519157-0.009049469045541509j),(-0.0034178755814047615-0.01115831296473324j),(-0.007183352248534849-0.00862238325209484j),(-0.009831065152478446+0.0023960440816485165j),(0.0037117235020712107+0.00796047975472458j),(0.002999499764130586-0.007113745759981688j),(-0.005749288683587778+0.004731247725908941j),(0.008341872844975073-0.002108732433051866j),(-0.009599160304682913-0.00697864403727039j),(-0.012570938167438737+0.009687012798859437j),(-0.01288018880088966+0.008902378585520242j),(-0.008303844092625755-0.008038303631421837j),(0.008438478495718209-0.00046972172402620155j),(-0.006568719500835141+0.003464220567236417j),(0.004294618618811064-0.006485606265720084j)
"(-1.1538461538461537, -2.5384615384615383)",(0.009142147416000744+0.0055835636744294296j),(-0.006930583226145688+0.007421766002102934j),(-0.010671884488543969-0.003653006218209665j),(-0.00846872342973442-0.00817457172840504j),(-0.010193320867112714-0.0051777231932474705j),(-0.008883280760700723+0.005410121771872114j),(0.005521743115141453+0.00719500402160699j),(0.0019809659065538458-0.007683901808991608j),(-0.005246242070721762+0.005373170554005666j),(0.00783021867354542-0.003103021857691292j),(-0.010550584026143629-0.004421166594090517j),(-0.007711719023584566+0.0137037488247166j),(-0.006008108137919776+0.01514763015901252j),(-0.012254196257738647-0.000382892005096367j),(0.005654670190941437-0.006767066489931453j),(-0.0018617555544515787+0.007324315243404664j),(-0.0017450206946789842-0.00758419409915603j)
"(-1.0, -2.5384615384615383)",(0.010494381612539377-0.001901867097286122j),(-0.0009805843145201196+0.010027084184317386j),(-0.010941814435102502+0.002626656658652113j),(-0.011314782821370972-0.0035081212329507337j),(-0.011559328775189281-0.0012315790137547094j),(-0.007371594321528533+0.0077215729379442695j),(0.006854397639688422+0.0063734228251442916j),(0.0013207225843457995-0.008056054158215914j),(-0.005062262980379969+0.005661444273225657j),(0.007506632366237186-0.003453226659257368j),(-0.010643069995503272-0.00272063146700623j),(-0.0030018332713526935+0.015136699505069465j),(0.0023102244565449018+0.016701271793639765j),(-0.010368171831505466+0.007891282736525727j),(-0.0007549339252112487-0.009208284175426136j),(0.004057693712657689+0.006552893924617145j),(-0.006578787495261883-0.004164312123792276j)
"(-0.8461538461538458, -2.5384615384615383)",(0.0068161687650174435-0.008127159365376594j),(0.004962710935496608+0.008652917091505999j),(-0.008093197451970013+0.007740897755168737j),(-0.011800300513031098+0.001491036479281545j),(-0.011525658375755457+0.00250066316226684j),(-0.005702296584625733+0.009333103807840158j),(0.007774172285625438+0.005716231735909697j),(0.0010913208053556995-0.008331693518837708j),(-0.0052540042289592895+0.005629144928700759j),(0.007460368085986904-0.0032298512972313183j),(-0.010330692226311326-0.002006615546383755j),(0.00044768852208885285+0.014987813755939968j),(0.009349539927374736+0.014561408368155759j),(-0.004131276866968516+0.013225809911473294j),(-0.007055307844331139-0.006687617041872349j),(0.007635370816957733+0.001955378201169668j),(-0.007662947715330532+0.001409136849447787j)
"(-0.6923076923076921, -2.5384615384615383)",(0.00043493432487133133-0.010529562453357594j),(0.008786312681346388+0.004462957365258939j),(-0.003499536207997304+0.010552793651173363j),(-0.010399481070793646+0.005808379476632766j),(-0.01054374565106398+0.005594717650873784j),(-0.004185454208099704+0.010369202767843744j),(0.00835413229126784+0.005376568400430447j),(0.0013421484801390926-0.008544733589390969j),(-0.005811766980108204+0.0052385653187280055j),(0.007643040440856499-0.002448250418561838j),(-0.009823824693684525-0.0022269405308827533j),(0.002288094151587065+0.014248677529089322j),(0.013926340194685131+0.010729503516953617j),(0.0035213469051154408+0.014291480215957487j),(-0.010236747176489897-0.0008513166857820558j),(0.0072009823113378625-0.0036777229057791947j),(-0.004909330569989172+0.006062662547534551j)
"(-0.5384615384615383, -2.5384615384615383)",(-0.0056894815271093906-0.008778442867176358j),(0.009691351198029188-0.0006722740347436844j),(0.0013706993920328875+0.010922496404584658j),(-0.007864420321218655+0.008926024477476592j),(-0.009097166536483533+0.007899127027703894j),(-0.0030279927270001525+0.010995902193793454j),(0.008634929496083842+0.005449333567399928j),(0.0021066670393455754-0.008646551939450959j),(-0.006647601413193455+0.004386360410992949j),(0.007877492080205587-0.0010851312750835616j),(-0.009086435433309803-0.0032464373466861833j),(0.002585702831248759+0.013526895577125882j),(0.01618450148224559+0.007032274051991452j),(0.010085397501728717+0.011880418962775809j),(-0.009401010403739725+0.005510522392558794j),(0.003426410443989945-0.007588215764610003j),(-0.0001128526328865764+0.007817416906652146j)
"(-0.3846153846153846, -2.5384615384615383)",(-0.009461259682443341-0.0042603989146673925j),(0.008071105424148305-0.005115372729577414j),(0.005450795253189549+0.009404363428665588j),(-0.004930956365119346+0.01077177384643901j),(-0.007594594366136445+0.00945346554270792j),(-0.002354143341766351+0.011360938917178683j),(0.008599231532815547+0.005977086590956336j),(0.0033864938032864248-0.008498556344764284j),(-0.007566455846536437+0.0029379127413980168j),(0.007860919479092109+0.0008554972497909373j),(-0.007894545223773149-0.0048459449045645114j),(0.0015296976811151114+0.01296456093311022j),(0.01686369795583088+0.004596634171594436j),(0.014430789664489988+0.007796246362595452j),(-0.005542995262009613+0.010185976196539786j),(-0.0016737124563789355-0.008444945264610038j),(0.004464745510150835+0.006452623085218706j)
"(-0.23076923076923084, -2.5384615384615383)",(-0.010233220994622275+0.0010506041336940486j),(0.004955456668387206-0.00796361126093012j),(0.008242875164453675+0.006828108342999886j),(-0.002153148932929744+0.011563305958723142j),(-0.006328974330632407+0.010392934603914125j),(-0.002232434445113036+0.01155572730735278j),(0.008161608292387395+0.006943459737345279j),(0.00511083599845912-0.007879389009332048j),(-0.008238843369113045+0.0008000363882281113j),(0.0071945764300226644+0.003237071135886957j),(-0.00594529286978101-0.006653527464956279j),(-0.0006664922320752419+0.012301169039681627j),(0.016634112263094903+0.003876022957206679j),(0.016692773477836816+0.0037682439901772606j),(-0.0004397301043454236+0.012355596447903568j),(-0.006121848224668313-0.006518349016450669j),(0.00727707894615587+0.0030515716683082554j)
"(-0.07692307692307665, -2.5384615384615383)",(-0.008546235058049172+0.0055613173444020786j),(0.001431491859250055-0.00907674333098964j),(0.009734576130107156+0.003965292079340534j),(0.00013949467671924693+0.011641623562922967j),(-0.00548124013164134+0.010868857899404316j),(-0.0026944189334374593+0.011594359775678098j),(0.007177109239137114+0.008251100784853561j),(0.007078330086600711-0.006522195685771649j),(-0.008210161141453022-0.0019664580433675946j),(0.0054846010779569165+0.005677317036403037j),(-0.0030343857932935182-0.008079040582256223j),(-0.0036786901289393324+0.01100272402276216j),(0.015742314046067088+0.004866020817996932j),(0.017627696645874706+0.0009355300624287296j),(0.004389408894756838+0.01242737323733309j),(-0.008837174021613966-0.0029955110528102668j),(0.007903654154621631-0.0009136922635901167j)
"(0.0769230769230771, -2.5384615384615383)",(-0.005486339484234809+0.00848955217629782j),(-0.0017160810668883893-0.008821663720489125j),(0.010204895847351316+0.001358883370992271j),(0.0018057304793260933+0.01134631580700035j),(-0.00514337571056795+0.010995333023870388j),(-0.003736611323051152+0.011405223682042828j),(0.005475841626798002+0.00968926797771451j),(0.00890339110931036-0.004199688275600139j),(-0.00699168551959326-0.005019369237590684j),(0.0025413626766301713+0.0074975524367437065j),(0.0007040093871243243-0.0083541707882104j),(-0.006896565256277721+0.008476716235005694j),(0.013962910780812209+0.007225009252016172j),(0.017966813241793337-0.0001408466758118594j),(0.008139253935165628+0.011408945636500774j),(-0.009740796198896277+0.0008559511844616984j),(0.006793402456194638-0.00431470481766443j)
