index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)"
"(0.0769230769230771, -3.0)",(0.0061038199388183945-0.006929799758757202j),(-9.191986849746997e-05+0.008203626434463093j),(-0.00878648800759032-0.003638825481926401j),(0.0015440523399308564-0.010625874485840197j),(0.00782372726364426-0.008305544085737221j),(0.006539011235605757-0.00916039575689672j),(-0.002603581405070038-0.010002205628752984j),(-0.008749088810528096+0.0021950516356015414j),(0.005736377071765677+0.005303712579091416j),(-0.001834330857299534-0.006983491105111382j),(-0.0012004598183316753+0.007711710719057239j),(0.007577566303740503-0.0068859272665407955j),(-0.010487930551529816-0.00957308783165527j),(-0.015106498203411527-0.004745170403383037j),(-0.004421655400313181-0.011961111280214525j),(0.009078450442126507+0.0008035700518100843j),(-0.006724672145901057+0.0031252092373129955j)
"(0.23076923076923084, -3.0)",(0.003667527000656323-0.008411916347584996j),(0.0019471041159364439+0.0077948713020473195j),(-0.009095056574757548-0.0019900291093762675j),(0.0006444177814632471-0.010559710124239275j),(0.007936238287325825-0.008117081944943412j),(0.007649775846013923-0.008338170360113601j),(-0.0003408834114398403-0.010479479794894669j),(-0.009175392807406774-0.0006049434098198178j),(0.003387187597435873+0.007184105216362787j),(0.001239380430941676-0.0071290709272182765j),(-0.004198123767490804+0.006358418272403545j),(0.009085190250383665-0.0035802676176569267j),(-0.007799457947061714-0.011195501561037841j),(-0.014972923058303594-0.005329488153936296j),(-0.00634091363126202-0.011695842592279163j),(0.009345143919210177-0.0017192635716747257j),(-0.005470517684327387+0.005172168992585243j)
"(0.384615384615385, -3.0)",(0.0013986098295903924-0.009019486509587962j),(0.00342963139810857+0.007076905763491783j),(-0.009066560257857147-0.0007750083943251885j),(0.00024112894360411698-0.01039805093663838j),(0.008369965173365876-0.007542824029466521j),(0.008951751574265103-0.006976483140260119j),(0.0024546067628664603-0.010325102505006954j),(-0.008538184404868086-0.0038295345495367537j),(8.958073679452252e-05+0.008069463815649776j),(0.004394107348868313-0.0057803267167606245j),(-0.006539298784816744+0.00359007404508628j),(0.009311780691271603+0.0005059327271235716j),(-0.003943269596812024-0.012440061323628107j),(-0.014137506778228-0.007082664915495813j),(-0.007303335570797939-0.01171838470979946j),(0.009208689453530249-0.0036747471850967542j),(-0.0040227329179879446+0.006523954208306208j)
"(0.5384615384615388, -3.0)",(-0.0004354044566815536-0.00907806107605725j),(0.004390244886433419+0.006321054338476419j),(-0.00888115216412703-2.5611018149884718e-05j),(0.00031812967671966387-0.010199466294299575j),(0.009041716673950592-0.006536523240030942j),(0.010213668602593562-0.004963250988273797j),(0.0055281966527364-0.009182302958589357j),(-0.006485656255778143-0.006949236193361267j),(-0.003649173436854062+0.0073349858462506004j),(0.006725216589153307-0.002820039556447152j),(-0.007319549790258069-0.0002576394729429462j),(0.007622708777576788+0.0046393405045145044j),(0.0008650679663597833-0.0124110413435645j),(-0.012229698296822713-0.009686217176606124j),(-0.00726209368392157-0.012250902863966158j),(0.009064895833536939-0.004983062476092007j),(-0.002724348049983462+0.007334282998733364j)
"(0.6923076923076925, -3.0)",(-0.0017345201107063883-0.008894413096547482j),(0.004916943749426946+0.00570664869223398j),(-0.008653584489840932+0.0002712993920037487j),(0.0008473217206809474-0.009956896957203296j),(0.009805133664123672-0.005037413965094872j),(0.011109302792286231-0.002255237406565576j),(0.008404202179178661-0.006782949058268578j),(-0.002957552788867572-0.009172631923985066j),(-0.006878950517414921+0.004659767370261167j),(0.007223478163772724+0.0012372544001656592j),(-0.005864753950604535-0.004191842254526752j),(0.0039049792462285495+0.007617530449718962j),(0.005845652632439683-0.010293930471923599j),(-0.00882129486953062-0.012471478103982572j),(-0.006090240300269609-0.01325411518201973j),(0.009193571519881259-0.005628151793093117j),(-0.0017846139771253695+0.007804691614129063j)
"(0.8461538461538463, -3.0)",(-0.0024918686658317547-0.008699008858628874j),(0.005098111428068357+0.005331086604003593j),(-0.008431213414748666+0.00014531986572094608j),(0.0017880869409732253-0.009604173747822051j),(0.010445501631297005-0.0030040859143174313j),(0.011242040821637255+0.0010497601184886111j),(0.010407296322354483-0.003098350614072744j),(0.0016115387691315597-0.009618970988446211j),(-0.008408861659789144+0.0003611055943406685j),(0.005256369022835642+0.005161975927707123j),(-0.00224111042695802-0.006748811465209938j),(-0.001064618718221337+0.008165129017804612j),(0.009640778019427783-0.005809267253130212j),(-0.003739751227094737-0.014382034528862863j),(-0.003611736799154705-0.01438284169682776j),(0.009729802075264991-0.005563575389245823j),(-0.0013188108408241533+0.008102541560369051j)
"(1.0, -3.0)",(-0.0027290606043581613-0.00862861163335657j),(0.004992372311863178+0.005228380838769047j),(-0.008199498442737846-0.0003701826217506389j),(0.003074373222189827-0.009027301778943925j),(0.010686111117424672-0.00046108561889237503j),(0.010216432256702063+0.004644301338602617j),(0.010790105323094141+0.0015062994621074608j),(0.006201565400836854-0.007654210611044752j),(-0.007277278235598672-0.004421851408499987j),(0.0011109802569142246+0.007322472199138325j),(0.0024070628977319024-0.006603357774636054j),(-0.005593350061492598+0.005640365546921596j),(0.010700399715620465+0.0003155798283867561j),(0.0025467751266953684-0.014151848640293995j),(0.0002418911307672978-0.014962741015049701j),(0.010637462116457478-0.004668588662938319j),(-0.0013930882163761165+0.008313928597349453j)
"(1.1538461538461542, -3.0)",(-0.0024555410741995006-0.008726186258354359j),(0.004617344455117568+0.005383601862065881j),(-0.007890332349662294-0.0012359008462828481j),(0.004593568762656482-0.008083647748143321j),(0.010218447681083393+0.0024485638636004797j),(0.007763244652076967+0.00797916855348045j),(0.00898157368518632+0.006191561829844087j),(0.009364320622797675-0.003309908224305742j),(-0.003363658619277033-0.00791935891849366j),(-0.003749139196645+0.006431443592337726j),(0.006058687890196794-0.0034209666062766297j),(-0.007650588717617509+0.0007242534110278585j),(0.008078579293023953+0.006213775610095236j),(0.008676348338139553-0.010804193485166487j),(0.005171979815051364-0.014073358335306242j),(0.011667776814704163-0.0027732516522219444j),(-0.002048861812126786+0.008417991748740703j)
"(1.3076923076923084, -3.0)",(-0.0016556314569468817-0.008941942834285106j),(0.003952781339169118+0.005738012336155238j),(-0.007393336180725504-0.002392387728114329j),(0.006164347515261239-0.006633697879866152j),(0.008766358355961212+0.005420393035611554j),(0.0039008760243244103+0.010310156724711052j),(0.0049105075419666015+0.009733912597159583j),(0.0097006232068459+0.002411354166357965j),(0.0021777931211068107-0.008404706952588353j),(-0.007070072528067683+0.002443572643536903j),(0.006720029086740378+0.0015524338784024636j),(-0.005978526987303318-0.004453036341845104j),(0.0023084712368390773+0.009440754344301217j),(0.012574619931163931-0.004376119082576959j),(0.010256680735188007-0.01084063150433099j),(0.012322709770254368+0.0002310848417776975j),(-0.00329292067866094+0.00827443654519643j)
"(1.4615384615384617, -3.0)",(-0.0003038924910787671-0.009130207950880102j),(0.002956038608872917+0.006185619891453217j),(-0.006573886528079247-0.0037382695802285312j),(0.007524513627854213-0.004588439047748151j),(0.006184996893028014+0.007979769205750116j),(-0.0009183226624757936+0.010858585940405494j),(-0.0007211387463269702+0.010852725911720039j),(0.006564019105948977+0.007601052174852239j),(0.00705911520719791-0.0051696978619658615j),(-0.006899790919667358-0.002973829794885598j),(0.0037042524355295555+0.005754982582863247j),(-0.0011591829842306962-0.007156479567881827j),(-0.0042858493757209045+0.008238060264270966j),(0.012272739010754855+0.003526101996316773j),(0.013908622939282089-0.004962171988868251j),(0.011884586830192514+0.00419850310665659j),(-0.005048822126941028+0.0076304383376139j)
"(1.6153846153846159, -3.0)",(0.0015909957254524503-0.009048706927020003j),(0.0015901723379680057+0.006566789205689908j),(-0.005303138578227354-0.005107987501521285j),(0.008343229535384643-0.0019695262023142358j),(0.002577327412253331+0.00953620717820658j),(-0.005760029273215078+0.009084596261062047j),(-0.006398452102182639+0.00874189787461853j),(0.0006828237496727102+0.010051217157124667j),(0.008777433133128367+0.0007126756152618141j),(-0.002915952980472718-0.0069560952901321195j),(-0.0015364562812005581+0.006621297295071031j),(0.004227697828761833-0.0056626435748406865j),(-0.008406998809939632+0.0028977592730781666j),(0.007170050281251287+0.009913348770753219j),(0.014283883472648829+0.002711725493452508j),(0.009596137564748954+0.00850991030316688j),(-0.00707899855371677+0.006168672098344438j)
"(1.7692307692307692, -3.0)",(0.003917546280151089-0.008378001974423106j),(-0.0001352014264076035+0.006669049243992961j),(-0.0035034919501449407-0.006260063415240415j),(0.008271830178486855+0.0010308869247288804j),(-0.0016127317933810213+0.009520492841637215j),(-0.009346876378467954+0.005008165877673896j),(-0.01014589134389961+0.0036252914997503554j),(-0.005735674698038433+0.008302230062783786j),(0.006037895230369389+0.00647369679550449j),(0.002912389117988442-0.006984633721747429j),(-0.00587114451294587+0.003340720063390828j),(0.006868962596500554-0.0006817841419123723j),(-0.007637664964870674-0.003809192332417907j),(-0.0009818725250230003+0.011678183434621032j),(0.010204568339504259+0.009952813533616038j),(0.005038347354671564+0.011970121057076333j),(-0.008911395777468798+0.0036239151605647335j)
"(1.9230769230769234, -3.0)",(0.006383985075088949-0.006785469995813413j),(-0.002114752219633044+0.006248598208435354j),(-0.0012066090580017549-0.006890423862522254j),(0.007039682629410111+0.004016122757269941j),(-0.0055908052585003235+0.007596024941999374j),(-0.010426536922002773-0.0005590985357141946j),(-0.010280199453536937-0.002970778316359253j),(-0.009734178648117533+0.002668910120872459j),(-0.00011476467566699872+0.00888753614279626j),(0.007099872039522544-0.0026774969075993253j),(-0.006350910248594594-0.002185370796822351j),(0.004908524304453368+0.00464074698426946j),(-0.002284559269873578-0.007886402246002573j),(-0.00832086548059108+0.007541019970863467j),(0.002252533833012104+0.013745540179024214j),(-0.0013761564263038474+0.013016587728383794j),(-0.009835822748320467-2.3738639653667116e-05j)
"(2.0769230769230775, -3.0)",(0.008469095534484314-0.004052513075891955j),(-0.004104005946975068+0.005085434510063414j),(0.0013899331631042344-0.0066850567808901945j),(0.004583388092826343+0.006410635175133792j),(-0.008345112698284288+0.0038896483555727382j),(-0.008304685189745928-0.006044197746680197j),(-0.0063208030692177355-0.008528229980780835j),(-0.009054508394105685-0.004437173087907093j),(-0.00638874378252038+0.006217007482207495j),(0.006759182104580741+0.003482989362116288j),(-0.0024123200673423933-0.006229538698412622j),(-0.0004368379087439368+0.0066069006406779115j),(0.004288354563180853-0.00665444571018087j),(-0.010754546114405938-0.0005458784777490381j),(-0.006728463545687882+0.011790806152735716j),(-0.008069962486872008+0.010363275992238187j),(-0.009051784036995357-0.0043268494297522735j)
"(2.230769230769231, -3.0)",(0.009459500083441479-0.00025611100398355334j),(-0.005707695989759423+0.003076088235194675j),(0.00389437705581239-0.005417672850732904j),(0.0011708456989273958+0.007574534442049065j),(-0.00894272476878212-0.0008607064470149722j),(-0.003342392132366941-0.009526114255356726j),(0.0004154236745152502-0.010510826287351034j),(-0.003626886487770497-0.0093851330038567j),(-0.008925858843850295-0.00031592602215390817j),(0.0018019157459420413+0.0073987486515038935j),(0.003301104460577853-0.005768246434431934j),(-0.005347967152636334+0.003693925994768694j),(0.0075956014530568616-0.0009060847388523951j),(-0.006664089539953508-0.00790222011393684j),(-0.01249315826270146+0.004280031240306782j),(-0.012525004763013629+0.003936612482509241j),(-0.0060135702019657586-0.008248244850860932j)
"(2.384615384615385, -3.0)",(0.00863147937237781+0.004056159198488408j),(-0.006433211268310018+0.00034717838297764294j),(0.00575622024700692-0.003077966659252776j),(-0.0025438456276107558+0.007009866234973881j),(-0.00693136677220903-0.00536332236481584j),(0.0028727826052483614-0.0094904703130895j),(0.007030003732516806-0.007682944593331622j),(0.0038988171976186417-0.009240593009507888j),(-0.005818386315737884-0.006787384920049707j),(-0.004523026889418724+0.006134520339768318j),(0.006544497392279362-0.000949741656087436j),(-0.006074758525904969-0.00197701563909039j),(0.00524761806967841+0.005226630924903248j),(0.0014641623154541454-0.009827128857228267j),(-0.01166545864581067-0.005339716193704386j),(-0.012310015371654388-0.0044160160016533945j),(-0.000900850369398365-0.010319253497808769j)
