index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)"
"(-3.0, -3.0)",(0.010058294123845854+0.004984871482542138j),(-0.0037409803813295882+0.01167969453915634j),(-0.005817087484837735+0.011275016048274597j),(0.006290068102834521+0.007913567415718243j),(0.000901829066967029-0.006733522877510514j),(-4.0762977631236396e-05+0.004946079862183507j),(-0.0024835315900526476-0.005329038581317127j),(0.0008934170032474936+0.01076077640008867j),(0.015246483493406187+0.004796503703821429j),(0.0065043082973760226+0.010644579371709189j),(-0.00637309112656186-0.0021182887580839106j),(0.003804531356441547+0.0030342570241264468j),(-0.0035176222390452313-0.005029346474278393j)
"(-2.8461538461538463, -3.0)",(0.01006174257741108-0.0048809594500368566j),(0.006321314716137924+0.010532663432249617j),(0.003844246951418351+0.01230289224861764j),(0.010230539574709605+0.0020099177858038525j),(-0.0034130003746827586-0.006180141481521576j),(0.0027784628697769863+0.0042305057452600905j),(-0.004982400059135456-0.0029444528482907937j),(0.007309498861921552+0.00761620276041841j),(0.014299314995365537-0.0075001107208672495j),(0.012888458514291266+0.001744385716296162j),(-0.005623581167066956+0.004163285257796223j),(0.004703918809831945-0.0014985742981931166j),(-0.0061068383308079295-1.552711954170475e-05j)
"(-2.6923076923076925, -3.0)",(0.0024435892293795678-0.010859052219268278j),(0.012053755168722131+0.00239557638599857j),(0.011430861246409657+0.006368028810168534j),(0.009496546790132456-0.005043279964510472j),(-0.006596436526132715-0.003229733851112322j),(0.004716481779575168+0.002171675110855475j),(-0.005698237920864809+0.0001753292103762743j),(0.010157280703775376+0.001631693984858801j),(0.005268643648412228-0.015390713322249162j),(0.010109348098210577-0.009052159295591328j),(5.918549105462118e-05+0.007308177344858904j),(0.0014499190845423937-0.00480164532833482j),(-0.0035671052828099613+0.004915581368207205j)
"(-2.5384615384615383, -3.0)",(-0.006798034849719398-0.008733758207831961j),(0.009991464374964273-0.007137751639809006j),(0.012919668467165435-0.0030344994769874734j),(0.004569328147207023-0.010101753070635358j),(-0.007586461622734016+0.0009712546043940187j),(0.005317607843514318-0.000500574510279646j),(-0.004773822056583249+0.002969932890652998j),(0.009002274079053697-0.00433775043656667j),(-0.006289013222758248-0.015076385175810201j),(1.713248075151802e-05-0.014164612272397455j),(0.006141532734776846+0.004568511389909202j),(-0.0031378978627093824-0.0040263654716675085j),(0.0018098347889690077+0.0057598597313006025j)
"(-2.3846153846153846, -3.0)",(-0.010983544753644728-0.0004709243966909021j),(0.001864266863754671-0.01210848334928985j),(0.007846627954499318-0.010918743988330926j),(-0.0023518414315016343-0.011183200834442686j),(-0.006197473179041647+0.0050133945235349975j),(0.004593527120879406-0.003040975140379121j),(-0.002805512809748705+0.004793318026555183j),(0.005098002121129767-0.008222559980080821j),(-0.014443462424476099-0.007642455447925493j),(-0.010707659976007197-0.010198208680899115j),(0.0077632967138021305-0.0020893646719098917j),(-0.005203045404017075+0.00016201544762097273j),(0.005638166018739609+0.0020499326630101095j)
"(-2.230769230769231, -3.0)",(-0.007551003748570464+0.007872263499014069j),(-0.0071392587681931964-0.009897785256806551j),(-0.0009587071468055006-0.013571844877184698j),(-0.008544370079379398-0.00809855923359534j),(-0.002999696341775015+0.0077535893552734955j),(0.0028860502096251526-0.004912169388828334j),(-0.000483831950112966+0.005477538022135607j),(0.00030860372633560143-0.009331476516356471j),(-0.01605837734226812+0.002635764233631882j),(-0.015428911855849702+0.0002850180287256738j),(0.003519216462936257-0.0077031680678114126j),(-0.0030777594244791665+0.0043401768131645585j),(0.005070891420371309-0.0031302428094721773j)
"(-2.0769230769230766, -3.0)",(0.0007095522130851043+0.010787852365462553j),(-0.011917904678050668-0.0022886783682243583j),(-0.009264280356829895-0.010157596330520739j),(-0.011917664533961937-0.002197689400891774j),(0.0010334567716830411+0.008612921358038355j),(0.0006726236269633572-0.0058690703131397985j),(0.0016547085898998884+0.005202965395049624j),(-0.003831396256233933-0.008124959310456169j),(-0.011588862500824826+0.011210297126940945j),(-0.011628121792174156+0.011119946095470713j),(-0.003688952793214472-0.008152456294418037j),(0.001543539989253284+0.005229829961840616j),(0.0007864636077121072-0.005865569045133105j)
"(-1.923076923076923, -3.0)",(0.008218762547953841+0.006854796898280793j),(-0.010308916624837282+0.006229372951054046j),(-0.013623004269152203-0.00260085954802333j),(-0.011647223795913611+0.004434281466883662j),(0.004912255116656465+0.007605198913497171j),(-0.001600315496036767-0.005928524745218089j),(0.0033202343300785114+0.004308641309382526j),(-0.006547287637782385-0.005606399761508001j),(-0.0038229102814073125+0.015417450750034482j),(-0.0017022708763266608+0.016661150557251064j),(-0.008997450140116223-0.00299563220404662j),(0.0051602579164039385+0.002189078575189675j),(-0.003929080001848711-0.004370058548851423j)
"(-1.7692307692307692, -3.0)",(0.010535620438090872-0.0009819825954199227j),(-0.0037348528807882417+0.011330336282979744j),(-0.012715591176334935+0.005775608559884547j),(-0.008173515456946818+0.009852260215659471j),(0.007907623174121843+0.005172501711080959j),(-0.003615172166366819-0.0052784276556578445j),(0.004444828211278025+0.0031379711829623794j),(-0.007777458532758786-0.002761333176678932j),(0.0040673420217184385+0.015008993108957978j),(0.009257508195610251+0.014721365716841992j),(-0.008983354891719192+0.004570121168609685j),(0.005187186666948931-0.0025547924910925162j),(-0.005836057041425805+3.796423400836808e-05j)
"(-1.6153846153846154, -3.0)",(0.0068371762126863125-0.007901263945135522j),(0.004201009868481603+0.011016059849900985j),(-0.0074397633055694485+0.011900445569653214j),(-0.0027525281392006807+0.012838179550152698j),(0.009664632950125972+0.0019466975657457452j),(-0.005211056410402518-0.004177808882332259j),(0.0051046458888988075+0.001955479859955201j),(-0.007886450099844036-0.0002559308858202258j),(0.009934894210710374+0.011398522099971683j),(0.016620420194038883+0.006896673503425728j),(-0.00362739386136883+0.01011020332837825j),(0.0016598613454703694-0.00575327044382479j),(-0.003917450397516413+0.004274565329865894j)
"(-1.4615384615384615, -3.0)",(-0.00026623028057016444-0.010301729859013155j),(0.009900211935735533+0.006090409683731334j),(-5.444996355363657e-05+0.014071922747940422j),(0.003136416548848864+0.013072964012672425j),(0.010175215074208804-0.0014623929150011723j),(-0.0063629044464675755-0.0028801525037979586j),(0.005439665502713466+0.0009268197768886671j),(-0.007366012172171161+0.001609374405720123j),(0.013072480728157861+0.006497542035416669j),(0.018263368302655285-0.0031566285868329857j),(0.004156669633942751+0.010693907207902873j),(-0.003103161272142171-0.005399736180095327j),(0.00032251092943813087+0.0057553666567944205j)
"(-1.3076923076923075, -3.0)",(-0.0068276510869494204-0.0075121421881146795j),(0.011399233664417406-0.0008438864767192757j),(0.00697493498410348+0.012224900871912893j),(0.008270322234889388+0.010969941274870785j),(0.009670693779293553-0.0045989509050668245j),(-0.007138040431009621-0.0015911179374263628j),(0.0055958228348736375+0.00013666340203369423j),(-0.0066420384911866255+0.0028003426790553262j),(0.01386987740522933+0.0018471733651287169j),(0.014765685651225303-0.011923418906319339j),(0.010592742095722484+0.006205359449427237j),(-0.006254583040953428-0.00179921686434907j),(0.00422135438881825+0.003885478958726398j)
"(-1.1538461538461537, -3.0)",(-0.009875393085438694-0.0014983251567681011j),(0.00880155411431964-0.00694305641053787j),(0.011864671627808918+0.007506248956313173j),(0.011928104787979682+0.007343365400967718j),(0.008495995914437737-0.0072063987077386656j),(-0.007650464501374897-0.0004571134840057542j),(0.005692957014287581-0.000379665376621752j),(-0.005999829509440553+0.003413903422606559j),(0.013206413968775702-0.001711347282226047j),(0.008295588643557728-0.01742188547508584j),(0.013094385630369047-0.001186179533162099j),(-0.006150331725069469+0.0029832759059698058j),(0.005719720824448433+1.5552618065837167e-05j)
"(-1.0, -3.0)",(-0.008614044931585553+0.00471093813408832j),(0.003678751369763669-0.010328418296929162j),(0.013877663804984921+0.0015553799411208665j),(0.01390924114897061+0.0030783931815384566j),(0.007007371505225048-0.009207910118925624j),(-0.0080236283210734+0.0004254803080479328j),(0.005811041221455919-0.0006062945865777433j),(-0.005586402609701537+0.0035716491326820182j),(0.011954808177326585-0.003949218523125079j),(0.0012244844016443856-0.019416578550211814j),(0.011159891284722386-0.008584135234904797j),(-0.003003469403856356+0.006562962079245441j),(0.004348363797800252-0.003708646879938951j)
"(-0.8461538461538458, -3.0)",(-0.004220636620342357+0.008669543298654882j),(-0.0019496364567809965-0.010513070604061127j),(0.01321440521697172-0.0041385543751400085j),(0.014406653230469468-0.0010971234337076212j),(0.005510688290131426-0.010653084778303411j),(-0.00836412341615207+0.0009913519428650125j),(0.005984780420882631-0.0005259940565976823j),(-0.005441753984904974+0.0033602360415939097j),(0.010730582067364335-0.00499024289090949j),(-0.0047764206136575536-0.018834082664417655j),(0.005998832123456906-0.013808202122220524j),(0.0016296095323493109+0.007486058752204515j),(0.001088639927986883-0.005622980613042012j)
"(-0.6923076923076921, -3.0)",(0.0012093951253033747+0.009386047696340733j),(-0.006471000328014452-0.008138009878848525j),(0.010644967546401957-0.008603349444041838j),(0.013828955775770558-0.004712705421378633j),(0.004238321378245876-0.011656799393974552j),(-0.008743564000432403+0.0011864278496186208j),(0.006199025443787198-0.00011136694911463624j),(-0.005527095595969245+0.002812547341039733j),(0.009843597667626333-0.005068022367566328j),(-0.008965858785244873-0.016984343863386035j),(-0.00048718983585995716-0.016042453234556713j),(0.005900380747523168+0.005657138209368025j),(-0.00247094320390078-0.005204459008924418j)
"(-0.5384615384615383, -3.0)",(0.005772069495218787+0.0072726511093982316j),(-0.009079099972746878-0.004381508897403756j),(0.007107706488245162-0.01145783982620183j),(0.012642315467371636-0.007551662006853281j),(0.0033526881666528317-0.012345756030259012j),(-0.009184151280481981+0.00095374490041648j),(0.0063818911233667645+0.0006700817271274432j),(-0.005737816673043348+0.0019183678329256536j),(0.009348565963723852-0.004382237935452009j),(-0.011300231960574803-0.014997735122817516j),(-0.006642833929273107-0.01568068833028583j),(0.008533583757747345+0.0019873826021654696j),(-0.005006537492124651-0.0029711824725358136j)
"(-0.3846153846153846, -3.0)",(0.008396708474197288+0.003531583911707629j),(-0.009738959205722828-0.0004007272585227524j),(0.003418140561648313-0.012788579471752942j),(0.011265093393830352-0.009588158315314574j),(0.0029620729351232905-0.012818362353629474j),(-0.009644446258841135+0.00023030771673497705j),(0.006397970977103173+0.0018347783722427174j),(-0.005904422382360612+0.0006575755550862969j),(0.009113308687525187-0.0030583783973058237j),(-0.012054937392333596-0.013583496894969627j),(-0.011522724866032332-0.01376553813626433j),(0.00914640057801324-0.00228748505643533j),(-0.005914322748194043+5.8097621068007396e-05j)
"(-0.23076923076923084, -3.0)",(0.008923902179298036-0.0005385872393452321j),(-0.00890827075197878+0.0029986960822965037j),(0.00013140564944715783-0.012950682448446521j),(0.010017765181874066-0.010905788139963393j),(0.003136276846610379-0.013117404840873953j),(-0.010005292066258836-0.0010402262456694715j),(0.006050315431972888+0.0033446498609668762j),(-0.00579572258941289-0.000947371954550154j),(0.008872560736831254-0.0011843859022996714j),(-0.011520342120073706-0.013015422947037674j),(-0.014879660148066902-0.011437293486155435j),(0.008083335580291685-0.006175606065515601j),(-0.005292039828918941+0.002922539559551668j)
"(-0.07692307692307665, -3.0)",(0.007817928443507321-0.003999410859581741j),(-0.007219099946321779+0.005444708478147098j),(-0.0024683579767148856-0.012384446336453784j),(0.0091134845615278-0.011624348250533661j),(0.003913020573956365-0.013213122392751572j),(-0.010061238921500949-0.0028751263164045666j),(0.005105654761361141+0.005055693060359118j),(-0.005145736636880031-0.0027663976453247037j),(0.008277005694337624+0.0011065091202332872j),(-0.009857314096773317-0.013204083303579054j),(-0.01688707153694018-0.009606551009767953j),(0.006041530279961975-0.009179685995616806j),(-0.0036463395583956836+0.005038811527982828j)
"(0.0769230769230771, -3.0)",(0.0057828702344336624-0.00641555753669356j),(-0.005246053245698085+0.0069153365803454585j),(-0.004305959986783091-0.011491426813327819j),(0.008669869052281941-0.011846818741743386j),(0.005289589428871712-0.012995980049719743j),(-0.009529303004789037-0.005200217648057178j),(0.0033590060774308533+0.006669532388495673j),(-0.0037259402813385393-0.004504499000131903j),(0.006968982160398481+0.003540376688201909j),(-0.007109567418073628-0.01376673514369202j),(-0.017813947559896914-0.008852223197722586j),(0.0037389566328237833-0.011262418228973843j),(-0.0015677577910707871+0.006248970635111686j)
"(0.23076923076923084, -3.0)",(0.003468377953109288-0.007772127903199481j),(-0.0033961598971661566+0.00759316090796936j),(-0.005430719382736618-0.010574231337832968j),(0.00872544785007014-0.011628562853043685j),(0.007198108912703249-0.01228227978906193j),(-0.00809191076827085-0.007786138199615842j),(0.0007449378071759572+0.0077202062875958025j),(-0.001469930671044909-0.00569208784734668j),(0.00471226473291489+0.005641941210137161j),(-0.0033364589716157462-0.014086016946982005j),(-0.0177818497339139-0.009434843468601092j),(0.0017420879596286526-0.012666048354335924j),(0.00048052418129572027+0.006700622662648716j)
