index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)"
"(0.384615384615385, -3.0)",(0.0013274221069851386-0.0083008520550874j),(-0.0018961974226283345+0.007732003136026496j),(-0.005941841018140008-0.009823167823875321j),(0.009250223834963054-0.010966451592789708j),(0.009468145314349113-0.010839851077920699j),(-0.005489600970644568-0.010196353273947502j),(-0.002522749460048745+0.007640482132377036j),(0.0013783584991694392-0.005774358267734839j),(0.0015683893613493898+0.006772299728651463j),(0.0011871965311582616-0.013410139425436252j),(-0.016652884095378732-0.011308914333680324j),(0.00044418928870176047-0.01371099225821281j),(0.0022315046118806443+0.006684826420806296j)
"(0.5384615384615388, -3.0)",(-0.0003991692099344765-0.00831706297389056j),(-0.0008329564350773066+0.007568247420900441j),(-0.0059374122514517695-0.009327851449121844j),(0.010146273565235783-0.009805521759417702j),(0.011788012509108211-0.008442864027061901j),(-0.0016651440505320656-0.01178663682670883j),(-0.005842051829659553+0.005943394251171257j),(0.004173074071073084-0.0043309873011097505j),(-0.0019502478907691889+0.006319950945124376j),(0.005790659072745076-0.01106279285283039j),(-0.014066087947451136-0.01407660554962764j),(0.00012287489241972772-0.014632939128972396j),(0.0035825293714498822+0.006510752177238353j)
"(0.6923076923076925, -3.0)",(-0.0016287185520334722-0.008112659437039808j),(-0.00020798025460242112+0.00727787445780796j),(-0.005488517489163208-0.009096214253604433j),(0.011240330316201736-0.008062497876617532j),(0.013685740631320676-0.004961012701503879j),(0.003069917974984887-0.011803923143394393j),(-0.008242169214630755+0.0025079446236841146j),(0.005947906828260431-0.0013868750420473668j),(-0.004880447903223266+0.004035129683591379j),(0.009376591418463729-0.006779546524569132j),(-0.009637183395866337-0.016911732919497227j),(0.0009963477812309034-0.015464296661178802j),(0.004519598211556138+0.006438663020204737j)
"(0.8461538461538463, -3.0)",(-0.00236384808715655-0.007906146246135146j),(1.606912093722548e-05+0.0069655608098084165j),(-0.004634451282713191-0.009070939911419381j),(0.012275848019838912-0.005666574751440601j),(0.014558751513351339-0.000475831598701239j),(0.007917904856758086-0.009616209509682595j),(-0.008628356975887366-0.002128521294044354j),(0.005756601359551761+0.0023341351727341492j),(-0.00608898478625909+0.00037418900086245885j),(0.010675356777322936-0.0010677666273317666j),(-0.003311669427313426-0.018568953759352975j),(0.003213407718884919-0.015952752544797083j),(0.005038740317953935+0.006655271777512663j)
"(1.0, -3.0)",(-0.002630494179886254-0.007829934528707984j),(-0.000113815613595401+0.006670275965147909j),(-0.0033940549222711345-0.00914055750010453j),(0.012916890480616958-0.0026161049681843246j),(0.013781014748693001+0.004604815857425114j),(0.011632669451014396-0.005050797155356517j),(-0.006269058685205991-0.006659710879356499j),(0.003222521427830602+0.005440940426184443j),(-0.004837027260645743-0.003397599599271013j),(0.008815808784525139+0.0046487861093440375j),(0.004227143815275329-0.017634712786220703j),(0.006739808571372884-0.015536049246734485j),(0.005085418519434779+0.007262167682858617j)
"(1.1538461538461542, -3.0)",(-0.0024384198589652555-0.007932360040249659j),(-0.0005527986812507329+0.006376300524869208j),(-0.0017889457183161135-0.009147929731804448j),(0.012778963953817259+0.0009561444068320451j),(0.010899063148126272+0.00948860839917015j),(0.012809076788722297+0.0012706714877101458j),(-0.001375902888540757-0.009289106450662415j),(-0.0009625764918604015+0.00636733336591919j),(-0.0013957359100326716-0.005586048626485609j),(0.004014445476583151+0.008371919081502673j),(0.011329071792832554-0.01310794763667679j),(0.011152254346391739-0.013435221885407878j),(0.004523667207880262+0.008251476649774239j)
"(1.3076923076923084, -3.0)",(-0.001766667361753749-0.008178499542376864j),(-0.0012557913777080632+0.006024626952917246j),(0.00012545773504295948-0.008902423872324147j),(0.011499820637210792+0.004726508340173841j),(0.005888190626872017+0.013067125189168067j),(0.010434730254415306+0.007798478194154942j),(0.004555448336038651-0.008470769257992446j),(-0.004995555534605478+0.004247435807620517j),(0.002724357564887254-0.004932301270896085j),(-0.0020603375587386367+0.008431808697100794j),(0.015639333690616642-0.005178246840087041j),(0.015434082265426231-0.008945433385551649j),(0.0031497900016618148+0.009457478103034078j)
"(1.4615384615384617, -3.0)",(-0.0005748518286505713-0.008443860907987044j),(-0.0021648110749481813+0.005524852598796429j),(0.00222699449830505-0.008203433343855551j),(0.008852887251609447+0.008161094510389483j),(-0.0006167748147946116+0.014166154728735537j),(0.004550077098473376+0.01233504315230948j),(0.009026362966771336-0.0038866803896985052j),(-0.006668307697538539-0.00027011442238186533j),(0.005314096431889028-0.0015533461785021403j),(-0.0067197199326037675+0.0046052938898754545j),(0.015029310667762147+0.004232094224737814j),(0.017963904349774296-0.0019388563685793082j),(0.000772100478650269+0.010498106875892792j)
"(1.6153846153846159, -3.0)",(0.0011574763374850765-0.008506302353242096j),(-0.0031905388324712436+0.004771108413435225j),(0.004301552949605282-0.006881360991895755j),(0.004885518248708637+0.01056752203316231j),(-0.0072514399558043455+0.011971486984878963j),(-0.0033147280437498764+0.012813325609983559j),(0.009592728322433944+0.002889383520756007j),(-0.004668349757777077-0.004927405103160726j),(0.004719521021011552+0.0027425331383874596j),(-0.0075684638051416245-0.0012876667369303356j),(0.008950557676722207+0.011747302229501877j),(0.0169206740478766+0.00658061495095847j),(-0.0026285532460341306+0.010754993811700513j)
"(1.7692307692307692, -3.0)",(0.003363122590100312-0.008053463306378584j),(-0.00419407887901617+0.0036669012057574026j),(0.006039544817641798-0.004856558895299905j),(3.693132351480062e-05+0.011242642900441316j),(-0.012149749936747741+0.00651775485438476j),(-0.010319474632885581+0.00837714111432328j),(0.005348405060975162+0.008673795289732772j),(0.00026354784487945453-0.006892429480564111j),(0.0011116356655169384+0.0052811636889669j),(-0.004090631886672943-0.006004171796552916j),(-0.0005636949509969394+0.013944811077355323j),(0.011181276493614929+0.014250718984472513j),(-0.006681878299401855+0.009471385753392509j)
"(1.9230769230769234, -3.0)",(0.005802086502328119-0.006732606417453088j),(-0.004977938009354235+0.0021622611760696566j),(0.007069728841572742-0.0022065301385558065j),(-0.004832502420022042+0.009710262511670181j),(-0.013521849363875718-0.000982759498657001j),(-0.013316930625178306+0.0002467466728949265j),(-0.002033576037729136+0.010141047106980829j),(0.005295694868139413-0.004580780790368584j),(-0.003249563718491759+0.004247906791484812j),(0.0016224812169970107-0.006709957571622023j),(-0.00921520075515791+0.009433830489486992j),(0.0014168557248334214+0.017904988154526263j),(-0.010455395506863394+0.006040130988459821j)
"(2.0769230769230775, -3.0)",(0.007992712746556172-0.004268836035984389j),(-0.005298449017646216+0.00030120034496812286j),(0.007040947837629627+0.000781431630526858j),(-0.00856973940845275+0.00599146169769309j),(-0.010457037529991985-0.008235199808103737j),(-0.010433848370139626-0.008280250666664055j),(-0.008650958858845946+0.005910001675565899j),(0.007042996540110487+0.0009017796395805152j),(-0.005306583336434086+0.000191240595042075j),(0.005869471001167659-0.0029853201853005727j),(-0.012465147397967247+0.0003271218395728989j),(-0.009331765388853937+0.015059850592150835j),(-0.012505224733645614+0.00046702734751868073j)
"(2.230769230769231, -3.0)",(0.009220543854077884-0.0006537633849384846j),(-0.004912139080146656-0.0017322964575773208j),(0.0057469080723028055+0.0036058894375542785j),(-0.010044648161841184+0.0007952708470099597j),(-0.0036200322124641604-0.012538216834107638j),(-0.002461077574024288-0.013067362229802175j),(-0.01039062273207146-0.002060481101612483j),(0.003962945160561099+0.006002175429976018j),(-0.0034247949127239156-0.004018359641686968j),(0.0057636946091186095+0.0025546563232211883j),(-0.008404466261469576-0.008288006875940354j),(-0.016409399435479834+0.005788029890070251j),(-0.011327552917017477-0.006178644055590045j)
"(2.384615384615385, -3.0)",(0.0086968767424505+0.0036478261356383645j),(-0.003661343732601318-0.0035937799477990494j),(0.003263810277058173+0.005628979312895964j),(-0.008597374110273077-0.00450744799013873j),(0.004599972343783268-0.011924293603444167j),(0.00693439834118171-0.011293415262485316j),(-0.00567797568091167-0.009059321994507373j),(-0.0021107827900252903+0.006964653431965143j),(0.001109113103130624-0.005137478430027462j),(0.0014621474343740595+0.005877286962670417j),(0.00047621037862597635-0.011180067574548558j),(-0.015832667244742925-0.006272492675456577j),(-0.006212039277055682-0.01169079645295629j)
"(2.5384615384615383, -3.0)",(0.005899927893257922+0.007597288057156651j),(-0.0015859571629246007-0.004815809183080156j),(4.326327101668144e-05+0.00625018978027265j),(-0.0044570453203246155-0.008221407463470986j),(0.010800871576032203-0.006302052610323557j),(0.01273968563908516-0.003412077703881054j),(0.0029154664465211857-0.010371940685370661j),(-0.0068248893318366925+0.0027430871922875786j),(0.004773167793366733-0.002153845764331401j),(-0.0036951748598491076+0.00451763887291063j),(0.008355213387715556-0.006567208545341533j),(-0.007103342980098063-0.015027352388875153j),(0.0018507181991424084-0.013392589428412503j)
"(2.6923076923076925, -3.0)",(0.0010214604543894393+0.009751627817574493j),(0.0009798474402209602-0.004929800683997422j),(-0.003110437399985117+0.005147608042562771j),(0.0010975922610507653-0.008943701048714035j),(0.012049377319544731+0.002069210569496607j),(0.011394738622385023+0.006479753335533959j),(0.00978288893476561-0.004671042150043724j),(-0.006417113278865213-0.003738160133615841j),(0.004518301718857591+0.0026160175346279673j),(-0.005629665451589992-0.0003482740409371206j),(0.009867515631848593+0.002209139573614235j),(0.005442144425228352-0.015247009848778623j),(0.009883746302156174-0.009554990386328736j)
"(2.8461538461538467, -3.0)",(-0.004711234013902223+0.008804282815706211j),(0.003392925708694941-0.0036676761837505984j),(-0.0052295116287988+0.0025033395924197012j),(0.006029089841289296-0.0062512555301131095j),(0.007511204451971397+0.009288555704875665j),(0.0032942807547843857+0.012589606018816603j),(0.009937339915274+0.004462766700185124j),(-0.000893460690238784-0.007437115211153036j),(0.00043757552332484916+0.005189546675167074j),(-0.002839206764345777-0.004669851861970354j),(0.004126813887132741+0.008712496395635653j),(0.014412009462250451-0.006336778993120132j),(0.013891409361776456-0.0009391575514896594j)
"(3.0, -3.0)",(-0.009161540500960649+0.004388711151221036j),(0.004836203438037714-0.0011827689103817772j),(-0.005525117026109106-0.0009093641658495634j),(0.008300222119752934-0.0011137697133040809j),(-0.0007223284973655476+0.011643947382458475j),(-0.006853219022787332+0.010936530486697802j),(0.00287389253920312+0.010548332442712497j),(0.005504484577694871-0.00516446597264675j),(-0.004037474668126994+0.0032719681812975266j),(0.0022156058485845037-0.004823367823335612j),(-0.004296674826895968+0.008145828680161804j),(0.01392702843585078+0.006319853195579001j),(0.011044367473575584+0.008686158797395321j)
"(-3.0, -2.8461538461538463)",(0.011271106481616257-0.002604926731023506j),(0.005447606468019109+0.011260257325575637j),(0.0044559280840170854+0.01194399271001281j),(0.010053174044499305+1.610643515250615e-05j),(-0.004909407824556067-0.004629082477750817j),(0.0041138485875118445+0.0028142776619043356j),(-0.006010388178421708-0.0010040709773110421j),(0.00945178175836522+0.006180737093529854j),(0.014234415201030338-0.007955815186279564j),(0.011662007097123393+0.0037972739113738547j),(-0.006283660380783214+0.0019140578180705148j),(0.0049150614372954786+0.0004375833734914706j),(-0.0060125391378940156-0.0021099214122531763j)
"(-2.8461538461538463, -2.8461538461538463)",(0.004644674610367255-0.010558940214837016j),(0.012148517213180974+0.003130422866730601j),(0.01185682011718623+0.005253259934767404j),(0.007797027376686289-0.006854103594473608j),(-0.006981841385294117-0.0007054641644238657j),(0.005096797296405658-4.0405113148014765e-05j),(-0.0053752450446827174+0.002647642152306311j),(0.010962973670100865-0.0014173473936247567j),(0.004026535816959286-0.016027383020755445j),(0.01057913349043531-0.007225735017256877j),(-0.0019796384437619358+0.006546387705006514j),(0.0030609227850696163-0.003954496049690567j),(-0.005095218939660437+0.003778616081065728j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.005524725544342081-0.0100770231652061j),(0.010373841419119945-0.0070947217792127785j),(0.01233641733292334-0.004648914753093645j),(0.001600663424513356-0.010600499308238634j),(-0.006312905223142012+0.0036796671989893517j),(0.004359338506640613-0.0028828672480435053j),(-0.0029632947734557547+0.005095810281372048j),(0.0075042790088713915-0.007743502242047524j),(-0.008583426446364631-0.01432918821022978j),(0.0010608466206129981-0.013354857708587008j),(0.00444840525599102+0.005584842361783535j),(-0.0016480158785516577-0.004799504515855013j),(0.00019791026869764305+0.006308322648867318j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.011277137056709019-0.001910448112786046j),(0.0017053686866907352-0.012458354751252523j),(0.005865408379861469-0.012037281518529008j),(-0.005554212937462877-0.00957569808603265j),(-0.003265742923449386+0.006881766160948838j),(0.002305891419127153-0.00485452807373926j),(0.00011793125201137495+0.005803628526851574j),(0.0014169668340315072-0.010384719815941152j),(-0.016185442196984787-0.004610917949163421j),(-0.009947471343972069-0.009881827334306004j),(0.007465825507807564-0.0003812693829636766j),(-0.0049798751558627246-0.001342081628429175j),(0.005222151698560101+0.0034811133755735246j)
"(-2.3846153846153846, -2.8461538461538463)",(-0.008563696020782916+0.007481909660544225j),(-0.007904831462012743-0.009764859728256308j),(-0.0037782476892358435-0.013050701315506449j),(-0.01054531615308473-0.004402635357542866j),(0.0010052963779771465+0.00788499792642238j),(-0.000357562405639374-0.005531189965611119j),(0.002871544576964481+0.004952772882789262j),(-0.004475264625763092-0.009109824472086867j),(-0.015279891788283562+0.007200718291631231j),(-0.014658079955377764+0.0008609919148565942j),(0.004366581739297433-0.006524860941243251j),(-0.004018537563824936+0.0033808913284451556j),(0.005859870554821622-0.0021375639535695704j)
"(-2.230769230769231, -2.8461538461538463)",(0.00018439011305770425+0.01129167936142033j),(-0.012477855594627444-0.0011688593115181873j),(-0.011540330450689312-0.007510952497291747j),(-0.011488894847822607+0.0026524484657434464j),(0.0051222995078845385+0.006533014355605069j),(-0.002926535563108097-0.004930093146914988j),(0.004718457571912695+0.003123282524922818j),(-0.00825817222609473-0.005263374586065342j),(-0.007369108702408897+0.015183343903263534j),(-0.009928657125265111+0.01174372627475761j),(-0.002591084659225449-0.007856395312554651j),(0.000404580657106308+0.005343651323338835j),(0.001820968217131212-0.005922668583934522j)
"(-2.0769230769230766, -2.8461538461538463)",(0.008541107868958241+0.007247582401921233j),(-0.009685294357221335+0.007870229624031035j),(-0.013850143183384933+0.0015352874684777897j),(-0.008290701474150952+0.008892940392336202j),(0.007986955127550977+0.0033877458101275737j),(-0.00490008109878961-0.003370901986697507j),(0.005526969271812032+0.0009539512112281772j),(-0.009392188230601143-0.0006584829680354214j),(0.0030579322426640687+0.01649253576062134j),(0.0011955866056037965+0.016054646944042083j),(-0.008159854826461213-0.003149365642646695j),(0.004627666678795635+0.002939741264811552j),(-0.0035147212239166003-0.005050052949745284j)
