index,value
"(0,)",(-3.1463780381536774+1.4150950946194163j)
"(1,)",(-2.9617524648049076+2.190100335094142j)
"(2,)",(-4.088367637501634+0.16795545528471123j)
"(3,)",(4.288811329736349-2.8369393383212453j)
"(4,)",(-5.609760186289181+5.645246954212178j)
"(5,)",(5.6944700640034185-6.256504210258841j)
"(6,)",(-8.500592613228143+3.448646677647761j)
"(7,)",(11.705836570209225+12.868865630132127j)
"(8,)",(15.895687734729242+9.80462145841388j)
"(9,)",(-7.124280134125458+7.020273545386429j)
"(10,)",(2.5220155658703494-7.725566552060145j)
"(11,)",(-3.077532858715366+6.825105303111357j)
"(12,)",(2.777335807124648-5.115054912012802j)
