index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)"
"(-1.4615384615384615, -3.0)",(-0.00014917991797774605-0.010227930595951604j),(0.009860378414676506+0.007572701791871125j),(-0.00013808281287501408+0.015299606296423025j),(0.006818952883433748+0.011709695081855485j),(0.005645097090943538-0.00701406434840034j),(-0.0034267228804776154+0.004279063762122818j),(-0.0006103431874540119-0.005252413767668268j),(0.003122600581986225+0.010721770718310082j),(0.01973322779724562-0.002617161524706759j),(0.010686647918790591+0.008910037484995385j),(-0.005574685083559047-0.0025624611357910744j),(0.0016619610874432113+0.004734141636460568j)
"(-1.3076923076923075, -3.0)",(-0.0066511664098150005-0.007512336311483334j),(0.012177813384190547+0.000482719565621343j),(0.00728446885154396+0.0135064294387349j),(0.011040751526679785+0.00855730595417898j),(0.0037560588466068905-0.00871110856554739j),(-0.002765324536385765+0.005037096607067629j),(-0.0013168431506609954-0.004989382731219505j),(0.0054879216085563344+0.008925962885503699j),(0.016594806376704976-0.010907579120642642j),(0.014879192481882695+0.0010001858699876355j),(-0.006171769948343979+0.002102260175842642j),(0.0044788325719114785+0.00219536768315895j)
"(-1.1538461538461537, -3.0)",(-0.009695323524756732-0.0016170855505884445j),(0.010190836603131003-0.00616285179202226j),(0.012600829672170832+0.008757408974924035j),(0.013664322888227321+0.0044359514157179605j),(0.0017834633114535271-0.009825805646993233j),(-0.0022208824271999525+0.00561777536483561j),(-0.0016884631107527926-0.004779798049260806j),(0.006674994103354108+0.007153626926644102j),(0.011124410116433696-0.01617102542520004j),(0.013948461446205825-0.007759534256139387j),(-0.0034850652634716155+0.00603462849985942j),(0.0047606545925069224-0.0014341174760850654j)
"(-1.0, -3.0)",(-0.008512094995670945+0.004477689003575551j),(0.005325829789615324-0.010304716017672931j),(0.01506177134757362+0.0026620631741200262j),(0.014735523413342475+0.00012438999985113958j),(-4.0446672473316736e-05-0.010498737289934336j),(-0.00187637722350941+0.00608214899752003j),(-0.0017689623661921023-0.004695303615893032j),(0.007010190745575694+0.005805962354452705j),(0.005361889564512967-0.018440372304859284j),(0.00885071418124014-0.014556611456617073j),(0.0011193343561485699+0.007406368472364731j),(0.002649927803571458-0.004209174129678913j)
"(-0.8461538461538458, -3.0)",(-0.004262482397242577+0.008380498842761406j),(-0.0004199874714290138-0.011251883371714946j),(0.014828389954433856-0.003308369382269569j),(0.014580082370464476-0.003813540484403998j),(-0.0015616338587422878-0.010906887510446816j),(-0.001797855867185282+0.006472090148934796j),(-0.001579315624853801-0.004750644312885805j),(0.006791713967681672+0.005024918556826341j),(0.0006398716270484115-0.01857829590672977j),(0.0016675175747856484-0.0180254869084722j),(0.005656053365401746+0.005790020108573323j),(-0.0005941441482580388-0.00496328829444007j)
"(-0.6923076923076921, -3.0)",(0.001005757557571283+0.009129598956097489j),(-0.00535728077609311-0.00948357176726331j),(0.012622643467114615-0.008171146253590857j),(0.013642072358780179-0.007064397162330636j),(-0.0026844130946158886-0.01122108657854545j),(-0.002042156193574728+0.006794588432513633j),(-0.0011122518036263342-0.004911322790451263j),(0.006204310698310149+0.004787776860291453j),(-0.0024764080627657295-0.0176261873412964j),(-0.005546791023247708-0.01829358977753315j),(0.008558813971918112+0.001990795056478552j),(-0.0034849405298382316-0.0036581773058960124j)
"(-0.5384615384615383, -3.0)",(0.005441319355710378+0.007130040358893909j),(-0.008552165841817474-0.006092255432714188j),(0.00934728976129772-0.011507434585990092j),(0.012360915581850236-0.009525984302786472j),(-0.0033437770372732553-0.011577155160730896j),(-0.0026568672104165117+0.007008024364271739j),(-0.00034269932030851633-0.005092905967888232j),(0.005311261111549598+0.004976915014408188j),(-0.003946990059048662-0.016394344640344127j),(-0.01146156266391763-0.01641968511618345j),(0.00920274133782834-0.002643895940851648j),(-0.005027741869864578-0.001075466250349088j)
"(-0.3846153846153846, -3.0)",(0.00800737290754919+0.003549416603174082j),(-0.009839609667089988-0.002225839622114294j),(0.005807438009672054-0.013351913140259632j),(0.011100884963404126-0.011234232034294349j),(-0.0034801584422704626-0.012056144488287438j),(-0.003668000370630203+0.007011234086723808j),(0.000746467763693013-0.005156269593738963j),(0.004090627608821072+0.005409441803764387j),(-0.003968823099468975-0.015312645866997512j),(-0.015593079406524374-0.013722408247337788j),(0.007842938115486045-0.006918166707974526j),(-0.004969849894581555+0.0017615000730699095j)
"(-0.23076923076923084, -3.0)",(0.0085503392559629-0.0003559991969509114j),(-0.009577914006046741+0.0012641188724415984j),(0.0025741205391143817-0.01400864770590081j),(0.010125385219002097-0.012287276461012926j),(-0.0030241643448728098-0.012667998207771574j),(-0.005052273859181961+0.006640508716139113j),(0.0021232364866754284-0.004909653255120072j),(0.0024971085467403215+0.005839802068924192j),(-0.002787016565200797-0.014444866136824313j),(-0.018048446627342445-0.011319599611743595j),(0.0052250020576022115-0.01016742640432534j),(-0.0036412985482042635+0.004059568924871345j)
"(-0.07692307692307665, -3.0)",(0.007517647578180212-0.003680358038635526j),(-0.008343365165871874+0.003933134409368844j),(-3.3625784076593966e-05-0.013877910482265839j),(0.009598859126224425-0.012784131314255914j),(-0.0018972768456772956-0.013335206860014786j),(-0.006695013757017641+0.005684838001516984j),(0.0036545597766163623-0.004133727414915527j),(0.0005415957003218068+0.005963250914357164j),(-0.000642012519267876-0.013570306889824954j),(-0.019154519449497576-0.009945049167687563j),(0.002175943167695984-0.012290311176838329j),(-0.0016231741567746592+0.005453378934228347j)
"(0.0769230769230771, -3.0)",(0.005586205821279378-0.006003389513018643j),(-0.00669501375701761+0.005684838001517008j),(-0.0018972768456773008-0.01333520686001479j),(0.009598859126224423-0.012784131314255914j),(-3.3625784076588904e-05-0.013877910482265833j),(-0.008343365165871908+0.003933134409368791j),(0.0050607528962059575-0.0026463579160760824j),(-0.0016231741567747054+0.005453378934228325j),(0.002175943167696079-0.012290311176838266j),(-0.019154519449497566-0.009945049167687568j),(-0.000642012519267975-0.013570306889824973j),(0.0005415957003218604+0.005963250914357165j)
"(0.23076923076923084, -3.0)",(0.0033795754470677926-0.007309079504834349j),(-0.005052273859181923+0.006640508716139131j),(-0.0030241643448728163-0.012667998207771576j),(0.010125385219002097-0.012287276461012926j),(0.002574120539114376-0.014008647705900804j),(-0.009577914006046752+0.00126411887244155j),(0.005909999147716328-0.000412531957428808j),(-0.0036412985482043004+0.004059568924871294j),(0.005225002057602239-0.010167426404325252j),(-0.01804844662734243-0.011319599611743615j),(-0.0027870165652008764-0.014444866136824323j),(0.0024971085467403787+0.00583980206892419j)
"(0.384615384615385, -3.0)",(0.0013319938453897886-0.007818175136730852j),(-0.0036680003706301726+0.007011234086723815j),(-0.003480158442270468-0.012056144488287434j),(0.011100884963404124-0.01123423203429435j),(0.005807438009672065-0.013351913140259616j),(-0.009839609667089974-0.0022258396221143425j),(0.005697401778445877+0.002324162430077618j),(-0.004969849894581545+0.0017615000730698464j),(0.007842938115486062-0.006918166707974434j),(-0.015593079406524348-0.013722408247337796j),(-0.003968823099469079-0.015312645866997515j),(0.004090627608821127+0.0054094418037643555j)
"(0.5384615384615388, -3.0)",(-0.0003260955869218655-0.007831997649236203j),(-0.002656867210416477+0.00700802436427175j),(-0.0033437770372732583-0.011577155160730894j),(0.012360915581850235-0.009525984302786476j),(0.00934728976129773-0.011507434585990078j),(-0.008552165841817437-0.006092255432714243j),(0.004038574484180137+0.004955562015118461j),(-0.005027741869864543-0.0010754662503491283j),(0.009202741337828309-0.002643895940851559j),(-0.011461562663917589-0.01641968511618346j),(-0.003946990059048741-0.01639434464034414j),(0.005311261111549656+0.0049769150144081675j)
"(0.6923076923076925, -3.0)",(-0.0015162591351911324-0.00763034349452218j),(-0.0020421561935747047+0.006794588432513645j),(-0.002684413094615894-0.01122108657854545j),(0.013642072358780179-0.0070643971623306386j),(0.012622643467114619-0.008171146253590852j),(-0.005357280776093065-0.009483571767263348j),(0.0009508476613805968+0.006570230139805806j),(-0.003484940529838178-0.0036581773058960384j),(0.008558813971918038+0.0019907950564786252j),(-0.005546791023247667-0.01829358977753315j),(-0.002476408062765811-0.017626187341296402j),(0.006204310698310197+0.004787776860291432j)
"(0.8461538461538463, -3.0)",(-0.002242276465304639-0.007424170454168506j),(-0.001797855867185246+0.0064720901489347974j),(-0.0015616338587422943-0.010906887510446816j),(0.014580082370464481-0.003813540484403973j),(0.014828389954433856-0.0033083693822695635j),(-0.0004199874714289681-0.011251883371714951j),(-0.0028989570714064656+0.006246989374169064j),(-0.0005941441482579679-0.004963288294440058j),(0.005656053365401647+0.005790020108573368j),(0.0016675175747857185-0.018025486908472176j),(0.0006398716270483479-0.01857829590672978j),(0.006791713967681736+0.005024918556826292j)
"(1.0, -3.0)",(-0.0025304180123266037-0.007343963295756011j),(-0.0018763772235093775+0.006082148997520051j),(-4.044667247332281e-05-0.010498737289934336j),(0.014735523413342482+0.00012438999985110835j),(0.015061771347573617+0.0026620631741200275j),(0.005325829789615359-0.010304716017672926j),(-0.006182842981513693+0.0035584025117083693j),(0.002649927803571484-0.00420917412967888j),(0.0011193343561485105+0.0074063684723646986j),(0.008850714181240154-0.014556611456617024j),(0.005361889564512929-0.018440372304859322j),(0.007010190745575748+0.005805962354452676j)
"(1.1538461538461542, -3.0)",(-0.0023906081791843486-0.00744204597257868j),(-0.002220882427199905+0.0056177753648356385j),(0.001783463311453522-0.009825805646993235j),(0.013664322888227325+0.004435951415717956j),(0.012600829672170825+0.008757408974924033j),(0.010190836603131024-0.006162851792022218j),(-0.007318043310066034-0.0009233577895753741j),(0.004760654592506935-0.0014341174760849973j),(-0.003485065263471683+0.006034628499859333j),(0.01394846144620581-0.007759534256139323j),(0.01112441011643366-0.01617102542520007j),(0.006674994103354153+0.007153626926644078j)
"(1.3076923076923084, -3.0)",(-0.0018006739617660418-0.007693192832813165j),(-0.0027653245363857292+0.005037096607067643j),(0.0037560588466069014-0.008711108565547398j),(0.011040751526679778+0.00855730595417898j),(0.007284468851543916+0.013506429438734919j),(0.012177813384190554+0.00048271956562143787j),(-0.005276804393078138-0.005485139466097021j),(0.00447883257191144+0.002195367683159013j),(-0.006171769948343977+0.002102260175842559j),(0.014879192481882656+0.001000185869987734j),(0.016594806376704973-0.010907579120642647j),(0.005487921608556402+0.008925962885503708j)
"(1.4615384615384617, -3.0)",(-0.0007148052882605038-0.007987141186479828j),(-0.0034267228804776137+0.004279063762122829j),(0.005645097090943535-0.007014064348400345j),(0.006818952883433751+0.01170969508185548j),(-0.00013808281287501495+0.015299606296423018j),(0.009860378414676475+0.007572701791871188j),(-0.00044952440254764-0.0078242370261221j),(0.0016619610874431686+0.004734141636460546j),(-0.005574685083558969-0.002562461135791124j),(0.010686647918790544+0.008910037484995413j),(0.01973322779724561-0.0026171615247067843j),(0.0031226005819862982+0.010721770718310103j)
"(1.6153846153846159, -3.0)",(0.0009006482572195716-0.008117345764600624j),(-0.004094855801291689+0.0032828456608199443j),(0.007141207116986585-0.004686294585899617j),(0.0013871469638592141+0.01304474317084798j),(-0.007898197184242416+0.013002379549937578j),(0.003380558812325174+0.012185128759465537j),(0.005054712523991165-0.0062677028854958156j),(-0.0022733024910456395+0.004516843608525352j),(-0.0019622715010596844-0.005464684998047733j),(0.0025740466195821898+0.012721490701613793j),(0.01840516574365977+0.007271122890507044j),(-0.0005831264099357295+0.011820841835928774j)
"(1.7692307692307692, -3.0)",(0.0030018588440920346-0.007782389914862481j),(-0.004625539843796072+0.0020129759025876034j),(0.007893380290272626-0.0018311571776190097j),(-0.00436242570961802+0.011904270272955052j),(-0.013544287181783066+0.006651139507106989j),(-0.005027750165346315+0.011799307869586603j),(0.008184249178666376-0.0010745616646918282j),(-0.004908930448860059+0.0013929443012148301j),(0.0025636019862391316-0.004893944270961182j),(-0.006023130420895068+0.010513729825370965j),(0.01154640848804466+0.0157555011456325j),(-0.005344502057065113+0.01126348280788967j)
"(1.9230769230769234, -3.0)",(0.00538071001655644-0.0066274099790381985j),(-0.004845009382819479+0.0004902204180409654j),(0.007586736811154777+0.0012537092517946886j),(-0.009134347925182432+0.008142030254656391j),(-0.014782623119146791-0.0021130376859784194j),(-0.011579488586566383+0.0058540318358844224j),(0.006697704208381552+0.005141886831856857j),(-0.004328507765269527-0.0027963080156318404j),(0.005141453018971749-0.0012172972017530188j),(-0.010851254135917497+0.003253071935764601j),(0.00039599200107906084+0.019161330345134144j),(-0.010173082398877755+0.008174638563152835j)
"(2.0769230769230775, -3.0)",(0.007587560680766815-0.0043545110467894665j),(-0.004573463145237554-0.0011766647277666165j),(0.006056135507458448+0.004080176537734342j),(-0.011552939540789701+0.0023867610250744875j),(-0.010599885401723895-0.010255274947754826j),(-0.012665746242181712-0.0033243412472451902j),(0.000935437559309493+0.008568546877235897j),(-0.0006594394437666444-0.005164132717935231j),(0.004045637063336542+0.003066817648942311j),(-0.009295756692231196-0.005119993524593241j),(-0.011122652029623216+0.0150476768962391j),(-0.013373303650620819+0.0023362464155392716j)
"(2.230769230769231, -3.0)",(0.008924862480908244-0.0009099696978391658j),(-0.003673348900836792-0.0027701303845943026j),(0.0034070828638900316+0.006047804235114888j),(-0.010667900995646858-0.003916127918620975j),(-0.0021458257059373373-0.014382453670791797j),(-0.0070720848249749245-0.011129533032213453j),(-0.005783738168868612+0.006607336899380622j),(0.003629946061932596-0.0038065036922215337j),(9.0741396944508e-05+0.004897772395830345j),(-0.0023772436031088773-0.009677656696330186j),(-0.017695363811245472+0.004249331454196579j),(-0.013034554822638605-0.00520861167970945j)
"(2.384615384615385, -3.0)",(0.008588817101973694+0.0032981128747810876j),(-0.002119731547165804-0.003972704754398491j),(9.25578184849639e-05+0.006606009285969246j),(-0.006478360243677956-0.008816613775896823j),(0.007251238227045234-0.012343228764913786j),(0.002682222160548202-0.01297773126068655j),(-0.008928801124738248+4.478062070187621e-05j),(0.005288639223480025+0.0005117008596633425j),(-0.003731921989500199+0.0029302775739688536j),(0.005405681327640932-0.007667925619939326j),(-0.015480795260321308-0.008468239484162891j),(-0.008054479404833116-0.011972759396489535j)
"(2.5384615384615383, -3.0)",(0.006002842482543844+0.007274309841314639j),(-7.488748186861364e-05-0.004425842647632916j),(-0.0031155033933715484+0.0054724877012295005j),(-0.0002125679394511436-0.010527823221968892j),(0.013285835689920792-0.00464543280970746j),(0.011143835344088358-0.00724820833790807j),(-0.005917445215029833-0.00686450105355017j),(0.002819252080659669+0.004565285640679949j),(-0.004437168528320883-0.001256231003577602j),(0.008830459113246406-0.000675390235595941j),(-0.00504313513063478-0.016309465776909265j),(0.0007070312129568988-0.014737887854441821j)
"(2.6923076923076925, -3.0)",(0.0012774745265914282+0.009575421867281896j),(0.0020696329981744446-0.0038481836099983017j),(-0.005302351275775589+0.0028336208016584976j),(0.005888431323863464-0.008246797707812574j),(0.012786550391690212+0.00524950819854921j),(0.01295439424834236+0.0030711310480685196j),(0.0015472661047408057-0.009052428214125068j),(-0.002019902274919865+0.005025306835697882j),(-0.0014881306269963377-0.004242019598120629j),(0.0056767109487500704+0.006168353741809079j),(0.007925709305431232-0.014460379054407823j),(0.009970580082380403-0.011224402203062225j)
"(2.8461538461538467, -3.0)",(-0.004430530512491355+0.008835108501752786j),(0.0037322766939235034-0.002194174550672091j),(-0.00572061984959711-0.0005797034469281014j),(0.00935836614639067-0.002743009128841591j),(0.005702029231260868+0.01230469812111125j),(0.006507057147119957+0.01161494373817014j),(0.008129093809938329-0.004500189025688265j),(-0.005307418514397379+0.0012992460595116504j),(0.0026042628156503662-0.003538883105216553j),(-0.0014223644076009048+0.007828198892069418j),(0.015455486800452495-0.003784983182664083j),(0.015078338618223873-0.001987862272818037j)
"(3.0, -3.0)",(-0.00899842406500754+0.004584667605596538j),(0.004299397984094166+0.00020771572619862624j),(-0.004140040707794977-0.003635203607189246j),(0.008629953533917212+0.003693795589465281j),(-0.0043518320003687+0.012563398863581456j),(-0.004351832000368737+0.012563398863581442j),(0.008629953533917207+0.003693795589465329j),(-0.004140040707794963-0.003635203607189232j),(0.004299397984094106+0.0002077157261986626j),(-0.00682068204921967+0.0032870331431233816j),(0.012539702720090801+0.008846241502159999j),(0.01253970272009084+0.008846241502159999j)
"(-3.0, -2.8461538461538463)",(0.011570341886737941-0.0027757765158729643j),(0.005702029231260905+0.012304698121111237j),(0.006507057147119961+0.011614943738170116j),(0.008129093809938306-0.004500189025688312j),(-0.005307418514397397+0.0012992460595116636j),(0.00260426281565037-0.0035388831052165642j),(-0.0014223644076008719+0.007828198892069448j),(0.015455486800452488-0.0037849831826641156j),(0.015078338618223863-0.001987862272818065j),(-0.003399558741139787+0.006493061766054355j),(0.0037322766939234995-0.0021941745506721113j),(-0.005720619849597114-0.0005797034469280737j)
"(-2.8461538461538463, -2.8461538461538463)",(0.004691675290284896-0.010866916824516498j),(0.013087787328019344+0.003695164104849577j),(0.013087787328019337+0.0036951641048495777j),(0.0033873391585981277-0.00905226843363511j),(-0.0036473222524118455+0.004386946815903395j),(0.0001536205630888986-0.00440870055280139j),(0.003584509490948931+0.006816160880222439j),(0.00838122995703996-0.013411276296887544j),(0.008381229957039948-0.013411276296887572j),(0.0035845094909489517+0.0068161608802224105j),(0.00015362056308886173-0.004408700552801405j),(-0.0036473222524118104+0.00438694681590339j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.005708835806756037-0.010283620882880998j),(0.011465002742468476-0.007351903871967123j),(0.01224888063751561-0.006532360659493975j),(-0.00321315937367069-0.00953037075352533j),(-0.0005031703388834568+0.0059478496718234795j),(-0.002247963729363742-0.0038336658999316296j),(0.006663818461692653+0.0032995765559175588j),(-0.002833693370228293-0.015396355834353715j),(-0.004833242034113406-0.01571548022425892j),(0.008039383129004835+0.0011096558150899835j),(-0.003684990827018074-0.0025905474591988143j),(0.0015266253305137325+0.005446909623684072j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.01151743322064554-0.0019079902002388936j),(0.0023405290802222976-0.013417653138948778j),(0.004679969120471395-0.013362143839445235j),(-0.008711200528197282-0.005803729216825883j),(0.00297399750742456+0.005505881075078919j),(-0.003919309081835273-0.0022001447100514168j),(0.007106003754709587-0.0009073640669750393j),(-0.011967055447159732-0.009734157897246529j),(-0.015437935365711747-0.0073149784720416096j),(0.006017694009934694-0.00611331300680224j),(-0.004303573304697448+0.0016552545251451226j),(0.005278690439515575+0.0018851684601120444j)
"(-2.3846153846153846, -2.8461538461538463)",(-0.008700604267205812+0.0076312729238252035j),(-0.008082584023162103-0.010935965285573019j),(-0.005411797848399172-0.013370762355700148j),(-0.010884008247492659+0.00047215788772831405j),(0.0056803273785703485+0.0033065147936419395j),(-0.004564462346619375-9.410049383740358e-05j),(0.005397774253304227-0.004279159251021564j),(-0.015120927579819855-0.0002272874349995724j),(-0.016608523581084937+0.006202239519161401j),(-0.0011925474712556393-0.009016933686001502j),(-0.001117116345121677+0.004599779771333543j),(0.004587271544489246-0.0031252609181915353j)
"(-2.230769230769231, -2.8461538461538463)",(0.00018885615994600462+0.011455932829106445j),(-0.013409833302590598-0.0019609970601729967j),(-0.012959799925676673-0.006889956062559658j),(-0.009051772145694428+0.006824221294618825j),(0.006914545164245401+8.122384680434604e-05j),(-0.004233984723064914+0.0019446018639755285j),(0.002600192484349838-0.00608139768272471j),(-0.012073727611369366+0.00845671466702793j),(-0.007937123821439495+0.016560703730378473j),(-0.008225247320237708-0.005093173503324468j),(0.003180701267445919+0.0036949898840520257j),(0.00025460410278739125-0.005487905082030386j)
"(-2.0769230769230766, -2.8461538461538463)",(0.008624338585670759+0.00734329542343382j),(-0.01095152886577369+0.007858295917170294j),(-0.014662388310510695+0.002721333905677424j),(-0.004066913049122983+0.011066645372362785j),(0.006499586765531225-0.003292654159373209j),(-0.0031884054244048113+0.0035592175052946177j),(-0.0002670067666663543-0.006340561774129594j),(-0.005290244106348595+0.013263122573070706j),(0.0052863914592223005+0.018220415146583173j),(-0.00985154688398527+0.0030826328060644882j),(0.005028205136112874-0.0003548035587911806j),(-0.004133089649444636-0.0035298705243087952j)
"(-1.923076923076923, -2.8461538461538463)",(0.011096036036326893-0.001381296557041863j),(-0.002707226637013906+0.013099660195585117j),(-0.01022266584767079+0.011148353986740921j),(0.002299729573110365+0.012036119004758032j),(0.004698906250842508-0.006082613373440294j),(-0.0017524864749331628+0.004603454035249634j),(-0.0025640364181389896-0.005524631320045363j),(0.0020628856009527376+0.013584214438830011j),(0.01611298679603454+0.011031054943033138j),(-0.0047103983835556276+0.009992551397087256j),(0.002915416327812377-0.004346974878442137j),(-0.005283597372694502+0.0009936342372869713j)
"(-1.7692307692307692, -2.8461538461538463)",(0.006574242367328138-0.008845699392869569j),(0.006535449836212955+0.011516938513896706j),(-0.001916994509164193+0.015190864030215832j),(0.00816151022476557+0.009759870277448911j),(0.002022790444585302-0.007859453794561733j),(-0.00021178338693322402+0.00509876746208487j),(-0.004075289614577486-0.004201825556878577j),(0.007697475710015013+0.010635344151675002j),(0.019984548424312135-0.0008431697493242221j),(0.0040875429729663616+0.011127640014877198j),(-0.0015881427478361785-0.005225333004663339j),(-0.0026028747366953586+0.004637468309354744j)
"(-1.6153846153846154, -2.8461538461538463)",(-0.0015729822788207682-0.010731287472790112j),(0.012230992213732087+0.0046185348159685025j),(0.006876175218244223+0.01385136665121692j),(0.012141653099614472+0.0051572974373829674j),(-0.0009748693538248613-0.00851776898099455j),(0.001235874133016165+0.005166818404359003j),(-0.004882055885152299-0.002826173169293072j),(0.010762160255122125+0.006269784187979795j),(0.01640263936206897-0.01206942129953763j),(0.011395855608663711+0.005717675972928132j),(-0.005238561633310859-0.0023198443319910164j),(0.0017590995028930157+0.00495977292093043j)
"(-1.4615384615384615, -2.8461538461538463)",(-0.008382230201687801-0.006580300674499223j),(0.012278991364483955-0.0038571793362723508j),(0.01323503657658923+0.008218141029180928j),(0.013646628106870947-0.0004696907252921587j),(-0.00384321026784359-0.008202167239962945j),(0.002485193259512942+0.004968445912825721j),(-0.005198089667412429-0.0016693604252889455j),(0.011556111949903162+0.0020346976368725584j),(0.008003180298725328-0.01895949293181078j),(0.013323083339975585-0.003333794149714046j),(-0.005541597241703087+0.002417054528811889j),(0.004798730446303083+0.002034248804574159j)
