index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.03883659439351004+0.3118708338007551j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.25152379252105367+0.1994443588154341j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.3269923749563362-0.025898656304877057j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.23378498618326576-0.24031907403538966j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.028504756189982848-0.34151030193434145j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.189144196375657-0.2946985740166788j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.33156080236090035-0.13383068566656325j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.3578876484776548+0.06976502676856j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.2777944586174011+0.24612025488906297j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.13289316067887033+0.35258978846459743j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.028210018806311132+0.3802407243465684j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.16846282885890468+0.3453701643246158j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.2696712339378747+0.2754351698490357j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.33042670991941453+0.1970905948620651j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.35940602301879304+0.1297825663524577j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.3683192827764076+0.08459070467795472j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.36679166878648284+0.06613148016703796j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.35959946874507126+0.07515540154508711j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.3457326652456605+0.11017200219150293j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.318755044638169+0.1673278229562458j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.2684942902255835+0.23860275836999978j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.18465759263533804+0.30929016765558576j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.06288176456591868+0.35678078098730803j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.08759171457781595+0.3534991648832856j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.23799199366062807+0.27635446665568225j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.3417267428390197+0.12195356240090988j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.34920666767970604-0.07894027615656045j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.23510267470473653-0.25958904537239247j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(-0.026020378288947706-0.33894593201416356j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.1928506600065019-0.2653566206612138j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.3097119652525331-0.06061194419619547j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.2511795155016459+0.1707350029194091j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.04278340376580228+0.29019225869725235j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.18646472517213208+0.21554907858565173j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.27880087375398976-0.00795847375300732j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.16296708915414063-0.2212942175738625j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.07779030171333527-0.26092207584992777j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.25493671337347074-0.09094511030254161j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.22124124145908045+0.15385764355468826j)
"(3.0, -3.0)","(3.0, -3.0)",(0.0005290341985780727+0.2682545759065381j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.2586170682732527+0.1829736126154724j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.3182722619570434-0.059438188110127035j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.1903178265878462-0.27095849649067477j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(-0.044787746068691466-0.33582417858671487j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.25957961848139655-0.22990245773671558j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.3545100640503442-0.016260829805240934j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.3005016994635747+0.20371917139381016j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.13560279194629207+0.3453754108216827j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(0.06873286691038102+0.3723149972008771j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(0.24569812793150744+0.2969422035625888j)
"(-1.4615384615384615, -2.8461538461538463)","(-1.4615384615384615, -2.8461538461538463)",(0.3566272255751073+0.16050041250806654j)
"(-1.3076923076923075, -2.8461538461538463)","(-1.3076923076923075, -2.8461538461538463)",(0.39510687838167086+0.008910998866693302j)
"(-1.1538461538461537, -2.8461538461538463)","(-1.1538461538461537, -2.8461538461538463)",(0.37761997626302957-0.12388048558127875j)
"(-1.0, -2.8461538461538463)","(-1.0, -2.8461538461538463)",(0.3300166450365252-0.22149139787586994j)
"(-0.8461538461538458, -2.8461538461538463)","(-0.8461538461538458, -2.8461538461538463)",(0.2767417718520845-0.28219750163224616j)
"(-0.6923076923076921, -2.8461538461538463)","(-0.6923076923076921, -2.8461538461538463)",(0.2354017474218084-0.3122716802689544j)
"(-0.5384615384615383, -2.8461538461538463)","(-0.5384615384615383, -2.8461538461538463)",(0.2158320169252247-0.3194406426985491j)
"(-0.3846153846153846, -2.8461538461538463)","(-0.3846153846153846, -2.8461538461538463)",(0.22135288936545008-0.3084041214322016j)
