index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)"
"(-0.3846153846153846, 3.0)",(0.0036890229191911495+0.0016587607787608405j),(0.0033341527241981532-0.0010495380888515824j),(0.0017442255773372722-0.0030830853730630793j),(-0.0009047424088427457-0.003480014706441027j),(-0.0031434748672910435-0.0018672035597777003j),(-0.0036103374940153936+0.0009139088702356224j),(-0.001967283449761352+0.0032510250067757074j),(0.0008458769851064817+0.0037899721806112555j),(0.0032499133097284314+0.0022862876544807323j),(0.00405397609477214-0.00035651210140357127j),(0.0030831222700876825-0.0028066297271745694j),(0.0010349946184563918-0.004141812303702387j),(-0.0011458346155037698-0.004211690905791622j),(-0.002819081367902367-0.003443722298988582j),(-0.0038135517043268747-0.0024262181917366994j),(-0.004273727277083012-0.0016109273195858511j),(-0.0044178182790583454-0.0012375812171295387j),(-0.004364772209844765-0.0013865380845965603j),(-0.004065924498209843-0.0020278564493966633j),(-0.0033313126077341576-0.0030000054693392663j),(-0.0019566380397135186-0.0039450817743687605j),(5.357553256138931e-05-0.004311289214454797j),(0.002266500380031289-0.0035513394817245493j),(0.003822558536890718-0.001517409829446764j),(0.0038321902824479527+0.001196916965149556j),(0.002032035848817291+0.0033542169099593662j),(-0.0007969032827575671+0.003751556613059642j),(-0.003125273388179856+0.0020837014171791093j),(-0.003615231136654872-0.0007130068135326155j),(-0.002023982613484363-0.003002690280464843j),(0.0006448424891252864-0.0035058798988019343j),(0.002841957530062155-0.002068543757660134j),(0.003451188911687218+0.00037672616282342914j),(0.00234529254407154+0.0025084289641874266j),(0.0002527422143247232+0.0033921358549035842j),(-0.00180797730524679+0.0028482940155839125j),(-0.003076444725995876+0.00132561232336965j),(-0.0032942207597411893-0.00048527842851006804j),(-0.002635543328489449-0.002007264721882244j),(-0.001483928023585929-0.0029462413152890597j),(-0.00022012586379852457-0.003279943793560339j),(0.0008954727689481435-0.0031533427471416202j),(0.0017450210823687995-0.002766299119344681j),(0.002318917325686212-0.0022986733762220854j),(0.0026652106761130313-0.0018794403988707715j),(0.002846688498487909-0.0015862466425959315j),(0.002913243836989867-0.0014581820752815908j),(0.0028877254667113317-0.0015089365193720998j),(0.0027610129290224447-0.0017333185061814103j),(0.002493878789549171-0.00210462341830428j),(0.0020266412557569413-0.0025638053854906153j),(0.0013004293355819148-0.0030053188694306623j),(0.0002936436613226254-0.0032698585517297978j),(-0.000928931753712166-0.003159823260326813j),(-0.002170592164267368-0.002494213634276325j),(-0.003094784019379183-0.0012076077663010377j),(-0.003297856367208893+0.0005333776988856665j),(-0.0024846288704613974+0.0022661147815066485j),(-0.0007032319137565464+0.0033150983125826024j),(0.0014953539875031075+0.0030749743706397557j)
"(-0.23076923076923084, 3.0)",(0.004074284320119272-0.00015558523147745328j),(0.0025119944899323066-0.002474110200494853j),(0.00011681776578043546-0.0035741986132838055j),(-0.002457129381826019-0.0026764310516378315j),(-0.0036940771085660954-0.00016631679543343219j),(-0.002790077449667914+0.0025354785122851608j),(-0.00023156915169396362+0.003843058523831309j),(0.0025154424537252524+0.0030292586991969893j),(0.003982820716484601+0.0006249721118779063j),(0.003577829712273435-0.002064091069078016j),(0.0017444372074327489-0.0038554287596545105j),(-0.0005522813825838095-0.004295785001300315j),(-0.0024874970105161027-0.0036580122764300043j),(-0.0037151745174306776-0.0025447524934975392j),(-0.004309645141716308-0.0015001428616273434j),(-0.0045197293220224964-0.0008476613090136696j),(-0.004548818093776232-0.0007195092863573919j),(-0.0044401493168919675-0.0011356514701719512j),(-0.004057068643414782-0.002024089736887047j),(-0.00315064989633643-0.003160586694975138j),(-0.0015326348277818276-0.00409828434570062j),(0.0006717546527329943-0.0042255112735610344j),(0.0028458525255037016-0.0030584058835694083j),(0.004020478760036901-0.0006779157435762084j),(0.003421288987225955+0.002034706457263166j),(0.0011275910828561797+0.0037228996772517434j),(-0.001727188318822065+0.0033919450852923964j),(-0.003540572209343307+0.001175217904570129j),(-0.0032760774155042335-0.0016372969050546273j),(-0.0011582640427810513-0.0034105650432771097j),(0.0015140290361296848-0.0032092250361427394j),(0.0032512614085546676-0.0013001775956376434j),(0.0032576269093247848+0.0011682984264217407j),(0.0017375154594623853+0.0029520763260781273j),(-0.0004310473201749776+0.003367555333416189j),(-0.0022891336999166212+0.0024718502156202368j),(-0.003244932925697182+0.0008197672934560789j),(-0.0031967591022570075-0.0009261601832758592j),(-0.002397502137365015-0.0022859151961291454j),(-0.0012304986215128568-0.0030616960221160248j),(-3.2374020433924415e-05-0.0032890385932211447j),(0.0009875716340878376-0.0031286337042525773j),(0.001747735418532957-0.0027688295294125j),(0.0022542748227523425-0.0023680903369064006j),(0.002554397398225619-0.0020355777506065177j),(0.0027000541881112964-0.0018348830849332766j),(0.0027258793026051376-0.001795696404221178j),(0.0026388511459147002-0.0019231444187331813j),(0.002416518194172292-0.0021997684121464254j),(0.0020130587487193633-0.002579267289576583j),(0.0013754200035689438-0.0029749801427263424j),(0.0004729110382137097-0.0032508154639565856j),(-0.0006597635518474002-0.0032277930370057167j),(-0.0018761975651024297-0.0027223886395254444j),(-0.002894827051443418-0.001626736428967392j),(-0.0033377256369146414-1.8086228303753153e-05j),(-0.002863953326473754+0.0017537053168577988j),(-0.0013835729776608028+0.003086456545561146j),(0.000744109076619394+0.0033285280612264626j),(0.0026944768672558348+0.0021444422021370873j)
"(-0.07692307692307665, 3.0)",(0.0036945067150979437-0.0017938407813894537j),(0.001278785403056198-0.003315852685575606j),(-0.0014059824676830113-0.003322421811549799j),(-0.0033925279884463515-0.0013961802767150954j),(-0.0034514223478128744+0.0014329937342116347j),(-0.0014781809617993467+0.003515224572646939j),(0.0013975674588894288+0.0036381949351932874j),(0.0035663511344887445+0.0017860404216845534j),(0.003969899874170242-0.0009659061232523029j),(0.002628028620571942-0.0032590344833225197j),(0.00037664618295714435-0.004271426617782532j),(-0.0018129250751691443-0.003992970816666385j),(-0.003361633736062701-0.002950312730332186j),(-0.004188520406839623-0.0017616299999176587j),(-0.004511796245052957-0.0008586314261011035j),(-0.00459283239880363-0.0004473405821095853j),(-0.004569137177340914-0.000589695289772174j),(-0.004391996371845062-0.0012665115225697745j),(-0.003846901363265141-0.002353986796515852j),(-0.002666472149785061-0.0035372320825792385j),(-0.0007515268829828721-0.0042708471961720165j),(0.0015742567355824528-0.003933099302756491j),(0.003490847829865846-0.0022160261122032136j),(0.004008963737835261+0.000462093237603717j),(0.00263640438513695+0.002929578788433602j),(-8.157199573325268e-05+0.003852700883062396j),(-0.00269267223807999+0.002643574749011349j),(-0.0037010794838198678-2.431784103704845e-05j),(-0.002560745291556081-0.002582102896307498j),(-2.2280482559538315e-05-0.003579291137344498j),(0.002414639964064737-0.0025736426260675248j),(0.003474117512970147-0.00027601953612771445j),(0.0027829250340443783+0.0020337680427326204j),(0.0008845354034256567+0.003297294923766487j),(-0.0012498453813568936+0.0031464083641589056j),(-0.00278565153409804+0.0018812631390304475j),(-0.003338203680295551+0.0001350647177318515j),(-0.0029712185884067737-0.00148966498243408j),(-0.0020082646966282976-0.0026304381095060233j),(-0.0008213264941272362-0.0031937549945666066j),(0.0003050726665103103-0.0032739913652240263j),(0.0012170114369653628-0.0030466013028832032j),(0.0018714389469207014-0.0026876304903010236j),(0.0022920117191642174-0.0023336433749137123j),(0.00252675893812762-0.0020732290913380064j),(0.002618346587291703-0.0019545158310814888j),(0.0025875697508801446-0.001995674897089418j),(0.0024271387997777186-0.002190651727709787j),(0.0021037450349335003-0.002507122258360941j),(0.0015691457566769829-0.0028776766250793915j),(0.0007831444148505009-0.0031895321012487743j),(-0.0002496921417866406-0.003283275817870951j),(-0.001434515033305506-0.002975642927602196j),(-0.0025502068094775455-0.002120122682527481j),(-0.00325674242651768-0.000704793176893976j),(-0.003183862314854685+0.0010449204893440778j),(-0.0021122987961421902+0.0026300075127138217j),(-0.00019126777271966146+0.0033940757235077002j),(0.0019468022047712755+0.0028240984455408864j),(0.0033379793427832697+0.0009320987861675044j)
"(0.0769230769230771, 3.0)",(0.0028305862662744716-0.003012386045791164j),(-2.22804825595293e-05-0.003579291137344507j),(-0.0025607452915560767-0.002582102896307498j),(-0.003701079483819867-2.4317841037047905e-05j),(-0.0026926722380799864+0.002643574749011351j),(-8.157199573324935e-05+0.0038527008830623885j),(0.0026364043851369403+0.002929578788433599j),(0.004008963737835258+0.00046209323760372327j),(0.0034908478298658497-0.0022160261122032144j),(0.001574256735582456-0.003933099302756489j),(-0.0007515268829828688-0.004270847196172015j),(-0.0026664721497850633-0.003537232082579238j),(-0.0038469013632651382-0.0023539867965158574j),(-0.004391996371845063-0.0012665115225697758j),(-0.004569137177340913-0.0005896952897721767j),(-0.00459283239880363-0.0004473405821095852j),(-0.004511796245052956-0.0008586314261011051j),(-0.004188520406839623-0.0017616299999176574j),(-0.0033616337360627023-0.0029503127303321833j),(-0.001812925075169144-0.003992970816666386j),(0.00037664618295714196-0.004271426617782534j),(0.002628028620571938-0.0032590344833225244j),(0.003969899874170238-0.0009659061232523032j),(0.0035663511344887484+0.0017860404216845462j),(0.0013975674588894336+0.0036381949351932943j),(-0.0014781809617993521+0.003515224572646946j),(-0.003451422347812878+0.0014329937342116292j),(-0.003392527988446352-0.0013961802767150954j),(-0.0014059824676830178-0.0033224218115497973j),(0.0012787854030561871-0.0033158526855756013j),(0.003153284298274872-0.0015343106750818332j),(0.0033379793427832567+0.000932098786167478j),(0.0019468022047712938+0.002824098445540891j),(-0.0001912677727196597+0.003394075723507707j),(-0.002112298796142189+0.0026300075127138195j),(-0.0031838623148546844+0.0010449204893440804j),(-0.00325674242651767-0.0007047931768939732j),(-0.0025502068094775546-0.0021201226825274793j),(-0.0014345150333055126-0.0029756429276022044j),(-0.0002496921417866375-0.0032832758178709454j),(0.000783144414850497-0.0031895321012487725j),(0.0015691457566769846-0.002877676625079392j),(0.0021037450349335007-0.0025071222583609464j),(0.0024271387997777103-0.002190651727709776j),(0.0025875697508801507-0.0019956748970894216j),(0.0026183465872917037-0.001954515831081488j),(0.0025267589381276147-0.002073229091338001j),(0.0022920117191642287-0.002333643374913721j),(0.0018714389469207029-0.0026876304903010167j),(0.001217011436965365-0.0030466013028832015j),(0.0003050726665103138-0.00327399136522403j),(-0.0008213264941272386-0.0031937549945666127j),(-0.0020082646966282894-0.002630438109506017j),(-0.002971218588406764-0.0014896649824340876j),(-0.0033382036802955617+0.00013506471773184865j),(-0.0027856515340980415+0.001881263139030444j),(-0.001249845381356891+0.003146408364158909j),(0.0008845354034256475+0.00329729492376648j),(0.0027829250340443614+0.0020337680427326183j),(0.003474117512970167-0.00027601953612769314j)
"(0.23076923076923084, 3.0)",(0.0017761582878539107-0.0037582274706699564j),(-0.0011582640427810487-0.0034105650432771206j),(-0.003276077415504229-0.0016372969050546327j),(-0.003540572209343307+0.001175217904570127j),(-0.0017271883188220635+0.0033919450852923955j),(0.0011275910828561747+0.003722899677251737j),(0.0034212889872259444+0.002034706457263168j),(0.004020478760036901-0.0006779157435761991j),(0.0028458525255037064-0.0030584058835694088j),(0.0006717546527330039-0.004225511273561034j),(-0.0015326348277818235-0.004098284345700618j),(-0.003150649896336426-0.0031605866949751408j),(-0.0040570686434147785-0.002024089736887054j),(-0.0044401493168919675-0.0011356514701719525j),(-0.004548818093776231-0.0007195092863573946j),(-0.0045197293220224964-0.0008476613090136695j),(-0.0043096451417163105-0.0015001428616273373j),(-0.003715174517430679-0.002544752493497538j),(-0.0024874970105161092-0.0036580122764300013j),(-0.0005522813825838168-0.004295785001300313j),(0.0017444372074327424-0.0038554287596545144j),(0.0035778297122734263-0.0020640910690780303j),(0.003982820716484597+0.0006249721118779017j),(0.0025154424537252623+0.003029258699196983j),(-0.00023156915169395792+0.003843058523831317j),(-0.0027900774496679194+0.0025354785122851673j),(-0.003694077108566097-0.00016631679543343284j),(-0.0024571293818260198-0.0026764310516378333j),(0.00011681776578043142-0.0035741986132838068j),(0.0025119944899322953-0.0024741102004948506j),(0.0034791948460050296-0.00013601485016613546j),(0.0026944768672558326+0.002144442202137058j),(0.0007441090766194167+0.0033285280612264734j),(-0.0013835729776607963+0.003086456545561158j),(-0.00286395332647375+0.0017537053168578012j),(-0.0033377256369146423-1.8086228303750666e-05j),(-0.0028948270514434133-0.0016267364289673807j),(-0.0018761975651024384-0.002722388639525445j),(-0.0006597635518474065-0.0032277930370057245j),(0.00047291103821370766-0.0032508154639565795j),(0.0013754200035689388-0.0029749801427263415j),(0.0020130587487193607-0.0025792672895765855j),(0.0024165181941722923-0.0021997684121464315j),(0.0026388511459146885-0.001923144418733174j),(0.002725879302605141-0.0017956964042211865j),(0.0027000541881112986-0.0018348830849332742j),(0.0025543973982256143-0.0020355777506065125j),(0.0022542748227523533-0.0023680903369064092j),(0.001747735418532955-0.0027688295294124956j),(0.0009875716340878408-0.0031286337042525747j),(-3.237402043391764e-05-0.0032890385932211478j),(-0.0012304986215128581-0.003061696022116031j),(-0.002397502137365005-0.0022859151961291415j),(-0.003196759102256998-0.0009261601832758676j),(-0.003244932925697194+0.0008197672934560756j),(-0.002289133699916628+0.0024718502156202307j),(-0.0004310473201749782+0.0033675553334161926j),(0.0017375154594623712+0.002952076326078125j),(0.003257626909324764+0.0011682984264217533j),(0.003251261408554693-0.0013001775956376339j)
"(0.384615384615385, 3.0)",(0.0007579126495099558-0.004106907692353903j),(-0.002023982613484363-0.0030026902804648546j),(-0.003615231136654871-0.0007130068135326156j),(-0.0031252733881798563+0.0020837014171791075j),(-0.0007969032827575685+0.0037515566130596413j),(0.0020320358488172866+0.003354216909959358j),(0.003832190282447943+0.0011969169651495596j),(0.00382255853689072-0.0015174098294467551j),(0.002266500380031292-0.003551339481724553j),(5.3575532561399055e-05-0.004311289214454797j),(-0.0019566380397135134-0.00394508177436876j),(-0.0033313126077341546-0.0030000054693392697j),(-0.004065924498209838-0.00202785644939667j),(-0.004364772209844766-0.001386538084596562j),(-0.0044178182790583454-0.0012375812171295402j),(-0.004273727277083011-0.001610927319585855j),(-0.003813551704326873-0.0024262181917367024j),(-0.002819081367902367-0.003443722298988583j),(-0.0011458346155037715-0.004211690905791622j),(0.001034994618456392-0.004141812303702387j),(0.003083122270087683-0.002806629727174573j),(0.004053976094772139-0.0003565121014035797j),(0.0032499133097284227+0.0022862876544807328j),(0.0008458769851064869+0.0037899721806112572j),(-0.0019672834497613608+0.0032510250067757105j),(-0.0036103374940153993+0.0009139088702356231j),(-0.0031434748672910418-0.0018672035597777086j),(-0.0009047424088427433-0.0034800147064410294j),(0.0017442255773372735-0.003083085373063078j),(0.0033341527241981437-0.001049538088851582j),(0.0031521418486439978+0.0014136786985589934j),(0.0014953539875031108+0.0030749743706397327j),(-0.000703231913756535+0.0033150983125826198j),(-0.0024846288704613983+0.0022661147815066585j),(-0.003297856367208891+0.0005333776988856669j),(-0.003094784019379183-0.0012076077663010394j),(-0.002170592164267363-0.002494213634276316j),(-0.0009289317537121725-0.003159823260326816j),(0.0002936436613226255-0.0032698585517298077j),(0.001300429335581913-0.003005318869430657j),(0.0020266412557569404-0.002563805385490613j),(0.002493878789549171-0.002104623418304282j),(0.002761012929022452-0.0017333185061814064j),(0.002887725466711319-0.0015089365193720937j),(0.0029132438369898735-0.0014581820752815945j),(0.002846688498487911-0.001586246642595928j),(0.002665210676113027-0.0018794403988707659j),(0.0023189173256862265-0.002298673376222091j),(0.0017450210823688006-0.0027662991193446746j),(0.0008954727689481473-0.003153342747141617j),(-0.00022012586379852137-0.0032799437935603416j),(-0.0014839280235859308-0.0029462413152890657j),(-0.002635543328489439-0.00200726472188224j),(-0.0032942207597411823-0.0004852784285100794j),(-0.003076444725995888+0.0013256123233696478j),(-0.0018079773052467954+0.0028482940155839086j),(0.0002527422143247248+0.0033921358549035873j),(0.002345292544071527+0.00250842896418743j),(0.0034511889116872+0.0003767261628234411j),(0.0028419575300621803-0.0020685437576601303j)
"(0.5384615384615388, 3.0)",(-8.746131149019035e-05-0.004190778512023252j),(-0.0026123337201084027-0.0025303137572621694j),(-0.0037031431292624383+5.367106296222206e-05j),(-0.002648871932564437+0.002693552815868547j),(-4.6510741360229195e-05+0.0038592936111712123j),(0.0026271904880822905+0.0029473874093431814j),(0.004003698931056343+0.0005611129070618262j),(0.0036034614648238843-0.0020403452946276017j),(0.0018952433449248567-0.003792477987698383j),(-0.00022923330424698768-0.004328376886487846j),(-0.0020421291580876686-0.003919790026356866j),(-0.0032415459165600624-0.003106543373101037j),(-0.0038720679364607226-0.002367294089173745j),(-0.0041043579273967795-0.0019893187403615203j),(-0.004050851666070684-0.002083958343203061j),(-0.0036821301942198134-0.002625348010899165j),(-0.0028470788927116067-0.00343903591315424j),(-0.0013978964058756161-0.004159253449807667j),(0.0005977476605869745-0.004256333896050447j),(0.0026650715513709023-0.003247698454672558j),(0.003958589933562823-0.0010762151820698479j),(0.003673629683345791+0.0015956917131846452j),(0.0016727041862246756+0.003537211780302596j),(-0.00116532146996346+0.003644905585059684j),(-0.0033075670576054967+0.0017623630445333304j),(-0.0035202195861912516-0.0010605579184552458j),(-0.001715553387359816-0.0031794644093014438j),(0.0009877867542814364-0.003416334864352331j),(0.0030297560659351868-0.0017653776786192622j),(0.003384840038554069+0.0007321588357631609j),(0.0020571991376309084+0.0027388362416705656j),(-0.00012550033384790986+0.0033904959617255316j),(-0.0021188650784718746+0.002613957373213838j),(-0.0032046801968174626+0.0009447916641691882j),(-0.003199432201517495-0.0008898888425428246j),(-0.002346454670058289-0.0023259958673853584j),(-0.0010696736816219862-0.0031111225718553773j),(0.00024182189499348186-0.0032693846823329538j),(0.0013420679108729662-0.002980783894493233j),(0.002137634932810818-0.0024634615522481085j),(0.002643366052040626-0.0019011206915507432j),(0.0029266978005860794-0.001417777307557485j),(0.0030637237038025995-0.0010830187082880457j),(0.0031127084060334855-0.0009290888945242823j),(0.0031014742271733486-0.0009668295217478913j),(0.00302315038707614-0.0011938076113624046j),(0.002837125053487584-0.001592283686317704j),(0.0024760066410674728-0.002117551641647484j),(0.0018629942803211424-0.0026804416226024527j),(0.0009450963556589985-0.0031329416161552906j),(-0.00025684609020737415-0.0032725014721395698j),(-0.0015930406644045225-0.002884395570001697j),(-0.002755699944147008-0.001834044979230379j),(-0.0033227375008273007-0.00019367627421256012j),(-0.002910807487019444+0.001658065920542511j),(-0.001417647795545347+0.0030631602962151194j),(0.0007622053564899851+0.0033185948704191814j),(0.0027369968084797664+0.0020830758570333304j),(0.0034698405009078535-0.00025815723621632863j),(0.002394941537224334-0.0025868394272510207j)
"(0.6923076923076925, 3.0)",(-0.0006989638286174491-0.004144349931660477j),(-0.0029690066389590113-0.002121035413074604j),(-0.0036691776867958823+0.0006011888448202314j),(-0.002251157089379654+0.003055047943301785j),(0.0004598566067403619+0.003851449517015795j),(0.0029612171076919057+0.0026428646433488386j),(0.0040594032879688845+0.0001948206239443944j),(0.0034868858093245426-0.0022710393419636686j),(0.0018016651020184603-0.0038568383417476185j),(-0.00016258153379132442-0.004343159619780566j),(-0.0017923557740903004-0.004044059978306556j),(-0.0028578495930953666-0.003453614421976086j),(-0.0033982782435633984-0.0029783743211606686j),(-0.003523092373543702-0.0028444390963571512j),(-0.00327001399519258-0.0031054484861027117j),(-0.002567993778339071-0.003653125071007369j),(-0.0013106219098117575-0.004199797268992913j),(0.0004739068722632742-0.00429154983604498j),(0.002431327259094-0.003456098570974648j),(0.003839091132897121-0.0015198616280719772j),(0.0038881076308992595+0.0010682572844373645j),(0.0022447806573870333+0.003236191694486457j),(-0.0004925628127954751+0.003818583770533563j),(-0.002927988690136023+0.0023725981361257063j),(-0.003677101175621245-0.0003560485876469554j),(-0.0023104041476286552-0.0027965363784601548j),(0.0003232733461828188-0.0035532916059875714j),(0.0026675662866216415-0.0022895798149372352j),(0.003465967903867588+0.00015245613275754024j),(0.0024537853519126995+0.002395445565399152j),(0.00033047042805542257+0.003378292849318174j),(-0.0018095612537194065+0.002836453385293133j),(-0.0031049905923556517+0.0012278709335401866j),(-0.003246613063952734-0.000680940087503189j),(-0.0024283973326073805-0.0022329506416111844j),(-0.0010958054477745334-0.003095456623887063j),(0.0003083844377208456-0.003256505601300551j),(0.0014892750905189606-0.00290083578106707j),(0.002327429969052643-0.0022720855395419533j),(0.0028352146746278813-0.0015809626512595563j),(0.003093103631394532-0.0009695208350568891j),(0.0031971190870732627-0.0005146727299974891j),(0.0032268961438708405-0.00024888616997555986j),(0.0032309153188320636-0.00018192372548879817j),(0.003221543253758614-0.0003151862917741076j),(0.003174222362814682-0.0006454663807636334j),(0.0030292590527466875-0.0011575290357734751j),(0.0026992498419203125-0.0018067691247463868j),(0.002088765024266561-0.0024965350782378917j),(0.0011331652983118377-0.0030609450073205862j),(-0.00014316385201015551-0.003271853709426129j),(-0.0015651168919467889-0.002892107642415774j),(-0.0027806043381387695-0.0017858133969923487j),(-0.003323490915380041-6.097153823610502e-05j),(-0.0028002547139161123+0.0018332634452489927j),(-0.0011612973872332914+0.00316776897045375j),(0.0010904978411684755+0.0032260506075908317j),(0.0029617230867626685+0.0017534488498109706j),(0.0034120744394617757-0.000703850360424298j),(0.002016379242667643-0.00289997871890863j)
"(0.8461538461538463, 3.0)",(-0.0010620227860594581-0.004073482181400184j),(-0.003152276435818871-0.0018534226755160471j),(-0.003614517226712793+0.0009141491147417315j),(-0.0020161925561255232+0.0032293792316041227j),(0.0007045891719817353+0.0038282267861086804j),(0.0030848587806078026+0.0025202517224252306j),(0.004076076603163316+0.00012215742795189998j),(0.0035279946653476763-0.0022283671393751865j),(0.0020034551055952182-0.0037640760479019223j),(0.00025486521483232403-0.004338993829302501j),(-0.0011863787105202757-0.0042519591058796284j),(-0.002113298274033209-0.0039300286375197006j),(-0.0025260328310541496-0.003706666145505065j),(-0.002468050968338375-0.0037414663192429777j),(-0.001931344657848189-0.004011671840868689j),(-0.0008705554387185321-0.004312046704910698j),(0.0006788173262437208-0.0042733915672555165j),(0.0024339891429052073-0.0034740015951385114j),(0.003786382975712258-0.0016968416065599123j),(0.003982114196932737+0.0007604755653701757j),(0.0025923767761300487+0.002993886951664268j),(-1.4039227728552282e-06+0.003870558706615942j),(-0.0025749433116265793+0.0027764794882008162j),(-0.0037044045676538806+0.00019855989501989225j),(-0.0027179609025770974-0.0024212341530791726j),(-0.00021223318793189516-0.0035712920765263584j),(0.002318210566262158-0.002651775914868657j),(0.0034599779398539255-0.000305961890205006j),(0.002719345895105658+0.0020919219159293246j),(0.0006659374375115729+0.003327931605011363j),(-0.001577269581589891+0.002969056162077139j),(-0.0030265704550148063+0.0013999343503594743j),(-0.0032607367175387135-0.0005768776778395497j),(-0.0024336069725998622-0.002216478412328212j),(-0.0010194105095751973-0.00311249856439405j),(0.00048088651818142326-0.003225837104816526j),(0.001723309369357071-0.00275577507628928j),(0.0025665915949128378-0.0019793486590694346j),(0.0030271436126629706-0.0011381123142568891j),(0.003204757645555008-0.00039146456719951425j),(0.003219608099774061+0.00018073975697877742j),(0.0031744449122420794+0.0005526762937388108j),(0.0031385959295334976+0.0007241683738563308j),(0.003144299410695132+0.0006997374464380371j),(0.0031869597071717596+0.0004785564214853942j),(0.0032250323219289285+5.58905751608135e-05j),(0.00318016259863398-0.0005640150750777131j),(0.0029430318549469236-0.0013446051896500886j),(0.002394004312306094-0.0021880259788752553j),(0.0014473895631457808-0.0029130845791283545j),(0.00011951556559283577-0.003262482769743716j),(-0.0013993941327754321-0.0029654358034933086j),(-0.0027168334737139206-0.0018666640574926201j),(-0.0033156539722839053-8.899616200914186e-05j),(-0.002772305011687555+0.001864754872823619j),(-0.0010594784112145127+0.003198646295676979j),(0.0012443814672077522+0.003166965072991823j),(0.003065238242150383+0.0015635912710664063j),(0.003351376693358106-0.0009560857924899936j),(0.001770881761227619-0.003059955770473541j)
"(1.0, 3.0)",(-0.0011803732854743243-0.004043120065722345j),(-0.003205826581759017-0.0017671907151121339j),(-0.003599060198070572+0.000994748860279235j),(-0.0019838731850122396+0.003257658633092412j),(0.0006861110865408096+0.0038395903732582346j),(0.0030206644145530748+0.002608570613002432j),(0.004069005690289312+0.00034861235554296854j),(0.0037158306539424976-0.001904196189567911j),(0.002472355970560113-0.003470237787118384j),(0.001005020001645114-0.0042171821019196445j),(-0.00020724290828868703-0.0043881268825505275j),(-0.0009490599882244417-0.00432628081248103j),(-0.0011715234222626513-0.0042829826242601525j),(-0.0008735170320979395-0.004338340116855395j),(-5.801868963500319e-05-0.00438549847456661j),(0.0012101957613456205-0.004152652835171705j),(0.0026812290344397113-0.0032962580284059536j),(0.003838244570515784-0.0016102148145840278j),(0.004010070648586427+0.0006985006180464061j),(0.0027482572775192554+0.00287571952493908j),(0.00028822977476136626+0.0038768877032999884j),(-0.0023153133120602533+0.0030159278975095682j),(-0.0036762796356450095+0.0005875095679354755j),(-0.0029776352247954004-0.002111996685272057j),(-0.0006085355390309982-0.003533388874191116j),(0.0020256244653997324-0.0028876505947704753j),(0.0034159902119432783-0.0006425289092425166j),(0.0028867878081212895+0.001853918003767578j),(0.000891454612077929+0.0032723182945755764j),(-0.0014280624868107249+0.0030387810736473442j),(-0.0029823562556400376+0.0014778150452792694j),(-0.0032542621661047176-0.0005682212108386927j),(-0.0023720260305637487-0.0022687947081216054j),(-0.0008507347574585432-0.003151794652686419j),(0.0007435431575394618-0.0031635664291928766j),(0.002018028161190997-0.0025316523030878306j),(0.0028161413158802073-0.0015769427644064943j),(0.00316765432004444-0.0005763426755925357j),(0.0031999299824709724+0.00029492010923685676j),(0.003061977585152913+0.0009598907328301092j),(0.002880198871282465+0.0014076147749988433j),(0.002742197812225104+0.0016570074826111644j),(0.0026965600906021514+0.0017292915014605905j),(0.0027572302929044015+0.0016322295623734618j),(0.0029054656603120883+0.0013555716268215231j),(0.0030872865254566867+0.0008771727975574538j),(0.0032092133513728946+0.00018047120109273873j),(0.0031400192024491364-0.0007163508443043856j),(0.002730308550282133-0.0017237413938053963j),(0.0018615076129789032-0.0026508506996222136j),(0.0005255537653990157-0.003208998975296624j),(-0.001087989312287359-0.0030804896538409354j),(-0.002553742456831962-0.002066645935120761j),(-0.003295301706586396-0.00027630529460070404j),(-0.002831979463392538+0.001756311042692047j),(-0.0011182298569030673+0.003170825194794468j),(0.0012306998688442854+0.0031661424309510364j),(0.0030760100204394046+0.0015333081974606183j),(0.003330283758846294-0.001019844320609888j),(0.0016908215761475504-0.0031047237062701728j)
