index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)"
"(2.230769230769231, -2.3846153846153846)",(-0.0021111570781970936+0.003967527704247144j),(-0.003509299465123412+0.0013394546832225865j),(-0.003410689773769428-0.0013790492771286623j),(-0.0014588906734564824-0.003299869898880636j),(0.0012659292510158026-0.0033099276935494117j),(0.00318058013706846-0.0014276530434741625j),(0.0032208119464017335+0.0011951276460373309j),(0.0014814681890423982+0.003049918096819197j),(-0.0009597568157391326+0.00321135943859345j),(-0.002803014252956889+0.001775417249579536j),(-0.003265785471782634-0.000390035642764695j),(-0.002354388302885325-0.0022610269514430686j),(-0.000647067094328408-0.003178103007129373j),(0.001131797297794514-0.003020621723803944j),(0.0024522491176424267-0.0020729640360495237j),(0.0031048796180219726-0.0007700146315318901j),(0.0031477849574188172+0.0005116639088711332j),(0.002778425374420373+0.001549379213636021j),(0.0022173359760708986+0.0022725794962038816j),(0.001641369475864683+0.002712535651458186j),(0.0011644978856127305+0.0029453988809609866j),(0.0008472218090939554+0.0030497739848585454j),(0.0007155608783588762+0.0030825113658329334j),(0.0007771944455671793+0.0030679311789124815j),(0.0010287509107187477+0.0029946041256800047j),(0.0014523583507862748+0.0028167665777179504j),(0.002002293946195887+0.0024617693310566902j),(0.0025859736622135675+0.0018486656476474955j),(0.0030491533240974947+0.0009238003683042902j),(0.00318227348696116-0.00028617293572281364j),(0.0027683238982867463-0.0016177377135926988j),(0.0016829355020245263-0.002745251456717445j),(2.5819953976825078e-05-0.0032364352573150063j),(-0.0017863985789595784-0.00272246039050183j),(-0.0030711308960361034-0.0011504324194585695j),(-0.0031471795022036337+0.001015366244893575j),(-0.0017567868436212948+0.002839317025985409j),(0.0006024742648862559+0.003321679929134233j),(0.0027523997337009307+0.0020273308727723504j),(0.0034340177580680716-0.00047744365688333584j),(0.00213277791339945-0.0028029192318056637j),(-0.0004748111770885519-0.00355224535521044j),(-0.002879965007380393-0.002246245631103689j),(-0.0037104623289291342+0.0003553696986550867j),(-0.00258418177007346+0.002797401535592346j),(-0.00021882402517835767+0.003887579352386105j),(0.0021856994173192457+0.0033279112995404296j),(0.003719537656972652+0.0016487030822647743j),(0.004138451081630509-0.0003217702638423842j),(0.003741300026093765-0.0019605596479115315j),(0.003022470284981799-0.0030335837770570197j),(0.0023981211351026188-0.0035950199842154575j),(0.0021106371897859316-0.0037898834378736704j),(0.002247124276509679-0.003701528400868572j),(0.0027679519319805273-0.003289321272133029j),(0.003491836131558586-0.002417555892947366j),(0.004063104951149453-0.0009765853612008775j),(0.003993514711157044+0.0009252340615142688j),(0.0028719337271748834+0.002803488963528295j),(0.0007113812312076082+0.0038605133597823197j)
"(2.384615384615385, -2.3846153846153846)",(-0.0038406627388626385+0.0022311512568226914j),(-0.0036581886623715467-0.0006451446146975637j),(-0.002229110252419191-0.002876432667709805j),(0.0003685485997949183-0.0035501116691098217j),(0.0027052431139975974-0.0022295433445736848j),(0.0034330728028813713+0.0003253985720087965j),(0.002177091878796062+0.002608542578543708j),(-0.0002492993152311414+0.003343689982881194j),(-0.002437121195726444+0.0022455814957801704j),(-0.0032796496995351476+5.621907786633069e-05j),(-0.002527992398998957-0.0020441859300484506j),(-0.0007328446210576988-0.003141934524837957j),(0.0012258585480030572-0.0029615942425312023j),(0.0026291549621803266-0.0018023808375089033j),(0.0031648711199303145-0.00022639143778613863j),(0.002902584815905106+0.001251419577037581j),(0.002122693257908689+0.002328750479524648j),(0.0011390447976750353+0.002929475657189765j),(0.00019077222948899673+0.0031311358005604354j),(-0.0005888514163163601+0.0030763996982397994j),(-0.0011540446499473645+0.002908273444918j),(-0.001510153724061599+0.0027378264994156634j),(-0.0016797879102618597+0.002635886928807728j),(-0.001679787910261863+0.002635886928807729j),(-0.0015101537240616073+0.002737826499415667j),(-0.0011540446499473712+0.002908273444918002j),(-0.0005888514163163715+0.0030763996982397968j),(0.0001907722294889875+0.0031311358005604315j),(0.001139044797675034+0.002929475657189762j),(0.002122693257908687+0.0023287504795246527j),(0.002902584815905101+0.0012514195770375785j),(0.0031648711199303036-0.00022639143778612833j),(0.002629154962180337-0.0018023808375089022j),(0.0012258585480030603-0.0029615942425311992j),(-0.0007328446210576975-0.0031419345248379586j),(-0.002527992398998954-0.0020441859300484627j),(-0.003279649699535144+5.621907786633189e-05j),(-0.0024371211957264494+0.0022455814957801634j),(-0.00024929931523114704+0.0033436899828811965j),(0.002177091878796049+0.0026085425785437144j),(0.003433072802881372+0.00032539857200881013j),(0.002705243113997606-0.002229543344573691j),(0.00036854859979493145-0.0035501116691098174j),(-0.002229110252419169-0.0028764326677098067j),(-0.003658188662371536-0.0006451446146975829j),(-0.0032830211260860692+0.0019032037233344438j),(-0.0014901912293874755+0.003579902785006636j),(0.0007682729244873737+0.0038854270395719615j),(0.0026369958979773293+0.0030609725387638785j),(0.0037386196472173508+0.001712314090649404j),(0.004152464486999872+0.00039961060538407165j),(0.0041777842344681605-0.0005543800107865135j),(0.0041076061462217385-0.0010382287701603348j),(0.004107606146221742-0.0010382287701603409j),(0.004177784234468167-0.0005543800107865146j),(0.004152464486999868+0.0003996106053840654j),(0.003738619647217347+0.001712314090649397j),(0.002636995897977339+0.003060972538763877j),(0.0007682729244873916+0.003885427039571949j),(-0.0014901912293874546+0.003579902785006658j)
"(2.5384615384615383, -2.3846153846153846)",(-0.004373265187792449-0.00033894083314479526j),(-0.002657844847535181-0.0025321044561697733j),(-0.0003072877843876042-0.0035842071727757744j),(0.002187139718103327-0.002769305183629072j),(0.0034372643775292316-0.000446139864724259j),(0.0027068949013857005+0.002072988701245997j),(0.00044974760455712676+0.0033287476901402565j),(-0.0019813431961511027+0.002657018001895855j),(-0.0032280334774631003+0.0005554144352689187j),(-0.0027341737162977814-0.0017414955455097264j),(-0.0009320307712604785-0.003074461973169517j),(0.0011862376840251542-0.0029589196044594594j),(0.0026957529515405417-0.001661928899348956j),(0.0031465481707721515+0.00013107551128198103j),(0.00260663882999053+0.0017411024899936295j),(0.0014555523706270862+0.002762610278607235j),(0.00012819089760503376+0.003110166188183745j),(-0.0010549599006896345+0.002920240154110951j),(-0.00193996034269778+0.0024164032082522892j),(-0.002510191328906192+0.0018089183014886473j),(-0.0028271379658787884+0.0012487009922828721j),(-0.002976520841173706+0.0008234286522186612j),(-0.0030331501359302216+0.0005743429711780343j),(-0.0030432513236204445+0.0005164403019523309j),(-0.0030177532318855513+0.0006522691385463256j),(-0.002931118837089722+0.000975295863326103j),(-0.0027243219107467506+0.0014620971184160204j),(-0.0023151691485955262+0.0020552384654076794j),(-0.001622350331510277+0.002642859668259409j),(-0.0006085822998268661+0.0030477378815266898j),(0.000660605908374322+0.0030456891873220917j),(0.0019642362835837982+0.0024333061300953404j),(0.0029231291620332588+0.0011472879488003554j),(0.003097655947880982-0.0006040176964561507j),(0.0022017252027560306-0.0022874478365423542j),(0.00036097339596909676-0.003176917741921978j),(-0.001757812835224411-0.002702414758383243j),(-0.003134433781097252-0.0008766400231603938j),(-0.0029269848447115113+0.0015034594344957668j),(-0.001078257885795058+0.003152406794619496j),(0.0014683854430104326+0.003042857794795124j),(0.003238170005193594+0.0011357664197584629j),(0.003154261336423017-0.0014951399501260808j),(0.0012574170803495094-0.0033260550996700483j),(-0.0013512734916533559-0.0033653300968359496j),(-0.003283222296432534-0.0017097989173083194j),(-0.0037171142060585453+0.0006867398394941706j),(-0.002723212286239737+0.0027341846018896993j),(-0.0009696244835887504+0.0038141818879056043j),(0.0008091848883496071+0.003923221236139051j),(0.002169079529104898+0.003438669145879422j),(0.003005030666951976+0.0028050327602095657j),(0.003407308748379285+0.002347414141617349j),(0.0034909251409222103+0.002232917669684772j),(0.003288784971560425+0.0024968079350670166j),(0.002727311347539421+0.003054072783781776j),(0.0016840771558173323+0.0036755978429028175j),(0.00012549527048438634+0.003976480252355138j),(-0.001717185362693117+0.003507347150737571j),(-0.003260277747831451+0.0020045525063060394j)
"(2.6923076923076925, -2.3846153846153846)",(-0.003239919654199821-0.002871066057185739j),(-0.0006464915185233962-0.0035674897067519474j),(0.0018007065545973284-0.003064327422922314j),(0.003336474271796412-0.001014415419157482j),(0.0030507503851953553+0.0015581019575877716j),(0.0010547437476246496+0.0032003548614469722j),(-0.0014899542523283578+0.002966480944827349j),(-0.0031023305173574997+0.0010504536507493j),(-0.0029287804861191946-0.001377507705117917j),(-0.001202364283625672-0.002968634375933487j),(0.0010445140159550921-0.002997124451012872j),(0.0026894029874793266-0.001638495210440805j),(0.0031114180519466665+0.000324809446352377j),(0.002351938346506557+0.0020360711996230767j),(0.0008958550085020084+0.0029638542930500054j),(-0.0006754076585128062+0.0030094853343808183j),(-0.0019391401407992351+0.002386037781155736j),(-0.0027173419435324933+0.0014218957511013886j),(-0.003033495595018507+0.0004076747507502504j),(-0.0030193736605866593-0.0004722402953548729j),(-0.002832013908619686-0.0011393918600333393j),(-0.0026047893343091317-0.0015871610736534671j),(-0.0024299640017343103-0.0018413831323154809j),(-0.0023595084362876464-0.0019300375891787781j),(-0.002411271118889843-0.0018655698239953486j),(-0.002572291928654738-0.0016387816032374727j),(-0.002796328649668188-0.0012232676865449375j),(-0.002997727565879012-0.0005911788026852732j),(-0.0030490176905254344+0.00025839408721447637j),(-0.002794551180119151+0.001260848858394785j),(-0.0020939025379722266+0.0022496272735644295j),(-0.0009002872785003677+0.002948298670553998j),(0.0006447801796550556+0.0030263359188450203j),(0.0021552577989633168+0.002239821729091201j),(0.0030618321538661464+0.0006270518890808573j),(0.0028420781016487364-0.001348374003561257j),(0.0013644734329692938-0.0028610852500927735j),(-0.0008547231886548588-0.0030817314772204336j),(-0.002741581071113362-0.0017096526441143073j),(-0.003199901628373865+0.0006682817276897149j),(-0.0018361135842083402+0.0027568711666410553j),(0.0006547553797331692+0.0032971005513890176j),(0.002832484898525778+0.0019103493473466185j),(0.003423177785979514-0.0006110422124353525j),(0.0021317777248474963-0.0028304998073483733j),(-0.00025659338831040445-0.0036051019174882524j),(-0.002498284528373727-0.002713115782878354j),(-0.0036815724286060193-0.0007795615831383747j),(-0.0036142713350410445+0.0012871667795994427j),(-0.002680814204102694+0.0028394409001459295j),(-0.0014496161543199875+0.0036899587921881815j),(-0.00036489663268894217+0.003994460297244416j),(0.000345588405670507+0.004026533461096567j),(0.0006096560022532908+0.004006646174092817j),(0.00041679354427614514+0.004022869803630858j),(-0.0002262225543858335+0.004010592317594281j),(-0.0012624317538982813+0.003766785796473684j),(-0.002494550213408574+0.003017346649181385j),(-0.0035113210418424253+0.0015734291773235414j),(-0.003748610655562351-0.00044430785902942665j)
"(2.8461538461538467, -2.3846153846153846)",(-0.000670096479974751-0.004217245597670664j),(0.001688383970930219-0.0031558455462781555j),(0.003255813091398123-0.0013117401896133379j),(0.0032348205750188635+0.0011845481964158698j),(0.001500099450128719+0.0030338176302497654j),(-0.0010398347629175463+0.003162795481773403j),(-0.0029248301940608796+0.001484208914815618j),(-0.0030798325700950907-0.0009930106670417616j),(-0.0014978313385162945-0.0028248984760807167j),(0.0008328430995285662-0.0030523684463717813j),(0.002631600846685366-0.0017040435681229783j),(0.0030862867127290894+0.00038791013581561786j),(0.002176571267709113+0.0021930522158531895j),(0.00048305753892362844+0.0030342296348754186j),(-0.001250153446173527+0.0027908353788360348j),(-0.0024806970992199747+0.0017679765851864998j),(-0.00300667229326277+0.0004258475179145155j),(-0.002908642752865391-0.0008454912871033222j),(-0.00240836957582514-0.001827145427862431j),(-0.0017420507208137635-0.0024649728317942183j),(-0.0010903102034765383-0.0028109421770905773j),(-0.0005616434691459579-0.0029597765020326437j),(-0.00020693760176678102-0.003003982214249299j),(-4.340791323468628e-05-0.0030101232680521004j),(-7.450014286763144e-05-0.0030096398534764j),(-0.00029977773534038904-0.0029965272176520953j),(-0.0007130143088128746-0.0029276816410799705j),(-0.0012887788409282708-0.0027267376614978876j),(-0.0019603014581050264-0.002296977887053595j),(-0.0025966529655287733-0.0015513580972852975j),(-0.0029954972957073763-0.0004644190672741409j),(-0.0029146752246757167+0.0008621397379447495j),(-0.0021616352708322567+0.0021513519272312966j),(-0.0007321956811516207+0.0029735203848435315j),(0.0010619794685692427+0.002888613385167664j),(0.0025874272986654437+0.0017002185715377423j),(0.0031040123159341666-0.0002947582348066828j),(0.0021799986174416814-0.0022652624025321206j),(8.902284865724771e-05-0.0031728608900730045j),(-0.002145297782551088-0.002386716062478266j),(-0.003242891757050479-0.0002051975022884721j),(-0.002477512976681154+0.002172384887951191j),(-0.00022908227496588274+0.0033384713969203993j),(0.0022033176797932336+0.002593624478591633j),(0.0034429934350223694+0.0003919107348579673j),(0.002894974043227104-0.002023054391403662j),(0.000990733187998799-0.0034627213427827477j),(-0.0012626227024529616-0.0034491639071358654j),(-0.002969550858493015-0.0022791312778543092j),(-0.00375780183326637-0.0006262389749616923j),(-0.003759475090275954+0.0009110467139392738j),(-0.003349394382844688+0.0020282818493786393j),(-0.0028958826489845686+0.002683919004539968j),(-0.002642134434299858+0.0029548809829577434j),(-0.0026924796300425093+0.0029050301672023547j),(-0.003027621708392918+0.002520850067121298j),(-0.003500616049135234+0.0017237027903604953j),(-0.003823304243873777+0.00045782125789479056j),(-0.0036056639132898134-0.0011647506517753249j),(-0.0025186373788484884-0.002739278948896884j)
"(3.0, -2.3846153846153846)",(0.0022625262793282493-0.003550888380405669j),(0.003290031422350312-0.0012844445306627165j),(0.003300101405387471+0.001057364055090127j),(0.0017419431537364792+0.0029221470708911384j),(-0.0007149013541011938+0.0032655037263072564j),(-0.0027460479708399+0.0018096609900549124j),(-0.003175536554038828-0.0006426324785244646j),(-0.001773181776307356-0.002659568186809995j),(0.0005886369159722773-0.0031029480882164362j),(0.002538012072608871-0.0018233288992435329j),(0.0030759015087013955+0.00035622459438410344j),(0.0020840594677778547+0.0022570637992573635j),(0.00021230923211979202+0.003044095562901745j),(-0.0016302899232076922+0.002559114800957725j),(-0.002769328241808216+0.0012048322814205371j),(-0.0029809961573239296-0.0004053901274554835j),(-0.0024243266738448598-0.001765464912308601j),(-0.001438190629292603-0.002623161014690369j),(-0.0003536971606744827-0.0029646545437578805j),(0.0006058137093330865-0.002918970237563708j),(0.0013399551019707982-0.002659310846076232j),(0.001838500036047574-0.0023394852238510285j),(0.002136369916771619-0.00206884098400337j),(0.002276623245609202-0.001912218317236035j),(0.00228733334220104-0.0018992991189842672j),(0.002170893793920628-0.00203231226814765j),(0.0019032166230315108-0.002286727193319855j),(0.0014425698285630943-0.0026045274391693603j),(0.0007503456332887367-0.002884519929736258j),(-0.00017421520555283034-0.0029797184276961104j),(-0.001249423011501148-0.002716905548683631j),(-0.002274031808509935-0.0019530634004693314j),(-0.0029311611429924654-0.0006695331060212442j),(-0.0028718808876132054+0.0009272934594238527j),(-0.0018903057479866486+0.0023701229171030633j),(-0.0001330062178675519+0.0030453761241664603j),(0.001797374521335177+0.0024866817993594048j),(0.0030029539733099206+0.0007364694340478957j),(0.0027478454918388492-0.0014773046521971247j),(0.0009930868851293834-0.0029916625465955366j),(-0.0013956510611946367-0.002867929607421472j),(-0.003051754382018902-0.001064247136542385j),(-0.0029568237127652794+0.0014194238804919451j),(-0.0011375063327484095+0.003132984752938441j),(0.0013484708514020845+0.0031117679477078255j),(0.003135686950216303+0.0014485609521294j),(0.0034042062219563746-0.0008961660993873671j),(0.0022378837794789805-0.0028045785286129935j),(0.00034795669815484667-0.0036387425998493208j),(-0.0014817028800018805-0.0034115292702599463j),(-0.002789768340987211-0.0025460920816208826j),(-0.0035047859952763863-0.0015309357669626023j),(-0.003793031381782491-0.0007105241834124094j),(-0.0038694065496055418-0.0002538261362142577j),(-0.00387317663090737-0.00021679091213309574j),(-0.003816122536711254-0.0006027634806650285j),(-0.0035789883540872547-0.0013680917875864916j),(-0.0029533751548474992-0.0023688522697104704j),(-0.0017521899078689895-0.0032927608892540363j),(8.354563305376548e-06-0.0036667526350109615j)
"(-3.0, -2.230769230769231)",(-0.0029782948647044194-0.0018868011326510091j),(-0.0018356190563371662-0.0023899181367703424j),(-0.0010664854053488093-0.0028139517380411368j),(-0.00039374208093547554-0.002980270920069211j),(0.00010957801240078724-0.0030020416227263032j),(0.0004199527718375751-0.0029732668837871676j),(0.0005362034947438887-0.002954041174918195j),(0.00046059375052713125-0.0029670773380392605j),(0.00019148055186832068-0.0029975953232912857j),(-0.0002718929627104432-0.0029933185165744894j),(-0.0009128045366207314-0.0028667096945293085j),(-0.0016710976541019964-0.0025065167560318364j),(-0.0024159838121328645-0.0018082924520970844j),(-0.0029351118262815386-0.000729986676446609j),(-0.0029657055953042394+0.0006356430776403875j),(-0.002289454424131195+0.0020055675116954757j),(-0.0008828009198847986+0.0029264269940325106j),(0.0009429302476350559+0.0029242136031081816j),(0.0025310896178375696+0.0017750206702119669j),(0.003105642946977209-0.00022840740489513996j),(0.0022083710291440095-0.002233079821741624j),(0.00011258131225033904-0.0031696782518008766j),(-0.0021371986881044513-0.0023918480294556435j),(-0.003242138801461459-0.00020605716719785568j),(-0.0024768635749952916+0.0021734206728001673j),(-0.00023316702296900108+0.00333923631535151j),(0.0021910351132558405+0.0026063459721806354j),(0.003440491131735712+0.0004324717545775869j),(0.0029388753199304034-0.0019633924335697487j),(0.001105224348625703-0.0034304210106596124j),(-0.0010964707977179431-0.0035072564171052963j),(-0.002813941913008068-0.0024690017625451526j),(-0.003688297657200379-0.0009456998353861921j),(-0.0038309889380023798+0.0004982138006768005j),(-0.0035804722232661455+0.0015633222654131214j),(-0.0032723688513242393+0.0021860099543892612j),(-0.0031261690826563616+0.002408605647777929j),(-0.0032231862241531295+0.002264590568870908j),(-0.0035106792518900982+0.0017310588420612998j),(-0.003798331479493469+0.0007598503250151228j),(-0.0037696369084018783-0.0006194510500817935j),(-0.0030710308279113894-0.002165286119390464j),(-0.0015203293409538948-0.0033616526496947985j),(0.0006362986958829592-0.0035626137691573394j),(0.0026334974313353197-0.002378996813520398j),(0.003479915211970445-0.000100851424653815j),(0.0025880500537379947+0.0022323201293459813j),(0.0003156632000851101+0.0033442275001676525j),(-0.002091415969512497+0.002560128362852354j),(-0.0032411304788907054+0.0003317109745123907j),(-0.002504651800689806-0.0020169851621157768j),(-0.000395268453498291-0.0031541779346993854j),(0.0018399929998238883-0.002552805519785645j),(0.0030423704706352447-0.0006885001258856003j),(0.0027605315448044586+0.001401483754668681j),(0.0013251869550378595+0.0027761432834140336j),(-0.000514240849774262+0.0030162553372928246j),(-0.0020482308978998147+0.0022547975680259407j),(-0.0028865095844366993+0.0009380851175051664j),(-0.002991189579548662-0.0004588127097435089j)
"(-2.8461538461538463, -2.230769230769231)",(-0.003237958332771513+0.0015177107103461274j),(-0.0030468920675612134+0.0002297396252194823j),(-0.0029701403796052145-0.000695853315347901j),(-0.00271025619757381-0.0013920551873634144j),(-0.002411529247098027-0.0018579340577795046j),(-0.0021736306978926687-0.0021290322747752363j),(-0.0020538212909676874-0.0022438370430656208j),(-0.0020757435673235077-0.002223751242810537j),(-0.0022352996046125697-0.002064777916721377j),(-0.00249951660193479-0.001738960018792758j),(-0.0027991154184493633-0.001205977964371654j),(-0.0030204538930506813-0.0004372188813596429j),(-0.003008018310943213+0.000546909071683746j),(-0.0025926689064315655+0.001633344264060792j),(-0.0016577565432129874+0.0025875031817353296j),(-0.00023745992815314143+0.0030746649754804793j),(0.0013929524790595468+0.002766132894080422j),(0.002711895250419952+0.0015287241905232152j),(0.0031093544851259905-0.0003785788562342017j),(0.0022101898891052772-0.002251666809625192j),(0.00021760695101549342-0.003174573547115047j),(-0.001990034454384921-0.002523025253546302j),(-0.0032159721153619245-0.00046688030978512195j),(-0.0026587846268677673+0.0019399623719209256j),(-0.0005242661072595744+0.0032970983828916507j),(0.001984680786616136+0.002750217727842714j),(0.003399553967442639+0.0005900677409072712j),(0.0029336599383745668-0.001935642860730755j),(0.0009272543240545314-0.003461747546842812j),(-0.0015033101970792209-0.0033330938242812263j),(-0.0032491438843148244-0.0018335103400657982j),(-0.0037984102260000593+0.00021137929704317688j),(-0.003303997825967668+0.0020222332000054597j),(-0.0022695716160370393+0.0032150098553448392j),(-0.0011946471870535832+0.0038020373721921056j),(-0.00039641584063207627+0.004000293312404583j),(-1.2942604436667905e-05+0.004036356104160665j),(-8.217461986100298e-05+0.0040325572020820715j),(-0.0005986446156944665+0.003966269561070377j),(-0.0015024090409354969+0.0036764739317747355j),(-0.0026081720461730005+0.002923347505724662j),(-0.003537021358979466+0.0015288233889506194j),(-0.0037594228123811863-0.00041471814440449396j),(-0.002836362911376488-0.0023886049203440617j),(-0.0007947673225180684-0.003546111067804316j),(0.0016400705176227333-0.0031623620614629182j),(0.003274913269702914-0.0012195356022281778j),(0.003153755886336202+0.001353463063031169j),(0.0012763793875483877+0.0031241522280378003j),(-0.0012815190335234185+0.0030665605406056053j),(-0.0030270813291212793+0.0012579842416842266j),(-0.0030111537174722152-0.0011909463490448685j),(-0.0013688710034152247-0.0028961574744907105j),(0.0008973347048125595-0.0030438932036290878j),(0.0026221589713763963-0.0017415367194466836j),(0.003117116838305366+0.00023704445661340223j),(0.0023818519579599786+0.0019964669583394804j),(0.0009027809889444601+0.002958069950093977j),(-0.0007090221893498789+0.002997582179728814j),(-0.0019986837474508+0.002330457419811655j)
"(-2.6923076923076925, -2.230769230769231)",(-0.0005045379627089447+0.0035927047713197164j),(-0.0015265872694134569+0.0026967024984267795j),(-0.0022904596661647313+0.0020785626288181936j),(-0.002741772229414777+0.0014219803896124254j),(-0.002963861044786315+0.0008574587078438018j),(-0.003049839368936065+0.0004531708250107912j),(-0.0030731617389922385+0.0002366047760311029j),(-0.003074610039973466+0.0002155132750554563j),(-0.0030581941975638873+0.00039039378321801903j),(-0.0029908628305181178+0.0007557399410850985j),(-0.0028054936158011666+0.0012898528426450182j),(-0.0024113861114633444+0.0019352751480859012j),(-0.001719572361818898+0.002576276441357867j),(-0.0006887531924367085+0.0030271489223701055j),(0.000612298719856667+0.003052608137911485j),(0.0019500461322804728+0.0024411647687806797j),(0.002926455949247705+0.0011322405801619624j),(0.003086916916523162-0.0006474538367047129j),(0.0021481983045012224-0.002335896993071775j),(0.0002639748722930878-0.0031856361107809833j),(-0.0018570780231180557-0.0026350085973680624j),(-0.0031697121224092285-0.0007415513040551148j),(-0.0028537303357292973+0.0016410174417728078j),(-0.0009185081647041817+0.0032049230964235204j),(0.001626212380749813+0.002965076691141989j),(0.0032966659631619632+0.0009671127068126747j),(0.0030797516544233826-0.0016534904107907207j),(0.0011042118253856649-0.003385941197104702j),(-0.0014879002069140852-0.003314007915231657j),(-0.0033419132640548003-0.001607075152306092j),(-0.003707908139125142+0.0007668116518845215j),(-0.002704613965960885+0.0027604868793675227j),(-0.0009978738300791428+0.0038112807206580764j),(0.0007127332629496207+0.003944007623700194j),(0.0020154721717671087+0.003529935107942549j),(0.002814330710437305+0.002990279183281109j),(0.0031856938950115803+0.0026271920903001462j),(0.0032195187571752992+0.002589238092336041j),(0.0029263630925056455+0.002890108102013545j),(0.002228306763718802+0.0034119579435090757j),(0.001034250076313012+0.003885923343850349j),(-0.0006114253143384533+0.003907565252836269j),(-0.0023709381488813126+0.003072756642282027j),(-0.003589961854916512+0.001255763336178506j),(-0.0035543958740091096-0.0011139823500493976j),(-0.0019870276085365646-0.003060072805148302j),(0.0005500348437166817-0.0035337689179371894j),(0.002776231858181987-0.002146422215762933j),(0.0034241864621489715+0.00040416115973695586j),(0.0021068431597351103+0.0026593785106360226j),(-0.00037412996112801594+0.0033227155767511945j),(-0.0025541280422390874+0.0020903445062469715j),(-0.0032546732299987675-0.00022910108930014736j),(-0.0022431267703849917-0.0023241485768255746j),(-0.00020498490112736615-0.003195449073022519j),(0.0018073655858501848-0.0026141912480178884j),(0.0029810124230650573-0.0010422851233971788j),(0.0030438656547581277+0.0007754479768611647j),(0.0022060286209566464+0.002216322184669521j),(0.0009078612107412789+0.0029803790514349206j)
"(-2.5384615384615383, -2.230769230769231)",(0.002747384831037957+0.0024506364536469798j),(0.0013775654166049943+0.0028254019441779333j),(0.00037816762211965603+0.003113677861434514j),(-0.0004756833929974497+0.003094998812406848j),(-0.0011162736122555053+0.002921502993835703j),(-0.0015402721887034297+0.0027189141648293284j),(-0.001771530102117822+0.002572426584977309j),(-0.0018335043315075906+0.002528126621782781j),(-0.0017339157476262044+0.002598222178928124j),(-0.0014606659599954756+0.0027630599536914617j),(-0.0009884089063661996+0.002968016343320632j),(-0.0002966737544296351+0.003118334072109801j),(0.0005998671023082431+0.0030801052258703017j),(0.0016132169515698663+0.0026999035545066195j),(0.0025508121858701374+0.001855295843054334j),(0.0031193613374135643+0.0005373876725981683j),(0.0029970891185822023-0.0010596579978768771j),(0.0019876305660051024-0.0025018438611468696j),(0.00021236016554351196-0.003207857276866633j),(-0.0017768894919760105-0.002707002441366853j),(-0.00311398611123492-0.0009827110030865885j),(-0.003022800989831297+0.001316892752347033j),(-0.0013492535314180377+0.0030488501338191603j),(0.0011489838989121855+0.0031749080842399116j),(0.003089692125452888+0.0014772651154897547j),(0.0032827578892371066-0.0011525649865880873j),(0.0015456903550150763-0.003184893470677147j),(-0.001127526280071047-0.0034267350660714727j),(-0.00322143577540206-0.001780497389512495j),(-0.0036761431561003898+0.0007851706545777658j),(-0.0024430150591588603+0.0029638052107200767j),(-0.0002937649708211387+0.003912908908966846j),(0.0018155736948486188+0.003569794047826015j),(0.0032821292553280013+0.0024237154140478593j),(0.0040005771844749795+0.0010832228520734062j),(0.004194084490083138-2.0200530305564665e-05j),(0.004167807083620445-0.0006901117101375475j),(0.0041413481869208395-0.0008772518664166806j),(0.004179617956909581-0.0005780567618494954j),(0.004179526148654526+0.00019957742552202397j),(0.0038926229926199074+0.0013827577663784911j),(0.003013765626844596+0.0027256681312746393j),(0.001372868215016977+0.0037428177563701578j),(-0.0008173367614696565+0.0038183345900787632j),(-0.0028444922225158145+0.0025524986886231228j),(-0.0037361280090421355+0.00018344797591306788j),(-0.0028604310830459036-0.002288699436153591j),(-0.0005083874815119137-0.003555240737253308j),(0.0020805235881009914-0.0028461985860447794j),(0.0034234828823685075-0.0005417297357949033j),(0.0027657868798930214+0.0019997862789261816j),(0.0005685413351847559+0.0033177864748938184j),(-0.0018499513873811721+0.0027629596388014017j),(-0.00319268442670993+0.0007919312038350155j),(-0.00291059223251284-0.0014654501470082097j),(-0.0013424578906344419-0.002940437051539322j),(0.000667416058116571-0.003139910856505779j),(0.0022992549650840527-0.002213026249144859j),(0.0031005615844752225-0.0006859607922429081j),(0.003038553187725927+0.0008768390810457963j)
