index,value
"(0,)",(-1.1835556299898264-1.1365999172806394j)
"(1,)",(-4.281043085600756+2.458040158444736j)
"(2,)",(-2.9610718331738846+1.657254457910889j)
"(3,)",(-1.0467896579683011-0.740103185397714j)
"(4,)",(3.4632899852633874+0.18145647897760847j)
"(5,)",(-4.951703051084234-2.436521056146145j)
"(6,)",(2.7880160107102574+7.5590679374126j)
"(7,)",(0.7113808073861403-11.573711683776253j)
"(8,)",(-9.037758993330579+8.14782353525865j)
"(9,)",(12.224704492394581+12.688791176329344j)
"(10,)",(13.320250541380176+4.917123293709394j)
"(11,)",(10.48205982008643+14.239544812683258j)
"(12,)",(-11.050156145369712+3.41339762298145j)
"(13,)",(4.354208874844612-9.878406135304012j)
"(14,)",(-0.9509133617709782+8.387860519407871j)
"(15,)",(-2.1077427531865514-4.075031164380083j)
"(16,)",(2.5975228569542796+0.9489794665896308j)
