index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)"
"(0.0769230769230771, -1.4615384615384615)",(0.005296421050246548+0.011478200873386432j),(-0.008484454183647239-0.011624760179041016j),(0.018592569231979852-0.007981564219954957j),(0.02214123641375892+0.0013982941694359108j),(0.012507080629214537-0.013790815434273853j),(-0.012329553744024-0.0014444754528885131j),(0.007438072872127596-0.0007019883765532428j),(-0.0014350172623425646+0.007350190724518649j),(0.01059656490078896-0.03266692191128156j),(0.016178681096807875-0.01496146294834916j),(-0.006316737131240789-0.0006629897888878746j)
"(0.23076923076923084, -1.4615384615384615)",(0.010015803676399879+0.006411772999159708j),(-0.010910686811015025-0.007300662484632961j),(0.016714162747259287-0.009551341062610482j),(0.02174139532531231+0.004408039774576266j),(0.017530686180836454-0.00853989659937517j),(-0.010131446755022517-0.008818069671814102j),(0.00617262426490482+0.0051833410559370295j),(-0.005988191204485916+0.0027882805463343195j),(0.016997946249335157-0.02124949191513328j),(0.01638352081736308-0.02406920501060359j),(-0.005342038561081161+0.0041747236590475405j)
"(0.384615384615385, -1.4615384615384615)",(0.011171976119225248+0.0008648486577194723j),(-0.011235224943116167-0.0037062630400141057j),(0.015363861739892092-0.0095525935269465j),(0.020107906116337733+0.008716239373140271j),(0.020168126125696455-0.00012307382008760784j),(-0.0027911204744507628-0.014069225650384659j),(0.00028601287948180275+0.008624260546321887j),(-0.005247461708804595-0.0033246478010685357j),(0.019482440091734676-0.0062071892031911715j),(0.0202671401944552-0.028361282196495998j),(-0.0021173914769786416+0.007626694514396326j)
"(0.5384615384615388, -1.4615384615384615)",(0.010059766083928659-0.003449690255968315j),(-0.010466497735402598-0.0013775466718311561j),(0.014621934394168945-0.008297067295990817j),(0.016544223609889965+0.013590400271401291j),(0.018068770549602462+0.00993170486521928j),(0.007457482875275973-0.013165943414481553j),(-0.0068518871795399516+0.006066583756257024j),(0.00014986597179878058-0.0060559543893869226j),(0.013700999175756415+0.007005451319985886j),(0.02840210886850443-0.024694089195200036j),(0.0016124112377381484+0.009869416102841838j)
"(0.6923076923076925, -1.4615384615384615)",(0.008179739287778718-0.00615783099055566j),(-0.009354265817967626-0.000266416869749413j),(0.014256874442730348-0.006013594610128439j),(0.010607324103707256+0.017787376467392133j),(0.010055207763132264+0.018276673643160903j),(0.01509238137235473-0.004635443710859222j),(-0.009444439008373523-0.0018047879127372636j),(0.00528754610534017-0.002864560869660013j),(0.002130107676939134+0.011827358196513467j),(0.03555058142225883-0.01111549356640641j),(0.004416898795287824+0.012228801786857034j)
"(0.8461538461538463, -1.4615384615384615)",(0.00658835649104131-0.007621213143191045j),(-0.008274836861080112-9.593184732067687e-05j),(0.013831828918654325-0.002901901991172933j),(0.002556427631243918+0.019697664589351866j),(-0.002378699272925868+0.020778544256809875j),(0.0143181496207261+0.007823504394174906j),(-0.004260699999356092-0.009064533604169617j),(0.005075206602936181+0.0032305721802288636j),(-0.007252920058191549+0.0066348612700694795j),(0.033419989801818276+0.008911465834947991j),(0.004698782256844482+0.015839907861768754j)
"(1.0, -1.4615384615384615)",(0.005871573706102931-0.008325324011109919j),(-0.007312095035682574-0.0005743565925353788j),(0.012817381659877707+0.0007502867630854586j),(-0.006292641694364031+0.01784069671792117j),(-0.014603799465303482+0.0148219296135828j),(0.003926141743559544+0.01625587918774447j),(0.005215508153627492-0.008945030836464266j),(-0.000425205356250262+0.006019924006911854j),(-0.007953239305403812-0.0026360129092056557j),(0.017925691880445214+0.025142121487357384j),(0.0004508549563734369+0.019974167500773105j)
"(1.1538461538461542, -1.4615384615384615)",(0.006339613376368966-0.00848378089696079j),(-0.006381255648335701-0.0014638173425079557j),(0.010740100445667146+0.00445603603736688j),(-0.013612314362309273+0.011654634050316026j),(-0.02049330284859703+0.0017701313391965895j),(-0.010001289760274255+0.01377322126327511j),(0.010619022087109109-0.0005810957860868579j),(-0.005537773280806346+0.0024499428321070747j),(-0.001162505089048954-0.007285320113736401j),(-0.004722071892578871+0.02665232967981929j),(-0.009110642331635426+0.02099570233825385j)
"(1.3076923076923084, -1.4615384615384615)",(0.008088555672008455-0.007813142156196263j),(-0.005326826326376788-0.002565040218959415j),(0.007378030723578643+0.007499657911983704j),(-0.016757265258333306+0.002242899364926216j),(-0.015992451739566496-0.01238696885180726j),(-0.017202149519669897+0.000864301943277265j),(0.0063054178214628845+0.008845411656658555j),(-0.004739508528597914-0.003794711077115967j),(0.005428077616203521-0.003853473363697906j),(-0.020533282527946287+0.011732074510427407j),(-0.020643426989865526+0.014095732323756638j)
"(1.4615384615384617, -1.4615384615384615)",(0.010735529052031442-0.00552031140936984j),(-0.003988967756746767-0.00367267478079982j),(0.0029607013702228676+0.009055715209113264j),(-0.014041259528464172-0.00747611095422537j),(-0.002603737368381645-0.01963896011986771j),(-0.01122994137310118-0.013217959527003111j),(-0.00432335449847982+0.010162651603322047j),(0.001224402938434487-0.0059557443291600055j),(0.005349673171297884+0.00296660280600067j),(-0.018972886838043945-0.008458490101954862j),(-0.02622281262483566-0.0017220669552770202j)
"(1.6153846153846159, -1.4615384615384615)",(0.01294918570137208-0.0007707258890547655j),(-0.0022598142381929833-0.004531773825100703j),(-0.0017304633703260307+0.008474723627718176j),(-0.006037471766145119-0.013669836086344422j),(0.012152105275912995-0.015044127951882988j),(0.004030393124326622-0.016922519661144088j),(-0.011084682177449689+0.0014924692527358233j),(0.00587098417532869-0.0015858820899289268j),(-0.00038125684266345937+0.005685926486271446j),(-0.003051470577528553-0.018164904902906932j),(-0.018478119853142825-0.019470487700615564j)
"(1.7692307692307692, -1.4615384615384615)",(0.012399885713502182+0.006200208753163327j),(-0.00015623355463949273-0.004818907725709598j),(-0.005487906254616772+0.005657121778560565j),(0.004001665795795246-0.0134466873076926j),(0.018807011213469945-0.0009766765421047117j),(0.01614932498393402-0.00645139764660099j),(-0.006908566839090363-0.008929909753557142j),(0.0040305046127774285+0.0045455545897278545j),(-0.005006625205609341+0.0019259194147970959j),(0.012436903215576419-0.010854048424973846j),(0.0013940277333638511-0.026815369197703512j)
"(1.9230769230769234, -1.4615384615384615)",(0.006944536652193928+0.012943005732923165j),(0.0020827658779206666-0.0041873090303181666j),(-0.007091366953091543+0.0013274165934241005j),(0.011295422415155403-0.006778049876521061j),(0.01258299798608844+0.013295800514433501j),(0.014372450105123818+0.009697469375678733j),(0.004401538016569799-0.010479115933296767j),(-0.0022942091946409134+0.005611282074401305j),(-0.0036436375120372003-0.0035542758054231123j),(0.014150824959687907+0.004817899187855733j),(0.020994318555203346-0.0161220888863649j)
"(2.0769230769230775, -1.4615384615384615)",(-0.003043214900809911+0.015110823981925408j),(0.0039213527451594276-0.0024258592510839278j),(-0.0059093036081063095-0.003022951738645682j),(0.012043035850515577+0.0028604396776795173j),(-0.0023002191397597637+0.017622566742621634j),(-0.00019353564896258123+0.017247233861573674j),(0.011349185201827492-0.0012344224301686444j),(-0.006030512162155519+0.00039490157772710207j),(0.0016435484228963448-0.004574005250682005j),(0.0024096476602752416+0.013453325910357722j),(0.02502176216830902+0.00644525470041331j)
"(2.230769230769231, -1.4615384615384615)",(-0.013069367461298423+0.009279508615760622j),(0.004598352064652214+0.0002724115527301371j),(-0.0024007283592329363-0.005651128953708135j),(0.005931264998906593+0.01002147934881257j),(-0.01485017079275288+0.00875651243201296j),(-0.014531424567993605+0.00906822530677692j),(0.006525410303414797+0.009402110299591088j),(-0.0029681956511049714-0.005237117885833314j),(0.0046488464729759335-0.0003782801611060499j),(-0.009898297341418326+0.0078017704153586186j),(0.009214121528295783+0.02330611126278998j)
"(2.384615384615385, -1.4615384615384615)",(-0.01623495693377074-0.003118575952246433j),(0.0034742662477796876+0.0030852620340646544j),(0.0018460912863355956-0.005404359983451552j),(-0.0031954152918491304+0.010497011237625142j),(-0.015434775431253126-0.006416637232344059j),(-0.01525367590711646-0.007473083087871613j),(-0.005212663179278091+0.01020028955286881j),(0.0034219004373685336-0.004918800020328661j),(0.0021779526384509335+0.003931165629946796j),(-0.01066886105695939-0.004825905543217671j),(-0.013565747416390009+0.02005649669581697j)
"(2.5384615384615383, -1.4615384615384615)",(-0.008561597964971633-0.014606537725285244j),(0.0006047642456624343+0.004678347310596275j),(0.004739145542870381-0.0024634891657513906j),(-0.009451997908629777+0.004234757825483096j),(-0.0037462034250161365-0.015765351218903087j),(-0.0015326601831075041-0.016755207557966195j),(-0.011449079219604188+0.0001519099605359371j),(0.00588183360041606+0.000967277252693217j),(-0.0025989354836357934+0.0034817160666389354j),(-0.00048633108109544194-0.010939780049902205j),(-0.023340053737405733-0.000445343240012446j)
"(2.6923076923076925, -1.4615384615384615)",(0.006025194409089453-0.016148964958625927j),(-0.0028388537505829926+0.003880214851474306j),(0.00478072126073875+0.001538310864308276j),(-0.008799875479855106-0.004302515065469087j),(0.010421712863128709-0.011754989649176319j),(0.01346906703146747-0.009789700194672377j),(-0.005417433492842429-0.010067245809619636j),(0.001635648130016758+0.005696770893196008j),(-0.004111844466059777-0.0009127636719630211j),(0.009007571868388997-0.004993954359575156j),(-0.011494333507188136-0.019325353970119596j)
"(2.8461538461538467, -1.4615384615384615)",(0.016701777650398326-0.005090058892080501j),(-0.0048617093891956484+0.0006838211923067304j),(0.0020344640499339417+0.0042882690148283225j),(-0.002028145344284787-0.009058380905891226j),(0.01511088705368277+0.001927957478568986j),(0.015078804636728555+0.00661736561000744j),(0.006452477595117573-0.009402843020664124j),(-0.004427972626351981+0.003885218732800166j),(-0.000827750208680615-0.004008147530064599j),(0.00798617396506452+0.00556706347799563j),(0.010292389195600856-0.019053034699217614j)
"(3.0, -1.4615384615384615)",(0.014044263409802074+0.010630453310503121j),(-0.003854831676884986-0.0032097733224779627j),(-0.0017430113198761078+0.0041570455169071775j),(0.005634589732675116-0.006778836984520077j),(0.0065485034730991785+0.013246610789576655j),(0.0017461873122519857+0.016182156814295325j),(0.011270636885113285+0.0014729539718581252j),(-0.005363791390671678-0.0023424889240526965j),(0.003231102977242364-0.0023321107895452405j),(-0.0014530710935121943+0.009126847401749629j),(0.020855474855690746-0.0006170743191636632j)
"(-3.0, -1.3076923076923075)",(0.013621319016716482+0.010817926412510498j),(0.0090556038567982+0.013714517836125357j),(0.010988879102304026-0.003640315233932158j),(-0.0059944119443757415+6.0736202234551706e-05j),(0.0020828475666184567-0.0034244353769163813j),(0.0024962692217859483+0.008801908048730636j),(0.018424150023154444-0.010164475819594836j),(0.014263095870781763+0.0029310215127211457j),(-0.005015791552639186-0.0008850804713409038j),(0.0005522448186801943+0.004506835078290657j),(0.0016031549211050038-0.008703141334145804j)
"(-2.8461538461538463, -1.3076923076923075)",(0.016039529198221415-0.007151466332738135j),(0.01677573169535377-0.0008203326037321212j),(0.003348515790798385-0.011608886966918457j),(-0.003890721354647228+0.0050142065801855075j),(-0.0011840395592197148-0.0038951653418775483j),(0.008286995792271849+0.0032107337145998874j),(0.0008175742928973887-0.02137319961702336j),(0.009450494039673334-0.012069685894428058j),(-0.002960429693302868+0.004384732846434741j),(0.00440297002741323+0.0013565217099256578j),(-0.007221414270245013-0.005211585814223142j)
"(-2.6923076923076925, -1.3076923076923075)",(0.001162899948323872-0.017685528546090963j),(0.008150477730106347-0.015107403112105214j),(-0.007892456906652799-0.00985707958029141j),(0.0014800566159563968+0.006578627604519421j),(-0.003721470199782154-0.0018574104445356148j),(0.0074220415846890046-0.0043185206948761394j),(-0.0179397104238603-0.012187065712214798j),(-0.006876008087754507-0.014669850987879965j),(0.002915005373881158+0.004678596418405402j),(0.0030834532649991193-0.0035163230994967407j),(-0.007858857363993105+0.004299422320870068j)
"(-2.5384615384615383, -1.3076923076923075)",(-0.01518414218053991-0.009438708595228273j),(-0.008755753587716174-0.015201179757773103j),(-0.013201281071942931+0.0005909536738363899j),(0.006344467916257218+0.003384377079283815j),(-0.00406446505331634+0.001339418517364536j),(0.001481320025474776-0.008113305312873707j),(-0.020213930226895077+0.008462061769807426j),(-0.017185123248244238-0.0006526778398504647j),(0.005710329654901362-0.0007859137371593773j),(-0.0019781560011999724-0.004317963914813252j),(0.00047868969576422225+0.008993232481548203j)
"(-2.3846153846153846, -1.3076923076923075)",(-0.015658867559696286+0.008925236143596704j),(-0.01790743699929872-0.0007498744376660276j),(-0.007852009728549944+0.011403441184075444j),(0.007242991294550964-0.0026050703211771818j),(-0.0021502660651599973+0.003885012501859691j),(-0.0047184789438790425-0.006298470171749153j),(-0.004464486966686385+0.021576400946292693j),(-0.00918110334458899+0.015879481222034916j),(0.0016993178434178964-0.005809495779774252j),(-0.00482558434428853+3.859889215021437e-05j),(0.008344745881215034+0.003497648855293033j)
"(-2.230769230769231, -1.3076923076923075)",(0.0002659270722785677+0.01815411298500787j),(-0.010612735372736298+0.014913112277924037j),(0.004302404594417267+0.013869160406715611j),(0.003351053633883045-0.007561860215788565j),(0.0009431864558182414+0.004555468970606914j),(-0.00737329629692071-0.001127650090072662j),(0.014815522047642048+0.016268878668743145j),(0.010242800985564415+0.016788178926564402j),(-0.004856503962973545-0.00415017531929136j),(-0.0019730045670732677+0.004491587642806163j),(0.006823829238017417-0.0059947203885447j)
"(-2.0769230769230766, -1.3076923076923075)",(0.016065579204414763+0.00870277667081514j),(0.006615537221098889+0.017468798749363565j),(0.014111576766890786+0.005760841272870649j),(-0.0031532521618410597-0.00834567909258347j),(0.0037761175839550014+0.0031639887753829215j),(-0.005924082491180084+0.003775442002609501j),(0.021707072556366412-0.00167522534346358j),(0.02119043746075499-0.0007048709172630356j),(-0.006138838374032436+0.0028856283586850655j),(0.0033452924782781876+0.0037029517684864736j),(-0.0023794624187755266-0.008792628797441764j)
"(-1.923076923076923, -1.3076923076923075)",(0.01561274042980131-0.009670116678328695j),(0.01848132390513165+0.004592244736329489j),(0.014263746915852152-0.007263457498467884j),(-0.008634135650681166-0.00432730164940164j),(0.0052633919009529686+0.0003805162431773455j),(-0.0022728772602015846+0.006180202513816843j),(0.012462357300243882-0.017239992453737404j),(0.011052139731707461-0.020154822756048844j),(9.291407290776641e-05+0.007255860849622733j),(0.004834268339564903-0.0015601020722259271j),(-0.008948618616413728-0.001778178551733746j)
"(-1.7692307692307692, -1.3076923076923075)",(-0.0004579965246897218-0.0184252873010091j),(0.014770743240460259-0.012556272627026832j),(0.004447299015079272-0.016211319933654347j),(-0.010180642765062095+0.002524790182242734j),(0.005005220469949465-0.0027679928069941685j),(0.0013315224136101658+0.006021433146133999j),(-0.0038714875224351184-0.02006822177103143j),(-0.012188026562244042-0.02188294490100039j),(0.007162928569000948+0.003174599149117641j),(0.0005716735328338048-0.005143611860147145j),(-0.005602391900781669+0.0072019338525619175j)
"(-1.6153846153846154, -1.3076923076923075)",(-0.01605775446226962-0.009111561334682402j),(-0.001231154870787954-0.01965918241463389j),(-0.008992475187579861-0.015181963289676817j),(-0.007016377807502797+0.009013474522240956j),(0.0032284826245802594-0.0053761468982559705j),(0.003715140917797202+0.004468212308352701j),(-0.015534218913409862-0.011291933630405109j),(-0.02729056653941935-0.0023802000691969445j),(0.006442449998122746-0.00563489299207467j),(-0.00454382160559814-0.0026858311013731617j),(0.0038751984077386456+0.008242662072296115j)
"(-1.4615384615384615, -1.3076923076923075)",(-0.01618628918041881+0.008858786743615336j),(-0.01646271630453252-0.011291514871349785j),(-0.017846400105641688-0.004871086046611519j),(-0.0005125427769261992+0.01245144381422522j),(0.000511624247741966-0.006930705123795079j),(0.004870775222588297+0.002699528803974396j),(-0.017520229899156695+0.0007021625106443779j),(-0.01991396623236528+0.022397270099537115j),(-0.0025869816687992824-0.009132443690192428j),(-0.004407746982749307+0.0031039054552587544j),(0.009064873521712778+0.00033400898574677024j)
"(-1.3076923076923075, -1.3076923076923075)",(-0.0012498735631698314+0.018346592820023093j),(-0.01937220666333423+0.0055985213883992515j),(-0.017285174120935616+0.00870562299702952j),(0.006860322660977205+0.011749731631941656j),(-0.002518008949343449-0.007353597487463627j),(0.005333195351496539+0.0013340183226390333j),(-0.012743384240165698+0.008731999408000969j),(0.004746561144327951+0.03224904510935605j),(-0.010563735410287888-0.0019066147636400083j),(0.0010416831653713638+0.005417892128359173j),(0.004478408226570212-0.007816338807182415j)
"(-1.1538461538461537, -1.3076923076923075)",(0.014494592010752896+0.011111192332852075j),(-0.008541837262102593+0.0183968126810638j),(-0.008078600001723033+0.01849594413152588j),(0.012820048152311112+0.0074822516773121765j),(-0.0053942631924712-0.006895499077044235j),(0.005622422679527765+0.0005180931698887533j),(-0.006839113856272753+0.011135405060455836j),(0.02825008305132134+0.0204568961677562j),(-0.007566179894028709+0.009893714322745877j),(0.0055093054754648246+0.001311263658045995j),(-0.004724712613909696-0.007559968139018431j)
"(-1.0, -1.3076923076923075)",(0.017197577485954945-0.005523410281300702j),(0.00769057899731502+0.01878000386237516j),(0.00489409870472066+0.020375199913234495j),(0.016108547828898166+0.0012067235382773437j),(-0.007890637577184-0.005981846871476371j),(0.006038813696248766+0.0002388131618794272j),(-0.0032994448253784413+0.010126612819612853j),(0.03603703069172468-0.0027264613195368136j),(0.005956451728850621+0.013698450981900265j),(0.0035677810541971224-0.004624704878180833j),(-0.008770481343174593+0.0004967814167394863j)
"(-0.8461538461538458, -1.3076923076923075)",(0.005567290270181487-0.01688033840895879j),(0.01862252495982965+0.007748906094596555j),(0.016014684688126515+0.014535020373730514j),(0.016646406128487147-0.005397550564642474j),(-0.00998427625252802-0.005088608171915916j),(0.006670023221255886+0.0005506834711362452j),(-0.0025758599571888926+0.008168142656580562j),(0.028115320855231083-0.021642527152026136j),(0.018411145841192796+0.002887342133049462j),(-0.002861560199326409-0.0053567823163081256j),(-0.003803124746821593+0.007725310822632255j)
"(-0.6923076923076921, -1.3076923076923075)",(-0.009753171030654983-0.0143938055165282j),(0.018658274102736426-0.006879481147465036j),(0.021741426981033554+0.004253283932223912j),(0.015189749754902096-0.011129578103629382j),(-0.011744467702170778-0.004678272535146474j),(0.007394670346092402+0.0016446625186539688j),(-0.0036849136361188804+0.006139606949759972j),(0.015161030150907204-0.02829159664336323j),(0.017639437040849516-0.016467935382023124j),(-0.006392086613766269+0.0004333247463038018j),(0.004629799588631752+0.006993590777363832j)
"(-0.5384615384615383, -1.3076923076923075)",(-0.0168159128140998-0.00157379149432073j),(0.009571519473476545-0.01689252777594675j),(0.0215351884018858-0.00646129819468404j),(0.012829356973769362-0.015451356178041048j),(-0.01318134194398985-0.005176554495054383j),(0.0077944938569376905+0.003760234326947937j),(-0.005469213306952726+0.0036431515014428983j),(0.007178642658347721-0.024903095696703563j),(0.002057774192081852-0.031527970757652145j),(-0.002429429641372724+0.006506788899640757j),(0.008103839381350241-0.00031345668220884745j)
"(-0.3846153846153846, -1.3076923076923075)",(-0.011901351055662986+0.011103489435118899j),(-0.0025258055829934785-0.018568825711494836j),(0.01708398400160879-0.014748931759550804j),(0.010594766511360985-0.018346468783654996j),(-0.014085580811650131-0.006930547250904594j),(0.0070630228381913015+0.0068991561202877j),(-0.006649749432002389+5.894542717419593e-05j),(0.006465894048304661-0.017200766873745017j),(-0.01866881051646314-0.03488040668520636j),(0.005560398002483141+0.005663068349296616j),(0.003924021173724372-0.006718259235808248j)
"(-0.23076923076923084, -1.3076923076923075)",(-0.00032205488316637207+0.01554821094754497j),(-0.011879441073572977-0.013322693178644807j),(0.010856174884960917-0.019563713981140297j),(0.009255220103767985-0.020033888556417735j),(-0.013910260319106714-0.010074999812837104j),(0.004170957780388623+0.010355259360349936j),(-0.0056488958812731605-0.004357294224802813j),(0.00877957289283295-0.008384967489637647j),(-0.03291676063400031-0.030220171727094677j),(0.009570021019081092-0.00285560664956523j),(-0.00322115963524048-0.00667704508943966j)
"(-0.07692307692307665, -1.3076923076923075)",(0.009779369114386465+0.01101423822197622j),(-0.01593368375060736-0.005176009447258597j),(0.004936004705205443-0.021311645520935733j),(0.009270191547541466-0.02069026865066701j),(-0.011797417837618852-0.014272223894069307j),(-0.0014307900659826492+0.012368331632681508j),(-0.0013948901859629206-0.00768394147581388j),(0.008668851045078928+0.0002793413216524166j),(-0.03523868378681641-0.026222547579257755j),(0.004900202825082956-0.013537552779089485j),(-0.006948994959723703-0.001215562364957028j)
"(0.0769230769230771, -1.3076923076923075)",(0.013665572285899617+0.0021959587075972876j),(-0.015320533991153351+0.0022046385174396186j),(0.0005344503075545479-0.021071691112798243j),(0.010786725355089755-0.020267322920655164j),(-0.00688964319490659-0.01841131421753667j),(-0.008691885139656132+0.01054811483499723j),(0.0049218410588410975-0.00697827602548246j),(0.003807435965526591+0.006170241287178419j),(-0.026001632755842316-0.02620046784523922j),(-0.006198688751429141-0.021576243059578653j),(-0.005037376903830922+0.004591081616882183j)
"(0.23076923076923084, -1.3076923076923075)",(0.011618558751004187-0.005687014271044841j),(-0.012203018400398558+0.007012284084642236j),(-0.001940363571604018-0.019917725765647334j),(0.01360144554627611-0.01844609335281639j),(0.0010086998568078138-0.02053148908815573j),(-0.014340936368356155+0.003509631190335159j),(0.00918736614652349-0.001021870526010693j),(-0.0032336851191327644+0.005949778252268182j),(-0.00928459317718975-0.02518057669853381j),(-0.016615602154442653-0.027724232319130696j),(0.00020271000261976672+0.006948248245911674j)
"(0.384615384615385, -1.3076923076923075)",(0.006634157309196835-0.01009425654540531j),(-0.008642021489201632+0.00918038912015312j),(-0.002572813983839293-0.01855331540446224j),(0.01707444122539613-0.014756504623844867j),(0.010626900695879146-0.018335152110781086j),(-0.014069674430605085-0.006985181786533807j),(0.007031606743621679+0.006942249580442673j),(-0.006651201688839262+1.1624696238028569e-05j),(0.006523880048024484-0.017115512207520236j),(-0.01873227497872608-0.034903710932872915j),(0.005611321752003155+0.005630378005001521j)
"(0.5384615384615388, -1.3076923076923075)",(0.001546631124413042-0.011242516221034771j),(-0.0058371415810271965+0.009506079896449022j),(-0.0016557187304143582-0.01722696457788105j),(0.020071841793210345-0.00887504433547256j),(0.018867003606067103-0.01045383878643449j),(-0.005769504148535904-0.015444713004538622j),(-0.001401601168352555+0.010337981061355596j),(-0.003135024446085977-0.005868164439262092j),(0.012616343522511576-0.0034087385676598242j),(-0.00851822695495041-0.04106291119582885j),(0.010055723985730704+0.002620248593931789j)
"(0.6923076923076925, -1.3076923076923075)",(-0.0022512206288555422-0.010591682359729503j),(-0.004155962907108364+0.008860926412131915j),(0.00044906406957966613-0.015809656878179125j),(0.021085054156738888-0.001050132971940265j),(0.021619091610672086+0.001979240495162888j),(0.007281289434477687-0.015474865709349578j),(-0.00966833592068228+0.005020656839650787j),(0.0037750735010739773-0.005520774855411664j),(0.00705111160553281+0.007292783831666443j),(0.01093043184844107-0.03829271318396971j),(0.014328397418970596+0.0005511633873461462j)
"(0.8461538461538463, -1.3076923076923075)",(-0.004573340503487657-0.009570522027775327j),(-0.0034839488590874294+0.007819417093201109j),(0.0033109552843629177-0.013944787297020754j),(0.01866643658368682+0.007518995108765583j),(0.01597145991263085+0.014607567402086468j),(0.01680672286663092-0.005104262767034416j),(-0.009871851105284348-0.005437665957248713j),(0.006668702532794886+0.0008512364067460408j),(-0.002915603639596851+0.007929630687717076j),(0.028070327337632362-0.021263141508777346j),(0.01882353029616928+0.002416710782890054j)
"(1.0, -1.3076923076923075)",(-0.005686529951765796-0.009133948042745026j),(-0.0035354235505155396+0.006625768963701239j),(0.006364917705625993-0.011237269416932138j),(0.01217334315852366+0.014646260019062789j),(0.0028465124552496724+0.02122057307756292j),(0.015013946746000921+0.009729712790289837j),(-0.0007370558286462785-0.011545823619798641j),(0.002244619674781226+0.0063615281593903126j),(-0.007362665255574932+0.0005521798898979997j),(0.02979967285054857+0.003879757420067918j),(0.020830920971827822+0.010250025077101854j)
"(1.1538461538461542, -1.3076923076923075)",(-0.005669217310578648-0.009780831116504806j),(-0.004009852479170505+0.0053043492557466754j),(0.008876966515954468-0.00747306065309974j),(0.002535437168758808+0.01774625933187622j),(-0.011980383414761448+0.01730382018418459j),(0.0017473391741208058+0.01801517816796387j),(0.009650259640747413-0.006791816011191562j),(-0.0047078258350832+0.004843647819141525j),(-0.0031505287081314715-0.005867200570738679j),(0.013517397009080362+0.021562616099180393j),(0.01504097586163988+0.021659995248524973j)
"(1.3076923076923084, -1.3076923076923075)",(-0.004069078117450763-0.011474404038413492j),(-0.004626885067339897+0.0037822923148197567j),(0.010029964153675928-0.0028348858825375475j),(-0.007494732930658003+0.015047990932524763j),(-0.0202216421493057+0.0038559042356483466j),(-0.013411396459529731+0.012317981555034871j),(0.010919097617060034+0.004914737263799339j),(-0.006415878743719581-0.0020956423793953983j),(0.003779532162372373-0.004832288296018381j),(-0.008404595858629278+0.020047318323835446j),(-0.0008505330538437964+0.02826213098636495j)
"(1.4615384615384617, -1.3076923076923075)",(-9.243831203850639e-05-0.01322954798917591j),(-0.005104907487694876+0.0019841123130662996j),(0.009169968663498671+0.0019741595478469987j),(-0.014116614231148279+0.006938427083916391j),(-0.016299502496306854-0.011691827371353493j),(-0.01786125915318835-0.003691989439499924j),(0.0011955172230828028+0.012039661103954429j),(-0.0009096290712992361-0.00667056566175319j),(0.005554736178042192+0.0014231282904901752j),(-0.01859860107395738+0.003076595891555212j),(-0.0201535707947078+0.02097025929987872j)
"(1.6153846153846159, -1.3076923076923075)",(0.006364758361082893-0.012833221242899458j),(-0.005132049904344675-8.628651085349443e-05j),(0.006157243879920848+0.005819644781871223j),(-0.01428649618109829-0.003473496277741754j),(-0.0020934848661220483-0.019378072673298594j),(-0.007101477722995987-0.01675991947513394j),(-0.009985105171718424+0.006979777902737472j),(0.005597061652157048-0.003692173690129385j),(0.0008727271848463613+0.0053447450019135714j),(-0.01055424202316405-0.01283429445659245j),(-0.02907419710391377-0.0001783188872369209j)
"(1.7692307692307692, -1.3076923076923075)",(0.013243142910826608-0.007762702991728216j),(-0.0043766170245686355-0.002249329227742587j),(0.0016497919803787214+0.007510815034958472j),(-0.007733110400200684-0.011360329531474296j),(0.013025513197358413-0.013695266876855124j),(0.009963672333724399-0.015127391551795972j),(-0.01096703164676358-0.005419051928817704j),(0.00571002557281023+0.0034473872955677835j),(-0.004326062946458938+0.0028014418735025763j),(0.005567649405365411-0.01378705734752384j),(-0.018235789580530556-0.021929299904145164j)
"(1.9230769230769234, -1.3076923076923075)",(0.016081929811222306+0.002304438995554517j),(-0.002599381126386533-0.0040545373084841475j),(-0.0029143154292617466+0.006386117412742381j),(0.00220510442205264-0.012664397267357836j),(0.018241936070866216+0.0014926140380983823j),(0.01798392461053059+0.00017714467225292036j),(-0.0004266743895111495-0.012247558283114881j),(-0.0006707588480949014+0.0065944752691793704j),(-0.004118612946220505-0.002716137275205445j),(0.01341687127320842-0.0013042866787483609j),(0.006154844983542753-0.026951912070226552j)
"(2.0769230769230775, -1.3076923076923075)",(0.010700864524657449+0.013195254274940688j),(9.924502234379003e-05-0.004793267248891415j),(-0.005788379285607496+0.0028400401692326143j),(0.00996162922980748-0.0067637784857433785j),(0.009638027443959698+0.014857178286710609j),(0.009308924727173712+0.015200608203336756j),(0.010624754838252677-0.006105851130350194j),(-0.0062094723686623035+0.00218326573272737j),(0.0008004489894723135-0.004676220059542027j),(0.006611983338258927+0.010439867084458166j),(0.02460699728369319-0.010124279883044967j)
"(2.230769230769231, -1.3076923076923075)",(-0.002205699779056109+0.01744053250324233j),(0.0030080538177936-0.0037817891876528627j),(-0.005746747108288457-0.001579690571737441j),(0.010990203326278997+0.0026207268914510743j),(-0.005994354398419293+0.01604506340675628j),(-0.008047395360019156+0.015698408600684048j),(0.010310162756370847+0.006587191011879666j),(-0.004573074698921113-0.004664146607991352j),(0.004442823483113016-0.0011075136174979545j),(-0.005959120786892086+0.009759293566013386j),(0.0211143879770016+0.014320286130282588j)
