index,value
"(0,)",(0.46359221535224804+0.0832891022968778j)
"(1,)",(-2.368983403819323+2.0513781341632416j)
"(2,)",(-4.7374133600221295+2.816446794019666j)
"(3,)",(-4.750209365053144+2.8254386591796683j)
"(4,)",(-2.440490616647993+2.0700604928255846j)
"(5,)",(0.5089956053641795+0.03367762309565314j)
"(6,)",(1.4194024992357546-1.1066450550374443j)
"(7,)",(2.1653398299593536+0.1577744364294213j)
"(8,)",(2.3232393600274-1.5224348412150532j)
"(9,)",(-4.494148263133269-2.114849653180901j)
"(10,)",(-5.7841361136595335+6.221078867523424j)
"(11,)",(5.590113722205722+4.3720867011722415j)
"(12,)",(4.417646210472716-9.285826486029954j)
"(13,)",(-7.529218948669322-7.124162581682311j)
"(14,)",(-6.401218563818414+6.495131820260968j)
"(15,)",(3.791110556047474+11.959422574815223j)
"(16,)",(10.069818535701849+9.71728024405233j)
"(17,)",(11.555000796432257+7.154721695663275j)
"(18,)",(11.539528240073023+7.158337948131031j)
"(19,)",(10.032715512580154+9.727240704290304j)
"(20,)",(3.7544753728207017+11.973298807784534j)
"(21,)",(-6.416203565016352+6.509409573135564j)
"(22,)",(-7.515625255778029-7.113265850098889j)
"(23,)",(4.447836195379493-9.280374062743512j)
"(24,)",(5.614967832195155+4.374012167033078j)
"(25,)",(-5.782440216446399+6.222110081461578j)
"(26,)",(-4.5187663929388915-2.112395966184196j)
"(27,)",(2.2810255383963236-1.5092711399581464j)
"(28,)",(2.155044943174226+0.1708781467377578j)
"(29,)",(1.4478008614786964-1.1181796979685894j)
