index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)"
"(-3.0, -3.0)",(0.010660520344866146+0.005297120503292933j),(-0.0051812774076026085+0.015124764570520633j),(0.002412798750469981+0.013070598130688053j),(0.00289483238398399-0.0051528009488718135j),(0.001623933517459724+0.0019211009824220719j),(-0.005659418488696413+0.003754168633277638j),(0.015708509133469654+0.010277059804998656j),(0.004128985886123182+0.012064345415431605j),(-0.0005764634151482639-0.003394749024870459j),(-0.003504007193107534-0.000626932655791696j)
"(-2.8461538461538463, -3.0)",(0.01062125930409553-0.00504375997566224j),(0.007649348504920942+0.0140837867112628j),(0.010972765952099627+0.008300880803643844j),(-0.0009069614136742913-0.006207596706556463j),(0.002451795473482479+0.0007994362418645381j),(-0.0020911917535412763+0.0060993971340753276j),(0.018347324103727258-0.003600938707181593j),(0.012624874813693163+0.004736353872685759j),(-0.0033221337145157904-0.0014953439212226675j),(-0.0024471821514243015+0.0024830062982550906j)
"(-2.6923076923076925, -3.0)",(0.002725852841218789-0.011272197375196441j),(0.01548577666381635+0.004175004497020977j),(0.014198784688393414-0.0010123151193820287j),(-0.004671744523769117-0.004757771113079569j),(0.0026083954477541783-0.0005498810831022369j),(0.0017284960940317498+0.005845077809583575j),(0.0109725081426308-0.014945298969952213j),(0.012524405783609407-0.006848395127411594j),(-0.0033195854306845686+0.0019913682544927505j),(0.0006137768684276413+0.0033549030057438856j)
"(-2.5384615384615383, -3.0)",(-0.006797979153583755-0.009177464211066593j),(0.013840295567922059-0.008066005476104624j),(0.010596512784437635-0.01021137693704688j),(-0.006967083726105574-0.0013444191880094992j),(0.0021262516077645006-0.0017884470696355544j),(0.004366147959897466+0.0037208442735445404j),(-0.001429187458428911-0.01823606621648265j),(0.003541192592659295-0.014702530646807804j),(-0.0003527756276573962+0.004116540524268474j),(0.0030127503952544145+0.0014262002301580025j)
"(-2.3846153846153846, -3.0)",(-0.011197831283231006-0.0008411387182009995j),(0.00429337792622527-0.015376791256227307j),(0.0020105195452865873-0.015064338459106373j),(-0.007006784466026698+0.002834055967065442j),(0.0011688258846759142-0.0026746312029598857j),(0.005295853704625281+0.0009209717105465548j),(-0.012290227618533149-0.013072479388048102j),(-0.00864640994371362-0.013495285711452884j),(0.0032958933155056535+0.002960313106736425j),(0.002866922780855256-0.0015418630929163826j)
"(-2.230769230769231, -3.0)",(-0.007947051372913355+0.007637792223851638j),(-0.0072880463734311925-0.01410024363563191j),(-0.00768837634434282-0.013660734896765557j),(-0.004824842461319845+0.006452836104057654j),(-4.4973834837647164e-05-0.003088657882489279j),(0.0047713155381770775-0.0015475891555788177j),(-0.017209335499726894-0.003100268574348158j),(-0.016552543286939555-0.003799369858007858j),(0.004704329087941696-0.0008061944527955799j),(0.0004898753945782518-0.003139765021838535j)
"(-2.0769230769230766, -3.0)",(0.00017527552564328662+0.010798547390141274j),(-0.014688064170076655-0.005652377638487899j),(-0.014603611674393934-0.006880128026043107j),(-0.0011130160619303498+0.008520881310618062j),(-0.0013027921465948438-0.0030215382814368307j),(0.0034198460593484518-0.003170881996842267j),(-0.015463321589846238+0.006867518468713699j),(-0.015640488291309127+0.008867493551565903j),(0.0025906895247885045-0.004470704186046685j),(-0.002123664635100081-0.002261802138825948j)
"(-1.923076923076923, -3.0)",(0.0077029631622549015+0.00722749331019088j),(-0.014696325030498059+0.005108799485707182j),(-0.016410330452590896+0.0024578427494946035j),(0.003128563683959193+0.008616103215191597j),(-0.0024391091146950955-0.0025446231339614177j),(0.0018622465778648045-0.0039026036443674367j),(-0.009200247625615058+0.013386729068295604j),(-0.006533550221946736+0.01784227092063627j),(-0.0017789276791217085-0.0053321371793539005j),(-0.003022949452374635+0.000232840557584413j)
"(-1.7692307692307692, -3.0)",(0.010308135855816723-0.0002627315378863765j),(-0.008149226254845432+0.012987129394019492j),(-0.012938022443380971+0.011055948679502386j),(0.006950262185869894+0.006874883375976185j),(-0.0033537857337991475-0.0017731903380199803j),(0.0005096497744118607-0.003971597397011304j),(-0.001555392836043965+0.015384518188736037j),(0.006145766484840141+0.019058084578815082j),(-0.005575755928623015-0.0025812648239272257j),(-0.0017161027094892737+0.00242274677853345j)
"(-1.6153846153846154, -3.0)",(0.007135643453838941-0.007073028585159223j),(0.0013193034008306618+0.014997604861649267j),(-0.005761744151022847+0.016428543907010595j),(0.009696606249822283+0.003813404986118385j),(-0.004012911694101384-0.0008334069506948782j),(-0.0004648377270263343-0.0036820494468845968j),(0.004964378664619082+0.0137183428634563j),(0.016849197541746377+0.012565536566010737j),(-0.006347337502354575+0.002288428940944618j),(0.0007040691693507773+0.002831523605233585j)
"(-1.4615384615384615, -3.0)",(0.0005809962059727123-0.009753893165486815j),(0.009559709948849745+0.011203362569823221j),(0.002748033136229513+0.017543780875727638j),(0.011093040739444586+9.23840624147583e-05j),(-0.004437826858581691+0.0001616860862448631j),(-0.001056615933951469-0.003288210862243685j),(0.009171754781524875+0.01009245943716895j),(0.021887121951498136+0.0015706527418799983j),(-0.003467558657993993+0.006584161954567332j),(0.0025486983604303803+0.0013485375894771929j)
"(-1.3076923076923075, -3.0)",(-0.005694052368846832-0.007586184391237714j),(0.013801167808076418+0.003923805191261211j),(0.0103834161601885+0.014768129440060744j),(0.011202543997700222-0.0036831107008976588j),(-0.004688542911153286+0.001124831549187713j),(-0.0013392342559008519-0.00295081851048671j),(0.011055508116035655+0.006104131392592512j),(0.020539730897173723-0.009782362235242707j),(0.0017294545365555067+0.008054953097697146j),(0.0027162401496678788-0.0009349710912675544j)
"(-1.1538461538461537, -3.0)",(-0.008900890513157029-0.002294662094213175j),(0.0133860750277159-0.0038099491710211174j),(0.01570858872917967+0.009360673919470201j),(0.01031174485028044-0.007082256244151096j),(-0.004846803000985714+0.001996275550411385j),(-0.0013962843691444318-0.00274516419503421j),(0.011250004226567528+0.002773055877644954j),(0.014473561639014818-0.018368782780540965j),(0.006930904199411287+0.0059731161451806476j),(0.0012506351368513687-0.002608858248610292j)
"(-1.0, -3.0)",(-0.008219853235253332+0.0033949774471243163j),(0.00939544448038318-0.009608280843062639j),(0.018226180580799438+0.0028505316951723033j),(0.008805418150712303-0.009882211189121956j),(-0.00500195584991043+0.0027367754569198248j),(-0.0012857985402402576-0.002687161307778989j),(0.0105244354757566+0.000512450365395291j),(0.006337053787515141-0.02293636408524473j),(0.010115172861232704+0.0011804271560022794j),(-0.0009136401330483068-0.0028091020182800693j)
"(-0.8461538461538458, -3.0)",(-0.0046200490974588095+0.007244939375995263j),(0.003714429208949953-0.01236828482087642j),(0.01820564818404184-0.0034506301058670756j),(0.007068140440821852-0.012039990704293893j),(-0.005240266725018235+0.003314852473772438j),(-0.001030135700373121-0.0027558513714091j),(0.009480472033202538-0.0006746494592224493j),(-0.001510997981413979-0.02388367974064632j),(0.01035315747981151-0.004641651074266265j),(-0.0026414723200897786-0.0015543545714515167j)
"(-0.6923076923076921, -3.0)",(7.67681636324926e-05+0.008292838803175228j),(-0.001869577731270786-0.01220681390305741j),(0.016357847650354976-0.008695690242559926j),(0.005427775724546648-0.01363290470229904j),(-0.005635888524240892+0.003691285027047238j),(-0.0006212071295197604-0.002904174104643981j),(0.00845686017317914-0.0009716941174453628j),(-0.007638778787335416-0.02249643020545854j),(0.007882586185207449-0.009873778858777736j),(-0.0032002798944921244+0.00047818090526525233j)
"(-0.5384615384615383, -3.0)",(0.004178728272813876+0.006820314072392448j),(-0.006193412981880875-0.009985547380396215j),(0.013517087763985018-0.012528377437877275j),(0.004137072354414945-0.0147925035755778j),(-0.006239998271780571+0.0038039614388212144j),(-3.485594505807933e-05-0.0030588196652599317j),(0.007556965583435411-0.0005990047525173426j),(-0.011553481583053606-0.02018857294419521j),(0.0036683420531506993-0.01354884082335922j),(-0.0024798196925259045+0.0024359947942892007j)
