index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.0589273710032341+0.23432460912245032j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.2085948952608103+0.13066200346531362j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.2481421949506473-0.0449419264014624j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.16358855302737785-0.20187134959145228j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.0002590660289180655-0.26903268635565913j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.16823747514536808-0.22319732570961998j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.27648796395724884-0.08986232191783147j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.29207083451512644+0.07667512425180606j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.22115970908285434+0.22056848133125537j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.09718310410107532+0.30593364743740015j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.0386444136055819+0.3249904375446543j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.15456052073208632+0.29275808806806847j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.23638209666488633+0.23435534376772518j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.28572097293201215+0.17282606657874222j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.3124529560373946+0.12277262751633863j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.3269259875615038+0.09041233429065737j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.3353326397430712+0.07717954824858173j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.3385582633389338+0.08327401579817337j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.3329364076564391+0.10896316947148867j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.31143264150068656+0.15331732825858796j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.2650660877147144+0.21128382509846463j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.18556466701035798+0.2706085801734491j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.07031428569840255+0.3106269637268431j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.07085206942288691+0.30540675135544243j)
