index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.0821688949493671+0.23948884712580845j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.2280635674183076+0.11933825102364844j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.2541078851670485-0.06369434859351215j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.15725381544041747-0.21579877229750996j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(-0.008729415575862301-0.27253053619787154j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.17081176131483902-0.220649225379061j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.27150466563329595-0.09042703347219143j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.28614968572705207+0.06743096008919457j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.22221422247145775+0.20492032102703375j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.10780217141384375+0.29134686433323037j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.022741844352026835+0.3177818006080941j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.14072108315063414+0.29356642357305335j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.2297073137166612+0.2384177917346154j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.28633038636264707+0.17385591502771178j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.31655974503149276+0.11699165200450073j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.33002298611785214+0.07813248126062981j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.33490913199610506+0.06170402124868761j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.3348919227309177+0.06861915664184873j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.32815873704431936+0.09804558963183066j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.30797065381018446+0.14732982590613505j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.26446067409059665+0.21002890526564913j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.18805868799503703+0.27317049778771313j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.07507154130112755+0.31590013452321913j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.065236851743805+0.31231541039445665j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.20522950894637584+0.24064909193360415j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.3007519318635675+0.09788573615937526j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.30542278247735843-0.08659416104391388j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.1965101286629024-0.2496997318755693j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(-0.0007356683356895995-0.31570699343275j)
