index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)","(60,)","(61,)","(62,)","(63,)","(64,)","(65,)","(66,)","(67,)","(68,)","(69,)"
"(0,)",(0.002007038022100117+0.001933592100347529j),(0.000707896865663894+0.001705260355328492j),(-0.0004520195853450011+0.0010168264289912032j),(-0.000818652890109088+0.0003823034120498101j),(-0.00076087567806003-0.00019428874021244189j),(-0.00042558448316272696-0.0005620002899653893j),(8.61267686705848e-06-0.000645995635856348j),(0.0003702758852402938-0.000472998125164669j),(0.0005445897697239227-0.00014880296505261976j),(0.000500463725117562+0.00018920538842630294j),(0.0002856170769418748+0.0004230829889802783j),(-3.947881860213286e-06+0.0004897014179497093j),(-0.0002646314248284829+0.00039082620584841545j),(-0.0004198888222457155+0.00017964948918969747j),(-0.0004384426231719043-6.632748226028575e-05j),(-0.00033398043160044765-0.00027374689526043464j),(-0.00015118558427522127-0.0003936182806184702j),(5.380380721386921e-05-0.0004091656107089293j),(0.00023095785298270119-0.00033240969228908563j),(0.00034733595625177454-0.00019383531310542958j),(0.0003903870190722639-3.0228479922449616e-05j),(0.00036512952059005246+0.00012538332344007557j),(0.0002879982529915114+0.0002497260114907516j),(0.00018007433355578256+0.0003310857526170939j),(6.157439530188848e-05+0.0003679789084493824j),(-5.156856177555251e-05+0.00036615056207788335j),(-0.00014905078207041108+0.0003352113389070013j),(-0.0002259808652255147+0.0002857829576202311j),(-0.00028176339676762416+0.0002275466254303745j),(-0.0003186670637691083+0.00016822096475661375j),(-0.00034047649692360435+0.00011328488238608736j),(-0.0003514324052334945+6.6187102357721e-05j),(-0.00035551249697156394+2.880101212815405e-05j),(-0.00035601215286948807+1.94299898308265e-06j),(-0.00035534236003399494-1.4160747914390291e-05j),(-0.00035495756210405236-1.9519536246151122e-05j),(-0.00035534236003399657-1.4160747914390605e-05j),(-0.0003560121528694892+1.9429989830825257e-06j),(-0.0003555124969715636+2.8801012128154083e-05j),(-0.00035143240523349557+6.61871023577212e-05j),(-0.00034047649692360387+0.00011328488238608727j),(-0.0003186670637691074+0.00016822096475661353j),(-0.00028176339676762264+0.00022754662543037326j),(-0.00022598086522551474+0.0002857829576202313j),(-0.0001490507820704118+0.000335211338907003j),(-5.156856177555229e-05+0.00036615056207788313j),(6.157439530188875e-05+0.00036797890844938227j),(0.000180074333555783+0.0003310857526170939j),(0.000287998252991512+0.0002497260114907512j),(0.00036512952059005236+0.00012538332344007514j),(0.0003903870190722631-3.022847992244973e-05j),(0.0003473359562517743-0.00019383531310542945j),(0.00023095785298270075-0.00033240969228908585j),(5.3803807213868955e-05-0.00040916561070892686j),(-0.00015118558427522051-0.00039361828061846904j),(-0.00033398043160044917-0.0002737468952604358j),(-0.0004384426231719043-6.632748226028488e-05j),(-0.0004198888222457157+0.0001796494891896984j),(-0.00026463142482848243+0.0003908262058484165j),(-3.947881860212202e-06+0.0004897014179497084j),(0.0002856170769418749+0.0004230829889802769j),(0.000500463725117561+0.00018920538842630153j),(0.0005445897697239214-0.00014880296505262057j),(0.0003702758852402925-0.0004729981251646694j),(8.612676867058467e-06-0.0006459956358563442j),(-0.0004255844831627257-0.0005620002899653877j),(-0.0007608756780600316-0.00019428874021244194j),(-0.0008186528901090865+0.000382303412049812j),(-0.00045201958534499763+0.0010168264289912034j),(0.0007746546111441458+0.0016234484188627223j)
"(1,)",(0.000707896865663894+0.001705260355328492j),(0.0018733729372962895+0.0018657570401533232j),(0.0007102423480589051+0.0016755667468522249j),(-0.0003883559275388377+0.0008764573550825439j),(-0.0006991936755975857+0.0003281191419187541j),(-0.0006505801009683762-0.00016511485822292207j),(-0.0003643442259611134-0.00047989570622341713j),(6.749205882121674e-06-0.0005521609355578711j),(0.00031608698738906687-0.00040463567907267817j),(0.00046541384473881527-0.00012766218899556647j),(0.00042801211987212315+0.00016134516026885916j),(0.0002445474089725998+0.00036150828668797075j),(-2.9808210252561477e-06+0.0004187488875130337j),(-0.0002259981836934888+0.00033445161500631523j),(-0.0003589907626993485+0.00015400012174448098j),(-0.0003751115152296314-5.637569622322387e-05j),(-0.00028596562153252044-0.00023392258825529058j),(-0.00012970046711893377-0.000336676512194526j),(4.568895060766299e-05-0.00035020513652811734j),(0.00019738444486128962-0.00028471633079758823j),(0.0002971546992749296-0.0001662413485207923j),(0.0003342008786983855-2.623792809924194e-05j),(0.00031276379098517685+0.00010702057900668446j),(0.00024687134129109897+0.00021358622443137367j),(0.0001545494052262149+0.00028339612506483717j),(5.3103159586270485e-05+0.00031514550936618537j),(-4.381548738475555e-05+0.00031372591654347664j),(-0.0001273667392721424+0.0002873491943820839j),(-0.00019334323447403446+0.00024510339486268274j),(-0.0002412183342806057+0.00019527948729730258j),(-0.0002729221641273358+0.00014449316323900195j),(-0.0002916876413630175+9.744469068261596e-05j),(-0.0003011422674428637+5.709618364250867e-05j),(-0.00030469122067573094+2.5059746932578924e-05j),(-0.0003051570450270584+2.040680930054988e-06j),(-0.0003046055531210795-1.1762974874905945e-05j),(-0.0003042832643395636-1.6356654134708196e-05j),(-0.0003046055531210804-1.1762974874906041e-05j),(-0.0003051570450270582+2.0406809300547546e-06j),(-0.00030469122067573187+2.5059746932578825e-05j),(-0.000301142267442864+5.7096183642508464e-05j),(-0.0002916876413630174+9.744469068261583e-05j),(-0.0002729221641273345+0.00014449316323900103j),(-0.0002412183342806055+0.00019527948729730214j),(-0.00019334323447403476+0.00024510339486268263j),(-0.00012736673927214278+0.00028734919438208357j),(-4.3815487384756156e-05+0.00031372591654347723j),(5.3103159586270295e-05+0.00031514550936618564j),(0.00015454940522621475+0.00028339612506483766j),(0.00024687134129109853+0.00021358622443137375j),(0.00031276379098517637+0.00010702057900668464j),(0.0003342008786983858-2.6237928099241434e-05j),(0.0002971546992749298-0.00016624134852079173j),(0.00019738444486128956-0.00028471633079758536j),(4.568895060766402e-05-0.00035020513652811653j),(-0.00012970046711893344-0.000336676512194528j),(-0.0002859656215325196-0.00023392258825529066j),(-0.00037511151522963236-5.6375696223224514e-05j),(-0.0003589907626993494+0.00015400012174448095j),(-0.00022599818369348887+0.0003344516150063143j),(-2.9808210252565187e-06+0.00041874888751303315j),(0.0002445474089725984+0.00036150828668796966j),(0.00042801211987212115+0.00016134516026885913j),(0.00046541384473881484-0.0001276621889955655j),(0.00031608698738906654-0.00040463567907267464j),(6.749205882123678e-06-0.0005521609355578696j),(-0.0003643442259611121-0.00047989570622341903j),(-0.0006505801009683743-0.00016511485822292285j),(-0.0006991936755975848+0.0003281191419187526j),(-0.00038835592753883784+0.0008764573550825402j)
"(2,)",(-0.0004520195853450011+0.0010168264289912032j),(0.0007102423480589051+0.0016755667468522249j),(0.001873372937296294+0.0018657570401533268j),(0.000710242348058906+0.001675566746852226j),(-0.0003883559275388379+0.0008764573550825444j),(-0.0006991936755975865+0.0003281191419187548j),(-0.0006505801009683764-0.0001651148582229223j),(-0.0003643442259611134-0.0004798957062234175j),(6.749205882121413e-06-0.0005521609355578714j),(0.0003160869873890672-0.00040463567907267887j),(0.0004654138447388163-0.00012766218899556682j),(0.0004280121198721233+0.00016134516026885932j),(0.00024454740897259983+0.00036150828668797075j),(-2.980821025255811e-06+0.00041874888751303424j),(-0.00022599818369348876+0.000334451615006315j),(-0.0003589907626993486+0.00015400012174448117j),(-0.00037511151522963236-5.637569622322382e-05j),(-0.00028596562153252006-0.00023392258825529047j),(-0.00012970046711893406-0.0003366765121945265j),(4.568895060766276e-05-0.0003502051365281178j),(0.00019738444486128992-0.0002847163307975884j),(0.0002971546992749296-0.0001662413485207921j),(0.00033420087869838586-2.6237928099241922e-05j),(0.00031276379098517707+0.00010702057900668444j),(0.00024687134129109924+0.0002135862244313737j),(0.00015454940522621478+0.0002833961250648375j),(5.310315958627067e-05+0.0003151455093661849j),(-4.3815487384755804e-05+0.00031372591654347756j),(-0.00012736673927214305+0.0002873491943820848j),(-0.00019334323447403473+0.0002451033948626827j),(-0.00024121833428060593+0.00019527948729730271j),(-0.0002729221641273355+0.00014449316323900162j),(-0.0002916876413630177+9.744469068261601e-05j),(-0.0003011422674428641+5.709618364250849e-05j),(-0.00030469122067573116+2.505974693257889e-05j),(-0.00030515704502705865+2.040680930054716e-06j),(-0.000304605553121081-1.1762974874906057e-05j),(-0.0003042832643395635-1.635665413470838e-05j),(-0.00030460555312107943-1.1762974874906089e-05j),(-0.00030515704502705963+2.040680930054562e-06j),(-0.0003046912206757314+2.5059746932578822e-05j),(-0.00030114226744286393+5.709618364250847e-05j),(-0.00029168764136301695+9.744469068261548e-05j),(-0.0002729221641273358+0.00014449316323900154j),(-0.00024121833428060628+0.0001952794872973027j),(-0.00019334323447403438+0.0002451033948626819j),(-0.000127366739272143+0.0002873491943820839j),(-4.381548738475615e-05+0.0003137259165434778j),(5.310315958627028e-05+0.0003151455093661859j),(0.0001545494052262144+0.0002833961250648376j),(0.00024687134129109864+0.00021358622443137394j),(0.0003127637909851771+0.00010702057900668495j),(0.000334200878698386-2.623792809924143e-05j),(0.0002971546992749285-0.0001662413485207903j),(0.0001973844448612907-0.000284716330797587j),(4.5688950607664444e-05-0.00035020513652811886j),(-0.0001297004671189336-0.0003366765121945264j),(-0.0002859656215325205-0.00023392258825529155j),(-0.00037511151522963247-5.637569622322486e-05j),(-0.00035899076269934894+0.0001540001217444804j),(-0.00022599818369348928+0.00033445161500631447j),(-2.9808210252567012e-06+0.00041874888751303283j),(0.0002445474089725984+0.0003615082866879701j),(0.000428012119872122+0.00016134516026885986j),(0.0004654138447388133-0.00012766218899556395j),(0.00031608698738906806-0.0004046356790726763j),(6.749205882123496e-06-0.0005521609355578725j),(-0.00036434422596111213-0.0004798957062234172j),(-0.0006505801009683748-0.00016511485822292307j),(-0.0006991936755975847+0.0003281191419187522j)
"(3,)",(-0.000818652890109088+0.0003823034120498101j),(-0.0003883559275388377+0.0008764573550825439j),(0.000710242348058906+0.001675566746852226j),(0.0018733729372962934+0.0018657570401533251j),(0.0007102423480589054+0.001675566746852225j),(-0.00038835592753883773+0.0008764573550825448j),(-0.000699193675597586+0.00032811914191875456j),(-0.000650580100968376-0.00016511485822292218j),(-0.0003643442259611135-0.00047989570622341686j),(6.749205882121283e-06-0.0005521609355578714j),(0.00031608698738906735-0.0004046356790726792j),(0.000465413844738816-0.00012766218899556674j),(0.000428012119872123+0.0001613451602688591j),(0.00024454740897260016+0.00036150828668797053j),(-2.9808210252558487e-06+0.0004187488875130335j),(-0.00022599818369348839+0.000334451615006315j),(-0.00035899076269934894+0.00015400012174448169j),(-0.00037511151522963155-5.637569622322372e-05j),(-0.0002859656215325203-0.00023392258825529025j),(-0.0001297004671189345-0.0003366765121945262j),(4.568895060766287e-05-0.00035020513652811745j),(0.0001973844448612896-0.0002847163307975878j),(0.00029715469927492957-0.00016624134852079216j),(0.0003342008786983856-2.62379280992422e-05j),(0.00031276379098517707+0.00010702057900668406j),(0.00024687134129109913+0.00021358622443137362j),(0.00015454940522621492+0.0002833961250648365j),(5.310315958627084e-05+0.0003151455093661854j),(-4.38154873847558e-05+0.00031372591654347826j),(-0.00012736673927214278+0.0002873491943820846j),(-0.00019334323447403444+0.00024510339486268263j),(-0.0002412183342806053+0.00019527948729730233j),(-0.00027292216412733524+0.00014449316323900184j),(-0.0002916876413630176+9.744469068261612e-05j),(-0.0003011422674428639+5.70961836425088e-05j),(-0.00030469122067573105+2.5059746932578897e-05j),(-0.0003051570450270599+2.0406809300549634e-06j),(-0.0003046055531210805-1.17629748749059e-05j),(-0.00030428326433956215-1.635665413470807e-05j),(-0.00030460555312108057-1.1762974874905916e-05j),(-0.0003051570450270587+2.0406809300548613e-06j),(-0.00030469122067573084+2.5059746932578975e-05j),(-0.000301142267442863+5.7096183642508335e-05j),(-0.00029168764136301776+9.744469068261612e-05j),(-0.0002729221641273361+0.00014449316323900203j),(-0.0002412183342806052+0.00019527948729730204j),(-0.0001933432344740343+0.0002451033948626819j),(-0.0001273667392721428+0.00028734919438208416j),(-4.381548738475593e-05+0.00031372591654347767j),(5.3103159586270146e-05+0.00031514550936618537j),(0.00015454940522621432+0.00028339612506483733j),(0.00024687134129109897+0.00021358622443137416j),(0.00031276379098517707+0.00010702057900668464j),(0.00033420087869838385-2.623792809924106e-05j),(0.0002971546992749297-0.00016624134852079124j),(0.00019738444486129151-0.0002847163307975888j),(4.568895060766331e-05-0.00035020513652811723j),(-0.00012970046711893393-0.0003366765121945272j),(-0.00028596562153252044-0.00023392258825529134j),(-0.0003751115152296315-5.637569622322444e-05j),(-0.0003589907626993487+0.00015400012174448047j),(-0.0002259981836934887+0.00033445161500631377j),(-2.9808210252566843e-06+0.0004187488875130326j),(0.00024454740897259886+0.00036150828668797053j),(0.0004280121198721196+0.0001613451602688597j),(0.0004654138447388147-0.0001276621889955646j),(0.00031608698738906914-0.000404635679072678j),(6.749205882122307e-06-0.0005521609355578705j),(-0.000364344225961112-0.00047989570622341713j),(-0.0006505801009683738-0.00016511485822292283j)
"(4,)",(-0.00076087567806003-0.00019428874021244189j),(-0.0006991936755975857+0.0003281191419187541j),(-0.0003883559275388379+0.0008764573550825444j),(0.0007102423480589054+0.001675566746852225j),(0.0018733729372962932+0.0018657570401533255j),(0.000710242348058906+0.001675566746852226j),(-0.00038835592753883773+0.0008764573550825444j),(-0.000699193675597586+0.00032811914191875424j),(-0.0006505801009683758-0.00016511485822292193j),(-0.0003643442259611135-0.000479895706223417j),(6.7492058821213625e-06-0.000552160935557872j),(0.0003160869873890674-0.0004046356790726788j),(0.0004654138447388156-0.00012766218899556647j),(0.00042801211987212305+0.00016134516026885897j),(0.00024454740897259967+0.00036150828668797015j),(-2.980821025255833e-06+0.0004187488875130333j),(-0.00022599818369348868+0.00033445161500631545j),(-0.00035899076269934823+0.00015400012174448112j),(-0.00037511151522963166-5.637569622322374e-05j),(-0.0002859656215325205-0.0002339225882552901j),(-0.00012970046711893406-0.00033667651219452627j),(4.568895060766321e-05-0.00035020513652811696j),(0.00019738444486128978-0.00028471633079758774j),(0.0002971546992749295-0.00016624134852079206j),(0.0003342008786983856-2.623792809924215e-05j),(0.0003127637909851768+0.00010702057900668445j),(0.00024687134129109875+0.00021358622443137302j),(0.00015454940522621494+0.00028339612506483717j),(5.3103159586270776e-05+0.0003151455093661862j),(-4.38154873847559e-05+0.0003137259165434781j),(-0.00012736673927214284+0.00028734919438208454j),(-0.00019334323447403422+0.0002451033948626821j),(-0.0002412183342806053+0.00019527948729730217j),(-0.00027292216412733535+0.00014449316323900165j),(-0.00029168764136301755+9.744469068261602e-05j),(-0.00030114226744286393+5.7096183642508566e-05j),(-0.00030469122067573235+2.5059746932579056e-05j),(-0.00030515704502705947+2.0406809300548486e-06j),(-0.0003046055531210794-1.1762974874906048e-05j),(-0.0003042832643395633-1.635665413470839e-05j),(-0.00030460555312107976-1.1762974874905958e-05j),(-0.00030515704502705833+2.0406809300547872e-06j),(-0.0003046912206757301+2.5059746932578673e-05j),(-0.0003011422674428641+5.709618364250838e-05j),(-0.0002916876413630184+9.744469068261627e-05j),(-0.0002729221641273352+0.0001444931632390013j),(-0.00024121833428060544+0.00019527948729730193j),(-0.00019334323447403444+0.00024510339486268204j),(-0.00012736673927214303+0.0002873491943820841j),(-4.381548738475619e-05+0.0003137259165434772j),(5.3103159586270024e-05+0.0003151455093661852j),(0.00015454940522621448+0.00028339612506483777j),(0.000246871341291099+0.00021358622443137402j),(0.0003127637909851749+0.00010702057900668468j),(0.0003342008786983854-2.6237928099240987e-05j),(0.0002971546992749315-0.00016624134852079216j),(0.00019738444486129016-0.0002847163307975876j),(4.5688950607663685e-05-0.0003502051365281181j),(-0.00012970046711893363-0.00033667651219452724j),(-0.0002859656215325195-0.0002339225882552909j),(-0.00037511151522963144-5.6375696223224575e-05j),(-0.0003589907626993481+0.00015400012174448011j),(-0.0002259981836934888+0.0003344516150063138j),(-2.980821025256843e-06+0.00041874888751303315j),(0.0002445474089725969+0.00036150828668796923j),(0.000428012119872121+0.00016134516026886016j),(0.0004654138447388167-0.00012766218899556506j),(0.0003160869873890673-0.0004046356790726774j),(6.749205882122371e-06-0.0005521609355578703j),(-0.00036434422596111154-0.00047989570622341654j)
"(5,)",(-0.00042558448316272696-0.0005620002899653893j),(-0.0006505801009683762-0.00016511485822292207j),(-0.0006991936755975865+0.0003281191419187548j),(-0.00038835592753883773+0.0008764573550825448j),(0.000710242348058906+0.001675566746852226j),(0.001873372937296294+0.0018657570401533264j),(0.0007102423480589061+0.0016755667468522262j),(-0.0003883559275388381+0.0008764573550825444j),(-0.0006991936755975858+0.0003281191419187546j),(-0.0006505801009683763-0.0001651148582229221j),(-0.00036434422596111414-0.000479895706223418j),(6.74920588212167e-06-0.0005521609355578721j),(0.00031608698738906757-0.00040463567907267865j),(0.00046541384473881587-0.00012766218899556677j),(0.0004280121198721227+0.00016134516026885897j),(0.00024454740897259967+0.00036150828668797015j),(-2.9808210252557458e-06+0.00041874888751303413j),(-0.00022599818369348847+0.0003344516150063149j),(-0.0003589907626993486+0.00015400012174448142j),(-0.000375111515229632-5.6375696223223524e-05j),(-0.00028596562153252044-0.0002339225882552904j),(-0.00012970046711893396-0.00033667651219452605j),(4.568895060766308e-05-0.00035020513652811723j),(0.00019738444486128992-0.0002847163307975879j),(0.0002971546992749295-0.00016624134852079235j),(0.0003342008786983857-2.6237928099242102e-05j),(0.0003127637909851765+0.00010702057900668385j),(0.0002468713412910994+0.0002135862244313735j),(0.00015454940522621532+0.00028339612506483815j),(5.310315958627056e-05+0.00031514550936618624j),(-4.3815487384755865e-05+0.00031372591654347826j),(-0.0001273667392721427+0.00028734919438208416j),(-0.0001933432344740343+0.00024510339486268214j),(-0.0002412183342806055+0.00019527948729730236j),(-0.00027292216412733546+0.00014449316323900176j),(-0.0002916876413630178+9.744469068261602e-05j),(-0.00030114226744286534+5.7096183642508816e-05j),(-0.0003046912206757321+2.505974693257902e-05j),(-0.0003051570450270585+2.0406809300548626e-06j),(-0.00030460555312108073-1.1762974874905953e-05j),(-0.00030428326433956264-1.635665413470822e-05j),(-0.0003046055531210795-1.1762974874905896e-05j),(-0.00030515704502705773+2.040680930054711e-06j),(-0.0003046912206757313+2.5059746932578927e-05j),(-0.0003011422674428649+5.7096183642508674e-05j),(-0.0002916876413630175+9.744469068261585e-05j),(-0.00027292216412733546+0.0001444931632390016j),(-0.0002412183342806058+0.00019527948729730236j),(-0.00019334323447403446+0.0002451033948626824j),(-0.00012736673927214278+0.0002873491943820839j),(-4.381548738475623e-05+0.0003137259165434773j),(5.310315958627022e-05+0.00031514550936618586j),(0.00015454940522621473+0.0002833961250648379j),(0.0002468713412910973+0.00021358622443137324j),(0.00031276379098517664+0.00010702057900668521j),(0.00033420087869838764-2.6237928099241265e-05j),(0.00029715469927492995-0.00016624134852079208j),(0.00019738444486129086-0.0002847163307975885j),(4.5688950607663705e-05-0.0003502051365281183j),(-0.00012970046711893358-0.0003366765121945266j),(-0.0002859656215325198-0.00023392258825529104j),(-0.00037511151522963106-5.6375696223224534e-05j),(-0.00035899076269934834+0.00015400012174448028j),(-0.00022599818369348928+0.0003344516150063145j),(-2.980821025257492e-06+0.0004187488875130315j),(0.00024454740897259804+0.00036150828668797053j),(0.0004280121198721232+0.00016134516026886076j),(0.0004654138447388153-0.00012766218899556576j),(0.00031608698738906746-0.0004046356790726777j),(6.749205882122351e-06-0.0005521609355578701j)
"(6,)",(8.61267686705848e-06-0.000645995635856348j),(-0.0003643442259611134-0.00047989570622341713j),(-0.0006505801009683764-0.0001651148582229223j),(-0.000699193675597586+0.00032811914191875456j),(-0.00038835592753883773+0.0008764573550825444j),(0.0007102423480589061+0.0016755667468522262j),(0.0018733729372962934+0.0018657570401533258j),(0.0007102423480589057+0.0016755667468522253j),(-0.0003883559275388374+0.0008764573550825442j),(-0.0006991936755975859+0.0003281191419187547j),(-0.0006505801009683771-0.00016511485822292218j),(-0.0003643442259611138-0.00047989570622341784j),(6.749205882121589e-06-0.0005521609355578717j),(0.00031608698738906725-0.00040463567907267903j),(0.0004654138447388153-0.00012766218899556655j),(0.00042801211987212256+0.0001613451602688587j),(0.00024454740897260027+0.0003615082866879706j),(-2.9808210252557466e-06+0.00041874888751303326j),(-0.0002259981836934884+0.0003344516150063151j),(-0.0003589907626993486+0.00015400012174448177j),(-0.00037511151522963193-5.637569622322357e-05j),(-0.00028596562153252-0.0002339225882552902j),(-0.00012970046711893393-0.00033667651219452605j),(4.568895060766295e-05-0.0003502051365281172j),(0.00019738444486128948-0.00028471633079758807j),(0.00029715469927492957-0.00016624134852079222j),(0.0003342008786983849-2.6237928099242346e-05j),(0.0003127637909851771+0.00010702057900668395j),(0.0002468713412910999+0.0002135862244313741j),(0.00015454940522621527+0.000283396125064838j),(5.310315958627084e-05+0.0003151455093661862j),(-4.381548738475581e-05+0.0003137259165434776j),(-0.0001273667392721426+0.00028734919438208405j),(-0.0001933432344740341+0.00024510339486268225j),(-0.00024121833428060536+0.00019527948729730244j),(-0.00027292216412733546+0.00014449316323900176j),(-0.00029168764136301896+9.744469068261666e-05j),(-0.0003011422674428649+5.709618364250894e-05j),(-0.00030469122067573084+2.5059746932579025e-05j),(-0.00030515704502705963+2.040680930054928e-06j),(-0.00030460555312107986-1.176297487490584e-05j),(-0.00030428326433956226-1.6356654134708132e-05j),(-0.0003046055531210787-1.1762974874905904e-05j),(-0.00030515704502705876+2.040680930054907e-06j),(-0.000304691220675732+2.505974693257909e-05j),(-0.0003011422674428637+5.709618364250849e-05j),(-0.0002916876413630176+9.744469068261598e-05j),(-0.0002729221641273357+0.00014449316323900176j),(-0.0002412183342806056+0.00019527948729730244j),(-0.00019334323447403422+0.00024510339486268193j),(-0.00012736673927214286+0.0002873491943820837j),(-4.381548738475622e-05+0.00031372591654347767j),(5.310315958627037e-05+0.00031514550936618586j),(0.0001545494052262134+0.00028339612506483625j),(0.00024687134129109853+0.00021358622443137419j),(0.0003127637909851784+0.0001070205790066857j),(0.00033420087869838596-2.6237928099241817e-05j),(0.0002971546992749308-0.0001662413485207923j),(0.0001973844448612908-0.0002847163307975885j),(4.568895060766363e-05-0.0003502051365281174j),(-0.00012970046711893352-0.0003366765121945265j),(-0.00028596562153251925-0.00023392258825529052j),(-0.00037511151522963095-5.637569622322457e-05j),(-0.00035899076269934883+0.00015400012174448044j),(-0.00022599818369348874+0.00033445161500631246j),(-2.980821025257494e-06+0.0004187488875130328j),(0.0002445474089725991+0.00036150828668797205j),(0.0004280121198721221+0.00016134516026885954j),(0.0004654138447388151-0.00012766218899556568j),(0.0003160869873890671-0.000404635679072677j)
"(7,)",(0.0003702758852402938-0.000472998125164669j),(6.749205882121674e-06-0.0005521609355578711j),(-0.0003643442259611134-0.0004798957062234175j),(-0.000650580100968376-0.00016511485822292218j),(-0.000699193675597586+0.00032811914191875424j),(-0.0003883559275388381+0.0008764573550825444j),(0.0007102423480589057+0.0016755667468522253j),(0.0018733729372962936+0.001865757040153325j),(0.0007102423480589055+0.0016755667468522245j),(-0.00038835592753883735+0.0008764573550825443j),(-0.0006991936755975866+0.0003281191419187551j),(-0.0006505801009683767-0.00016511485822292234j),(-0.0003643442259611135-0.0004798957062234174j),(6.749205882121289e-06-0.0005521609355578717j),(0.0003160869873890669-0.0004046356790726783j),(0.00046541384473881495-0.00012766218899556658j),(0.00042801211987212305+0.00016134516026885894j),(0.00024454740897259956+0.00036150828668796994j),(-2.980821025255775e-06+0.0004187488875130334j),(-0.00022599818369348825+0.0003344516150063153j),(-0.0003589907626993485+0.00015400012174448136j),(-0.0003751115152296312-5.6375696223223985e-05j),(-0.00028596562153251974-0.00023392258825529033j),(-0.00012970046711893387-0.00033667651219452594j),(4.568895060766297e-05-0.00035020513652811707j),(0.0001973844448612898-0.0002847163307975877j),(0.0002971546992749287-0.00016624134852079206j),(0.0003342008786983856-2.6237928099242234e-05j),(0.0003127637909851777+0.00010702057900668442j),(0.0002468713412910995+0.0002135862244313742j),(0.00015454940522621505+0.000283396125064838j),(5.310315958627032e-05+0.0003151455093661855j),(-4.38154873847559e-05+0.00031372591654347745j),(-0.00012736673927214284+0.000287349194382084j),(-0.00019334323447403427+0.000245103394862682j),(-0.00024121833428060541+0.00019527948729730228j),(-0.0002729221641273366+0.00014449316323900224j),(-0.0002916876413630185+9.744469068261636e-05j),(-0.0003011422674428637+5.7096183642508396e-05j),(-0.00030469122067573203+2.5059746932578758e-05j),(-0.0003051570450270587+2.0406809300547305e-06j),(-0.00030460555312107943-1.1762974874905945e-05j),(-0.0003042832643395614-1.6356654134708264e-05j),(-0.0003046055531210797-1.176297487490615e-05j),(-0.00030515704502705936+2.0406809300548e-06j),(-0.00030469122067573084+2.5059746932578653e-05j),(-0.00030114226744286376+5.7096183642508356e-05j),(-0.00029168764136301787+9.744469068261586e-05j),(-0.0002729221641273356+0.00014449316323900162j),(-0.00024121833428060544+0.00019527948729730182j),(-0.00019334323447403435+0.00024510339486268166j),(-0.00012736673927214316+0.000287349194382084j),(-4.381548738475617e-05+0.0003137259165434776j),(5.31031595862693e-05+0.0003151455093661839j),(0.00015454940522621389+0.00028339612506483766j),(0.0002468713412910998+0.0002135862244313755j),(0.000312763790985177+0.00010702057900668474j),(0.0003342008786983867-2.623792809924165e-05j),(0.0002971546992749307-0.0001662413485207921j),(0.00019738444486129038-0.00028471633079758763j),(4.568895060766377e-05-0.0003502051365281172j),(-0.00012970046711893311-0.0003366765121945259j),(-0.00028596562153251903-0.00023392258825529077j),(-0.0003751115152296314-5.6375696223224846e-05j),(-0.00035899076269934737+0.0001540001217444789j),(-0.00022599818369348944+0.00033445161500631344j),(-2.9808210252574767e-06+0.00041874888751303456j),(0.0002445474089725988+0.0003615082866879705j),(0.00042801211987212185+0.0001613451602688596j),(0.00046541384473881446-0.00012766218899556528j)
