index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)","(19,)","(20,)","(21,)","(22,)","(23,)","(24,)","(25,)","(26,)","(27,)","(28,)","(29,)","(30,)","(31,)","(32,)","(33,)","(34,)","(35,)","(36,)","(37,)","(38,)","(39,)","(40,)","(41,)","(42,)","(43,)","(44,)","(45,)","(46,)","(47,)","(48,)","(49,)","(50,)","(51,)","(52,)","(53,)","(54,)","(55,)","(56,)","(57,)","(58,)","(59,)","(60,)","(61,)","(62,)","(63,)","(64,)","(65,)","(66,)","(67,)","(68,)","(69,)","(70,)","(71,)","(72,)","(73,)","(74,)","(75,)","(76,)","(77,)","(78,)","(79,)","(80,)","(81,)","(82,)","(83,)","(84,)","(85,)","(86,)","(87,)","(88,)","(89,)"
"(0,)",(0.0014230196262325088+0.0011871860858637j),(0.0006888612314209877+0.0010949304667454895j),(-8.992571303509958e-05+0.0007710615140520854j),(-0.0003991345223968276+0.0004902505470816534j),(-0.0005175202352460054+0.00018605083657306223j),(-0.00048506156515420757-9.128241707533198e-05j),(-0.00034286920475954405-0.00029438086811668586j),(-0.00014164178120148097-0.00039493198222826243j),(6.522954123585752e-05-0.00038814051607313657j),(0.000231456577536202-0.00029145003850044075j),(0.0003260320173990581-0.0001383942840647015j),(0.0003374709145056729+3.0425718181358832e-05j),(0.0002734062315064435+0.000176775825567076j),(0.00015617853155005547+0.0002724057245566136j),(1.597595834276034e-05+0.0003033899838215232j),(-0.00011656895889528823+0.00027074816241733513j),(-0.00021661391031935526+0.00018784631044148996j),(-0.0002690427372236533+7.572942169808938e-05j),(-0.0002697125000649713-4.222415501813288e-05j),(-0.00022429848368113437-0.00014507412568824066j),(-0.00014548396439349103-0.00021766230983295538j),(-4.9423753429071625e-05-0.00025217664394873066j),(4.765981185618876e-05-0.00024803939656830036j),(0.00013213065123049298-0.00021054129599597614j),(0.0001945346015922603-0.00014878571594601533j),(0.00023011854719339077-7.34914201193539e-05j),(0.00023846551388615687+4.921962919873202e-06j),(0.0002225483531168835+7.771495995765834e-05j),(0.0001875217894319515+0.0001385954111834648j),(0.00013952281874068045+0.0001839243375298286j),(8.466475581874535e-05+0.00021249373120897592j),(2.8319207559646815e-05+0.00022503932076416207j),(-2.529721356985663e-05+0.000223642030121216j),(-7.326854513607799e-05+0.00021113887089293875j),(-0.00011392340179303505+0.00019062197672513518j),(-0.00014665068486006315+0.0001650643364152781j),(-0.00017165353025638548+0.0001370789178856508j),(-0.0001896929858737651+0.00010879666446343323j),(-0.00020185558628381384+8.183776044852226e-05j),(-0.00020936306927462985+5.73474617454315e-05j),(-0.00021342994774993865+3.6069984732224456e-05j),(-0.0002151661111493757+1.8438940917020434e-05j),(-0.00021551677587922967+4.668654090065727e-06j),(-0.00021523017245353692-5.163876583182419e-06j),(-0.00021484347102868325-1.1052275518427167e-05j),(-0.00021467882535085048-1.3012244927983257e-05j),(-0.00021484347102868433-1.105227551842707e-05j),(-0.00021523017245353646-5.163876583182279e-06j),(-0.00021551677587922918+4.6686540900658695e-06j),(-0.00021516611114937685+1.843894091702063e-05j),(-0.00021342994774993735+3.606998473222428e-05j),(-0.00020936306927462863+5.73474617454313e-05j),(-0.0002018555862838138+8.183776044852224e-05j),(-0.00018969298587376488+0.00010879666446343331j),(-0.0001716535302563848+0.00013707891788565052j),(-0.00014665068486006266+0.00016506433641527775j),(-0.00011392340179303474+0.000190621976725135j),(-7.326854513607749e-05+0.00021113887089293834j),(-2.5297213569856453e-05+0.00022364203012121653j),(2.8319207559647215e-05+0.00022503932076416207j),(8.466475581874581e-05+0.0002124937312089762j),(0.00013952281874067904+0.0001839243375298261j),(0.00018752178943195046+0.00013859541118346383j),(0.00022254835311688454+7.77149599576585e-05j),(0.00023846551388615782+4.921962919872931e-06j),(0.00023011854719339-7.349142011935409e-05j),(0.00019453460159225938-0.00014878571594601544j),(0.00013213065123049238-0.00021054129599597587j),(4.765981185618777e-05-0.00024803939656829917j),(-4.942375342907194e-05-0.00025217664394873126j),(-0.00014548396439349124-0.00021766230983295403j),(-0.00022429848368113464-0.00014507412568824023j),(-0.00026971250006497-4.222415501813212e-05j),(-0.0002690427372236525+7.572942169808939e-05j),(-0.00021661391031935453+0.0001878463104414901j),(-0.00011656895889528761+0.00027074816241733595j),(1.5975958342761392e-05+0.000303389983821522j),(0.0001561785315500558+0.0002724057245566116j),(0.0002734062315064409+0.00017677582556707353j),(0.00033747091450567223+3.0425718181357786e-05j),(0.00032603201739905634-0.00013839428406470174j),(0.00023145657753619893-0.00029145003850043847j),(6.522954123585723e-05-0.0003881405160731372j),(-0.00014164178120148194-0.00039493198222826254j),(-0.00034286920475954367-0.0002943808681166838j),(-0.00048506156515420616-9.128241707532986e-05j),(-0.0005175202352460027+0.00018605083657306245j),(-0.00039913452239682723+0.0004902505470816557j),(-8.992571303509794e-05+0.0007710615140520833j),(0.0006604402750625047+0.0010384663824432102j)
"(1,)",(0.0006888612314209877+0.0010949304667454895j),(0.0013354007192548222+0.0011460642007982266j),(0.00064671604105484+0.0010764701373055855j),(-7.699369752022772e-05+0.000665148094017754j),(-0.00034102173813566755+0.0004200698348010659j),(-0.00044269721076994347+0.00015968123368390312j),(-0.0004151352343082375-7.774680615870073e-05j),(-0.00029358102116152203-0.00025167321142925366j),(-0.00012143577586928178-0.00033785543111398763j),(5.560282548100444e-05-0.0003321700092939592j),(0.00019791091826632293-0.00024952361886446307j),(0.00027893410131725097-0.00011859716804314601j),(0.0002888195801566321+2.587094940056817e-05j),(0.00023407514715494712+0.0001511563095290155j),(0.0001338005383298822+0.00023306806837809996j),(1.3820948033134116e-05+0.00025966794565466085j),(-9.964694386289977e-05+0.00023180638724911657j),(-0.0001853318029395071+0.0001609041517646647j),(-0.00023027959775739893+6.496167204766778e-05j),(-0.0002309255651830855-3.6014212223334986e-05j),(-0.0001921102895885478-0.00012409456755405719j),(-0.00012467795078211714-0.00018629299581567364j),(-4.245122405197314e-05-0.00021590777805335278j),(4.0682320710689906e-05-0.00021242976356185356j),(0.00011304318349514915-0.00018037612041877296j),(0.00016652808360130856-0.00012753233905121416j),(0.00019705684735657906-6.307187640753473e-05j),(0.0002042622308145852+4.083278127286592e-06j),(0.00019068136548988158+6.64460714518849e-05j),(0.00016072243423481284+0.00011862267299194714j),(0.00011963776530236527+0.00015749020786364411j),(7.266216176503683e-05+0.0001820077185687186j),(2.4397411747862114e-05+0.0001927998151141521j),(-2.154240284379389e-05+0.00019164460272131213j),(-6.265639831419747e-05+0.00018096932381029488j),(-9.750949899203644e-05+0.0001634212094550675j),(-0.0001255750598399654+0.0001415466670914807j),(-0.00014702440552834478+0.00011758463407966779j),(-0.00016250740780985345+9.336173892055371e-05j),(-0.0001729534045392797+7.02673914171278e-05j),(-0.00017940813044550858+4.928424164856481e-05j),(-0.00018291159298683415+3.1051309854977754e-05j),(-0.00018441450390434069+1.5941353879680783e-05j),(-0.00018472670908397043+4.139043699277931e-06j),(-0.00018448939582070144-4.288841532197813e-06j),(-0.0001841629474576212-9.336269997241046e-06j),(-0.00018402349166150308-1.1016358339592417e-05j),(-0.00018416294745762083-9.336269997241024e-06j),(-0.00018448939582070136-4.288841532197671e-06j),(-0.00018472670908397084+4.139043699278009e-06j),(-0.0001844145039043391+1.5941353879680705e-05j),(-0.00018291159298683415+3.1051309854977835e-05j),(-0.00017940813044550966+4.928424164856506e-05j),(-0.00017295340453927908+7.026739141712767e-05j),(-0.0001625074078098524+9.336173892055331e-05j),(-0.0001470244055283442+0.00011758463407966752j),(-0.00012557505983996518+0.00014154666709148062j),(-9.750949899203619e-05+0.00016342120945506727j),(-6.265639831419752e-05+0.00018096932381029505j),(-2.154240284379346e-05+0.0001916446027213116j),(2.439741174786234e-05+0.00019279981511415256j),(7.266216176503659e-05+0.00018200771856871748j),(0.000119637765302365+0.00015749020786364363j),(0.00016072243423481287+0.0001186226729919469j),(0.00019068136548988133+6.644607145188452e-05j),(0.00020426223081458495+4.0832781272862416e-06j),(0.0001970568473565788-6.3071876407535e-05j),(0.00016652808360130789-0.00012753233905121375j),(0.0001130431834951485-0.00018037612041877263j),(4.068232071068994e-05-0.00021242976356185478j),(-4.245122405197374e-05-0.00021590777805335147j),(-0.0001246779507821175-0.00018629299581567364j),(-0.0001921102895885472-0.00012409456755405607j),(-0.00023092556518308435-3.6014212223334424e-05j),(-0.0002302795977573978+6.496167204766784e-05j),(-0.00018533180293950723+0.00016090415176466555j),(-9.964694386289896e-05+0.00023180638724911644j),(1.3820948033135153e-05+0.00025966794565465977j),(0.00013380053832988154+0.00023306806837809728j),(0.00023407514715494658+0.0001511563095290141j),(0.0002888195801566307+2.5870949400567587e-05j),(0.00027893410131724853-0.00011859716804314571j),(0.00019791091826632288-0.0002495236188644638j),(5.560282548100389e-05-0.00033217000929395966j),(-0.00012143577586928203-0.00033785543111398595j),(-0.00029358102116152154-0.0002516732114292517j),(-0.00041513523430823597-7.774680615869976e-05j),(-0.0004426972107699439+0.00015968123368390434j),(-0.0003410217381356657+0.0004200698348010646j),(-7.699369752022623e-05+0.0006651480940177493j)
"(2,)",(-8.992571303509958e-05+0.0007710615140520854j),(0.00064671604105484+0.0010764701373055855j),(0.0013354007192548137+0.0011460642007982181j),(0.0006467160410548392+0.0010764701373055818j),(-7.69936975202271e-05+0.0006651480940177523j),(-0.00034102173813566603+0.0004200698348010647j),(-0.0004426972107699417+0.00015968123368390264j),(-0.00041513523430823657-7.774680615870005e-05j),(-0.0002935810211615211-0.00025167321142925247j),(-0.00012143577586928164-0.0003378554311139866j),(5.5602825481004055e-05-0.000332170009293958j),(0.00019791091826632155-0.00024952361886446204j),(0.0002789341013172505-0.00011859716804314617j),(0.000288819580156631+2.5870949400568075e-05j),(0.00023407514715494617+0.0001511563095290148j),(0.00013380053832988184+0.00023306806837809904j),(1.382094803313435e-05+0.0002596679456546594j),(-9.964694386289933e-05+0.00023180638724911606j),(-0.00018533180293950658+0.00016090415176466452j),(-0.0002302795977573982+6.496167204766755e-05j),(-0.00023092556518308454-3.601421222333473e-05j),(-0.00019211028958854737-0.00012409456755405664j),(-0.00012467795078211676-0.00018629299581567326j),(-4.245122405197302e-05-0.00021590777805335104j),(4.0682320710689655e-05-0.0002124297635618532j),(0.0001130431834951485-0.00018037612041877242j),(0.0001665280836013077-0.0001275323390512134j),(0.0001970568473565783-6.307187640753454e-05j),(0.00020426223081458552+4.08327812728655e-06j),(0.00019068136548988085+6.64460714518846e-05j),(0.00016072243423481181+0.00011862267299194631j),(0.00011963776530236451+0.00015749020786364295j),(7.266216176503674e-05+0.00018200771856871845j),(2.4397411747862063e-05+0.0001927998151141515j),(-2.1542402843793678e-05+0.00019164460272131148j),(-6.265639831419718e-05+0.00018096932381029402j),(-9.750949899203621e-05+0.00016342120945506697j),(-0.000125575059839965+0.00014154666709148014j),(-0.00014702440552834465+0.00011758463407966766j),(-0.00016250740780985288+9.33617389205533e-05j),(-0.00017295340453927802+7.026739141712715e-05j),(-0.00017940813044550798+4.928424164856447e-05j),(-0.00018291159298683394+3.105130985497766e-05j),(-0.0001844145039043401+1.5941353879680658e-05j),(-0.0001847267090839693+4.139043699277801e-06j),(-0.0001844893958207012-4.288841532197784e-06j),(-0.00018416294745762107-9.336269997241124e-06j),(-0.00018402349166150153-1.1016358339592424e-05j),(-0.00018416294745762007-9.33626999724111e-06j),(-0.00018448939582070163-4.288841532197831e-06j),(-0.0001847267090839681+4.139043699277807e-06j),(-0.00018441450390433963+1.5941353879680597e-05j),(-0.00018291159298683456+3.105130985497774e-05j),(-0.00017940813044550839+4.928424164856466e-05j),(-0.00017295340453927805+7.02673914171271e-05j),(-0.00016250740780985188+9.336173892055281e-05j),(-0.00014702440552834405+0.00011758463407966721j),(-0.00012557505983996464+0.00014154666709147984j),(-9.750949899203638e-05+0.00016342120945506716j),(-6.265639831419702e-05+0.0001809693238102936j),(-2.1542402843793854e-05+0.00019164460272131175j),(2.4397411747861877e-05+0.00019279981511414974j),(7.266216176503643e-05+0.00018200771856871815j),(0.00011963776530236513+0.00015749020786364393j),(0.0001607224342348122+0.00011862267299194648j),(0.0001906813654898797+6.6446071451884e-05j),(0.0002042622308145843+4.083278127286457e-06j),(0.00019705684735657792-6.30718764075343e-05j),(0.00016652808360130742-0.00012753233905121343j),(0.00011304318349514916-0.000180376120418773j),(4.068232071068923e-05-0.0002124297635618527j),(-4.245122405197324e-05-0.00021590777805335183j),(-0.0001246779507821162-0.00018629299581567182j),(-0.0001921102895885464-0.00012409456755405607j),(-0.00023092556518308356-3.6014212223334376e-05j),(-0.00023027959775739825+6.496167204766784e-05j),(-0.00018533180293950558+0.00016090415176466392j),(-9.964694386289869e-05+0.00023180638724911552j),(1.3820948033134372e-05+0.00025966794565465733j),(0.00013380053832988173+0.00023306806837809798j),(0.0002340751471549453+0.00015115630952901405j),(0.00028881958015662803+2.587094940056759e-05j),(0.00027893410131725086-0.00011859716804314597j),(0.00019791091826632223-0.0002495236188644627j),(5.5602825481003554e-05-0.00033217000929395646j),(-0.00012143577586928153-0.0003378554311139848j),(-0.0002935810211615195-0.0002516732114292514j),(-0.0004151352343082369-7.774680615869992e-05j),(-0.00044269721076994016+0.00015968123368390177j),(-0.00034102173813566327+0.0004200698348010611j)
"(3,)",(-0.0003991345223968276+0.0004902505470816534j),(-7.699369752022772e-05+0.000665148094017754j),(0.0006467160410548392+0.0010764701373055818j),(0.001335400719254814+0.0011460642007982184j),(0.0006467160410548394+0.0010764701373055829j),(-7.699369752022704e-05+0.0006651480940177523j),(-0.0003410217381356659+0.00042006983480106445j),(-0.00044269721076994217+0.00015968123368390294j),(-0.00041513523430823635-7.774680615870003e-05j),(-0.00029358102116152116-0.00025167321142925263j),(-0.00012143577586928145-0.0003378554311139865j),(5.560282548100383e-05-0.0003321700092939573j),(0.00019791091826632212-0.00024952361886446264j),(0.00027893410131725054-0.00011859716804314598j),(0.0002888195801566307+2.5870949400568153e-05j),(0.00023407514715494614+0.00015115630952901483j),(0.0001338005383298817+0.00023306806837809858j),(1.382094803313443e-05+0.00025966794565465966j),(-9.964694386289953e-05+0.0002318063872491164j),(-0.00018533180293950685+0.0001609041517646644j),(-0.00023027959775739806+6.49616720476674e-05j),(-0.00023092556518308462-3.6014212223334715e-05j),(-0.00019211028958854743-0.00012409456755405697j),(-0.00012467795078211633-0.00018629299581567237j),(-4.2451224051973084e-05-0.00021590777805335145j),(4.068232071068961e-05-0.00021242976356185316j),(0.00011304318349514835-0.00018037612041877206j),(0.00016652808360130772-0.00012753233905121348j),(0.0001970568473565794-6.307187640753483e-05j),(0.00020426223081458552+4.083278127286677e-06j),(0.00019068136548988025+6.644607145188443e-05j),(0.0001607224342348113+0.00011862267299194588j),(0.00011963776530236488+0.00015749020786364338j),(7.266216176503681e-05+0.00018200771856871861j),(2.4397411747862233e-05+0.00019279981511415156j),(-2.154240284379369e-05+0.00019164460272131132j),(-6.265639831419729e-05+0.0001809693238102942j),(-9.750949899203627e-05+0.00016342120945506697j),(-0.00012557505983996537+0.0001415466670914805j),(-0.00014702440552834468+0.00011758463407966764j),(-0.00016250740780985194+9.336173892055283e-05j),(-0.00017295340453927813+7.026739141712695e-05j),(-0.0001794081304455084+4.928424164856462e-05j),(-0.00018291159298683402+3.105130985497763e-05j),(-0.00018441450390433968+1.5941353879680573e-05j),(-0.00018472670908396976+4.139043699277837e-06j),(-0.00018448939582070166-4.288841532197802e-06j),(-0.00018416294745762012-9.336269997241138e-06j),(-0.0001840234916615015-1.1016358339592456e-05j),(-0.000184162947457621-9.336269997241263e-06j),(-0.00018448939582069952-4.28884153219782e-06j),(-0.0001847267090839693+4.139043699277836e-06j),(-0.00018441450390434063+1.5941353879680678e-05j),(-0.00018291159298683394+3.105130985497772e-05j),(-0.00017940813044550793+4.928424164856458e-05j),(-0.000172953404539278+7.026739141712715e-05j),(-0.00016250740780985226+9.3361738920553e-05j),(-0.0001470244055283439+0.00011758463407966711j),(-0.00012557505983996518+0.00014154666709148032j),(-9.750949899203587e-05+0.0001634212094550665j),(-6.265639831419747e-05+0.00018096932381029448j),(-2.1542402843793623e-05+0.00019164460272130972j),(2.4397411747861806e-05+0.00019279981511415104j),(7.26621617650368e-05+0.00018200771856871905j),(0.00011963776530236516+0.00015749020786364382j),(0.00016072243423481144+0.00011862267299194587j),(0.00019068136548987984+6.644607145188408e-05j),(0.00020426223081458408+4.083278127286567e-06j),(0.00019705684735657814-6.307187640753447e-05j),(0.00016652808360130873-0.00012753233905121419j),(0.00011304318349514804-0.0001803761204187721j),(4.068232071068969e-05-0.00021242976356185367j),(-4.245122405197314e-05-0.00021590777805335055j),(-0.00012467795078211622-0.0001862929958156721j),(-0.00019211028958854648-0.00012409456755405605j),(-0.00023092556518308492-3.601421222333455e-05j),(-0.00023027959775739695+6.496167204766755e-05j),(-0.00018533180293950555+0.000160904151764664j),(-9.964694386289835e-05+0.00023180638724911405j),(1.3820948033134638e-05+0.0002596679456546589j),(0.00013380053832988146+0.000233068068378098j),(0.0002340751471549441+0.00015115630952901315j),(0.00028881958015663123+2.587094940056819e-05j),(0.0002789341013172507-0.00011859716804314616j),(0.0001979109182663211-0.00024952361886446144j),(5.560282548100333e-05-0.00033217000929395673j),(-0.00012143577586928087-0.00033785543111398476j),(-0.0002935810211615216-0.00025167321142925274j),(-0.0004151352343082345-7.77468061587001e-05j),(-0.00044269721076993827+0.00015968123368390144j)
"(4,)",(-0.0005175202352460054+0.00018605083657306223j),(-0.00034102173813566755+0.0004200698348010659j),(-7.69936975202271e-05+0.0006651480940177523j),(0.0006467160410548394+0.0010764701373055829j),(0.0013354007192548155+0.0011460642007982205j),(0.00064671604105484+0.001076470137305583j),(-7.699369752022719e-05+0.0006651480940177524j),(-0.00034102173813566636+0.00042006983480106537j),(-0.00044269721076994217+0.0001596812336839031j),(-0.0004151352343082368-7.774680615870018e-05j),(-0.0002935810211615212-0.00025167321142925274j),(-0.00012143577586928156-0.00033785543111398595j),(5.560282548100391e-05-0.00033217000929395847j),(0.0001979109182663223-0.0002495236188644627j),(0.0002789341013172505-0.00011859716804314597j),(0.00028881958015663096+2.5870949400568163e-05j),(0.000234075147154946+0.00015115630952901443j),(0.00013380053832988203+0.00023306806837809885j),(1.382094803313447e-05+0.0002596679456546602j),(-9.964694386289976e-05+0.00023180638724911668j),(-0.00018533180293950674+0.00016090415176466444j),(-0.00023027959775739825+6.496167204766755e-05j),(-0.00023092556518308503-3.60142122233349e-05j),(-0.00019211028958854678-0.00012409456755405635j),(-0.0001246779507821167-0.00018629299581567283j),(-4.2451224051973335e-05-0.00021590777805335147j),(4.068232071068951e-05-0.00021242976356185297j),(0.00011304318349514845-0.00018037612041877214j),(0.00016652808360130873-0.00012753233905121416j),(0.00019705684735657944-6.307187640753486e-05j),(0.00020426223081458503+4.083278127286585e-06j),(0.0001906813654898798+6.644607145188408e-05j),(0.00016072243423481184+0.00011862267299194626j),(0.00011963776530236498+0.00015749020786364363j),(7.266216176503704e-05+0.00018200771856871872j),(2.439741174786217e-05+0.0001927998151141515j),(-2.1542402843793708e-05+0.0001916446027213116j),(-6.265639831419733e-05+0.0001809693238102943j),(-9.750949899203659e-05+0.00016342120945506751j),(-0.00012557505983996545+0.00014154666709148057j),(-0.00014702440552834392+0.00011758463407966706j),(-0.00016250740780985207+9.33617389205528e-05j),(-0.00017295340453927862+7.026739141712729e-05j),(-0.00017940813044550858+4.928424164856469e-05j),(-0.0001829115929868337+3.1051309854977666e-05j),(-0.00018441450390434022+1.594135387968071e-05j),(-0.00018472670908397035+4.139043699277956e-06j),(-0.00018448939582070084-4.288841532197733e-06j),(-0.0001841629474576202-9.336269997241146e-06j),(-0.00018402349166150254-1.1016358339592522e-05j),(-0.000184162947457619-9.33626999724109e-06j),(-0.00018448939582070084-4.28884153219778e-06j),(-0.00018472670908397038+4.139043699277822e-06j),(-0.00018441450390434017+1.5941353879680654e-05j),(-0.0001829115929868336+3.1051309854977706e-05j),(-0.000179408130445508+4.928424164856463e-05j),(-0.0001729534045392785+7.026739141712729e-05j),(-0.0001625074078098522+9.336173892055295e-05j),(-0.00014702440552834462+0.00011758463407966757j),(-0.0001255750598399646+0.00014154666709147986j),(-9.750949899203648e-05+0.00016342120945506735j),(-6.265639831419675e-05+0.0001809693238102926j),(-2.1542402843793908e-05+0.00019164460272131102j),(2.439741174786204e-05+0.00019279981511415213j),(7.2662161765037e-05+0.00018200771856871905j),(0.00011963776530236471+0.00015749020786364308j),(0.0001607224342348116+0.00011862267299194595j),(0.00019068136548987957+6.644607145188423e-05j),(0.0002042622308145844+4.083278127286449e-06j),(0.0001970568473565797-6.30718764075348e-05j),(0.00016652808360130748-0.00012753233905121364j),(0.00011304318349514888-0.0001803761204187729j),(4.0682320710689465e-05-0.00021242976356185253j),(-4.2451224051972996e-05-0.00021590777805335085j),(-0.00012467795078211643-0.00018629299581567218j),(-0.00019211028958854764-0.0001240945675540568j),(-0.00023092556518308373-3.601421222333428e-05j),(-0.00023027959775739706+6.496167204766766e-05j),(-0.00018533180293950474+0.0001609041517646629j),(-9.964694386289893e-05+0.00023180638724911565j),(1.3820948033134341e-05+0.00025966794565465906j),(0.00013380053832988083+0.00023306806837809693j),(0.00023407514715494671+0.00015115630952901516j),(0.0002888195801566313+2.5870949400568085e-05j),(0.00027893410131724935-0.00011859716804314567j),(0.000197910918266321-0.0002495236188644618j),(5.5602825481003886e-05-0.00033217000929395657j),(-0.00012143577586928197-0.000337855431113987j),(-0.00029358102116151986-0.0002516732114292518j),(-0.0004151352343082331-7.774680615869962e-05j)
"(5,)",(-0.00048506156515420757-9.128241707533198e-05j),(-0.00044269721076994347+0.00015968123368390312j),(-0.00034102173813566603+0.0004200698348010647j),(-7.699369752022704e-05+0.0006651480940177523j),(0.00064671604105484+0.001076470137305583j),(0.001335400719254814+0.0011460642007982188j),(0.0006467160410548389+0.0010764701373055818j),(-7.699369752022699e-05+0.000665148094017753j),(-0.0003410217381356661+0.0004200698348010651j),(-0.00044269721076994233+0.00015968123368390302j),(-0.0004151352343082365-7.774680615870027e-05j),(-0.0002935810211615207-0.00025167321142925204j),(-0.00012143577586928185-0.0003378554311139867j),(5.56028254810041e-05-0.00033217000929395825j),(0.00019791091826632212-0.00024952361886446236j),(0.00027893410131725054-0.00011859716804314588j),(0.0002888195801566303+2.5870949400567848e-05j),(0.0002340751471549462+0.00015115630952901454j),(0.00013380053832988222+0.00023306806837809917j),(1.3820948033134307e-05+0.00025966794565466036j),(-9.964694386289965e-05+0.00023180638724911638j),(-0.00018533180293950674+0.0001609041517646645j),(-0.00023027959775739852+6.496167204766747e-05j),(-0.00023092556518308397-3.60142122233346e-05j),(-0.00019211028958854713-0.00012409456755405648j),(-0.00012467795078211676-0.0001862929958156726j),(-4.2451224051973084e-05-0.0002159077780533511j),(4.068232071068957e-05-0.00021242976356185291j),(0.000113043183495149-0.0001803761204187731j),(0.00016652808360130864-0.0001275323390512141j),(0.00019705684735657876-6.307187640753465e-05j),(0.00020426223081458425+4.083278127286491e-06j),(0.00019068136548988028+6.644607145188428e-05j),(0.00016072243423481198+0.00011862267299194631j),(0.00011963776530236519+0.00015749020786364344j),(7.266216176503696e-05+0.00018200771856871842j),(2.4397411747862182e-05+0.00019279981511415156j),(-2.154240284379379e-05+0.00019164460272131154j),(-6.265639831419745e-05+0.00018096932381029472j),(-9.750949899203652e-05+0.00016342120945506751j),(-0.00012557505983996464+0.0001415466670914798j),(-0.00014702440552834394+0.00011758463407966696j),(-0.0001625074078098524+9.336173892055313e-05j),(-0.00017295340453927862+7.026739141712726e-05j),(-0.00017940813044550814+4.928424164856455e-05j),(-0.0001829115929868341+3.1051309854977794e-05j),(-0.00018441450390434063+1.5941353879680803e-05j),(-0.00018472670908396938+4.139043699277948e-06j),(-0.0001844893958207008-4.2888415321976685e-06j),(-0.00018416294745762115-9.33626999724119e-06j),(-0.00018402349166150037-1.1016358339592365e-05j),(-0.00018416294745762018-9.336269997241043e-06j),(-0.0001844893958207018-4.288841532197766e-06j),(-0.0001847267090839698+4.139043699277927e-06j),(-0.00018441450390433963+1.5941353879680752e-05j),(-0.0001829115929868335+3.105130985497776e-05j),(-0.00017940813044550836+4.928424164856467e-05j),(-0.00017295340453927818+7.026739141712733e-05j),(-0.00016250740780985267+9.336173892055329e-05j),(-0.0001470244055283438+0.0001175846340796671j),(-0.00012557505983996523+0.0001415466670914805j),(-9.750949899203537e-05+0.0001634212094550655j),(-6.265639831419729e-05+0.0001809693238102937j),(-2.154240284379392e-05+0.00019164460272131194j),(2.439741174786222e-05+0.00019279981511415197j),(7.266216176503681e-05+0.00018200771856871802j),(0.00011963776530236471+0.00015749020786364308j),(0.00016072243423481125+0.00011862267299194581j),(0.00019068136548987984+6.644607145188406e-05j),(0.00020426223081458576+4.083278127286634e-06j),(0.00019705684735657814-6.307187640753481e-05j),(0.0001665280836013084-0.0001275323390512141j),(0.0001130431834951481-0.00018037612041877185j),(4.068232071068959e-05-0.00021242976356185262j),(-4.245122405197318e-05-0.00021590777805335082j),(-0.0001246779507821171-0.00018629299581567307j),(-0.00019211028958854664-0.00012409456755405583j),(-0.00023092556518308365-3.601421222333407e-05j),(-0.00023027959775739567+6.496167204766705e-05j),(-0.00018533180293950566+0.0001609041517646641j),(-9.964694386289912e-05+0.00023180638724911546j),(1.382094803313436e-05+0.0002596679456546576j),(0.00013380053832988216+0.0002330680683780995j),(0.0002340751471549467+0.00015115630952901491j),(0.0002888195801566297+2.587094940056769e-05j),(0.00027893410131724913-0.000118597168043146j),(0.00019791091826632114-0.0002495236188644612j),(5.5602825481003906e-05-0.0003321700092939586j),(-0.00012143577586928083-0.0003378554311139852j),(-0.00029358102116151856-0.0002516732114292505j)
