index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.042471946036562305+0.25161408231418625j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.20980300849753453+0.15546551541112827j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.2662182798174141-0.02678653170500999j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.18962115360652435-0.19851128638990784j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.02442101805801694-0.28097627707332046j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.152758130583392-0.2466284297325717j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.2737045786396517-0.11960675944432825j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.3041437035139856+0.04681864996120207j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.2474613225276178+0.1981709583595751j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.1325143877777213+0.29824841784405914j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.0037791534792006587+0.33534505902789535j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.1304284556651589+0.31787319320234997j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.22920133727579003+0.26517673395405206j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.2948297338016272+0.1986868157252213j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.3312301921584011+0.13619848090541475j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.3465151315107602+0.08970786634492231j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.34864231814452606+0.06579847929329373j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.3424526026262813+0.067073111605358j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.32812876191442736+0.0932868642810273j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.30094995589477447+0.14132146902972412j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.2524990302013629+0.20380471237612624j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.17384313446607058+0.26704954665107733j)
