index,value
"(0,)",(-2.664572283657384+5.932528492567476j)
"(1,)",(-5.6936251435774015-3.919024314515968j)
"(2,)",(1.0418924531773612+2.7966452320952646j)
"(3,)",(-4.795578939981084+1.3626067622825841j)
"(4,)",(7.919622805080949-4.815933119276144j)
"(5,)",(-9.959912981151623+4.499305353234888j)
"(6,)",(15.16277146151376+12.507967661086578j)
"(7,)",(12.947053410410843+8.697498660826481j)
"(8,)",(-11.173280396552624+0.7487979809920631j)
"(9,)",(5.837968915102113+0.6558239955531371j)
"(10,)",(-2.8447754841742663-4.965925764306915j)
