index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.05720155899829707+0.4573278883256715j),(0.8345510382164517+1.086396872745714j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.32174142178741355+0.28309203787152815j),(0.21313735239991607+1.2771771228177191j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.3908002314693506+0.015794486999247764j),(-0.5040425120030367+0.46217601042378553j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.2916030026356647-0.19387886861095696j),(-0.5678781527546586-0.7050463006025844j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.1273684847295365-0.2811693684700606j),(0.09238192179260114-1.2805571512720417j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.012978354501881163-0.27124349321320645j),(0.8086526033067147-0.8412632903874182j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.10152170251732626-0.22391897293230162j),(0.8223459473779864+0.1587931453458004j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.15870194636662546-0.17805319077797327j),(0.019152902731205013+0.8060035416579101j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.21235608306845388-0.1339818294980535j),(-0.9438115434224259+0.5479073913570345j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.26799618073608744-0.07192160942801912j),(-1.2371757949026476-0.3182767909930868j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(-0.3074903510412798+0.020137855086905524j),(-0.6245414260252333-0.9282706095798325j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(-0.30722139855360625+0.13245741355666774j),(0.318956650890132-0.647222681350747j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(-0.2566269720447968+0.23888069522857172j),(0.737854547750475+0.3437925953433174j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(-0.1645709482824347+0.3120862978329887j),(0.28513039298389653+1.2052652853059715j)
