index,value
"(0,)",(-0.150374149905528-0.7371461809067577j)
"(1,)",(-3.8194916221502093+2.4306919793343966j)
"(2,)",(-4.712948554045624+2.2765302863421635j)
"(3,)",(-0.7913888513488196+0.725844965070843j)
"(4,)",(0.023012958426239294-0.8615262307988376j)
"(5,)",(3.4784499470920753-0.2727387798268278j)
"(6,)",(-5.247588883812126-2.322143099004316j)
"(7,)",(0.5677722785726061+8.675728140082542j)
"(8,)",(5.473615981816367-9.842914424769697j)
"(9,)",(-11.233517248721569-0.8099966974194802j)
"(10,)",(4.000324545657916+13.980417518561564j)
"(11,)",(12.846103342187465+7.946868221664799j)
"(12,)",(12.954470281668026+6.717656230664605j)
"(13,)",(9.279147662630544+12.50575561612941j)
"(14,)",(-8.668958788574471+7.252154220664092j)
"(15,)",(-1.831355657909676-12.288887396214427j)
"(16,)",(6.6319081930759+4.85803273098582j)
"(17,)",(-7.505865296749076+2.2534318603400783j)
"(18,)",(2.8162388881293117-2.615137209577337j)
"(19,)",(0.7397466285829077+0.36043786637870967j)
