index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)"
"(-1.4615384615384615, -3.0)",(-0.00030501795832834494-0.010279129803107558j),(0.009843469541531315+0.004796743475085375j),(0.00042357926423728184+0.012980182247759523j),(0.0005684707477079692+0.01295092006962687j),(0.00994581955465579+0.004449670307391869j),(-0.0009205384459576068-0.00811023177372767j),(-0.0007632855490507698+0.006244160192931745j),(-0.0003911883472315745-0.006441648917379118j),(-0.0011809209209857055+0.009998569394700136j),(0.01633901997863262-0.0005233283617180369j),(0.016244810991042264-0.00022095016924148707j),(-0.001661334671976126+0.009814055098087355j),(4.031178681861297e-05-0.006421204584413755j),(-0.0011699917986390815+0.006202907768787444j)
"(-1.3076923076923075, -3.0)",(-0.006875503371721144-0.007488440253489621j),(0.01062457662555343-0.001936538044766855j),(0.007012125495431081+0.0109126591697776j),(0.006057832356640763+0.011691477286460118j),(0.011203348026189783+0.001021512721124031j),(-0.002902061680717433-0.00798999609883793j),(0.0002762933594191566+0.006469212485310294j),(-0.001329538412780139-0.006228717002385961j),(0.0011097318041370413+0.009552012465113634j),(0.01464309654603373-0.006552232323178753j),(0.014187121883540176-0.009186910068920556j),(0.005385462750268934+0.009105366089654841j),(-0.004605252022697919-0.004775961923767409j),(0.0034487473555304226+0.005261639180818476j)
"(-1.1538461538461537, -3.0)",(-0.00993525469221254-0.0014444029013221515j),(0.00753299000077036-0.007495498491649399j),(0.011374873424537784+0.006136440798058832j),(0.010249096341488231+0.008549372094339626j),(0.011370253635410972-0.0022870804202269075j),(-0.0045453435276009875-0.007595715179273519j),(0.0010452726261821347+0.006599083218650927j),(-0.0018690005011218153-0.006027166496914255j),(0.002544970367399007+0.008806355966076223j),(0.011506122684414635-0.010565497640778002j),(0.008294031086833718-0.015412851072974968j),(0.010458109465026868+0.004195628089466724j),(-0.006868150702790017-0.00045065235699652556j),(0.006075709304579416+0.0015755257560058499j)
"(-1.0, -3.0)",(-0.008656263096685095+0.004815908396474667j),(0.0022591822041374-0.010184153211665409j),(0.012840789357350103+0.0003212987461374086j),(0.012742677396397235+0.00444732618942533j),(0.010765948426202184-0.00515309971826999j),(-0.005825983033366578-0.007136614858530396j),(0.0015140529153625283+0.006740514180911369j),(-0.002043000118329655-0.005937502875347563j),(0.003216739455551487+0.008116045676871467j),(0.008226736323926625-0.012651922963242952j),(0.0009865580687150942-0.017990077680601593j),(0.01172655570639192-0.0026462385695615875j),(-0.00578202341561979+0.0042433064380687615j),(0.005645503151794399-0.002731365845696232j)
"(-0.8461538461538458, -3.0)",(-0.004202957589595297+0.00881516709504728j),(-0.0031778313643740937-0.00970834401375888j),(0.011686745198089632-0.005049226908956109j),(0.013611225508654123+0.0002148549953676738j),(0.009744906727010344-0.007435884677715687j),(-0.00676291912489616-0.006784604151131168j),(0.0016582354953851685+0.006960073948427864j),(-0.0018695863176723718-0.005991610475617501j),(0.0032570660654615592+0.007652621307377743j),(0.005622697230914443-0.013329943499352999j),(-0.005716849984566271-0.017500997049087048j),(0.009225918812727742-0.008919625821493733j),(-0.0020958417672574574+0.0072094408735548j),(0.0027389646533001514-0.005650092465972648j)
"(-0.6923076923076921, -3.0)",(0.0013142007734019369+0.009531886744168164j),(-0.0072551920353113265-0.006850825490577734j),(0.008746112390064203-0.009045020297816888j),(0.013219788804674264-0.003567149042467933j),(0.008625527098703092-0.009129194523128333j),(-0.007382732846628321-0.006668105881742362j),(0.0014432541259088692+0.007276656225386152j),(-0.0013410847434006702-0.006158032349724172j),(0.00276543966972557+0.007437691098364942j),(0.004051049134510506-0.013160110108429206j),(-0.010737403529203608-0.015251931131420845j),(0.004278694678619685-0.013004736013595837j),(0.0025089681949655353+0.007487511095686028j),(-0.0011197925140694-0.006202430291752566j)
"(-0.5384615384615383, -3.0)",(0.005960422576555992+0.007367647729680999j),(-0.009295421944450866-0.0028539290689346825j),(0.004990175075232203-0.011349740386674675j),(0.012044202249828946-0.006596996906913361j),(0.007657366761815768-0.010301311735067452j),(-0.00769129141487542-0.006872192910777097j),(0.00082085791503342+0.007652293866272129j),(-0.00043364251793754895-0.006340899624106941j),(0.0017937271533665575+0.007376560382116178j),(0.003559023206115263-0.012527517342286968j),(-0.013865226361678158-0.012570332420601361j),(-0.0014449399690546374-0.014504163906970645j),(0.006410122342314776+0.005341309706703875j),(-0.004401604099655163-0.004572623526072276j)
"(-0.3846153846153846, -3.0)",(0.008636820597162222+0.0035362534437255147j),(-0.009384868817345451+0.0011333003183472848j),(0.001232113778323516-0.012118222732834376j),(0.010538326840504824-0.008801850592504473j),(0.007015871846696639-0.011040687495692899j),(-0.0076547295469681954-0.00743678044254791j),(-0.0002591796272494759+0.00798068411264622j),(0.0008636527194080296-0.006376468983028462j),(0.0003746151532734489+0.0072805065271398265j),(0.004024333288053704-0.011575889595728108j),(-0.015386067407491471-0.010422723105004274j),(-0.006647435383086289-0.01395984989659964j),(0.008676181507348809+0.0017623917079282018j),(-0.00619594819896511-0.0016660739982387199j)
"(-0.23076923076923084, -3.0)",(0.00917077729554102-0.0006395652646564356j),(-0.008066433542341486+0.0043608278049970025j),(-0.0020041685749845922-0.01176133545279687j),(0.009063169375837595-0.01025416803168894j),(0.006810588250277337-0.011414883480175882j),(-0.007191551801048251-0.008347198828902993j),(-0.001818740223466104+0.008078504348045374j),(0.0025009442954757755-0.006039376332570864j),(-0.0014196106270636794+0.00688812653953529j),(0.00522208110415357-0.010237048208909352j),(-0.015693003124104484-0.009331234191479824j),(-0.010674494535977855-0.012335757863153073j),(0.009177818011671026-0.0021535638685303694j),(-0.006344347970802204+0.0014807256171254447j)
"(-0.07692307692307665, -3.0)",(0.008030181996816783-0.00419745407843604j),(-0.00601290698171206+0.006530777468292167j),(-0.004482402216494725-0.01075471874802055j),(0.007866790304332212-0.011089639726439504j),(0.007094596270966139-0.01144425820782997j),(-0.006179429657646974-0.00951529947520168j),(-0.0038017686409826477+0.007691255359830087j),(0.004308563050684688-0.005076816512235387j),(-0.003403809026495856+0.005909293834147117j),(0.006819890676070614-0.008316845075416811j),(-0.015032432556437965-0.009439291158353144j),(-0.013415194781606226-0.010587286241952668j),(0.008343385580214446-0.005626461845050585j),(-0.005220914206296427+0.0041154823399149314j)
"(0.0769230769230771, -3.0)",(0.005933646808237393-0.006687106451009058j),(-0.0038017686409826273+0.007691255359830098j),(-0.006179429657646991-0.009515299475201678j),(0.0070945962709661374-0.011444258207829981j),(0.007866790304332221-0.011089639726439485j),(-0.004482402216494708-0.01075471874802055j),(-0.006012906981712073+0.006530777468292146j),(0.005948621375354915-0.0032882626073214905j),(-0.0052209142062964835+0.004115482339914894j),(0.008343385580214493-0.005626461845050518j),(-0.013415194781606183-0.010587286241952695j),(-0.015032432556438007-0.009439291158353132j),(0.00681989067607058-0.008316845075416844j),(-0.0034038090264957807+0.005909293834147141j)
"(0.23076923076923084, -3.0)",(0.003548293442141283-0.008089693554998379j),(-0.001818740223466086+0.008078504348045376j),(-0.0071915518010482555-0.008347198828902993j),(0.006810588250277336-0.011414883480175895j),(0.009063169375837595-0.01025416803168893j),(-0.0020041685749846005-0.011761335452796867j),(-0.008066433542341496+0.004360827804996984j),(0.006917117920634275-0.0006534892591064934j),(-0.006344347970802238+0.001480725617125409j),(0.009177818011671052-0.0021535638685303135j),(-0.010674494535977812-0.012335757863153078j),(-0.0156930031241045-0.00933123419147983j),(0.0052220811041535095-0.010237048208909366j),(-0.0014196106270636154+0.006888126539535302j)
"(0.384615384615385, -3.0)",(0.0013417064233692292-0.008641369805571206j),(-0.0002591796272494545+0.007980684112646238j),(-0.00765472954696821-0.007436780442547903j),(0.007015871846696639-0.011040687495692906j),(0.010538326840504816-0.008801850592504467j),(0.0012321137783235384-0.012118222732834371j),(-0.009384868817345442+0.001133300318347259j),(0.006644975911599713+0.002522839857005726j),(-0.006195948198965095-0.0016660739982387765j),(0.008676181507348812+0.0017623917079282797j),(-0.006647435383086223-0.013959849896599649j),(-0.015386067407491478-0.010422723105004306j),(0.004024333288053662-0.011575889595728125j),(0.00037461515327352274+0.007280506527139798j)
"(0.5384615384615388, -3.0)",(-0.0004357759466850127-0.008665791753392684j),(0.0008208579150334405+0.00765229386627213j),(-0.007691291414875434-0.006872192910777089j),(0.00765736676181577-0.010301311735067462j),(0.012044202249828936-0.00659699690691336j),(0.004990175075232212-0.011349740386674665j),(-0.009295421944450847-0.0028539290689347002j),(0.004724761414664507+0.005529194025785292j),(-0.004401604099655113-0.004572623526072332j),(0.00641012234231473+0.0053413097067039495j),(-0.001444939969054562-0.014504163906970633j),(-0.013865226361678166-0.01257033242060137j),(0.003559023206115221-0.012527517342286985j),(0.0017937271533666186+0.007376560382116137j)
"(0.6923076923076925, -3.0)",(-0.00169654987792083-0.008463151706640316j),(0.0014432541259088902+0.007276656225386157j),(-0.0073827328466283355-0.0066681058817423585j),(0.008625527098703093-0.009129194523128341j),(0.013219788804674254-0.003567149042467932j),(0.008746112390064205-0.009045020297816881j),(-0.007255192035311302-0.006850825490577767j),(0.001221866675711008+0.0073389848626323586j),(-0.001119792514069331-0.006202430291752595j),(0.0025089681949654417+0.007487511095686057j),(0.004278694678619754-0.013004736013595796j),(-0.010737403529203583-0.015251931131420874j),(0.0040510491345104845-0.013160110108429228j),(0.0027654396697256215+0.007437691098364908j)
"(0.8461538461538463, -3.0)",(-0.0024411738560502325-0.008257688411468045j),(0.0016582354953851941+0.0069600739484278725j),(-0.006762919124896176-0.0067846041511311645j),(0.009744906727010345-0.0074358846777156954j),(0.013611225508654111+0.00021485499536768983j),(0.011686745198089637-0.005049226908956083j),(-0.0031778313643740616-0.009708344013758887j),(-0.0030733442072758805+0.00695744024163165j),(0.002738964653300212-0.005650092465972626j),(-0.0020958417672575294+0.007209440873554791j),(0.009225918812727798-0.008919625821493646j),(-0.005716849984566246-0.017500997049087065j),(0.005622697230914415-0.013329943499353023j),(0.0032570660654616134+0.007652621307377719j)
"(1.0, -3.0)",(-0.0026948214606167505-0.008183716176895395j),(0.0015140529153625539+0.0067405141809113705j),(-0.0058259830333665915-0.007136614858530395j),(0.010765948426202177-0.005153099718269999j),(0.012742677396397221+0.0044473261894253414j),(0.012840789357350096+0.00032129874613743284j),(0.0022591822041374194-0.010184153211665404j),(-0.006672762322323586+0.0039775871291844065j),(0.0056455031517944265-0.002731365845696195j),(-0.005782023415619826+0.004243306438068733j),(0.01172655570639193-0.002646238569561509j),(0.000986558068715134-0.0179900776806016j),(0.00822673632392661-0.012651922963242992j),(0.003216739455551553+0.008116045676871433j)
"(1.1538461538461542, -3.0)",(-0.002467210835141128-0.008287181425927902j),(0.0010452726261821535+0.00659908321865092j),(-0.004545343527600999-0.007595715179273517j),(0.011370253635410974-0.0022870804202269105j),(0.010249096341488224+0.008549372094339619j),(0.011374873424537777+0.006136440798058853j),(0.007532990000770378-0.007495498491649373j),(-0.007873572844565682-0.0008993671414920364j),(0.00607570930457939+0.0015755257560059114j),(-0.006868150702790018-0.0004506523569966014j),(0.01045810946502685+0.004195628089466796j),(0.008294031086833801-0.01541285107297493j),(0.011506122684414631-0.010565497640778012j),(0.002544970367399067+0.00880635596607619j)
"(1.3076923076923084, -3.0)",(-0.0017387666996480722-0.008526621682107332j),(0.00027629335941917486+0.0064692124853103035j),(-0.002902061680717445-0.00798999609883793j),(0.011203348026189778+0.0010215127211240396j),(0.006057832356640708+0.011691477286460136j),(0.007012125495431049+0.01091265916977762j),(0.010624576625553427-0.0019365380447668116j),(-0.005644022911515145-0.005773013788102965j),(0.003448747355530357+0.005261639180818532j),(-0.004605252022697856-0.004775961923767498j),(0.0053854627502688615+0.009105366089654867j),(0.014187121883540248-0.009186910068920445j),(0.014643096546033732-0.006552232323178746j),(0.0011097318041370754+0.009552012465113613j)
"(1.4615384615384617, -3.0)",(-0.00047377416449299707-0.00876787452988016j),(-0.0007632855490507477+0.006244160192931758j),(-0.000920538445957618-0.008110231773727682j),(0.009945819554655795+0.004449670307391876j),(0.0005684707477079837+0.012950920069626861j),(0.0004235792642372736+0.012980182247759521j),(0.009843469541531294+0.004796743475085391j),(-0.0005059524237323497-0.008197807919064607j),(-0.001169991798639141+0.00620290776878743j),(4.03117868187007e-05-0.0064212045844137654j),(-0.0016613346719761865+0.009814055098087348j),(0.016244810991042274-0.00022095016924141445j),(0.016339019978632626-0.0005233283617180418j),(-0.001180920920985656+0.009998569394700122j)
"(1.6153846153846159, -3.0)",(0.0013379580313790627-0.008778518189805625j),(-0.002014710747703643+0.005787590428508392j),(0.001293450746519015-0.007731572374801682j),(0.007422567378560682+0.007483441958520807j),(-0.005258307388623825+0.011602046907288973j),(-0.006646001904878423+0.011142466978529858j),(0.004862093289791325+0.009954155715244484j),(0.005234785887404596-0.006496725250941951j),(-0.005264447312580719+0.003528873611780644j),(0.004524427619330082-0.004294171067560808j),(-0.0074222285047630485+0.005753039406666629j),(0.012835870664349084+0.00880147621693753j),(0.015105691660536182+0.006729120039366886j),(-0.004244129294546787+0.009616373388319851j)
"(1.7692307692307692, -3.0)",(0.0036120965532960613-0.008239792868600309j),(-0.0033624522921635058+0.004954362704791081j),(0.003522887549364777-0.0066580082796433016j),(0.0037296463864596374+0.009479469987615211j),(-0.01000658253601263+0.007483979423486274j),(-0.011744725467359317+0.0054186921514908755j),(-0.0026163767620025103+0.01087426861378682j),(0.008394209763191045-0.0010736249668001827j),(-0.006200753956031735-0.0014400556406517265j),(0.006062621117946822+0.00045177238670610737j),(-0.008820159690623199-0.001080371017804523j),(0.004485877185648149+0.014183417768120049j),(0.00995881765633301+0.013300999094950127j),(-0.007654812079738888+0.00780996523811386j)
"(1.9230769230769234, -3.0)",(0.006086385863427917-0.006802353745602971j),(-0.0046119563109543+0.003628304887569415j),(0.005434357103675192-0.004790127532739244j),(-0.0006671412207541278+0.009816041237723493j),(-0.012170366092233974+0.0013054541387797324j),(-0.012622004104262447-0.002520828645776991j),(-0.009182899557324443+0.006533967986725742j),(0.006761744639520375+0.0052669275823984j),(-0.0030721064905601756-0.00560856134945208j),(0.0035354274589775234+0.004775963509786468j),(-0.004997221675510304-0.006794798108498766j),(-0.005545685972309592+0.013072215978922769j),(0.0013293668478947356+0.0165425998836804j),(-0.010534706101307693+0.004177536022450117j)
"(2.0769230769230775, -3.0)",(0.00825835006430442-0.004209437639599793j),(-0.005487420142816663+0.0017788501172593093j),(0.006616798650761702-0.0022042643019393247j),(-0.0049267012145650544+0.0081209781873417j),(-0.01073499701943509-0.0053070041331313295j),(-0.008404259992218575-0.009637257239653188j),(-0.011251952342722818-0.001379349310910462j),(0.0008494611019200366+0.008626645589129046j),(0.0022701625330607948-0.0060092566810669755j),(-0.0014113808228701592+0.005648861945812975j),(0.0016787277439860523-0.007853423180040587j),(-0.01235754967046584+0.005551728739677452j),(-0.008355802996189291+0.014215458231313871j),(-0.011642587289118194-0.0011077905868750924j)
"(2.230769230769231, -3.0)",(0.009405113018057213-0.0004853629472018504j),(-0.005667847895102416-0.0004726573027453955j),(0.006677214638266376+0.0007850203598963576j),(-0.007980094038810217+0.0045143758112569255j),(-0.005779814853657911-0.010177125816164052j),(-0.00044445300137407694-0.012676674129921564j),(-0.007209207225289503-0.008809948092372179j),(-0.0058581899428348195+0.006506084471170657j),(0.006107372539657792-0.002079601977823726j),(-0.005212953123475593+0.002348674370552859j),(0.00677150923945391-0.0036015250659385974j),(-0.012093161433494377-0.0045641996198910505j),(-0.015129346759126165+0.00609440078022858j),(-0.009795001001099979-0.00696331151247932j)
"(2.384615384615385, -3.0)",(0.008753070672679782+0.003867081940576055j),(-0.004875297492772277-0.002802596293587506j),(0.005387106195036969+0.0036204139022390966j),(-0.008846746716974814-0.000243801509294188j),(0.0012135081083553595-0.011364531999222443j),(0.007815403093388407-0.009840085002939179j),(0.0011209685057649904-0.011358868491840729j),(-0.008830048088759588-0.00010847217477594925j),(0.005451435845193828+0.0034995449384513117j),(-0.004942166000929722-0.0026862275498464286j),(0.006747852143661531+0.0029038914780838794j),(-0.004744354276847713-0.011391097315143787j),(-0.015286243428196145-0.004971176487731499j),(-0.004591263918595958-0.011408631072418407j)
"(2.5384615384615383, -3.0)",(0.0058222862285701536+0.007784407519975654j),(-0.0030106203484240807-0.00469169257908689j),(0.002841867714217094+0.00559577955325984j),(-0.007051574793205025-0.0048253188473530335j),(0.007647612075561559-0.008118808679575215j),(0.012254099619563108-0.002110475070312578j),(0.008968922337299574-0.0070833777954861015j),(-0.005669777880548772-0.006855522377467468j),(0.0005531359874118459+0.006478668449760238j),(-0.0007462801343537238-0.005492200527937979j),(0.0017316074436973879+0.006839893115541501j),(0.0051225258903051-0.010619787514091242j),(-0.007872945515750275-0.013691196480553147j),(0.0028697350930889922-0.01220073532662889j)
"(2.6923076923076925, -3.0)",(0.0008606341290089206+0.009832126250934266j),(-0.0002978677447552617-0.00553112126791857j),(-0.0004378036521082617+0.006062960295650429j),(-0.002980040070872593-0.007695563033431026j),(0.010770768680877441-0.001531693661712056j),(0.010282358979384208+0.006735214342300595j),(0.011293881352457982+0.0017530046219339356j),(0.0017143413283204265-0.008786473514790385j),(-0.004877561112406632+0.004332673973185172j),(0.0039908066062705125-0.003739269421029634j),(-0.004311652923687322+0.005250766123282409j),(0.010924543702098407-0.0028062690698641055j),(0.0037753546590669497-0.015012695863691113j),(0.009845509859736212-0.008062919212058744j)
"(2.8461538461538467, -3.0)",(-0.004862720837011218+0.00875324262765906j),(0.0026401025799708136-0.004842449671242085j),(-0.0035471898478638356+0.004711822119498651j),(0.0020421940006779774-0.007708323183359436j),(0.009008404790435435+0.005601171996557356j),(0.002652628075981733+0.01184696059978993j),(0.006228344997361715+0.00956800863056604j),(0.007984455228240601-0.004150397834535859j),(-0.0063898331171375975-0.001408096396361715j),(0.005279262610881547+0.001146149805764406j),(-0.006542384278113201-0.0004533070913160656j),(0.00865536087732702+0.006466617535734944j),(0.013100119860368156-0.007599164908552178j),(0.012875439137419287+5.322488644080176e-05j)
"(3.0, -3.0)",(-0.009214973425700407+0.004254072490408264j),(0.0048687336542352425-0.0025618792702802474j),(-0.005436412406371945+0.001817444141102248j),(0.006102336687662352-0.004712531130026277j),(0.0030041220537889205+0.009894861041409887j),(-0.006458841359322771+0.01009180837676344j),(-0.0031362939946214074+0.010952346646101955j),(0.008201428794609581+0.003794406714601496j),(-0.0025437012237717513-0.00604624570866192j),(0.0019710902356907343+0.004964627823976152j),(-0.003228454940396676-0.005461305620178194j),(0.000157950703285717+0.010362972815234753j),(0.014131220794765576+0.004383691236325618j),(0.009692758738777105+0.008641456258413475j)
"(-3.0, -2.8461538461538463)",(0.010941302534975795-0.002417953297502197j),(0.005320308962856229+0.010325978084493618j),(0.0030362504768677856+0.01168046712320783j),(0.009546022382053146+0.003926399715230813j),(-0.00017592212317260302-0.007672744260418715j),(-0.0015753545641560632+0.005527479977914861j),(0.0006043179852329352-0.0055935348024337755j),(-0.0017680603088052371+0.008121543293769636j),(0.013316219478138916-0.0019494524217753752j),(0.013252561717941255-0.006810668032882867j),(0.006480753683905981+0.007842041745126734j),(-0.005687009352433133-0.002636870319636703j),(0.004473511980777974+0.0030898822158182335j),(-0.005794420790071752-0.003526001489392962j)
"(-2.8461538461538463, -2.8461538461538463)",(0.004595982095980684-0.010208992740220624j),(0.011369297008972573+0.0025620230596740015j),(0.010688464923310772+0.005970869396213034j),(0.009968703828846823-0.0036050577946100393j),(-0.005085791886361311-0.006103293868306882j),(0.001990683023911114+0.0055687657103217604j),(-0.002701425610017593-0.0049450039769899454j),(0.003493598923260957+0.0073601627784936835j),(0.00835413720932602-0.010442211013373951j),(0.0036705156047555972-0.014848274375931338j),(0.01059781474139647-0.0006289932027578913j),(-0.005500412069055312+0.0034159304253967397j),(0.005075440083261264-0.002107269315332867j),(-0.006162539876348761+0.0028019389685625114j)
"(-2.6923076923076925, -2.8461538461538463)",(-0.005299647171755368-0.009841536811407875j),(0.009397126408831521-0.006939011722399334j),(0.011931901404820778-0.0034173755840642235j),(0.00530105302433768-0.009507070665543002j),(-0.008012820139713803-0.0018771689426760121j),(0.004903023772735923+0.003623181711775332j),(-0.004967039065144048-0.0027002401751057806j),(0.006971200543021989+0.0038708203418057383j),(-0.0005647336837475386-0.013232004491673057j),(-0.00865625682548259-0.013077364699402586j),(0.006188816129760208-0.009212347043252377j),(-0.00026194000875118733+0.006697853554344208j),(0.001053505533940887-0.0054588168759973155j),(-0.0012246111731031308+0.006641129451010602j)
"(-2.5384615384615383, -2.8461538461538463)",(-0.010981568426081521-0.0019327894434542571j),(0.0010965484692635468-0.01164410971718919j),(0.006283505313813113-0.010889280040453454j),(-0.0020340047715157006-0.01098758559348792j),(-0.007894794533227096+0.0032314220582438887j),(0.00627798859479583+0.0004838230027899238j),(-0.005680241639061799+0.0002163167980905512j),(0.007772214561262454-0.0005773319786963054j),(-0.008651937421721734-0.00979405048981006j),(-0.01576899275459436-0.0030113891732792583j),(-0.0035072535220615885-0.011079364088911862j),(0.005539835345859866+0.004207378924970879j),(-0.003973064204762185-0.00398905484790676j),(0.004671023555062201+0.004849691350702273j)
