index,value
"(0,)",(1.6928905054948398+0.6852595410046532j)
"(1,)",(-0.2726688007017515+0.6799979096636236j)
"(2,)",(-2.0766786528640173+2.407188156373123j)
"(3,)",(-3.5545075364521908+3.0382376658833476j)
"(4,)",(-4.780312464617815+3.5165946026487402j)
"(5,)",(-5.129194012203236+3.662159187379423j)
"(6,)",(-4.806629701084704+3.5247985696354593j)
"(7,)",(-3.7380203474282325+3.1377796399983646j)
"(8,)",(-2.107186700365407+2.3766143754232028j)
"(9,)",(-0.2548069557413566+1.260174948762219j)
"(10,)",(1.3487876081978576-0.03831565456672592j)
"(11,)",(2.3157467917924914-1.0936796130875364j)
"(12,)",(2.649536234072121-1.4542661456498696j)
"(13,)",(2.7495672180261095-1.055866383785445j)
"(14,)",(2.97236876292537-0.47582063739845837j)
"(15,)",(3.019116734872943-0.5710011342284163j)
"(16,)",(1.9094023325784961-1.5393642041871451j)
"(17,)",(-1.0328704486897256-2.2967775222117695j)
"(18,)",(-4.91218718225335-1.1771333010399272j)
"(19,)",(-7.2464783224742+2.2612839316151163j)
"(20,)",(-5.829152003693592+6.089409564350937j)
"(21,)",(-0.9760161303526242+7.121677244318835j)
"(22,)",(4.2134379766231245+3.6457949981084576j)
"(23,)",(6.160932841392635-2.8098131987233885j)
"(24,)",(3.6178268027976914-8.455511402298471j)
"(25,)",(-1.555244942679412-10.030192672594724j)
"(26,)",(-6.055032043507788-6.884179470813566j)
"(27,)",(-7.487455705995524-0.8779697299985498j)
"(28,)",(-5.524906379065131+5.274391113795976j)
"(29,)",(-1.463334117578425+9.627233582244028j)
"(30,)",(2.9622277794424168+11.609615508248586j)
"(31,)",(6.516281063343083+11.701111445304338j)
"(32,)",(8.7620051595771+10.78246079368964j)
"(33,)",(9.872999348488662+9.645512476006243j)
"(34,)",(10.276569103808857+8.803044724312233j)
"(35,)",(10.348924355679657+8.506811152164445j)
"(36,)",(10.23662820594653+8.826997692425481j)
"(37,)",(9.800151343005293+9.690305925518604j)
"(38,)",(8.669095855609083+10.842336356760196j)
"(39,)",(6.419745050667554+11.768513797602921j)
"(40,)",(2.87925484997692+11.676275756941592j)
"(41,)",(-1.517776538437396+9.68532050856698j)
"(42,)",(-5.540708233227274+5.317572138883556j)
"(43,)",(-7.461207576697852-0.8536307121632266j)
"(44,)",(-5.990737600149448-6.879606141631539j)
"(45,)",(-1.4635784302957906-10.043036681784553j)
"(46,)",(3.7214459942063005-8.480388280013408j)
"(47,)",(6.259365702645305-2.839459948224383j)
"(48,)",(4.290877194271193+3.6194156366914525j)
"(49,)",(-0.9320893533605012+7.104945601374055j)
"(50,)",(-5.824904860343823+6.086923632043296j)
"(51,)",(-7.284764813529727+2.2759868903670633j)
"(52,)",(-4.985260700863929-1.1473521497615913j)
"(53,)",(-1.12889622481873-2.2448278132151747j)
"(54,)",(1.8045504051471406-1.4828729048997613j)
"(55,)",(2.95571660482914-0.5006148649310134j)
"(56,)",(2.9083830655449514-0.4179584827761369j)
"(57,)",(2.814326396342549-1.0973147767501372j)
"(58,)",(2.662387302226345-1.4179900608294895j)
"(59,)",(2.197624182878631-1.5863392770176572j)
