index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.07588520694653915+0.08861218994420933j),(0.8532346861646938+0.7176811743642519j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.11496989252722692+0.006765779065431056j),(0.006365823139729443+1.000850864011622j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.08835318144745116-0.07167241987526372j),(-0.8064895620249362+0.37470910354927406j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.025129259419217932-0.10994539223750074j),(-0.8343518959711053-0.6211128242291283j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(-0.039296691876595874-0.10648627809363752j),(-0.07428325481353122-1.1058740608956186j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.08867394265053033-0.0787400089532511j),(0.7329570151580656-0.6487598061274628j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.12567169538841852-0.0391596062540754j),(0.7981959545068942+0.34355251202402665j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.15501009729448573+0.01416088654026684j),(0.02284475180334475+0.9982176189761502j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.16989906791057668+0.08861156212912602j),(-0.9013545282645488+0.770500782984214j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.1533562449753271+0.18252881479942398j),(-1.1225358591418872-0.06382636676564368j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(-0.09077686751582455+0.2790980937538655j),(-0.40782794249977805-0.6693103709128726j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.018031343286093883+0.35289914691383073j),(0.6442093927298321-0.426780947993584j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.1562103550954722+0.3829141112341394j),(1.150691874890744+0.48782601134888504j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.29700205767382376+0.3626743180479911j),(0.746703398940155+1.255853305520974j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.4147308881870213+0.3022045311954474j),(-0.0932414351953108+1.1635779221691618j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.49296000682459706+0.22251408236287912j),(-0.5062909669886169+0.26121151552508837j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.526604541369142+0.14700179586695128j),(-0.04646235767060081-0.6725067942191888j)
"(-0.3846153846153846, -3.0)",[-0.38461538 -3.        ],(0.37927880348881066-0.9252824375422329j),(0.5188519947999686+0.09404893123238356j),(0.8981307982887792-0.8312335063098494j)
"(-0.23076923076923084, -3.0)",[-0.23076923 -3.        ],(0.9833895042207711-0.181507804208045j),(0.47598240917784096+0.07281760036652044j),(1.459371913398612-0.10869020384152456j)
"(-0.07692307692307665, -3.0)",[-0.07692308 -3.        ],(0.6846006950960638+0.7289183001365697j),(0.40323386825154267+0.08205575325136413j),(1.0878345633476065+0.8109740533879338j)
"(0.0769230769230771, -3.0)",[ 0.07692308 -3.        ],(-0.24275454614606543+0.9700877436218941j),(0.30363594222210555+0.11081258959221198j),(0.06088139607604012+1.080900333214106j)
