index,value
"(0,)",(-2.1662355276944765-0.6598929636258777j)
"(1,)",(-4.10021175474733+2.875477470393227j)
"(2,)",(-2.658147481931338-0.3939477878955261j)
"(3,)",(0.8448804753960903+1.736142465089236j)
"(4,)",(-0.08262559572931208-4.60309035368274j)
"(5,)",(-1.97450490326866+7.722921042627653j)
"(6,)",(3.7600246673540596-9.051473872068843j)
"(7,)",(-9.290271881681686+5.62317452136061j)
"(8,)",(11.690703662443081+13.330976610661146j)
"(9,)",(16.089283272753093+5.219147238301373j)
"(10,)",(1.0875969238268302+16.031101795749063j)
"(11,)",(-7.171756774203017-8.622155055907845j)
"(12,)",(6.3772440253329865+2.606401020149498j)
"(13,)",(-5.989416218037471+0.26502115428336226j)
"(14,)",(4.1108358918246175-0.8515039320717023j)
