index,value
"(0,)",(2.0271113606418734+0.8246179105250634j)
"(1,)",(0.06358757964813688+0.26378799307726297j)
"(2,)",(-1.5144644550541946+2.2053546633533805j)
"(3,)",(-2.7894346767460947+2.8188277021434525j)
"(4,)",(-4.218603796996492+3.484199182362104j)
"(5,)",(-4.880674760625295+3.8231876275297223j)
"(6,)",(-5.137889284237223+3.866222333762083j)
"(7,)",(-4.779411916130908+3.7550296773733334j)
"(8,)",(-3.8825818131268974+3.3645597572154675j)
"(9,)",(-2.5446602473379434+2.718780603775432j)
"(10,)",(-0.9386247726925792+1.7789280470580315j)
"(11,)",(0.6322098226404804+0.6255358052052948j)
"(12,)",(1.8717661080293637-0.5340733856233824j)
"(13,)",(2.5949226098098053-1.3952495854289282j)
"(14,)",(2.8578612568691772-1.6881652585260443j)
"(15,)",(2.924215790015018-1.3898903609585458j)
"(16,)",(3.0424483572036336-0.8349351688207416j)
"(17,)",(3.1463606751960027-0.5778254799562755j)
"(18,)",(2.7390242028133343-0.9829593170031152j)
"(19,)",(1.1869114727337151-1.797635265689917j)
"(20,)",(-1.6608559935630929-2.1157588406720236j)
"(21,)",(-4.984897102662355-0.9466473032303027j)
"(22,)",(-7.170810300062348+1.8994177508197174j)
"(23,)",(-6.740481455403159+5.308533486181711j)
"(24,)",(-3.460168162225682+7.2988307718705965j)
"(25,)",(1.247790499725097+6.243531819361153j)
"(26,)",(5.015229757857705+2.035067105940831j)
"(27,)",(5.919993454502109-3.6870448935765694j)
"(28,)",(3.5887434552432156-8.422527057388209j)
"(29,)",(-0.7035223839911966-10.16928768835591j)
"(30,)",(-4.881043638127377-8.35506087320935j)
"(31,)",(-7.1958140614225545-3.8677699887684955j)
"(32,)",(-6.943199544047269+1.6315215490446242j)
"(33,)",(-4.498080057474871+6.562490743424458j)
"(34,)",(-0.8632706287897207+9.978034828912982j)
"(35,)",(2.8912268208198824+11.670233031956311j)
"(36,)",(6.0119549518883755+11.960069296967582j)
"(37,)",(8.18285637299423+11.39149499106262j)
"(38,)",(9.447896131213337+10.49127811449266j)
"(39,)",(10.048116871181062+9.650452773491946j)
"(40,)",(10.26117073240551+9.105838859164226j)
"(41,)",(10.285365373383112+8.97095022518005j)
"(42,)",(10.176328330756693+9.270417610768511j)
"(43,)",(9.831583308775203+9.950565076422645j)
"(44,)",(9.02077137168849+10.859362501259799j)
"(45,)",(7.465721278949813+11.709313134317338j)
"(46,)",(4.973032250927138+12.057359161009758j)
"(47,)",(1.6021143484011855+11.351679733403094j)
"(48,)",(-2.1884332040830206+9.091184499938025j)
"(49,)",(-5.517133064136315+5.098832634394217j)
"(50,)",(-7.285836778959471-0.18161152573734185j)
"(51,)",(-6.64142363614395-5.556834294765487j)
"(52,)",(-3.5399826188838874-9.334757375205712j)
"(53,)",(0.9251756201838846-10.011161240609304j)
"(54,)",(4.783982741289286-7.132442125049786j)
"(55,)",(6.099089927545865-1.7965352132191188j)
"(56,)",(4.088588188477935+3.687886197784657j)
"(57,)",(-0.28753674459032963+6.959033817399501j)
"(58,)",(-4.79744864785095+6.909132364171516j)
"(59,)",(-7.246625096969669+4.233155070375093j)
"(60,)",(-6.732785390363077+0.8299039883018804j)
"(61,)",(-4.003269646972953-1.4979331040235633j)
"(62,)",(-0.6991441563782939-2.0849630332799376j)
"(63,)",(1.7554532828605947-1.4545633637749367j)
"(64,)",(2.874396078294911-0.7180413311172558j)
"(65,)",(3.1144435373008785-0.5344087666922991j)
"(66,)",(2.9273570448535318-0.9664358983002679j)
"(67,)",(3.013928939469765-1.6603360934525635j)
"(68,)",(2.817932385245541-1.561136258204156j)
"(69,)",(2.1752506691123994-1.829165778796805j)
