index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.03582934031504296+0.2725874162482052j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.22059045051686607+0.17504447688041122j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.28802956137071284-0.020503004437597297j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.21003489738675268-0.20914581001267002j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.03258981281088154-0.302787835239342j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.160644685187272-0.2687554271143728j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.29365429241800595-0.13217794527113805j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.3276095039781487+0.04836387445870897j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.2659427640480095+0.21227592648953725j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.14092037951183228+0.319358002403012j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.006177793226099981+0.3570924722796322j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.14108581360004488+0.3355885310756215j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.2442467181926703+0.2769067860490683j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.3107687708115409+0.2048818152341451j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.3458339386134835+0.13872480597079956j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.3588991307001617+0.09083839677330242j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.35884733685510084+0.06754286248085352j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.35087469870116955+0.07089843254303238j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.3350323251656815+0.10009089407389087j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.30616763466580993+0.15147562224320438j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.2553487448431212+0.21713683190976077j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.17327487604656536+0.2827370387723528j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.05606940001311322+0.3265128887969101j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.0873682084996582+0.3221183491764954j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.22966981028321326+0.24759121828060182j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.32655080810335546+0.09978767594357714j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.33084543749916395-0.09184445214047257j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.21845550831433794-0.26343706799617367j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(-0.014875302712680116-0.33722656834677406j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.19813252951169008-0.2632613114333029j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.3127133453565541-0.06182973452768087j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.25706074461846756+0.16690553378746711j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.053994550694180486+0.2888943561363818j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.17332659092709415+0.22257650217356667j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.27181169521604215+0.008314481532745183j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.16906323038006557-0.2025418530486706j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.05937460544724145-0.2508694919801336j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.23424785138883092-0.09709247682583902j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.21154083835068765+0.13453439949383206j)
"(3.0, -3.0)","(3.0, -3.0)",(0.008334486225525418+0.24854980173056818j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.22805313682193346+0.15662793731002433j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.2782121033056858-0.05397256996678874j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.16720035291759294-0.23775834583808483j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(-0.036901953400681545-0.29619027412319504j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.22621984908745607-0.20733881215169j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.3149915950667499-0.02251810802159455j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.2752074710239839+0.17328829667341292j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.1352701598949358+0.306493705885125j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(0.04622764670542614+0.34187515645171335j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(0.21132725271388567+0.2850320073572413j)
"(-1.4615384615384615, -2.8461538461538463)","(-1.4615384615384615, -2.8461538461538463)",(0.32311477234537384+0.16788409223081646j)
"(-1.3076923076923075, -2.8461538461538463)","(-1.3076923076923075, -2.8461538461538463)",(0.37119130876167833+0.02948848726069165j)
"(-1.1538461538461537, -2.8461538461538463)","(-1.1538461538461537, -2.8461538461538463)",(0.36590177758833353-0.09847904164133202j)
"(-1.0, -2.8461538461538463)","(-1.0, -2.8461538461538463)",(0.32804657707098417-0.19802337027669664j)
"(-0.8461538461538458, -2.8461538461538463)","(-0.8461538461538458, -2.8461538461538463)",(0.2796144060886879-0.2640468041634564j)
