index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.19414549662199238+0.19045161587119067j),(0.971494975840147+0.8195206002912332j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.268258966639074+0.01695670028572094j),(0.15965489725157653+1.011041785231912j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.21929008903381542-0.14796567092007096j),(-0.6755526544385719+0.29841585250446684j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.0974006714013548-0.242931974963661j),(-0.7620804839889684-0.7540994069552885j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(-0.04073480961564839-0.2607918607615872j),(-0.07572137255258374-1.2601796435635684j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.16483345421731121-0.22000158720644394j),(0.6567975035912846-0.7900213843806556j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.2646792458783954-0.13385015515157694j),(0.6591884040169173+0.2488619631265251j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.32799478885830907-0.006336241030919031j),(-0.1501399397604786+0.9777204914049644j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.33272243968148624+0.15114709218711922j),(-1.0641779000354583+0.8330363130422072j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.2611156466796872+0.30741656848128235j),(-1.2302952608462474+0.06106138691621468j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(-0.11913012438931288+0.4194040680970675j),(-0.4361811993732664-0.5290043965696707j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.05879240162470026+0.45440774582791277j),(0.6849704510684385-0.325272349079502j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.224409360334071+0.4083191162440358j),(1.2188908801293428+0.5132310163587814j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.33840949197849796+0.3068084412136633j),(0.7881108332448292+1.199987428686646j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.38571668931615744+0.19082540850745694j),(-0.12225563406617468+1.0521987994811712j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.3759203287083159+0.09775588211052899j),(-0.6233306451048981+0.1364533152727382j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.33219793234870826+0.049196701434052664j),(-0.24086896669103458-0.7703118886520874j)
"(-0.3846153846153846, -3.0)",[-0.38461538 -3.        ],(0.37927880348881066-0.9252824375422329j),(0.27745552107805593+0.049099523872295235j),(0.6567343245668666-0.8761829136699377j)
"(-0.23076923076923084, -3.0)",[-0.23076923 -3.        ],(0.9833895042207711-0.181507804208045j),(0.224862721611342+0.08902398737115962j),(1.2082522258321131-0.09248381683688538j)
"(-0.07692307692307665, -3.0)",[-0.07692308 -3.        ],(0.6846006950960638+0.7289183001365697j),(0.1752523854458273+0.1546886372821522j),(0.8598530805418911+0.8836069374187219j)
"(0.0769230769230771, -3.0)",[ 0.07692308 -3.        ],(-0.24275454614606543+0.9700877436218941j),(0.12018765300954938+0.2297288617189099j),(-0.12256689313651604+1.199816605340804j)
"(0.23076923076923084, -3.0)",[ 0.23076923 -3.        ],(-0.9472245930780933+0.3205706946494653j),(0.04841382546328459+0.2960628212935731j),(-0.8988107676148087+0.6166335159430384j)
"(0.384615384615385, -3.0)",[ 0.38461538 -3.        ],(-0.7819999593738021-0.6232784799264066j),(-0.0461774170351897+0.3332494796767224j),(-0.8281773764089918-0.2900290002496842j)
"(0.5384615384615388, -3.0)",[ 0.53846154 -3.        ],(0.10121828418299657-0.9948642414656635j),(-0.15692461381924344+0.320491350812448j),(-0.055706329636246874-0.6743728906532156j)
"(0.6923076923076925, -3.0)",[ 0.69230769 -3.        ],(0.8915029151833175-0.4530149580528735j),(-0.26018341754107877+0.24388667096733177j),(0.6313194976422387-0.20912828708554174j)
"(0.8461538461538463, -3.0)",[ 0.84615385 -3.        ],(0.8632537488429478+0.5047702102032139j),(-0.3189245831794075+0.10791870653087449j),(0.5443291656635403+0.6126889167340883j)
"(1.0, -3.0)",[ 1. -3.],(0.04240776977795813+0.999100385878446j),(-0.2973343674098482-0.05508405052596624j),(-0.2549265976318901+0.9440163353524798j)
"(1.1538461538461542, -3.0)",[ 1.15384615 -3.        ],(-0.8173749219347579+0.5761060987284793j),(-0.18373765432919129-0.1874393238870617j),(-1.0011125762639492+0.3886667748414176j)
"(1.3076923076923084, -3.0)",[ 1.30769231 -3.        ],(-0.9266844662156044-0.37584025871997856j),(-0.010129906876549244-0.22770360836992345j),(-0.9368143730921537-0.603543867089902j)
"(1.4615384615384617, -3.0)",[ 1.46153846 -3.        ],(-0.18515825645731304-0.9827087157778178j),(0.14890253885503785-0.14679224344102998j),(-0.036255717602275195-1.1295009592188479j)
"(1.6153846153846159, -3.0)",[ 1.61538462 -3.        ],(0.7263710886646181-0.6873027291901128j),(0.20847380005843263+0.021709466696605277j),(0.9348448887230507-0.6655932624935076j)
