index,value
"(0,)",(-0.4613885688078912-1.2045985118100244j)
"(1,)",(-3.9883924811529026+2.502666330149743j)
"(2,)",(-4.216851417877546+2.1586672025349487j)
"(3,)",(-0.3794769538488745-0.07136055195066937j)
"(4,)",(0.3039178820498691+0.1257667321667798j)
"(5,)",(2.8740225532757857-2.3915861903535296j)
"(6,)",(-7.438678087739895+2.2386537355589105j)
"(7,)",(7.33566085942397+4.083710155337416j)
"(8,)",(-3.6212427915260594-11.888089987728765j)
"(9,)",(-7.139327322081888+10.051293247107475j)
"(10,)",(11.247639640686065+11.516774849876075j)
"(11,)",(12.824232182611166+6.220448976789715j)
"(12,)",(12.754728707024482+10.034310253980873j)
"(13,)",(-3.4065518265815395+12.532497034712131j)
"(14,)",(-7.414867062499485-10.013282394915604j)
"(15,)",(8.585504179996121+0.15335738441980729j)
"(16,)",(-6.870593137275893+5.061829279449027j)
"(17,)",(1.987285711455325-3.6756374603328488j)
"(18,)",(1.0234593483757277+0.8579374715818082j)
