index,value
"(0,)",(4.6462231907951175-1.5967711579335313j)
"(1,)",(-1.198377916351153-2.2779402860547053j)
"(2,)",(1.2838972672475395+0.7130158320431101j)
"(3,)",(0.4389880434393416-0.8920216477226015j)
"(4,)",(-0.4568121966654334+1.4810820797409816j)
"(5,)",(0.1580496565531796+1.5397576373757258j)
"(6,)",(-1.0354926301973038+2.300395280677465j)
"(7,)",(-0.8998160050358575+3.3034622341594893j)
"(8,)",(-1.4090503167739654+3.575392680571029j)
"(9,)",(-1.7822289865816314+4.446031318618472j)
"(10,)",(-1.9358345560655748+4.832378351525674j)
"(11,)",(-2.331339979849898+5.324047398448203j)
"(12,)",(-2.4617612521653873+5.7561279085817745j)
"(13,)",(-2.679381931234378+6.022056209326285j)
"(14,)",(-2.817683341518988+6.318892988888064j)
"(15,)",(-2.893185265450903+6.465017124332521j)
"(16,)",(-2.9658161031949444+6.570530533562048j)
"(17,)",(-2.956720313703758+6.594121373488251j)
"(18,)",(-2.927296208546225+6.5284353578859875j)
"(19,)",(-2.8447872938322094+6.402066503491957j)
"(20,)",(-2.717376253088908+6.186540611111363j)
"(21,)",(-2.5525589354826197+5.903163450751833j)
"(22,)",(-2.33968257047996+5.544804340533874j)
"(23,)",(-2.091099006335675+5.114395374560706j)
"(24,)",(-1.8036481521687566+4.618819203852316j)
"(25,)",(-1.4837763256167644+4.057475998662513j)
"(26,)",(-1.1378047179020494+3.4389469350277864j)
"(27,)",(-0.7712552830782125+2.7677950590902207j)
"(28,)",(-0.3944576694198547+2.0522846242520005j)
"(29,)",(-0.01609611835507918+1.302482461520751j)
"(30,)",(0.35274068775592204+0.5292024719681587j)
"(31,)",(0.7011933037962141-0.25348256284118575j)
"(32,)",(1.019047602332606-1.0305462798151996j)
"(33,)",(1.2967646949850973-1.7848592527480172j)
"(34,)",(1.527235754508311-2.4981663540902472j)
"(35,)",(1.7057512994052786-3.151841358890185j)
"(36,)",(1.83101496900162-3.727435858545278j)
"(37,)",(1.905413531732341-4.208117566862963j)
"(38,)",(1.9350032686437206-4.5796139250280925j)
"(39,)",(1.92935253158495-4.8315452848590095j)
"(40,)",(1.9007052974546355-4.958543092894046j)
"(41,)",(1.8629521465563244-4.961104230549495j)
"(42,)",(1.8301491759707762-4.846182389399862j)
"(43,)",(1.8148145431991276-4.62718789692313j)
"(44,)",(1.826160410529245-4.323467749926841j)
"(45,)",(1.8683819736274532-3.959124540798788j)
"(46,)",(1.9392949436148665-3.5612188382056473j)
"(47,)",(2.029481952265983-3.157460631704599j)
"(48,)",(2.1221654857700916-2.773528576427043j)
"(49,)",(2.193941679296122-2.430284224191129j)
"(50,)",(2.216424567969222-2.141156825034877j)
"(51,)",(2.158770659003422-1.9100251023753778j)
"(52,)",(1.9909204048626243-1.729907854905886j)
"(53,)",(1.687297565217615-1.5827216594695046j)
"(54,)",(1.2306065378839932-1.4402841485827613j)
"(55,)",(0.6153046562058395-1.266610837354188j)
"(56,)",(-0.14969078508781775-1.0214118902304985j)
"(57,)",(-1.0394723323217352-0.6645400698797105j)
"(58,)",(-2.0131113518945307-0.160998744411742j)
"(59,)",(-3.0153133348480643+0.5139904432619731j)
"(60,)",(-3.979771990873191+1.3704231578946002j)
"(61,)",(-4.834040502441137+2.400012283042992j)
"(62,)",(-5.50554867371592+3.5742444751096847j)
"(63,)",(-5.928232313037922+4.844351309910865j)
"(64,)",(-6.049130457984388+6.143365117716297j)
"(65,)",(-5.83426355006109+7.390208749824606j)
"(66,)",(-5.273141327986204+8.495539651814266j)
"(67,)",(-4.381362775602057+9.368860426251448j)
"(68,)",(-3.2009510707942628+9.92624695453266j)
"(69,)",(-1.7982945811166395+10.097952683683788j)
"(70,)",(-0.259813811556195+9.8351370524583j)
"(71,)",(1.3142858131212298+9.115039893240123j)
"(72,)",(2.8176132170763797+7.9440740144363335j)
"(73,)",(4.145840465550555+6.358517139396252j)
"(74,)",(5.204835918354817+4.422726860499192j)
"(75,)",(5.917937705477354+2.2250493911281026j)
"(76,)",(6.231723710117534-0.12818403268430067j)
"(77,)",(6.1197993396633805-2.520004914233927j)
"(78,)",(5.584332801527985-4.8308232852103075j)
"(79,)",(4.655293735237009-6.9464024817658085j)
"(80,)",(3.387568715341379-8.76512514151613j)
"(81,)",(1.856313002608811-10.20398849470799j)
"(82,)",(0.15103423619307943-11.20292098111309j)
"(83,)",(-1.631019908609086-11.727193696980082j)
"(84,)",(-3.3915842595687913-11.767887357345515j)
"(85,)",(-5.0376669043181685-11.340548152118064j)
"(86,)",(-6.486956912378039-10.482307769164345j)
"(87,)",(-7.672020632994643-9.247843020912487j)
"(88,)",(-8.543096779466278-7.704603995135958j)
"(89,)",(-9.069438944761403-5.927747253695184j)
"(90,)",(-9.239278836236073-3.9951779434928962j)
"(91,)",(-9.058584244149092-1.9830408178793455j)
"(92,)",(-8.548856539761779+0.038083994006167465j)
"(93,)",(-7.744251392997835+2.006117858807132j)
"(94,)",(-6.688315059332763+3.869482590892776j)
"(95,)",(-5.430611423326426+5.588173492291309j)
"(96,)",(-4.023478177260639+7.133985740126835j)
"(97,)",(-2.519100990513948+8.490022100271792j)
"(98,)",(-0.9670390922004506+9.649639347667595j)
"(99,)",(0.5877196635313+10.615002082332193j)
"(100,)",(2.1061467213610996+11.39540852362879j)
"(101,)",(3.5560186713932582+12.005536883280161j)
"(102,)",(4.912268529535131+12.463736910779982j)
"(103,)",(6.156912156137924+12.790462881420314j)
"(104,)",(7.278631872381667+13.006914893441028j)
"(105,)",(8.272103137271785+13.13392742363774j)
"(106,)",(9.137147123644048+13.191119478585946j)
"(107,)",(9.877784069112996+13.196300461084324j)
"(108,)",(10.5012512181831+13.165110496908618j)
"(109,)",(11.017036652461773+13.110863371917151j)
"(110,)",(11.435967670907964+13.044553983648136j)
"(111,)",(11.769380642384105+12.974989658899375j)
"(112,)",(12.028389091399578+12.90900507217659j)
"(113,)",(12.223258581145725+12.851723060804648j)
"(114,)",(12.362890865143061+12.80682768162075j)
"(115,)",(12.454415736917827+12.776820817766719j)
"(116,)",(12.502886823443509+12.763239084763246j)
"(117,)",(12.51107695686181+12.76681340360718j)
"(118,)",(12.479369376377552+12.787559233156948j)
"(119,)",(12.405742483312839+12.824791015827614j)
"(120,)",(12.285847806265734+12.877059896007847j)
"(121,)",(12.113182833620012+12.942019267034961j)
"(122,)",(11.879362039814684+13.016228243268731j)
"(123,)",(11.574490376644718+13.094908762818722j)
"(124,)",(11.187643339288936+13.171677663553563j)
"(125,)",(10.707456092879262+13.238280605140588j)
"(126,)",(10.122820750096786+13.284359878837762j)
"(127,)",(9.423685495305364+13.297292562709757j)
"(128,)",(8.601941751747356+13.262138614300405j)
"(129,)",(7.652376052132093+13.161739689859921j)
"(130,)",(6.573652001444692+12.977007996737706j)
"(131,)",(5.369275288877161+12.68743955862627j)
"(132,)",(4.048482016076653+12.271877193092731j)
"(133,)",(2.6269788977935304+11.70953475649891j)
"(134,)",(1.127454695413572+10.981275590188499j)
"(135,)",(-0.4202226289400879+10.07111487048111j)
"(136,)",(-1.9792072337594+8.967888597507148j)
"(137,)",(-3.5063500541531907+7.6670027890103345j)
"(138,)",(-4.953402830803783+6.17214745648282j)
"(139,)",(-6.268778464876515+4.4968340878708855j)
"(140,)",(-7.399855307068044+2.6655962742454005j)
"(141,)",(-8.295764905731998+0.7146846778646085j)
"(142,)",(-8.910548507111304-1.3079067320971576j)
