index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.047973840673804856+0.2432082278789856j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.20753222432132196+0.14550268865203808j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.25745846267788075-0.03236656699681356j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.17926017162716587-0.19656270432387715j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.017867487240221608-0.2725455261799734j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.15241699498470043-0.23585321804435277j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.26681415457211477-0.11124671481292117j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.2936941963277744+0.04961903075766195j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.2372798814976147+0.19484122518454028j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.12557615771385466+0.29037938109373j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.006197443872030105+0.3255071797503387j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.1286661777204392+0.30842555981651604j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.2245656808270242+0.2575579105367908j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.2888519462491669+0.1932836837953351j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.32514888005844567+0.1326108844336183j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.3410836679193482+0.0871477028522403j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.3441912563262641+0.06343039621987397j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.3390757094779844+0.06422194694532207j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.32587661240143173+0.08952952408730264j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.29995915410097834+0.13651963439531165j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.25302327841583444+0.19812563809470862j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.1761763934122634+0.26098487199789305j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.06539540044911668+0.30440501071708653j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.07135717395177293+0.3029432922711245j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.20840844540497847+0.23487668479702714j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.3034469265032482+0.09610991282644232j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.3106242973114784-0.08621161013143396j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.20547349981370194-0.2512689499029703j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(-0.011002413328876295-0.32368898959470177j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.19481357760926188-0.2536683735167342j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.30717746677508645-0.05878010164228339j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.25445979403996744+0.16515087583243707j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.05620134243097846+0.2872388354349555j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.16917874549264295+0.22537084149164432j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.27116670102859114+0.015583166420789909j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.17525576743964633-0.1957355186464819j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.048715758849919036-0.25074474629899673j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.22626880246286857-0.10563190150018212j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.21271015438500376+0.12226525087619038j)
