index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)"
"(1.3076923076923084, -3.0)",(-0.0016847537425673867-0.008887992211603024j),(0.0029276650382103163+0.006215970500837532j),(-0.006628175516970408-0.004424113199740581j),(0.008331479214623492-0.004818723756772487j),(0.007978354563576867+0.007742287040022481j),(0.0038269985652239578+0.011115246255651703j),(0.00740497199117652+0.008432257927351205j),(0.009119979195576656-0.0035400948267700475j),(-0.005617689201249233-0.0058501007238570225j),(0.0012351485784890593+0.006821536108671656j),(0.0005581892162049188-0.006888294996956409j),(-0.003932753191185231+0.007887582872010388j),(0.012902941082123545-5.6892740631468606e-05j),(0.011041814474590609-0.011347627396933577j),(0.013195565066217397-0.001825752502212648j),(-0.002094196899957496+0.00887203708915356j)
"(1.4615384615384617, -3.0)",(-0.00034518421101682566-0.009091311556049503j),(0.0018681577406367534+0.006475324029825773j),(-0.005376325432985758-0.005548099734590006j),(0.009093265822749984-0.002169912683306291j),(0.004447549980089459+0.00994753665858162j),(-0.0016516289680347618+0.011536210892084077j),(0.0017463735778802223+0.011106108423470352j),(0.009495915698599571+0.002692834989669562j),(-0.0004170124487083509-0.008179189480187851j),(-0.0038138274893110375+0.005795042676929885j),(0.005118240967845691-0.004433652237697271j),(-0.007863590113150775+0.0030303982568198255j),(0.009860719205556607+0.007330792299492217j),(0.014854264325967682-0.004601095489768051j),(0.013348839004006224+0.0027462173109374824j),(-0.004050244052713656+0.008498472504897771j)
"(1.6153846153846159, -3.0)",(0.001541737446319971-0.009032521381046191j),(0.00047145989528585286+0.0066067167983180665j),(-0.003672625435066918-0.006531278463594192j),(0.009031844220664758+0.0008740871598066353j),(3.739186109532895e-05+0.010665528333400892j),(-0.0069778177101931585+0.009183197698262983j),(-0.004786069397629331+0.010173086255481766j),(0.005768624293252931+0.008097136394778872j),(0.0052626353740380764-0.0063674133864329305j),(-0.006805183054280244+0.0013809147238624427j),(0.006620930498222186+0.0006125115238916299j),(-0.007412631614865189-0.003218242322036937j),(0.0027845594413686094+0.011365643810233857j),(0.014702560763977445+0.003854881616533386j),(0.011380048348178445+0.007916164851917835j),(-0.006414215639729011+0.0072873093470635685j)
"(1.7692307692307692, -3.0)",(0.0038705441263815884-0.008390085592820918j),(-0.0012164779693247534+0.0064086484708190975j),(-0.001524285198736726-0.0071108503242131235j),(0.007862786463734138+0.003959492932817962j),(-0.004525995544321205+0.0093941821416677j),(-0.010578949622253999+0.0042402620561271115j),(-0.00981782443450112+0.005439722364201593j),(-0.0008338645691016548+0.00996323374257001j),(0.008269949875875794-0.0009387092898779301j),(-0.005683640483433221-0.004001049226549748j),(0.003934466471674131+0.005225543905638546j),(-0.002669671432811843-0.007298016627676673j),(-0.005285244199350185+0.009820456489647031j),(0.009584017163543209+0.011277051062378796j),(0.006696151387340863+0.012320767317276162j),(-0.00871574919366794+0.004883050799137095j)
"(1.9230769230769234, -3.0)",(0.006354691997088798-0.006824932588071683j),(-0.003053654306437987+0.005667274434845252j),(0.0009313357048233624-0.007002903879531822j),(0.005477149501273109+0.006550856312036914j),(-0.008198331556816662+0.006043876650908902j),(-0.011046351017896576-0.0021164106280163724j),(-0.011067962247869753-0.0016377226661123297j),(-0.007281048317068706+0.006912455809156099j),(0.006525908957280879+0.005252004552533914j),(-0.0008390069619198108-0.006906219198662498j),(-0.0013576134582350841+0.006300333099994403j),(0.0035221793202966224-0.006613465408122843j),(-0.010150944338930143+0.0031931621867837315j),(0.0006621193794480951+0.01435256807160051j),(-0.00032938621773338995+0.014107851138142823j),(-0.010188441768329446+0.0011678661662638892j)
"(2.0769230769230775, -3.0)",(0.008473809021431147-0.0041076301400461155j),(-0.004770594062124245+0.004215545618662601j),(0.0033922405077944453-0.005974118175058252j),(0.002065058882834022+0.00802042945955649j),(-0.009874257031024972+0.0011515928139820136j),(-0.007811008211617873-0.007867430019839626j),(-0.0075495811980066515-0.008188380305910011j),(-0.01006734550153275+7.91333068671839e-05j),(0.0006779881759865457+0.008394777987061511j),(0.004677247320274799-0.005156990574788815j),(-0.005643398933566768+0.002929948079350808j),(0.007076335915244246-0.0015451271221124975j),(-0.00891540415855535-0.004891170142146753j),(-0.008490177524025066+0.011029937649100704j),(-0.007936125746808576+0.011696206644449477j),(-0.009905962209431554-0.003473541173454257j)
"(2.230769230769231, -3.0)",(0.009507009257768845-0.0003030350221556897j),(-0.005975050765473822+0.002022267701529695j),(0.0054012729307529915-0.0039456389282570194j),(-0.0018104103023055835+0.007827430760888012j),(-0.008797559184757487-0.004079275855050801j),(-0.0016789714313606451-0.010786899306863072j),(-0.00045474796241378476-0.011063827468363575j),(-0.007267422808572641-0.006989208331412608j),(-0.005779894920795973+0.0061766317883257555j),(0.006959270622202238+0.0002971636291034784j),(-0.0057327731436428615-0.0025653869676968218j),(0.005478680751969986+0.004385871535963537j),(-0.0022369142078204887-0.009473624980364354j),(-0.013263863057807667+0.0023196448888069083j),(-0.013222189648748467+0.0048923866537104255j),(-0.007150944938226979-0.00797720557233856j)
"(2.384615384615385, -3.0)",(0.008713198593764297+0.004047877118031758j),(-0.0062211596182997625-0.0007100233361121999j),(0.006427311652141695-0.0011020008911170791j),(-0.005256646418768358+0.005757183460900277j),(-0.004996293237230529-0.008027669595402463j),(0.0051418911876160555-0.009429711334776348j),(0.00696527798239936-0.008509845934858496j),(-0.00010533656986106918-0.010085837750928934j),(-0.008483779851090303-0.0002803046519702767j),(0.004125058226468564+0.005614700441967413j),(-0.0014295692124259031-0.006042562935968597j),(-0.00010510920435825455+0.0068136877718875935j),(0.005518947095790853-0.007528595544953761j),(-0.01071130910492395-0.007392872431650743j),(-0.013346755422462922-0.004263696616739139j),(-0.001955173273379397-0.010723505218004895j)
"(2.5384615384615383, -3.0)",(0.005672630509390375+0.007870487386571041j),(-0.0051581419078290044-0.0034859088051503177j),(0.006028287275985063+0.002046392306296558j),(-0.007260388173730099+0.0021371506259986765j),(0.0004731895269883034-0.009205152460214657j),(0.009753959747109847-0.004045079651789267j),(0.010809743606699012-0.0014793949021792265j),(0.007254092979813449-0.006997753966866612j),(-0.005276472323519807-0.006676964060715298j),(-0.0019057226617174262+0.006700764441440014j),(0.0039663687812854604-0.004691953199692361j),(-0.005375461144140007+0.003880759329683107j),(0.008957551032484993-0.00044277892662881107j),(-0.0019714161819530595-0.01241926033274449j),(-0.007355620061553586-0.011772712093818515j),(0.004452584488335039-0.010121414196150012j)
"(2.6923076923076925, -3.0)",(0.0006967816131140453+0.00976745952786642j),(-0.0027361466240585115-0.005562209976031687j),(0.004067086432895688+0.004710783757921893j),(-0.00704762478533515-0.002092240781960518j),(0.005692061019342183-0.006950677471354617j),(0.009884584733344854+0.0031532389111722198j),(0.008717341372545064+0.00640165403488049j),(0.010041435455869968+0.0006485525430865075j),(0.0018301871710293773-0.008326162037517617j),(-0.006497152895228556+0.002505687913115931j),(0.006063559132286081+0.0004860154655789142j),(-0.006130236390331309-0.002043430906307609j),(0.005624106417549131+0.006549015791900666j),(0.007645012380930166-0.0094424845382172j),(0.00246435172907663-0.013494615685227846j),(0.009702618357758045-0.005563936656050671j)
