index,value
"(0,)",(-1.5930122559108804-0.8871053180638887j)
"(1,)",(-4.364067910576014+2.6882906946515726j)
"(2,)",(-2.5076665251932417+0.7128187918016264j)
"(3,)",(-0.9475452134313824+0.38346113593197584j)
"(4,)",(3.614019516208449-2.4079761377216746j)
"(5,)",(-6.829497792302422+3.030304793007728j)
"(6,)",(7.980381322074582+0.1548706787092926j)
"(7,)",(-8.987592665557154-7.5225849687898325j)
"(8,)",(2.2065729400243175+16.159962689639396j)
"(9,)",(14.478425927610846+6.016717007938813j)
"(10,)",(13.85963448824206+10.552489493805712j)
"(11,)",(-6.043506265402094+10.932187344957859j)
"(12,)",(-1.7497102870708323-11.383012185415538j)
"(13,)",(3.490903514946943+6.910137853093307j)
"(14,)",(-4.6526279152987335-2.61364708890597j)
"(15,)",(3.555053957358293+0.3256928206147467j)
