index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.07751999454597283+0.260944840312595j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.2527889899027665+0.12830914687934797j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.2804757170649562-0.08991824579319446j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.1505299090864068-0.2645559608273452j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(-0.057317701969074444-0.30664754232713715j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.23569836242016934-0.21093474605840556j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.31435141933893274-0.03973012150700837j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.28646788851278543+0.12810365756949624j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.19121983464329184+0.24208238231285484j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.07680780032063907+0.2936811027335912j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.026904795483176928+0.3013732466461308j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.11327894200719836+0.2872097036648418j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.18766036269947542+0.2629835201603017j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.2543260163435783+0.23064993900255915j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.3111696387435282+0.19028131253060712j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.3523077587380835+0.1465342396001077j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.37311161070706134+0.10934869661331034j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.3726214342493515+0.09017585933121017j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.352077068587439+0.09723208162420531j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.3115851639629446+0.1321119473016787j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.24798786978470105+0.18803297595572707j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.1562006820292332+0.24919850079625452j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.03460017714637051+0.2916982556076943j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.10715840674531667+0.287852171208731j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.24210250023854932+0.21599495797239665j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.3278134205544092+0.0748138316486826j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.3211196671711516-0.10420300137971135j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.20385647722361924-0.2573690942511673j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(-0.007121493375935033-0.31159352288778j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.18620051647651156-0.22590844299769006j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.27505327142764935-0.02963882926881837j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.20123249514059452+0.17491480600463147j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.0006234212270921011+0.26312933284415385j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.20101605153060847+0.17139933002736554j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.2630739602392363-0.04458277367848748j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.1340584911514164-0.2327410093916166j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.09620144603294856-0.25006688002440935j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.2524612771169132-0.07820727058029271j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.20994634947664959+0.14968658446984134j)
"(3.0, -3.0)","(3.0, -3.0)",(0.003113882054708854+0.24916757696559508j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.23682970110221382+0.1274025903846838j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.2647101033867826-0.09545169281191052j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.11884538846306025-0.2694392085373418j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(-0.10794368607223902-0.2876238697511154j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.2828298640734705-0.1460902796797937j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.31906912562367384+0.06929362047501829j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.21702250461025674+0.2493662675747196j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.0433292741748335+0.32710737395950673j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(0.12332817889133244+0.3008570904417641j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(0.2366499676022679+0.2126869346119811j)
"(-1.4615384615384615, -2.8461538461538463)","(-1.4615384615384615, -2.8461538461538463)",(0.2929548557845734+0.10949395933663536j)
"(-1.3076923076923075, -2.8461538461538463)","(-1.3076923076923075, -2.8461538461538463)",(0.31293677265065767+0.016989584015343808j)
"(-1.1538461538461537, -2.8461538461538463)","(-1.1538461538461537, -2.8461538461538463)",(0.31737163596436846-0.06207977745688792j)
"(-1.0, -2.8461538461538463)","(-1.0, -2.8461538461538463)",(0.31489687237404407-0.13433333983075577j)
"(-0.8461538461538458, -2.8461538461538463)","(-0.8461538461538458, -2.8461538461538463)",(0.3047666342663387-0.20241041017058672j)
"(-0.6923076923076921, -2.8461538461538463)","(-0.6923076923076921, -2.8461538461538463)",(0.28602138682469236-0.2608752397510113j)
"(-0.5384615384615383, -2.8461538461538463)","(-0.5384615384615383, -2.8461538461538463)",(0.2634670347100916-0.3001092376240792j)
"(-0.3846153846153846, -2.8461538461538463)","(-0.3846153846153846, -2.8461538461538463)",(0.24680588126952493-0.31180747858230473j)
"(-0.23076923076923084, -2.8461538461538463)","(-0.23076923076923084, -2.8461538461538463)",(0.24513015213627926-0.2913459248796501j)
"(-0.07692307692307665, -2.8461538461538463)","(-0.07692307692307665, -2.8461538461538463)",(0.2608561115203314-0.2368621658681497j)
"(0.0769230769230771, -2.8461538461538463)","(0.0769230769230771, -2.8461538461538463)",(0.2859000095772249-0.14809246080292848j)
"(0.23076923076923084, -2.8461538461538463)","(0.23076923076923084, -2.8461538461538463)",(0.3013414114024581-0.028095488538895732j)
"(0.384615384615385, -2.8461538461538463)","(0.384615384615385, -2.8461538461538463)",(0.2815488179574255+0.11149266427952118j)
"(0.5384615384615388, -2.8461538461538463)","(0.5384615384615388, -2.8461538461538463)",(0.20383464188792697+0.24472117764829104j)
"(0.6923076923076925, -2.8461538461538463)","(0.6923076923076925, -2.8461538461538463)",(0.0629136138134971+0.3312892708473142j)
"(0.8461538461538463, -2.8461538461538463)","(0.8461538461538463, -2.8461538461538463)",(-0.1153236623344468+0.32839673462158686j)
"(1.0, -2.8461538461538463)","(1.0, -2.8461538461538463)",(-0.2714965514654007+0.21488431994803966j)
"(1.1538461538461542, -2.8461538461538463)","(1.1538461538461542, -2.8461538461538463)",(-0.3323980972494071+0.01691106962128712j)
"(1.3076923076923084, -2.8461538461538463)","(1.3076923076923084, -2.8461538461538463)",(-0.2519092162437387-0.18537986467146572j)
"(1.4615384615384617, -2.8461538461538463)","(1.4615384615384617, -2.8461538461538463)",(-0.052781793520086565-0.2877638598710657j)
"(1.6153846153846159, -2.8461538461538463)","(1.6153846153846159, -2.8461538461538463)",(0.16465967698290468-0.223641815396098j)
"(1.7692307692307692, -2.8461538461538463)","(1.7692307692307692, -2.8461538461538463)",(0.26978263805331315-0.02126242406034333j)
"(1.9230769230769234, -2.8461538461538463)","(1.9230769230769234, -2.8461538461538463)",(0.1883380202354263+0.19351174530709725j)
"(2.0769230769230775, -2.8461538461538463)","(2.0769230769230775, -2.8461538461538463)",(-0.030735054878199858+0.27090336859243774j)
"(2.230769230769231, -2.8461538461538463)","(2.230769230769231, -2.8461538461538463)",(-0.23181434968978407+0.1481091047917457j)
"(2.384615384615385, -2.8461538461538463)","(2.384615384615385, -2.8461538461538463)",(-0.26045711526874415-0.08869662031000275j)
"(2.5384615384615383, -2.8461538461538463)","(2.5384615384615383, -2.8461538461538463)",(-0.08904115820134367-0.256871383942192j)
"(2.6923076923076925, -2.8461538461538463)","(2.6923076923076925, -2.8461538461538463)",(0.14795838730499639-0.22021936335852613j)
