index,value
"(0,)",(1.4205602227662892+0.5421156315449217j)
"(1,)",(-0.8586751057087102+1.0904248541052597j)
"(2,)",(-2.7468446854240307+2.673242566522354j)
"(3,)",(-4.371891485823703+3.1505161935780457j)
"(4,)",(-5.140730480091153+3.4305073198758453j)
"(5,)",(-4.796578276111328+3.3170543980413587j)
"(6,)",(-3.5062268685611935+2.869668310041461j)
"(7,)",(-1.4840753496397578+1.9354230157546344j)
"(8,)",(0.5816162525240453+0.5421360506117066j)
"(9,)",(1.9324264756339733-0.7862393061651344j)
"(10,)",(2.368611251932513-1.2628393371734699j)
"(11,)",(2.5314209977508453-0.7074815163323442j)
"(12,)",(2.9275474964988812-0.20773193221311503j)
"(13,)",(2.591407439438815-1.0275972682853083j)
"(14,)",(-0.18284225278049648-2.3775598556850692j)
"(15,)",(-4.806815729130896-1.4250505053766416j)
"(16,)",(-7.240323066718652+2.911436446423602j)
"(17,)",(-4.044828185860928+6.972888247169986j)
"(18,)",(2.622466688064743+5.586024478722476j)
"(19,)",(6.415350698651833-1.5053008051187424j)
"(20,)",(3.69081536965831-8.560925917888001j)
"(21,)",(-2.7789801026087892-9.73583412403654j)
"(22,)",(-7.302863325002102-4.471057084528027j)
"(23,)",(-6.788457493460572+3.2234039215394885j)
"(24,)",(-2.326587914031162+9.111542796460478j)
"(25,)",(3.0977409924856785+11.561032061695062j)
"(26,)",(7.240246402774751+11.312990489026419j)
"(27,)",(9.48823513955902+9.916854327097813j)
"(28,)",(10.334459504145501+8.60316310379384j)
"(29,)",(10.511970386593145+8.006541856623368j)
"(30,)",(10.402949825249475+8.325595578822728j)
"(31,)",(9.818277183777273+9.462921984628283j)
"(32,)",(8.103782417836598+10.950297647498596j)
"(33,)",(4.602017194592554+11.756140251584133j)
"(34,)",(-0.5390727324070208+10.357293952826303j)
"(35,)",(-5.618159426192914+5.568181048781896j)
"(36,)",(-7.6851838268236135-1.9073908314048937j)
"(37,)",(-4.68384254272794-8.547844136208148j)
"(38,)",(1.7538055671863706-9.770827548442913j)
"(39,)",(6.305810191545552-4.235537358701435j)
"(40,)",(4.576387973167673+3.643548435022301j)
"(41,)",(-1.8903773451308143+7.269554683730486j)
"(42,)",(-6.842598334344162+4.587709673108751j)
"(43,)",(-6.155789505821432-0.2549670638518754j)
"(44,)",(-1.7489728128981126-2.422575134487582j)
"(45,)",(1.905580393024541-1.4935824183914894j)
"(46,)",(2.9139576318434806-0.251908382944956j)
"(47,)",(2.65639263458116-0.45555260638113104j)
"(48,)",(2.454818111424792-1.12901741759039j)
"(49,)",(2.06101799151729-1.4070623849039936j)
