index,value
"(0,)",(-2.9911262434957+0.22910378611616347j)
"(1,)",(-3.5993874667028125+2.5849624472382056j)
"(2,)",(-3.4317715344319435-0.721909476902324j)
"(3,)",(3.7221220225322984+0.8891416444232448j)
"(4,)",(-5.341746031293896-1.7494208557733966j)
"(5,)",(5.094543272481692+4.007585705854827j)
"(6,)",(-4.909649659295836-8.42408870392383j)
"(7,)",(-0.7713326269006213+15.643341517714871j)
"(8,)",(17.955974581439914+5.405816500694311j)
"(9,)",(8.302509624922985+14.72057465331536j)
"(10,)",(-9.119073662993983-0.5861780611272658j)
"(11,)",(5.816413535315284-3.801085037299243j)
"(12,)",(-5.475260731015129+3.9388489845573353j)
"(13,)",(4.243626842626389-2.767227046403248j)
