index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.06938394527245063+0.23156010961720286j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.21411093532551073+0.12162397221985413j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.24516239591992445-0.05430229856139288j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.15495611659006667-0.20424959080764968j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(-0.005681275965005758-0.2620678462559306j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.16390853650813886-0.21256857365935924j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.2616151643054185-0.08574707225989192j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.2746961992503342+0.06722326555408772j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.21209124328229528+0.19905278886377797j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.10239696997614262+0.2813467276505881j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.02175824508777042+0.3074249992815299j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.13476634412091587+0.2868487976310503j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.22251702128099868+0.23711720491146218j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.2816338517467971+0.1765570834765881j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.31596455432781934+0.12012603337408088j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.33247347173807573+0.07805036083238942j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.33777127980539523+0.05631026259762224j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.33569533671625856+0.05777317480539776j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.3259196860005335+0.08294491030794249j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.3035758956620556+0.12965481572132975j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.26018799418539185+0.19149938030647223j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.18657088843044872+0.25564386387080096j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.0782081416034786+0.3016399397890507j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.057557780400019784+0.3038536893960988j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.19555225197416648+0.23986740717213134j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.2935014856076956+0.10452426144423202j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.3049042487519061-0.07606079665458944j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.20405980479481087-0.2415323894961755j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(-0.012692881282895824-0.3160584271446501j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.19183270810470093-0.2486168876003533j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.30424917123804296-0.05553685717041071j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.2517038766528221+0.167742736636714j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.05275588245639488+0.2895400221844859j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.173967870308924+0.22642581016507712j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.2765351571135535+0.013883181945322101j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.17896467861442286-0.20064405629460103j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.048921876819397386-0.25716413761463613j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.2306983147660553-0.11032273597766218j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.2189715372313641+0.12192978150160334j)
"(3.0, -3.0)","(3.0, -3.0)",(0.023048830932122847+0.24527398889959318j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.2217882399364556+0.10344155873968025j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.2340588796355661-0.08584608607723981j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.11274271643472308-0.22785034053564124j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(-0.06914728424455698-0.2501497386445672j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.21821700909944322-0.15092100878287304j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.2712603152868952+0.014981414262379575j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.21722056649324012+0.17454957657859713j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.0882883949323456+0.2723887284746926j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(0.06514947590763764+0.2874251349265775j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(0.19849965289834626+0.22988376457411758j)
"(-1.4615384615384615, -2.8461538461538463)","(-1.4615384615384615, -2.8461538461538463)",(0.2860897661843443+0.12744294467641407j)
"(-1.3076923076923075, -2.8461538461538463)","(-1.3076923076923075, -2.8461538461538463)",(0.32263766862125787+0.010519683505499748j)
"(-1.1538461538461537, -2.8461538461538463)","(-1.1538461538461537, -2.8461538461538463)",(0.317509632095204-0.09741734768805925j)
"(-1.0, -2.8461538461538463)","(-1.0, -2.8461538461538463)",(0.2869808178918851-0.18329200925696024j)
"(-0.8461538461538458, -2.8461538461538463)","(-0.8461538461538458, -2.8461538461538463)",(0.24793167838384672-0.24323360908482652j)
"(-0.6923076923076921, -2.8461538461538463)","(-0.6923076923076921, -2.8461538461538463)",(0.21419434525750491-0.2791130728967212j)
"(-0.5384615384615383, -2.8461538461538463)","(-0.5384615384615383, -2.8461538461538463)",(0.19520620013821838-0.2946828459742869j)
"(-0.3846153846153846, -2.8461538461538463)","(-0.3846153846153846, -2.8461538461538463)",(0.19591534691432444-0.2924190125587829j)
"(-0.23076923076923084, -2.8461538461538463)","(-0.23076923076923084, -2.8461538461538463)",(0.21680613690149173-0.2716112236953452j)
"(-0.07692307692307665, -2.8461538461538463)","(-0.07692307692307665, -2.8461538461538463)",(0.25327678313450475-0.2280896892669496j)
"(0.0769230769230771, -2.8461538461538463)","(0.0769230769230771, -2.8461538461538463)",(0.2943512129815088-0.15608539096502264j)
"(0.23076923076923084, -2.8461538461538463)","(0.23076923076923084, -2.8461538461538463)",(0.3218174986711277-0.052665567535082794j)
"(0.384615384615385, -2.8461538461538463)","(0.384615384615385, -2.8461538461538463)",(0.31205031195352023+0.07565847802294945j)
"(0.5384615384615388, -2.8461538461538463)","(0.5384615384615388, -2.8461538461538463)",(0.24308006024550177+0.20660577978103561j)
"(0.6923076923076925, -2.8461538461538463)","(0.6923076923076925, -2.8461538461538463)",(0.10751305436119762+0.30116501975450705j)
"(0.8461538461538463, -2.8461538461538463)","(0.8461538461538463, -2.8461538461538463)",(-0.07305255539664741+0.31393179631765195j)
"(1.0, -2.8461538461538463)","(1.0, -2.8461538461538463)",(-0.24249871401276812+0.21645621957663455j)
"(1.1538461538461542, -2.8461538461538463)","(1.1538461538461542, -2.8461538461538463)",(-0.3254636261572651+0.024991111008998288j)
"(1.3076923076923084, -2.8461538461538463)","(1.3076923076923084, -2.8461538461538463)",(-0.26613598783031706-0.18713719608564963j)
"(1.4615384615384617, -2.8461538461538463)","(1.4615384615384617, -2.8461538461538463)",(-0.0736830593385465-0.3128478801629281j)
"(1.6153846153846159, -2.8461538461538463)","(1.6153846153846159, -2.8461538461538463)",(0.15980494902430992-0.27127613298968256j)
"(1.7692307692307692, -2.8461538461538463)","(1.7692307692307692, -2.8461538461538463)",(0.29769489914483394-0.0723418007853189j)
"(1.9230769230769234, -2.8461538461538463)","(1.9230769230769234, -2.8461538461538463)",(0.24558176308242402+0.16678642559654017j)
"(2.0769230769230775, -2.8461538461538463)","(2.0769230769230775, -2.8461538461538463)",(0.030596952938300684+0.285633943678505j)
"(2.230769230769231, -2.8461538461538463)","(2.230769230769231, -2.8461538461538463)",(-0.1976895004827355+0.19586387215938023j)
"(2.384615384615385, -2.8461538461538463)","(2.384615384615385, -2.8461538461538463)",(-0.26765713666388313-0.03812442943500292j)
"(2.5384615384615383, -2.8461538461538463)","(2.5384615384615383, -2.8461538461538463)",(-0.12300644026885325-0.23318526872524453j)
"(2.6923076923076925, -2.8461538461538463)","(2.6923076923076925, -2.8461538461538463)",(0.11840376310399314-0.22930676593715435j)
"(2.8461538461538467, -2.8461538461538463)","(2.8461538461538467, -2.8461538461538463)",(0.251741824709597-0.029550323015839756j)
"(3.0, -2.8461538461538463)","(3.0, -2.8461538461538463)",(0.16029484573484812+0.19133956153857387j)
"(-3.0, -2.6923076923076925)","(-3.0, -2.6923076923076925)",(0.23002649927606594-0.09255528501645197j)
"(-2.8461538461538463, -2.6923076923076925)","(-2.8461538461538463, -2.6923076923076925)",(0.09238790315216086-0.23513752504623964j)
