index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.03582934031504296+0.2725874162482052j),(0.8131788195331976+0.9016564006682477j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.22059045051686607+0.17504447688041122j),(0.1119863811293686+1.1691295618266022j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.28802956137071284-0.020503004437597297j),(-0.6068131821016745+0.4258785189869405j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.21003489738675268-0.20914581001267002j),(-0.6494462580035705-0.7203132420042975j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.03258981281088154-0.302787835239342j),(-0.0023967501260538093-1.302175618041323j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.160644685187272-0.2687554271143728j),(0.6609862726213238-0.8387752242885844j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.29365429241800595-0.13217794527113805j),(0.6302133574773068+0.250534173006964j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.3276095039781487+0.04836387445870897j),(-0.14975465488031822+1.0324206068945925j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.2659427640480095+0.21227592648953725j),(-0.9973982244019814+0.8941651473446253j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.14092037951183228+0.319358002403012j),(-1.1100999936783924+0.07300282083794432j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(0.006177793226099981+0.3570924722796322j),(-0.31087328175785356-0.5913159923871059j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.14108581360004488+0.3355885310756215j),(0.7672638630437831-0.44409156383179327j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.2442467181926703+0.2769067860490683j),(1.238728237987942+0.381818686163814j)
"(-1.0, -3.0)",[-1. -3.],(0.44970134126633127+0.8931789874729827j),(0.3107687708115409+0.2048818152341451j),(0.7604701120778722+1.098060802707128j)
"(-0.8461538461538458, -3.0)",[-0.84615385 -3.        ],(-0.5079723233823321+0.8613733909737143j),(0.3458339386134835+0.13872480597079956j),(-0.16213838476884862+1.000098196944514j)
"(-0.6923076923076921, -3.0)",[-0.69230769 -3.        ],(-0.9992509738132139+0.03869743316220923j),(0.3588991307001617+0.09083839677330242j),(-0.6403518431130522+0.12953582993551166j)
"(-0.5384615384615383, -3.0)",[-0.53846154 -3.        ],(-0.5730668990397428-0.8195085900861401j),(0.35884733685510084+0.06754286248085352j),(-0.214219562184642-0.7519657276052866j)
"(-0.3846153846153846, -3.0)",[-0.38461538 -3.        ],(0.37927880348881066-0.9252824375422329j),(0.35087469870116955+0.07089843254303238j),(0.7301535021899802-0.8543840049992005j)
"(-0.23076923076923084, -3.0)",[-0.23076923 -3.        ],(0.9833895042207711-0.181507804208045j),(0.3350323251656815+0.10009089407389087j),(1.3184218293864527-0.08141691013415413j)
"(-0.07692307692307665, -3.0)",[-0.07692308 -3.        ],(0.6846006950960638+0.7289183001365697j),(0.30616763466580993+0.15147562224320438j),(0.9907683297618737+0.8803939223797741j)
"(0.0769230769230771, -3.0)",[ 0.07692308 -3.        ],(-0.24275454614606543+0.9700877436218941j),(0.2553487448431212+0.21713683190976077j),(0.012594198697055775+1.1872245755316548j)
"(0.23076923076923084, -3.0)",[ 0.23076923 -3.        ],(-0.9472245930780933+0.3205706946494653j),(0.17327487604656536+0.2827370387723528j),(-0.7739497170315279+0.6033077334218181j)
"(0.384615384615385, -3.0)",[ 0.38461538 -3.        ],(-0.7819999593738021-0.6232784799264066j),(0.05606940001311322+0.3265128887969101j),(-0.7259305593606888-0.2967655911294965j)
"(0.5384615384615388, -3.0)",[ 0.53846154 -3.        ],(0.10121828418299657-0.9948642414656635j),(-0.0873682084996582+0.3221183491764954j),(0.013850075683338361-0.6727458922891681j)
"(0.6923076923076925, -3.0)",[ 0.69230769 -3.        ],(0.8915029151833175-0.4530149580528735j),(-0.22966981028321326+0.24759121828060182j),(0.6618331049001043-0.20542373977227169j)
"(0.8461538461538463, -3.0)",[ 0.84615385 -3.        ],(0.8632537488429478+0.5047702102032139j),(-0.32655080810335546+0.09978767594357714j),(0.5367029407395923+0.6045578861467911j)
"(1.0, -3.0)",[ 1. -3.],(0.04240776977795813+0.999100385878446j),(-0.33084543749916395-0.09184445214047257j),(-0.2884376677212058+0.9072559337379734j)
"(1.1538461538461542, -3.0)",[ 1.15384615 -3.        ],(-0.8173749219347579+0.5761060987284793j),(-0.21845550831433794-0.26343706799617367j),(-1.035830430249096+0.3126690307323056j)
"(1.3076923076923084, -3.0)",[ 1.30769231 -3.        ],(-0.9266844662156044-0.37584025871997856j),(-0.014875302712680116-0.33722656834677406j),(-0.9415597689282845-0.7130668270667526j)
"(1.4615384615384617, -3.0)",[ 1.46153846 -3.        ],(-0.18515825645731304-0.9827087157778178j),(0.19813252951169008-0.2632613114333029j),(0.012974273054377039-1.2459700272111207j)
"(1.6153846153846159, -3.0)",[ 1.61538462 -3.        ],(0.7263710886646181-0.6873027291901128j),(0.3127133453565541-0.06182973452768087j),(1.0390844340211722-0.7491324637177936j)
"(1.7692307692307692, -3.0)",[ 1.76923077 -3.        ],(0.9709824962710165+0.23915056331797652j),(0.25706074461846756+0.16690553378746711j),(1.2280432408894841+0.40605609710544366j)
"(1.9230769230769234, -3.0)",[ 1.92307692 -3.        ],(0.3240858938776612+0.946027659949495j),(0.053994550694180486+0.2888943561363818j),(0.37808044457184165+1.2349220160858767j)
"(2.0769230769230775, -3.0)",[ 2.07692308 -3.        ],(-0.6203703158510077+0.7843090406280684j),(-0.17332659092709415+0.22257650217356667j),(-0.7936969067781018+1.006885542801635j)
"(2.230769230769231, -3.0)",[ 2.23076923 -3.        ],(-0.9952332446799114-0.0975232725245396j),(-0.27181169521604215+0.008314481532745183j),(-1.2670449398959536-0.08920879099179442j)
"(2.384615384615385, -3.0)",[ 2.38461538 -3.        ],(-0.45632232809179374-0.8898145497152119j),(-0.16906323038006557-0.2025418530486706j),(-0.6253855584718593-1.0923564027638826j)
"(2.5384615384615383, -3.0)",[ 2.53846154 -3.        ],(0.5015611366090934-0.865122203069251j),(0.05937460544724145-0.2508694919801336j),(0.5609357420563349-1.1159916950493847j)
"(2.6923076923076925, -3.0)",[ 2.69230769 -3.        ],(0.9989360210741761-0.04611752162132389j),(0.23424785138883092-0.09709247682583902j),(1.233183872463007-0.14320999844716292j)
"(2.8461538461538467, -3.0)",[ 2.84615385 -3.        ],(0.5791373543320645+0.8152299827761837j),(0.21154083835068765+0.13453439949383206j),(0.7906781926827522+0.9497643822700158j)
"(3.0, -3.0)",[ 3. -3.],(-0.3723965313866303+0.9280737165824741j),(0.008334486225525418+0.24854980173056818j),(-0.3640620451611049+1.1766235183130422j)
"(-3.0, -2.8461538461538463)",[-3.         -2.84615385],(0.3084073358240364+0.9512543903761601j),(0.22805313682193346+0.15662793731002433j),(0.5364604726459699+1.1078823276861844j)
"(-2.8461538461538463, -2.8461538461538463)",[-2.84615385 -2.84615385],(-0.6332472876405948+0.7739495285196767j),(0.2782121033056858-0.05397256996678874j),(-0.355035184334909+0.7199769585528879j)
"(-2.6923076923076925, -2.8461538461538463)",[-2.69230769 -2.84615385],(-0.9934856328403785-0.11395743652676912j),(0.16720035291759294-0.23775834583808483j),(-0.8262852799227856-0.35171578236485396j)
"(-2.5384615384615383, -2.8461538461538463)",[-2.53846154 -2.84615385],(-0.4415547032094214-0.897234330637008j),(-0.036901953400681545-0.29619027412319504j),(-0.47845665661010295-1.193424604760203j)
"(-2.3846153846153846, -2.8461538461538463)",[-2.38461538 -2.84615385],(0.5157898731927637-0.8567151257633968j),(-0.22621984908745607-0.20733881215169j),(0.28957002410530763-1.0640539379150868j)
"(-2.230769230769231, -2.8461538461538463)",[-2.23076923 -2.84615385],(0.9995617485482756-0.0296025478483502j),(-0.3149915950667499-0.02251810802159455j),(0.6845701534815257-0.05212065586994475j)
"(-2.0769230769230766, -2.8461538461538463)",[-2.07692308 -2.84615385],(0.5655855607384725+0.82468962251513j),(-0.2752074710239839+0.17328829667341292j),(0.29037808971448864+0.997977919188543j)
"(-1.923076923076923, -2.8461538461538463)",[-1.92307692 -2.84615385],(-0.38768326074390597+0.9217926498616555j),(-0.1352701598949358+0.306493705885125j),(-0.5229534206388418+1.2282863557467805j)
"(-1.7692307692307692, -2.8461538461538463)",[-1.76923077 -2.84615385],(-0.985000524269936+0.1725513465260451j),(0.04622764670542614+0.34187515645171335j),(-0.9387728775645099+0.5144265029777584j)
"(-1.6153846153846154, -2.8461538461538463)",[-1.61538462 -2.84615385],(-0.6779391191659766-0.7351180522232192j),(0.21132725271388567+0.2850320073572413j),(-0.46661186645209096-0.4500860448659779j)
"(-1.4615384615384615, -2.8461538461538463)",[-1.46153846 -2.84615385],(0.25157238915791963-0.9678384849825803j),(0.32311477234537384+0.16788409223081646j),(0.5746871615032935-0.7999543927517638j)
"(-1.3076923076923075, -2.8461538461538463)",[-1.30769231 -2.84615385],(0.9501025966958736-0.3119375831023863j),(0.37119130876167833+0.02948848726069165j),(1.3212939054575519-0.28244909584169464j)
"(-1.1538461538461537, -2.8461538461538463)",[-1.15384615 -2.84615385],(0.7762956832982122+0.6303689491817961j),(0.36590177758833353-0.09847904164133202j),(1.1421974608865457+0.5318899075404641j)
"(-1.0, -2.8461538461538463)",[-1.         -2.84615385],(-0.11026745634085303+0.9939019509348586j),(0.32804657707098417-0.19802337027669664j),(0.21777912073013114+0.7958785806581619j)
"(-0.8461538461538458, -2.8461538461538463)",[-0.84615385 -2.84615385],(-0.8955884819895041+0.4448834352139172j),(0.2796144060886879-0.2640468041634564j),(-0.6159740759008163+0.18083663105046083j)
"(-0.6923076923076921, -2.8461538461538463)",[-0.69230769 -2.84615385],(-0.8586245453206537-0.5126050040459034j),(0.23815758493857755-0.2996881252540239j),(-0.6204669603820762-0.8122931292999273j)
"(-0.5384615384615383, -2.8461538461538463)",[-0.53846154 -2.84615385],(-0.033314101196222405-0.999444931280102j),(0.21480477426515251-0.31085735285467797j),(0.1814906730689301-1.31030228413478j)
"(-0.3846153846153846, -2.8461538461538463)",[-0.38461538 -2.84615385],(0.8225836997306594-0.5686440511756194j),(0.21445871540763162-0.30189785209746417j),(1.0370424151382909-0.8705419032730837j)
"(-0.23076923076923084, -2.8461538461538463)",[-0.23076923 -2.84615385],(0.9232259115800339+0.3842576169540631j),(0.23645675750499515-0.2732039389974449j),(1.159682669085029+0.11105367795661819j)
"(-0.07692307692307665, -2.8461538461538463)",[-0.07692308 -2.84615385],(0.17620784286427238+0.9843529834937871j),(0.27452130004254294-0.2210749598189844j),(0.4507291429068153+0.7632780236748027j)
"(0.0769230769230771, -2.8461538461538463)",[ 0.07692308 -2.84615385],(-0.7325955350013151+0.6806642212546041j),(0.3158749744597225-0.14004033065815077j),(-0.4167205605415926+0.5406238905964533j)
"(0.23076923076923084, -2.8461538461538463)",[ 0.23076923 -2.84615385],(-0.9687659971841128-0.2479766978969426j),(0.3407196631825143-0.027823697928840284j),(-0.6280463340015985-0.27580039582578286j)
"(0.384615384615385, -2.8461538461538463)",[ 0.38461538 -2.84615385],(-0.31546352898776714-0.9489377017900512j),(0.324486127591526+0.10771530731419553j),(0.009022598603758869-0.8412223944758557j)
"(0.5384615384615388, -2.8461538461538463)",[ 0.53846154 -2.84615385],(0.6274819183925043-0.7786311335224546j),(0.24543026776251153+0.24235603974234796j),(0.8729121861550159-0.5362750937801066j)
"(0.6923076923076925, -2.8461538461538463)",[ 0.69230769 -2.84615385],(0.994304563842483+0.1065759556467108j),(0.09794731392465489+0.3352298844455733j),(1.092251877767138+0.4418058400922841j)
"(0.8461538461538463, -2.8461538461538463)",[ 0.84615385 -2.84615385],(0.44820603259859493+0.8939302838265561j),(-0.09317665037450337+0.34026548917045707j),(0.3550293822240915+1.2341957729970132j)
"(1.0, -2.8461538461538463)",[ 1.         -2.84615385],(-0.509413066447917+0.860522125068339j),(-0.26829239765761626+0.23052830467646576j),(-0.7777054641055332+1.0910504297448047j)
"(1.1538461538461542, -2.8461538461538463)",[ 1.15384615 -2.84615385],(-0.9993143323913952+0.03702519516680667j),(-0.3499325027915555+0.026027690132160525j),(-1.3492468351829507+0.06305288529896719j)
