index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.07588520694653915+0.08861218994420933j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.11496989252722692+0.006765779065431056j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.08835318144745116-0.07167241987526372j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.025129259419217932-0.10994539223750074j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(-0.039296691876595874-0.10648627809363752j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.08867394265053033-0.0787400089532511j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.12567169538841852-0.0391596062540754j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.15501009729448573+0.01416088654026684j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.16989906791057668+0.08861156212912602j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.1533562449753271+0.18252881479942398j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.09077686751582455+0.2790980937538655j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.018031343286093883+0.35289914691383073j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.1562103550954722+0.3829141112341394j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.29700205767382376+0.3626743180479911j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.4147308881870213+0.3022045311954474j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.49296000682459706+0.22251408236287912j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.526604541369142+0.14700179586695128j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.5188519947999686+0.09404893123238356j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.47598240917784096+0.07281760036652044j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.40323386825154267+0.08205575325136413j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.30363594222210555+0.11081258959221198j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.18020547114276886+0.14040731733716072j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.04048312224104021+0.14797688714288112j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.0988812252286938+0.11243355562380808j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.21071885931809312+0.0229032197018686j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.2622199082809465-0.11242984200437778j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.22709749288083012-0.2617156526863334j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.10170592965222058-0.37464409947986743j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.08312032357916915-0.40011798934439263j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.2645775797117641-0.3118802328097948j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.36995286217437034-0.12940980161804463j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.3518080979188083+0.08138402420681523j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.21758071440630905+0.2351066706841205j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(0.03207307019438076+0.27144974931756555j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.11543381579864825+0.19119895357187344j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.16337884354504725+0.05694018706896572j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(-0.11507076217003975-0.04729295853062558j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(-0.03185143368050487-0.07230034672455286j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.015946889883565588-0.03436686466831029j)
"(3.0, -3.0)","(3.0, -3.0)",(0.0037153615904042536+0.005350771336156301j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.1256846535640091+0.010388781627042466j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.0891388149339655-0.08711654517476308j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(-0.0004111143792979999-0.12341445742366408j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(-0.0819212327927405-0.09066034354083036j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.1192833804781486-0.022531768539280208j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.11445557115007887+0.044296970784442544j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.08712609852266953+0.09592825275500504j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.04861797172803034+0.1380329854103173j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(0.0062158884111033685+0.17608342001765973j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(0.0874052945232224+0.20139160876120574j)
"(-1.4615384615384615, -2.8461538461538463)","(-1.4615384615384615, -2.8461538461538463)",(0.1937526981977722+0.19420779138639616j)
"(-1.3076923076923075, -2.8461538461538463)","(-1.3076923076923075, -2.8461538461538463)",(0.3072049933235328+0.13826103127496128j)
"(-1.1538461538461537, -2.8461538461538463)","(-1.1538461538461537, -2.8461538461538463)",(0.40088562673705275+0.03344865206265465j)
"(-1.0, -2.8461538461538463)","(-1.0, -2.8461538461538463)",(0.4530911951421274-0.1021422392880953j)
"(-0.8461538461538458, -2.8461538461538463)","(-0.8461538461538458, -2.8461538461538463)",(0.4572700728898307-0.2402404505689074j)
"(-0.6923076923076921, -2.8461538461538463)","(-0.6923076923076921, -2.8461538461538463)",(0.42302964697119705-0.35363578194033896j)
"(-0.5384615384615383, -2.8461538461538463)","(-0.5384615384615383, -2.8461538461538463)",(0.36965946075353506-0.42401521000021514j)
"(-0.3846153846153846, -2.8461538461538463)","(-0.3846153846153846, -2.8461538461538463)",(0.3169570288412565-0.4438299648619758j)
"(-0.23076923076923084, -2.8461538461538463)","(-0.23076923076923084, -2.8461538461538463)",(0.27765177934636537-0.4137629298540242j)
"(-0.07692307692307665, -2.8461538461538463)","(-0.07692307692307665, -2.8461538461538463)",(0.2534541952745064-0.3392121765366569j)
"(0.0769230769230771, -2.8461538461538463)","(0.0769230769230771, -2.8461538461538463)",(0.2349037116524403-0.22865585233345068j)
"(0.23076923076923084, -2.8461538461538463)","(0.23076923076923084, -2.8461538461538463)",(0.20460353935771255-0.0948451920142459j)
"(0.384615384615385, -2.8461538461538463)","(0.384615384615385, -2.8461538461538463)",(0.14357071570766164+0.04245509208423864j)
"(0.5384615384615388, -2.8461538461538463)","(0.5384615384615388, -2.8461538461538463)",(0.040149742811475986+0.15520954525551678j)
"(0.6923076923076925, -2.8461538461538463)","(0.6923076923076925, -2.8461538461538463)",(-0.10053144285112851+0.21085214213845413j)
"(0.8461538461538463, -2.8461538461538463)","(0.8461538461538463, -2.8461538461538463)",(-0.2508442654291762+0.18287873481185923j)
"(1.0, -2.8461538461538463)","(1.0, -2.8461538461538463)",(-0.36419366512865464+0.0660228347838899j)
"(1.1538461538461542, -2.8461538461538463)","(1.1538461538461542, -2.8461538461538463)",(-0.3910829685477517-0.11146547677894648j)
"(1.3076923076923084, -2.8461538461538463)","(1.3076923076923084, -2.8461538461538463)",(-0.30426401679221726-0.28867326056222214j)
"(1.4615384615384617, -2.8461538461538463)","(1.4615384615384617, -2.8461538461538463)",(-0.12093021958494243-0.39244189282419895j)
"(1.6153846153846159, -2.8461538461538463)","(1.6153846153846159, -2.8461538461538463)",(0.09414991972597965-0.37247435451778765j)
"(1.7692307692307692, -2.8461538461538463)","(1.7692307692307692, -2.8461538461538463)",(0.2538198860984254-0.23296052781981724j)
"(1.9230769230769234, -2.8461538461538463)","(1.9230769230769234, -2.8461538461538463)",(0.293720494394263-0.03789936447993224j)
"(2.0769230769230775, -2.8461538461538463)","(2.0769230769230775, -2.8461538461538463)",(0.21119370640995588+0.12053137471104315j)
"(2.230769230769231, -2.8461538461538463)","(2.230769230769231, -2.8461538461538463)",(0.0689392581540074+0.17593349683384701j)
"(2.384615384615385, -2.8461538461538463)","(2.384615384615385, -2.8461538461538463)",(-0.045012049183848823+0.12850363588063715j)
"(2.5384615384615383, -2.8461538461538463)","(2.5384615384615383, -2.8461538461538463)",(-0.07650163596125474+0.04070751769970783j)
"(2.6923076923076925, -2.8461538461538463)","(2.6923076923076925, -2.8461538461538463)",(-0.03971486475780259-0.01274757317723732j)
"(2.8461538461538467, -2.8461538461538463)","(2.8461538461538467, -2.8461538461538463)",(0.0021141399149177537-0.0033635982305550843j)
"(3.0, -2.8461538461538463)","(3.0, -2.8461538461538463)",(-0.004022402850110907+0.03269493284972064j)
"(-3.0, -2.6923076923076925)","(-3.0, -2.6923076923076925)",(0.10895540036227142-0.08249940015670719j)
"(-2.8461538461538463, -2.6923076923076925)","(-2.8461538461538463, -2.6923076923076925)",(0.0024035012170792007-0.1348218786856225j)
"(-2.6923076923076925, -2.6923076923076925)","(-2.6923076923076925, -2.6923076923076925)",(-0.09953507619660323-0.08941939880608483j)
"(-2.5384615384615383, -2.6923076923076925)","(-2.5384615384615383, -2.6923076923076925)",(-0.1326598191383219+0.00848926187598617j)
"(-2.3846153846153846, -2.6923076923076925)","(-2.3846153846153846, -2.6923076923076925)",(-0.09331391514668959+0.09325205416876219j)
"(-2.230769230769231, -2.6923076923076925)","(-2.230769230769231, -2.6923076923076925)",(-0.02016107641750084+0.1298075814786087j)
"(-2.0769230769230766, -2.6923076923076925)","(-2.0769230769230766, -2.6923076923076925)",(0.04907503299651499+0.12417911695937059j)
"(-1.923076923076923, -2.6923076923076925)","(-1.923076923076923, -2.6923076923076925)",(0.10347189083050674+0.0984007986087151j)
"(-1.7692307692307692, -2.6923076923076925)","(-1.7692307692307692, -2.6923076923076925)",(0.15218272041226372+0.06226624451198608j)
"(-1.6153846153846154, -2.6923076923076925)","(-1.6153846153846154, -2.6923076923076925)",(0.2015020802865379+0.006887713583144744j)
"(-1.4615384615384615, -2.6923076923076925)","(-1.4615384615384615, -2.6923076923076925)",(0.24070420747365576-0.08061756180977839j)
"(-1.3076923076923075, -2.6923076923076925)","(-1.3076923076923075, -2.6923076923076925)",(0.24729526517717162-0.19940511877062475j)
"(-1.1538461538461537, -2.6923076923076925)","(-1.1538461538461537, -2.6923076923076925)",(0.20369604413424613-0.32994682498141764j)
"(-1.0, -2.6923076923076925)","(-1.0, -2.6923076923076925)",(0.11046759883210341-0.44366544143943104j)
"(-0.8461538461538458, -2.6923076923076925)","(-0.8461538461538458, -2.6923076923076925)",(-0.012519069617926058-0.517755842186332j)
"(-0.6923076923076921, -2.6923076923076925)","(-0.6923076923076921, -2.6923076923076925)",(-0.13514793602368866-0.5446318796549728j)
"(-0.5384615384615383, -2.6923076923076925)","(-0.5384615384615383, -2.6923076923076925)",(-0.22880335330711796-0.5316624308046694j)
"(-0.3846153846153846, -2.6923076923076925)","(-0.3846153846153846, -2.6923076923076925)",(-0.27436985642746337-0.4936564885630235j)
"(-0.23076923076923084, -2.6923076923076925)","(-0.23076923076923084, -2.6923076923076925)",(-0.26469877809855175-0.44354478991009805j)
"(-0.07692307692307665, -2.6923076923076925)","(-0.07692307692307665, -2.6923076923076925)",(-0.20359906297907965-0.38588009265091533j)
"(0.0769230769230771, -2.6923076923076925)","(0.0769230769230771, -2.6923076923076925)",(-0.10435230228371917-0.31544432376806825j)
"(0.23076923076923084, -2.6923076923076925)","(0.23076923076923084, -2.6923076923076925)",(0.010858933206042093-0.22126379568024768j)
"(0.384615384615385, -2.6923076923076925)","(0.384615384615385, -2.6923076923076925)",(0.11180030462869202-0.094947777213133j)
"(0.5384615384615388, -2.6923076923076925)","(0.5384615384615388, -2.6923076923076925)",(0.16427402162530122+0.05924329064722265j)
"(0.6923076923076925, -2.6923076923076925)","(0.6923076923076925, -2.6923076923076925)",(0.13988247480149602+0.21713469308024363j)
"(0.8461538461538463, -2.6923076923076925)","(0.8461538461538463, -2.6923076923076925)",(0.030416492252586344+0.3359584195457255j)
"(1.0, -2.6923076923076925)","(1.0, -2.6923076923076925)",(-0.13952658399702583+0.36828108894970635j)
"(1.1538461538461542, -2.6923076923076925)","(1.1538461538461542, -2.6923076923076925)",(-0.3117983390728052+0.28625058942368287j)
"(1.3076923076923084, -2.6923076923076925)","(1.3076923076923084, -2.6923076923076925)",(-0.41338853293265576+0.1048866606761263j)
"(1.4615384615384617, -2.6923076923076925)","(1.4615384615384617, -2.6923076923076925)",(-0.39134788827838446-0.11226061474030599j)
"(1.6153846153846159, -2.6923076923076925)","(1.6153846153846159, -2.6923076923076925)",(-0.24649695012783845-0.2762954759521189j)
