index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)"
"(-0.23076923076923084, -1.3076923076923075)",(-0.0002573112205409662+0.015595720887504787j),(-0.013449340922898389-0.005459322556904071j),(0.0021380833730656754-0.01596267630910711j),(0.011486938980226158-0.012482550733919668j),(0.009763877103015751-0.013651823046729687j),(-0.003573694106340243-0.015217768555388646j),(-0.013624665046420289+0.002810566056096216j),(0.008770178525053076+0.008482416761858015j),(-0.003926118121852842-0.010440893054495616j),(0.003558382283895605+0.01146242792900988j),(-0.0029689025042542567-0.02182501218629031j),(-0.03272254188504268-0.018708827271114725j),(0.0112063559484286-0.011874103892347545j),(-0.007794405817787315+0.008240510507721753j),(0.006364068694373504-0.009435857737572221j)
"(-0.07692307692307665, -1.3076923076923075)",(0.010367435950596578+0.011296865037397318j),(-0.013780909001654998+0.0030559245772882053j),(-0.00454446955877946-0.015132643787286824j),(0.00830874831158132-0.014707838104191658j),(0.009528372473022798-0.014089743978026854j),(-0.0008692704975117475-0.016084703870751043j),(-0.014307345229988453-0.002408698356860287j),(0.003234768391200306+0.012333201091226468j),(0.003740822273885622-0.01082226331057515j),(-0.0053799486420032004+0.010179198187300006j),(0.007966277311221842-0.01506407874552032j),(-0.03636023992198104-0.014099168394082399j),(-0.002306500313614806-0.020671107798409836j),(0.0024759691189153946+0.01166563621863851j),(-0.003241882782045287-0.010824486111873617j)
"(0.0769230769230771, -1.3076923076923075)",(0.014868565987950038+0.0019663587298063157j),(-0.009918457555964554+0.009322618995122883j),(-0.00922793218882769-0.0122852258804748j),(0.0058803013105616295-0.015601947460356707j),(0.010285741897226152-0.01364132033876526j),(0.003276470046049725-0.016121274998937733j),(-0.012263440819824235-0.008635593446741953j),(-0.004701877286216336+0.012360950743733926j),(0.010447810411451961-0.00533084413197085j),(-0.011009342248513429+0.0023692123442137147j),(0.01379520787187673-0.0032458356218591595j),(-0.028784009301129752-0.01792208857577129j),(-0.01812936109468774-0.021130387509850076j),(0.011512891983800361+0.0057784299064882j),(-0.010080092571240555-0.004918655126708369j)
"(0.23076923076923084, -1.3076923076923075)",(0.012879445375405363-0.006898204025284157j),(-0.004531986413101987+0.012202262842394644j),(-0.01177616134017116-0.008978371213215593j),(0.004579595524325004-0.01565441210979661j),(0.011895310883044853-0.012157353997860408j),(0.0084089145920095-0.01437370800738362j),(-0.006552847725154532-0.01390433357291955j),(-0.01179487651485871+0.006791543594569007j),(0.011218921201251331+0.004149317447980451j),(-0.008345743078759665-0.007329090039295472j),(0.009292979588421615+0.008481375488519476j),(-0.012144490670038862-0.023105360319164794j),(-0.02812435731025431-0.020448286097959435j),(0.013909976109732556-0.004506674759059027j),(-0.010702155333310998+0.0032598629236374093j)
"(0.384615384615385, -1.3076923076923075)",(0.007327442700421148-0.012167255408705006j),(0.0002699746770620945+0.012350470073708876j),(-0.01269345036181243-0.006253460588838006j),(0.00449073062381218-0.015168165643679184j),(0.01392836118444582-0.00937696328954552j),(0.013383397490414289-0.010016761008766965j),(0.0021815667219021034-0.015471332625193927j),(-0.013571989753621744-0.0030153145352293173j),(0.004068889564530854+0.011434121844574003j),(0.001378424674335308-0.010898222608034027j),(-0.0022970759425461535+0.011368055156373156j),(0.0064748746038496155-0.018873310672497284j),(-0.0274502347362114-0.02520248710661092j),(0.01114670654246707-0.013764486024325529j),(-0.006625136560296513+0.009176111570911118j)
"(0.5384615384615388, -1.3076923076923075)",(0.0014422235697185938-0.013749133844694584j),(0.0035433824001540617+0.01110431104234849j),(-0.01261086113719495-0.004585672895359868j),(0.005506976441909708-0.014190996107450832j),(0.015633222474839347-0.005111159267076377j),(0.016391018508349252-0.0029499452482276193j),(0.011063362165090445-0.01123188106147325j),(-0.007525119554375993-0.011931671194698274j),(-0.006637043371900143+0.010300162710791108j),(0.009847314934928629-0.004597471794375245j),(-0.010399076370683517+0.0032993665362216354j),(0.015644943159945503-0.0041607881106141414j),(-0.014186872844889805-0.031645234391626j),(0.008599641637897525-0.020355338323470386j),(-0.001249954642432933+0.011694986074615952j)
"(0.6923076923076925, -1.3076923076923075)",(-0.0029586060163609455-0.01320425467222201j),(0.0052516644173253415+0.009624379689617152j),(-0.011980133692396283-0.004053859632491813j),(0.0073614947633764555-0.012548903793681255j),(0.015995395016487994+0.0004811687563035825j),(0.015500338498084543+0.0056046489884418755j),(0.01572131144684766-0.001640544544822944j),(0.0037751235779688356-0.013719936497967109j),(-0.012300748455072463+0.0006359540634290265j),(0.008893396841155476+0.006030109100321749j),(-0.007393924532760994-0.007287804165115375j),(0.009698053940296918+0.009946213517097222j),(0.006554779259270447-0.028962064351867992j),(0.011230231845891878-0.023819609307294768j),(0.0030619709127101213+0.012303102673339754j)
"(0.8461538461538463, -1.3076923076923075)",(-0.0054667369203531034-0.012211292030779558j),(0.005735789151003892+0.008575527072070925j),(-0.010976119776178048-0.004520767069357158j),(0.009595604690779936-0.009959368369362195j),(0.01399510890850743+0.006619809637551441j),(0.00972872348506783+0.012979885634693872j),(0.012730616780482942+0.009294405766949742j),(0.012952434755842802-0.00602224996122827j),(-0.00745497916854989-0.009828005484926306j),(-0.0008124769278450386+0.010583615414513551j),(0.0030077759438576143-0.009484546593220834j),(-0.003912796259757736+0.011739710587447725j),(0.021468233588048335-0.01248651873870593j),(0.01975986622267638-0.02099990630531854j),(0.005378255478514976+0.013044216209740372j)
"(1.0, -1.3076923076923075)",(-0.006281134660317614-0.011839484884811248j),(0.0053162966724978125+0.008170138299007618j),(-0.00953197566199835-0.005724951439677288j),(0.01152368473310771-0.006218218188381216j),(0.009091637755074971+0.011817935737035852j),(0.00018759870113021376+0.01588966656454217j),(0.0025708017733174007+0.015435672982427324j),(0.012778422483130263+0.006375185468755545j),(0.004186036015373796-0.011583238212421257j),(-0.009534137869434392+0.004345728295227717j),(0.009469095476661122-0.0014680264718899849j),(-0.011187519815466769+0.001525697040444752j),(0.019257118915332598+0.008431523914038576j),(0.02801456870288355-0.008412802869005196j),(0.004994566045302024+0.015061444050701157j)
"(1.1538461538461542, -1.3076923076923075)",(-0.005497350455967915-0.012443864058648958j),(0.004133374025533657+0.008305234493454071j),(-0.007447350917769398-0.00728278166907986j),(0.01228309355997488-0.0014375637214142027j),(0.001790823627965105+0.014199249504828577j),(-0.009578854310533725+0.01219935314004448j),(-0.009318616210933396+0.012359683567689995j),(0.002594304945369825+0.013991498653206735j),(0.011998427580095847-0.002553483423301469j),(-0.008223459502349172-0.00626175681090685j),(0.005283562765085699+0.007605027767520287j),(-0.00575241685421516-0.008746793572084603j),(0.002647068947625262+0.018017541033223724j),(0.026075025017413975+0.010690057406970608j),(0.0007857783359703474+0.017589960297710525j)
"(1.3076923076923084, -1.3076923076923075)",(-0.0028593132608285676-0.013653566713109952j),(0.0021766438454530346+0.008643302197989705j),(-0.004547978394225903-0.008656231803611867j),(0.011049635115796534+0.0037438228930943046j),(-0.0060523088339669165+0.012296113735654264j),(-0.014836984022537412+0.0027926371567532767j),(-0.015216575038317233+0.001248608720142598j),(-0.009788768472255318+0.010207167284712j),(0.00831647686047458+0.008918214756927485j),(0.0017057518021465889-0.010047730202500492j),(-0.004427014006146296+0.007805142212542188j),(0.005129412455589252-0.008369491360887096j),(-0.012743190340284613+0.009896643344082188j),(0.009906954320366734+0.024460820516696485j),(-0.007483089026605624+0.01748742866868641j)
"(1.4615384615384617, -1.3076923076923075)",(0.0019169347995988241-0.014251744172524982j),(-0.000554295725861378+0.008634489833360761j),(-0.0008843529313383337-0.009169599908589255j),(0.007427037552012205+0.008123005402797728j),(-0.011609673459793378+0.006079421741541015j),(-0.012342127074440582-0.007921642098287413j),(-0.010584055532487915-0.010665674612289582j),(-0.013843215079804828-0.0022565710229077995j),(-0.0034931312385250886+0.011588036962747458j),(0.009577625135634827-0.003030911910438373j),(-0.00869089280424776-0.0006333915204889261j),(0.009219161582708378+0.001067717381446975j),(-0.013277890503322691-0.00598448086859768j),(-0.011645834365908778+0.021457312306472805j),(-0.01671299169932117+0.01092002002282425j)
"(1.6153846153846159, -1.3076923076923075)",(0.008276728026610163-0.012305847339369269j),(-0.003801783485545112+0.007582025450240611j),(0.0030801076271033657-0.008156953699470832j),(0.0018782616210971904+0.010223234320080836j),(-0.012291987729737022-0.0023960153045341254j),(-0.0029617072290217465-0.013914483635047506j),(0.0016877867927134436-0.014666310088383483j),(-0.005710801439117918-0.012659203098223278j),(-0.011700173717437881+0.0026580403717990342j),(0.006923888068639774+0.007076456009149374j),(-0.003041014314046209-0.007913269981513024j),(0.0027432845439264073+0.008393148967258542j),(-0.0006115815038536822-0.013327567217609682j),(-0.02233684815479237+0.0029056718336738763j),(-0.02030022886385722-0.0023936098940927192j)
"(1.7692307692307692, -1.3076923076923075)",(0.013939745218466502-0.006177815262919314j),(-0.006812077758857739+0.004888544773485659j),(0.006406087934791418-0.005270546385079939j),(-0.004082275568318924+0.008945993748315052j),(-0.007370457145075349-0.009427970143810183j),(0.007911304950070367-0.011292317873620816j),(0.012441345188293724-0.007421765829628252j),(0.00749141626677095-0.011510300582862378j),(-0.007922981820155219-0.008856860394247169j),(-0.003196958409284159+0.00921761386138116j),(0.005733193789291429-0.00594656080254978j),(-0.006208456248392345+0.005722174599123176j),(0.010831232557133898-0.005962378500825136j),(-0.013587600249567804-0.015787900855941065j),(-0.012800857794373144-0.016057357037252463j)
"(1.9230769230769234, -1.3076923076923075)",(0.01517935679789296+0.003586564832916474j),(-0.008325700294679274+0.0005311862655397232j),(0.00788839394519261-0.000860123711684069j),(-0.008241579560220556+0.004360174542990264j),(0.0009980355237363015-0.011397179173291467j),(0.013274024912419042-0.0014865815205355548j),(0.01308081842734721+0.005534128007243871j),(0.013565043716553591+0.00027657408163792464j),(0.003955784307043128-0.011076415167001167j),(-0.009540754724516333+0.0011879781957462735j),(0.007617410740890386+0.002632315728208876j),(-0.0074684849855860816-0.003150847564918313j),(0.00942066092906009+0.006705447100396251j),(0.005943882233544547-0.01841328268527433j),(0.003505401468302611-0.0200487054724824j)
"(2.0769230769230775, -1.3076923076923075)",(0.009169686552512104+0.012946093813396035j),(-0.00705491641097021-0.004445705664928786j),(0.006604809646766018+0.003820358445630249j),(-0.008666366310661163-0.0018603163996812231j),(0.008373052021234475-0.007051628075966233j),(0.009367714077368736+0.008924175782193787j),(0.0029670795756631327+0.013597168043408688j),(0.006705800029281605+0.011595154795042317j),(0.011508353609017731-0.001711381603454724j),(-0.005173508735934118-0.007938359147752294j),(0.0007838975305795513+0.007833787166872776j),(-0.00020480274956879396-0.007805390897610201j),(-0.001903740647799386+0.010727057755498544j),(0.017667518427628464-0.003780661099862955j),(0.01754102134370823-0.009582375857335047j)
"(2.230769230769231, -1.3076923076923075)",(-0.0026684827487438974+0.015823511142419387j),(-0.002653069578195762-0.007926816430554217j),(0.002634081021489739+0.00688588787989156j),(-0.004932333164374538-0.006860858570263472j),(0.01041888896535429+0.0011830034091653617j),(-0.001065415157695996+0.012488842830096367j),(-0.009357544303222921+0.00991283237702917j),(-0.006477927323476824+0.01152024043783948j),(0.006795516840915882+0.009283944123780698j),(0.004825710870030094-0.007996189940329537j),(-0.006640639654048636+0.00389568722123483j),(0.006789627413632984-0.003284368952734496j),(-0.009971917640724975+0.002682672578338075j),(0.011119788046758018+0.01280557309982523j),(0.017666400615480606+0.008285919413260501j)
"(2.384615384615385, -1.3076923076923075)",(-0.013597178502850334+0.00871514972968563j),(0.00338171205721248-0.007680519860824338j),(-0.0025130937174654157+0.006698856864306231j),(0.001183455360857728-0.00799082940233361j),(0.00582821321424702+0.00819633993165253j),(-0.010219500030386144+0.006566128895377287j),(-0.013154799709356886-0.0022757081991371733j),(-0.01303522792572989+0.0001650102899406235j),(-0.005052938425823255+0.010190028461840294j),(0.009164928975532236+0.000880371311721598j),(-0.006173396439561856-0.00432248857400324j),(0.005600423551412181+0.00468714227103585j),(-0.00632039990109711-0.007537338742204184j),(-0.005724981815741295+0.014939228425338685j),(0.003044520308430927+0.018734813773018534j)
"(2.5384615384615383, -1.3076923076923075)",(-0.015435373813008387-0.004869067889031157j),(0.007850855382244101-0.0030698923069105203j),(-0.006279657759859729+0.0030243551336384712j),(0.006291587082987303-0.004515264769436198j),(-0.0023480152976328153+0.009370074021980774j),(-0.011016979063014559-0.0041644834297585795j),(-0.005107778962864573-0.012034971742645884j),(-0.006490552203296163-0.011096461858056723j),(-0.011241417377780493+0.00014939095885957996j),(0.003103051095362041+0.00853154438445657j),(0.0013409783054033546-0.007260634645789959j),(-0.001918879736247111+0.006821233121591284j),(0.004013345242836148-0.008510207409658747j),(-0.015064151545485816+0.001702555136959282j),(-0.013674553497055599+0.012348753152741893j)
"(2.6923076923076925, -1.3076923076923075)",(-0.005615300511321395-0.015155465948490925j),(0.007622849352287691+0.0036840277377091554j),(-0.00640166376862539-0.0023295045170297463j),(0.007285677595587655+0.00152777973648945j),(-0.008407118084788966+0.0039568898521069405j),(-0.0029458473451226754-0.011040391016282859j),(0.007315452918606109-0.010509261922122102j),(0.00643346450227823-0.01092101528267734j),(-0.005155621199467537-0.00984268085311751j),(-0.00629439464375103+0.006367206772640031j),(0.0070241903734282445-0.0017528352730818077j),(-0.006812806789318746+0.0010141779624672051j),(0.00903143699320856+9.452182911819787e-05j),(-0.007929802076640255-0.012048227622727366j),(-0.017151831131590665-0.005011138379695256j)
"(2.8461538461538467, -1.3076923076923075)",(0.008883014830871148-0.013419170015965558j),(0.002211193257665177+0.008205720561271513j),(-0.00255611860272656-0.006168068368722733j),(0.00350055651136591+0.0062621084461511245j),(-0.008000351287055611-0.004014689945433402j),(0.007167739574432307-0.008466967315633388j),(0.012522782951755308+0.0007146384314237869j),(0.012491142929941452+0.0003727795052731338j),(0.006407118039549435-0.008918117950166287j),(-0.008328169392360358-0.002940026082310204j),(0.004416034077168027+0.0055644699185652j),(-0.0036145344426782703-0.005648509463712819j),(0.003530207185097415+0.007947413748547405j),(0.00691880694056844-0.011908598005363109j),(-0.004291135671649218-0.01678560349260439j)
"(3.0, -1.3076923076923075)",(0.015983065418108164-0.0003502162788122658j),(-0.00498117781260942+0.0069166794974372505j),(0.0029347200908064934-0.005865857875032597j),(-0.002489120383048806+0.006468093233967534j),(-0.0015709429504451662-0.008491892379659485j),(0.010715010528367909+0.0011633631383783035j),(0.005728043038601115+0.010873471608000135j),(0.005543728326988501+0.011003267413374545j),(0.010711815091334115+0.0017419335810528124j),(-0.0008623810177006635-0.008671424285582026j),(-0.003186792403614903+0.006204950132778284j),(0.0035859792540341756-0.00546708333629505j),(-0.005571367532830452+0.006279672007399433j),(0.013161129572922684+0.0009201236528314684j),(0.012058942144406889-0.011700787427839487j)
"(-3.0, -1.1538461538461537)",(0.012688886127293787+0.00592934130554856j),(0.0090213788400906+0.008782530714093406j),(0.011431561588049366+0.001972577554177555j),(0.0020971485454544174-0.009344604522197843j),(-0.006537909851086763+0.0038223875804722983j),(0.006274242267330789-0.0018954090889262652j),(-0.007228619145286419+0.0017784679713881762j),(0.010792219295260856+0.003386205899978599j),(0.007589765147238059-0.014537799299406125j),(0.009752125889096804-0.011945089357413646j),(0.0065857367555759005+0.0076069583235998705j),(-0.006111144886913565-0.003382726811491935j),(0.005971142802235781+0.0029677728382966626j),(-0.007962707319937144-0.0008683004960103045j),(0.006334121658867541-0.007888628731795423j)
"(-2.8461538461538463, -1.1538461538461537)",(0.011150056960596986-0.008805463256424598j),(0.012261391381758295-0.003742760055037526j),(0.00784681028697279-0.00894624018865702j),(-0.006748078296175585-0.0072485822649776994j),(-0.000938055939065429+0.007800948243680144j),(0.002547787222564371-0.006234851429785742j),(-0.00313812108051249+0.006794850177257465j),(0.008971569307585142-0.006866855895370251j),(-0.0088922952145123-0.01420555804260963j),(-0.006620500949550563-0.01464752906618191j),(0.01002243888279622-0.002969010512334885j),(-0.005727297127342299+0.004342768618957392j),(0.005248937657449742-0.0043503522675686565j),(-0.004138197873357197+0.0070180136754627405j),(-0.004507157486940862-0.009213141400278825j)
"(-2.6923076923076925, -1.1538461538461537)",(-0.002856263053716863-0.014129182861604033j),(0.002757625319211014-0.012762229872834544j),(-0.0035108866414852798-0.011699065807649327j),(-0.010160645460437462+0.0013795834626499574j),(0.005764338576290282+0.005788373406190912j),(-0.0031889338873528814-0.00616378129014868j),(0.003182298464966473+0.006825420143515315j),(-0.00016495189571537713-0.01125457297592553j),(-0.017107300954638235+0.00022094874785261536j),(-0.016786643851941747-0.0007380465352934518j),(0.0015080544186262953-0.010787203400456961j),(0.0017059251301037555+0.007210174101312755j),(-0.0018916253230546471-0.006716098421268176j),(0.004771896688677951+0.00678070487083797j),(-0.01039951270555007+0.00014432472864004544j)
"(-2.5384615384615383, -1.1538461538461537)",(-0.014082809269997148-0.003953947394002913j),(-0.009918954518638397-0.008861126406118539j),(-0.012060045383956552-0.0034530436656900264j),(-0.005055645240756792+0.009350819110379549j),(0.00847449246705957-0.0008015176116860975j),(-0.006940372974191642-0.0018089640122770773j),(0.007253381056312363+0.002224439447215447j),(-0.00887490807229343-0.006799589918867954j),(-0.00915590992321556+0.014837519922695996j),(-0.008766527912239861+0.015282314731355452j),(-0.009604309760172382-0.0061217418666296595j),(0.007523729072106147+0.0014007155190959588j),(-0.007076371293922381-0.0010190301677354989j),(0.008294944003207067-0.0015759013644540988j),(-0.004390473034797182+0.009591747112379962j)
"(-2.3846153846153846, -1.1538461538461537)",(-0.010136024477401105+0.010845044418271735j),(-0.01287449182859246+0.004227109281954598j),(-0.00978319370759037+0.008393401180878687j),(0.004568245614659449+0.010043385153692828j),(0.005153821896095638-0.007244461118992985j),(-0.006328409651410515+0.003907712768141856j),(0.006709816521954651-0.0036899113049768894j),(-0.010817253745651347+0.002341333400599237j),(0.007360682643218162+0.016118024029413064j),(0.009885021258433744+0.015677425143065565j),(-0.010050517517451441+0.006479865283925618j),(0.004476289719071259-0.006537215630795419j),(-0.003900146976952498+0.006212010903359261j),(0.00203291334980914-0.008359661953332298j),(0.006861853107921817+0.008211885797622125j)
"(-2.230769230769231, -1.1538461538461537)",(0.004966670613511056+0.014222990964750014j),(-0.0029623186424366306+0.01348453484819242j),(0.0014857903484948515+0.013167560352121806j),(0.011134176680720092+0.0027372785718418197j),(-0.0019718054974885418-0.009096661990979317j),(-0.0018654086388630229+0.007513997503031906j),(0.0023601598578154993-0.007381511753375399j),(-0.005547856622012016+0.009401418805677539j),(0.017610019238183134+0.00339445793240345j),(0.019525800388396023-0.0012072869688695145j),(0.0017514011335807858+0.012494794070220819j),(-0.004327246097221821-0.006993524122410665j),(0.004208147948627281+0.006251386873825545j),(-0.0068987492733357594-0.005418266048274511j),(0.010525870541257561-0.0026652328979786437j)
"(-2.0769230769230766, -1.1538461538461537)",(0.015109843856111069+0.002334185655052216j),(0.010195787279267624+0.00968912193892872j),(0.01195890812320381+0.006531191657944427j),(0.009568111533474219-0.00712157642727398j),(-0.008302048697573998-0.005146475987510937j),(0.0038298495715414224+0.0071285419745186086j),(-0.003075749266866515-0.007246447222250186j),(0.002556034535815119+0.010418397457618741j),(0.01350520099539803-0.011965722867072722j),(0.009129455255744394-0.018599153268936547j),(0.012800875721253662+0.003928060560994302j),(-0.008481741708367558+0.0011766826574303763j),(0.007636422111082614-0.0013481060660644802j),(-0.007952616589186801+0.004107208433676486j),(0.002222297913160379-0.010792043227962874j)
"(-1.923076923076923, -1.1538461538461537)",(0.009380961071173413-0.012357018669639067j),(0.013860456960459218-0.0036236627136099577j),(0.012671054959431586-0.0059856332889866555j),(0.0009248665694650674-0.012384586996508119j),(-0.01003799763898023+0.0021886958454440195j),(0.00787701998481784+0.003181759006654492j),(-0.007003208045115287-0.003941674801450903j),(0.00856778000318296+0.006083634499537549j),(-0.0004253139210860638-0.01799508936618505j),(-0.01194753722610908-0.018481370266128592j),(0.009646516405170962-0.010572750245854075j),(-0.0024587284384695093+0.008604165624966626j),(0.0019240994003857346-0.007758789665229221j),(0.0004311188543535945+0.00912937049981605j),(-0.008850239544497965-0.006834774367500475j)
"(-1.7692307692307692, -1.1538461538461537)",(-0.006383160227363616-0.014387026430243447j),(0.004483353357870272-0.01388011087949503j),(0.0029732110097283842-0.0141009487569865j),(-0.008862481329578502-0.009427879617038212j),(-0.006319070443277831+0.008793711272565842j),(0.008651847513149189-0.002325862424960379j),(-0.008226975689662444+0.0006845275070004947j),(0.010270833292730605-0.00023168529952899053j),(-0.01314885499679136-0.01192079730073415j),(-0.023414867202204113+7.787247974709493e-05j),(-0.00575997054975289-0.014318164117605415j),(0.007217186960420854+0.0060114420583120875j),(-0.006518135482992573-0.00506916043158771j),(0.008660350712988542+0.003497431464212933j),(-0.010195359776073706+0.004984051512754152j)
"(-1.6153846153846154, -1.1538461538461537)",(-0.015889234298963946-0.0015181717326996293j),(-0.009279911320381418-0.011582098569374555j),(-0.00945153319910905-0.011407094340708815j),(-0.013483798128779144-0.000240873835406007j),(0.0007903347278936633+0.011406179558469644j),(0.006217768984401034-0.007169604936025796j),(-0.007002349696013728+0.004896950514251917j),(0.008425475385120519-0.005478512724182064j),(-0.017231894779574736-2.0862427032428144e-05j),(-0.014210600019467964+0.020436643941422142j),(-0.01677810828397802-0.0012789739095528001j),(0.008881674214237517-0.004401843923407392j),(-0.007536191258183662+0.004037061651524597j),(0.006961911146123247-0.006541083491776386j),(-9.724853183787775e-05+0.01151568665566316j)
"(-1.4615384615384615, -1.1538461538461537)",(-0.009379097043395276+0.013181096236620747j),(-0.015042850554216388+0.0011428437317947103j),(-0.015216578184660844-5.9081726714224576e-05j),(-0.01031757715573671+0.009542428624847436j),(0.007935403210828723+0.009117704337948502j),(0.0017981854740103515-0.009932733882078744j),(-0.004347506881575459+0.00778874932656893j),(0.005078613599706778-0.008469795922730188j),(-0.013202485174295436+0.009755952448617902j),(0.007703247441130131+0.025153359587467457j),(-0.009714601971953857+0.015864537776228028j),(-0.00046199200814047743-0.010522606241386352j),(0.0006532404069106397+0.0088519366864951j),(-0.003070880311064539-0.009284386658923394j),(0.010379487080725466+0.0053643621576789j)
"(-1.3076923076923075, -1.1538461538461537)",(0.006637794322432363+0.014977490263167817j),(-0.007913300664839012+0.013111606072797573j),(-0.010382436033633827+0.011658115384641949j),(-0.0014366492784892275+0.014564599693300088j),(0.012363125546397034+0.0032589272160492766j),(-0.003100259160944347-0.01031725516565272j),(-0.0013183310820121773+0.00930158165403766j),(0.001935696021765546-0.009604336127155869j),(-0.006285917233101713+0.013972568758538516j),(0.02472437247305169+0.011785448113819742j),(0.010483403295506979+0.018110048096193036j),(-0.01051616482659581-0.004110993819722677j),(0.00870137828360477+0.0031231078562869055j),(-0.009950701847089943-0.001178580932092911j),(0.009652220955868342-0.006873117181021278j)
"(-1.1538461538461537, -1.1538461538461537)",(0.0164267905379362+0.0021814010356450706j),(0.005855916317031047+0.014370304176994775j),(0.0014051942343942837+0.015924532558805403j),(0.008406996699671189+0.012685953573122489j),(0.012977278550105385-0.0037871095533496377j),(-0.007359246230666976-0.008867141620494621j),(0.0013692430801031303+0.0098822906785462j),(-0.0001887244804608631-0.009860464410405136j),(-0.000984946966291978+0.01403283639745345j),(0.026611832141129124-0.007602446474999338j),(0.024025935640345986+0.00023757062202198542j),(-0.00870101816564002+0.008622778662821627j),(0.006680691572503633-0.0069865683602813354j),(-0.005444482478530865+0.008717066359041294j),(-0.0016297812952166587-0.01189864057223156j)
"(-1.0, -1.1538461538461537)",(0.010751535159384982-0.0128251326432159j),(0.015077705786770937+0.004321767357279744j),(0.012459929001872486+0.010553552368873599j),(0.01483557309277369+0.005401762216458347j),(0.010292985714545072-0.009885766192960542j),(-0.010495742402190904-0.006478055358800637j),(0.0033612154610836286+0.010121443384903266j),(-0.0010853138599617482-0.010045224701805142j),(0.0011903927286815745+0.012824857659827264j),(0.017473832580520918-0.019996973457230637j),(0.016091759646038182-0.023100513154518894j),(0.0047847754269910595+0.01264363322719766j),(-0.0038535047712304343-0.009397001241657744j),(0.005679151953579913+0.008894203371315962j),(-0.011399709172181766-0.004235890581221071j)
"(-0.8461538461538458, -1.1538461538461537)",(-0.004791203813150413-0.0161721110659155j),(0.01307483580419516-0.008876059733949743j),(0.016609383787371933-0.0006175274559202627j),(0.015875004967195454-0.0037999179236300083j),(0.005708987296266154-0.013894836570641857j),(-0.012562105619223985-0.00400417486207572j),(0.004498185941587973+0.010523524075464597j),(-0.0006832730115105491-0.010506047252803661j),(0.0005850782939052541+0.011999437725738069j),(0.008223360585246132-0.022151625452286605j),(-0.008463413862899581-0.032140651826735984j),(0.015282939597729063+0.0009529452750354463j),(-0.010732383050622851-0.0003186385371137162j),(0.01077033293029245-0.0012896101330824015j),(-0.009311606280901899+0.00803425729126748j)
"(-0.6923076923076921, -1.1538461538461537)",(-0.016091862166801283-0.005336405853122607j),(0.0020950341269829038-0.015717596968592575j),(0.012529357718414147-0.011255376769108757j),(0.012157357800234586-0.011592907094510153j),(0.0007009343721523626-0.015725722665370777j),(-0.013890727449180773-0.002082257361094834j),(0.004620209448844786+0.011384042219983901j),(0.0011765709696826886-0.011046672816816615j),(-0.002237603916910764+0.011389429218143555j),(0.005535387882705176-0.01865773838583903j),(-0.031092399761084716-0.02186378085469536j),(0.008699839494945986-0.015882435360484393j),(-0.004966587505764178+0.010311972153588029j),(0.0036830198245402655-0.010538554594706985j),(0.0024042889002523576+0.012179892522316731j)
"(-0.5384615384615383, -1.1538461538461537)",(-0.013874042152392406+0.009793273746598646j),(-0.009834346643148787-0.012402119660192177j),(0.0032872130866823737-0.01664937709692534j),(0.005815417596180248-0.01617164153609091j),(-0.0036727704191532057-0.01597883678337531j),(-0.014835763453880473-0.0011345754464467267j),(0.003452730924825977+0.012684889575222477j),(0.004579305941625755-0.010865751460884417j),(-0.006650705240337698+0.009522791428253687j),(0.008623863714750837-0.013231323381394771j),(-0.03876505494912174-0.005830287706060593j),(-0.012647695383962038-0.019283504162261066j),(0.007976493826976397+0.009427285601569605j),(-0.008016261123759874-0.008252881869600052j),(0.011788447509700784+0.004162333868537256j)
"(-0.3846153846153846, -1.1538461538461537)",(-0.0009250601646156363+0.016912640792174628j),(-0.015539784785796954-0.002229208683722988j),(-0.006492789248574556-0.015692229030586105j),(-0.0008862480386296771-0.017431449761431187j),(-0.0068783320405296665-0.015489536601426867j),(-0.015575442901931922-0.0014424238407032763j),(0.0006606259692861807+0.013961259636302327j),(0.009001618366029708-0.008681181870501922j),(-0.0109278121924151+0.004666587176358823j),(0.012686205733216556-0.0053408244843966j),(-0.033436993791633306-0.0005764070769077111j),(-0.03204988287229363-0.002292649450100283j),(0.01305616037696756-0.0037693486863974567j),(-0.01136368136515601+0.0034615117439487967j),(0.009796143213301162-0.007842790525897349j)
"(-0.23076923076923084, -1.1538461538461537)",(0.01213088986140015+0.011630640880347418j),(-0.0130641588081378+0.008251288625349037j),(-0.01337465664118544-0.01025870701416304j),(-0.006420599686855538-0.016362030866198887j),(-0.00875864421813696-0.014994118945481456j),(-0.01598098618225145-0.003180620594045483j),(-0.003859198485027229+0.014215125223038742j),(0.012735111248771283-0.0034212594469555614j),(-0.01181502921736126-0.0032351452583970924j),(0.011977870058722074+0.004859940675177607j),(-0.021759244642358226-0.008166098765184787j),(-0.03762449489871178+0.021664554600788005j),(0.0022698637817051693-0.015391565873212831j),(-0.0023939959015917126+0.012067213288312015j),(-0.0011344102020511692-0.012494827242953034j)
