index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)"
"(0.0769230769230771, -3.0)",(0.0060346188595700075-0.00684682000521554j),(-0.002437631851415067+0.008109950115835665j),(-0.0075149860405194285-0.007491287291407118j),(0.005263215254468594-0.011233568965169744j),(0.008653867614884564-0.009578459718126027j),(0.0009611040000221948-0.011797842575738344j),(-0.009739345168500101-0.0009395541104800691j),(0.004851321054702888+0.006087031594378207j),(-0.0029230395485615114-0.006130883663998708j),(0.0029790615184508737+0.007206677387347627j),(0.0020914618858790374-0.011843402101094455j),(-0.01587758174765708-0.0071000238822628075j),(-0.011646188631577724-0.010605723985385935j),(0.00861555930830452-0.005108448738857863j),(-0.004876488621735787+0.0051640725503316635j)
"(0.23076923076923084, -3.0)",(0.0036094559151274306-0.008286227608186893j),(-0.00038635460799135897+0.008212132315147494j),(-0.008334819407787242-0.00610705941801389j),(0.004716126638359961-0.011281202588112287j),(0.00934752108746966-0.008921990037403729j),(0.003204554466529291-0.011590889916932298j),(-0.009289385648239404-0.0038088151646536294j),(0.0023142769451370187+0.00763591661294453j),(-8.96291663008124e-05-0.006818462982774622j),(-0.00022351738298928092+0.00751330874491531j),(0.005350163412297802-0.009973643969895134j),(-0.014383768319414363-0.008946166382538045j),(-0.012828831583351961-0.010141229183247207j),(0.007585161698850476-0.0074136209097294j),(-0.0030720447108865023+0.006590998860890027j)
"(0.384615384615385, -3.0)",(0.0013623527757816402-0.008859902497054376j),(0.0011838811681519272+0.007887253054610976j),(-0.008674882748976988-0.005054460645217229j),(0.0046698807905766835-0.011074501041268848j),(0.010315958619135363-0.007741619728868832j),(0.0058636208356491045-0.010679557059451252j),(-0.007685994050852177-0.006824842275980728j),(-0.0010558147883485314+0.008104347742780583j),(0.0030924841897516514-0.006125080843884548j),(-0.003552659446256691+0.006350128928462278j),(0.008221323562579765-0.006767094768513902j),(-0.011694055138600818-0.011436483243716144j),(-0.013059033989933386-0.01061823619493156j),(0.006651714945354648-0.009043386024629875j),(-0.0013297270156558928+0.007357040381973383j)
"(0.5384615384615388, -3.0)",(-0.00044861042639371407-0.008895281467244123j),(0.0022484324637511255+0.007401067546459087j),(-0.008681096714965107-0.004409520486033956j),(0.0050975421915052214-0.010623518372539451j),(0.011376768209058417-0.005946385619827595j),(0.008633662365785265-0.008772828554170668j),(-0.004708990286787968-0.00938314996444796j),(-0.004697315583328566+0.006918639337840073j),(0.005797594471213468-0.003770676321281344j),(-0.0061173101575767615+0.003552144961710388j),(0.009761134480390565-0.0022983945081182047j),(-0.007513666780431548-0.013763834542644501j),(-0.012208367613566763-0.012062567954990241j),(0.006193399571853598-0.01011411712317962j),(9.683452432393276e-05+0.00771589733857222j)
"(0.6923076923076925, -3.0)",(-0.001731059199855806-0.008697416578560813j),(0.002852626421281235+0.006939460977306034j),(-0.008447963432379002-0.00418407412687805j),(0.0059323521743195815-0.00988001195584357j),(0.012258505630543275-0.0034761667117713907j),(0.011020310542530882-0.005686497584681649j),(-0.00047805825342625655-0.010686285762457316j),(-0.007632100484675451+0.003843895059737755j),(0.006978925335657449-4.9997632063013307e-05j),(-0.006893046999278576-0.00040377483475593167j),(0.009071219275912706+0.002696205054296058j),(-0.0019039827853289818-0.014826154966803826j),(-0.009979163336357727-0.014174244501816388j),(0.006456890806604578-0.010689009267802727j),(0.0010818821620682602+0.007917721513936054j)
"(0.8461538461538463, -3.0)",(-0.0024830884265694066-0.008494334167030597j),(0.0030600411882913377+0.006607975340090097j),(-0.00801181300255142-0.004348053588860866j),(0.007059940991967491-0.00875374326124436j),(0.01260939260085683-0.000362428195415941j),(0.012372553185693516-0.0014780756048391065j),(0.004382476522044168-0.00995040450636124j),(-0.008691408591514349-0.0006958208659139934j),(0.005808011324888484+0.00399270624313676j),(-0.005222400388900281-0.004300203335449167j),(0.0057976325074084656+0.0068258382980133925j),(0.004393542072041126-0.013492667399417686j),(-0.006061255657574351-0.016254036765925017j),(0.0075594303417695664-0.010686126230055952j),(0.0015633364572308272+0.008148850550729244j)
"(1.0, -3.0)",(-0.0027288175990949847-0.008421792941150658j),(0.002921668354147116+0.006443820156727568j),(-0.007356544814139772-0.004839317639096433j),(0.008304779092580677-0.0071407381812461255j),(0.012039303321399658+0.003204119850459261j),(0.012010160214992082+0.0034224633210989458j),(0.008716400175906748-0.0067507615712462206j),(-0.007001555929300003-0.005465283205571662j),(0.00225354065578879+0.0067540267677510335j),(-0.0013853194448770942-0.006503987141502324j),(0.0006278665799775501+0.0084800790684832j),(0.009848497732698075-0.009137627785094533j),(-0.00043931245090303987-0.01720544027484738j),(0.009447908355388843-0.009844140099564608j),(0.0014872590295879182+0.00850082645969923j)
"(1.1538461538461542, -3.0)",(-0.0024779181986737077-0.008524297007750994j),(0.0024642261077211253+0.006428146420116434j),(-0.006428226389175768-0.005562202690876908j),(0.009420051050326943-0.004965188493111365j),(0.01020748687031672+0.006820737801651791j),(0.009455031813382931+0.008154435304866293j),(0.011063954594890048-0.0014071848813326678j),(-0.0025901859606842392-0.008653238864463291j),(-0.0025259516917749466+0.006734850542799661j),(0.003143957093542986-0.0057523243098743645j),(-0.004600404863380294+0.00666998925081746j),(0.012497877230799804-0.0022706489473367708j),(0.006230572994012495-0.015757677299839172j),(0.01180551025054468-0.007771549226786506j),(0.0007807335821121138+0.008948040651166927j)
"(1.3076923076923084, -3.0)",(-0.001712199706690687-0.008756131736534457j),(0.0016939371746919618+0.00649342484471571j),(-0.005158066605166868-0.006379434905631453j),(0.010093495420663201-0.0022336580777344416j),(0.006954756903327193+0.009868514811229495j),(0.004723913225280795+0.01152407206078388j),(0.010186609254936764+0.004792006138498027j),(0.003217061327068777-0.00858694598634023j),(-0.00637783664511146+0.003478653008292414j),(0.006136654385472338-0.0020749631286677483j),(-0.0075147093143673295+0.001891216734029677j),(0.010846201915205408+0.005151805503015945j),(0.012390944591891481-0.01100543478769424j),(0.013948979079331826-0.004116929833958913j),(-0.0006339835839223802+0.009324183134970639j)
"(1.4615384615384617, -3.0)",(-0.00039993445665065155-0.008976931091108756j),(0.0006129507013316216+0.006526729833501679j),(-0.0034946584889407905-0.007104845247235952j),(0.009982889767127082+0.0009068889617977994j),(0.002453704846238861+0.011594328734703148j),(-0.0014290890843472366+0.012314982497338763j),(0.005760850428043091+0.009766102838772118j),(0.008004251124222943-0.004721610090522019j),(-0.007119275106287603-0.0017624700587311694j),(0.005776280985338993+0.0027887464886712674j),(-0.006482657393175007-0.0036456456384483j),(0.004986187814614726+0.010205242721616213j),(0.015808416394436114-0.0031588801970659683j),(0.014822326183693424+0.00112775778079378j),(-0.002774829454315948+0.009307403240013959j)
"(1.6153846153846159, -3.0)",(0.0014611163905288117-0.008948119046155348j),(-0.000753581047401675+0.006374364456921037j),(-0.001444857958398979-0.007506715245413016j),(0.008790738271990162+0.004125941188433206j),(-0.002680834003396588+0.01130117059991367j),(-0.007483027889664405+0.009783289207575218j),(-0.0010852082891729033+0.01134572191362517j),(0.009259372992765063+0.0016328207795877994j),(-0.003924479626491777-0.006273474534924155j),(0.0019815943080699287+0.006045005615814773j),(-0.0018780017830235271-0.006912193328456304j),(-0.00279883980176695+0.010387930058575795j),(0.014454877988192458+0.0059045965722944295j),(0.013228339591787054+0.007269740834360376j),(-0.005487036088623045+0.008447050809179964j)
"(1.7692307692307692, -3.0)",(0.0037742438011070852-0.00834815429353504j),(-0.0023231157891943333+0.005856546538940503j),(0.0008823029901208765-0.007332536994262474j),(0.006375287756516761+0.006909314817977568j),(-0.007401394989733903+0.008627772392193239j),(-0.011478567524289118+0.004178605683389461j),(-0.007812404474049489+0.008350663275737545j),(0.005841743273619278+0.007488123104439248j),(0.0017378644540687036-0.007255775377278929j),(-0.0031018489174212504+0.005503494018979195j),(0.0036682056999150373-0.005868034270223876j),(-0.008704326088022216+0.005334037218134301j),(0.007839646387494827+0.012876244477147851j),(0.008378851459680417+0.01272125980047867j),(-0.008314256179318547+0.006279086013797722j)
"(1.9230769230769234, -3.0)",(0.006262279326498211-0.0068323121134446505j),(-0.0039220625782561+0.004801822480787145j),(0.003242031944735119-0.006363257637552226j),(0.002873720111900841+0.008631860653469419j),(-0.010429287429780713+0.0038360463442509637j),(-0.01172182066630766-0.0029845354019756936j),(-0.01134912870114219+0.0015432944986227038j),(-0.0009152149763699439+0.009534615952336631j),(0.006528669811612907-0.0037257797376164786j),(-0.006149631540258643+0.001273305203218632j),(0.006619128245096159-0.0010724672025506036j),(-0.00942011474787411-0.002345165520767856j),(-0.0019622131181537945+0.014388278337903682j),(0.0006371123598968724+0.015272676128115613j),(-0.01043368670375692+0.002561038281127083j)
"(2.0769230769230775, -3.0)",(0.008410543798638783-0.004158652370298634j),(-0.005268368109494046+0.003107154190160393j),(0.005251694839280035-0.004496098021852121j),(-0.0012115940865991992+0.008718413915767286j),(-0.010660268903692103-0.0020338868987792086j),(-0.007658076899613529-0.009187472001461687j),(-0.0096208048359745-0.006215170818523025j),(-0.007414408558372187+0.0061706287243529535j),(0.007183797695338878+0.0023788943800883812j),(-0.00489537343662691-0.003882129738705568j),(0.00491708630792182+0.004273373545677096j),(-0.004443415065507793-0.008115628673086314j),(-0.010584102278057478+0.009114743900229715j),(-0.007971709797888206+0.01301523929761128j),(-0.01077376607250656-0.0024111123944742284j)
"(2.230769230769231, -3.0)",(0.009494541686318398-0.00037507437941882143j),(-0.005992735007954797+0.0008184808555910444j),(0.0064439007415975835-0.00183878147552644j),(-0.005028840546661457+0.006873199900948995j),(-0.007678667354950695-0.00729373303139875j),(-0.0004906738065843092-0.011802200303962913j),(-0.0029938105610971826-0.011038689499590639j),(-0.009644630410910328-0.0010470404337025148j),(0.0029156969813622998+0.007031630813245375j),(-3.9580695680251996e-05-0.006219360006164566j),(-0.00027159855641880357+0.006338352306785785j),(0.003060778859262856-0.008292667270049856j),(-0.013407455726961871-0.0006856141233197277j),(-0.014069144948950583+0.0056803954818265435j),(-0.008408074226874094-0.007557124748142019j)
"(2.384615384615385, -3.0)",(0.00875650086284709+0.003991461620059504j),(-0.005720271107531249-0.0017925607009455192j),(0.00638863982712818+0.0012222036678529546j),(-0.007548740193544861+0.0033077115810627874j),(-0.0021654991917482063-0.010099196724651708j),(0.006931267294765963-0.009368243807301547j),(0.005365796249239364-0.010065469940002503j),(-0.0058243466413230695-0.007812071414531542j),(-0.00355291092874866+0.00677617413580532j),(0.004871812041123275-0.0038249893786248467j),(-0.0050745671507164344+0.003547072418221541j),(0.00798852096613484-0.0028001286665293506j),(-0.00854245567908943-0.009666457382133144j),(-0.014373505852291968-0.0043833687079165295j),(-0.00317868426553308-0.011088588049454392j)
"(2.5384615384615383, -3.0)",(0.005749599767063966+0.007866667191393263j),(-0.004217758995093874-0.004201654792210269j),(0.004871482701578321+0.004031167793040421j),(-0.007895678129289-0.0011467125861232652j),(0.0040681188003313835-0.00921061017501141j),(0.011180140312691248-0.0026348089634328055j),(0.010835745001277384-0.003418180955743413j),(0.0019399130976481438-0.009581642598358722j),(-0.007538383374083428+0.0014907113492272318j),(0.005959894863752726+0.001598148479655442j),(-0.00573548902894529-0.001936665603906401j),(0.006859235084372562+0.004355632379014497j),(0.0012706337685387385-0.012332943060813905j),(-0.00783846406804422-0.012596827314958023j),(0.0037367324659454675-0.011118054835522086j)
"(2.6923076923076925, -3.0)",(0.0007599129193409052+0.009831779246278812j),(-0.001574627890596542-0.0057103042069355904j),(0.002074091270680154+0.005796390822402891j),(-0.005753446211588528-0.005158858342313198j),(0.008602701168669702-0.004720983174115854j),(0.009963491876498065+0.005358081174906483j),(0.009978832428248536+0.005315340214373937j),(0.008533871585393763-0.004812597891438683j),(-0.005834436327295402-0.005043293007912309j),(0.002203679881729733+0.005739831927380737j),(-0.001715090379279458-0.005675377924010129j),(0.0006382441846316583+0.007790526386499729j),(0.009741798886934548-0.006872463145180709j),(0.0028519582723668894-0.014329904554905782j),(0.009793199442445435-0.006737803995064434j)
"(2.8461538461538467, -3.0)",(-0.004922730989271591+0.008673450292386224j),(0.001663262071607132-0.005663833064768989j),(-0.001334806843266003+0.005853024218891148j),(-0.0016712452897286708-0.007300282710718221j),(0.009414954671532656+0.0016699501970263552j),(0.0036221616493693344+0.01052901664916592j),(0.002976633031114602+0.010838823857215981j),(0.00918013962901621+0.0034557537483379066j),(0.0004964517888601824-0.00771839441102909j),(-0.0034040154172087734+0.005094496268108812j),(0.003623164226480271-0.0045486024237176015j),(-0.0057098763246530276+0.004917658224102488j),(0.011075477090267152+0.002992622706006757j),(0.011934927306621223-0.007984144080804523j),(0.011973105634194922+0.0009425820828212693j)
"(3.0, -3.0)",(-0.009183564383478615+0.0041508802206061774j),(0.004520583775222841-0.0037768129220181346j),(-0.004296500223986606+0.003989700290801554j),(0.002937152677409301-0.006642715717867586j),(0.005963885366774555+0.007157967538889779j),(-0.004612930909438439+0.009934697086934842j),(-0.005954613107554303+0.009444914583190026j),(0.0031086656098014654+0.009306461217197436j),(0.006521037183186006-0.004190780894326075j),(-0.006105778792293447+8.471090254826237e-05j),(0.005692542561018995+0.00046194149483003014j),(-0.007058544954697771-0.0017792051726836248j),(0.004370173594200717+0.010149631162646172j),(0.013737670488486677+0.003127542536186277j),(0.008482372625727312+0.008629014743914164j)
"(-3.0, -2.8461538461538463)",(0.010593800381661078-0.002233404379214531j),(0.005256214567097648+0.009493523414927976j),(0.0021286267191116116+0.011174137628310937j),(0.00794208242984846+0.006515355591193922j),(0.00472335858709584-0.006762452648624718j),(-0.0062007094687255605+0.0017219137062822098j),(0.005693077618840881-0.0006721790504938136j),(-0.0068749217431833595+0.00013921631759986807j),(0.007942604808457746+0.006667020466743701j),(0.012229885469718817-0.006953542103337239j),(0.01266503347658591-0.002944996752797431j),(0.0006830990328374207+0.008785408086953578j),(-0.00286834666929225-0.005475266350528548j),(0.0029294987491305614+0.005029638770567383j),(-0.0052339048980988775-0.00468898599995844j)
