index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.05720155899829707+0.4573278883256715j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.32174142178741355+0.28309203787152815j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.3908002314693506+0.015794486999247764j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.2916030026356647-0.19387886861095696j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.1273684847295365-0.2811693684700606j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.012978354501881163-0.27124349321320645j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.10152170251732626-0.22391897293230162j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.15870194636662546-0.17805319077797327j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.21235608306845388-0.1339818294980535j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.26799618073608744-0.07192160942801912j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(-0.3074903510412798+0.020137855086905524j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(-0.30722139855360625+0.13245741355666774j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(-0.2566269720447968+0.23888069522857172j)
"(-1.0, -3.0)","(-1.0, -3.0)",(-0.1645709482824347+0.3120862978329887j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(-0.05320263286819687+0.3364427824032049j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.053426205051589494+0.31211155104840294j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.13849733684799212+0.2513740933040909j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.19585146609736803+0.17182343618962548j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.22825405355710407+0.09057571154736456j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.24293008084704834+0.02118788193623629j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.24677329066086276-0.027274765798184296j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.242910961443757-0.050529233450293046j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.22971764108743653-0.04983490215630159j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(0.20290990148039512-0.03303643061140563j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(0.1604510804439966-0.014255045455441338j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(0.10828164188549168-0.010065260184361713j)
"(1.0, -3.0)","(1.0, -3.0)",(0.0629953596194053-0.03144859205290422j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(0.04730472292208959-0.07435021522894775j)
