index,xy,inc,scat,tot
"(-3.0, -3.0)",[-3. -3.],(0.7773494792181547+0.6290689844200426j),(0.03908760911366348+0.25944454526169064j),(0.8164370883318182+0.8885135296817332j)
"(-2.8461538461538463, -3.0)",[-2.84615385 -3.        ],(-0.10860406938749748+0.994085084946191j),(0.21317371345728084+0.16345884655644766j),(0.10456964406978336+1.1575439315026386j)
"(-2.6923076923076925, -3.0)",[-2.69230769 -3.        ],(-0.8948427434723873+0.4463815234245378j),(0.27437662073883784-0.023445927218276243j),(-0.6204661227335495+0.42293559620626153j)
"(-2.5384615384615383, -3.0)",[-2.53846154 -3.        ],(-0.8594811553903232-0.5111674319916275j),(0.19796859189025331-0.20173145782680624j),(-0.6615125635000699-0.7128988898184337j)
"(-2.3846153846153846, -3.0)",[-2.38461538 -3.        ],(-0.03498656293693535-0.9993877828019812j),(0.028561809341835446-0.2890351847801333j),(-0.006424753595099902-1.2884229675821144j)
"(-2.230769230769231, -3.0)",[-2.23076923 -3.        ],(0.8216309578085959-0.5700197971742117j),(-0.1547688626422713-0.25554999553205304j),(0.6668620951663246-0.8255697927062647j)
"(-2.0769230769230766, -3.0)",[-2.07692308 -3.        ],(0.9238676498953127+0.38271211827810203j),(-0.28080495831814273-0.12543801508690214j),(0.64306269157717+0.2572741031911999j)
"(-1.923076923076923, -3.0)",[-1.92307692 -3.        ],(0.17785484909783048+0.9840567324358834j),(-0.313296552158111+0.046230409606042785j),(-0.1354417030602805+1.0302871420419262j)
"(-1.7692307692307692, -3.0)",[-1.76923077 -3.        ],(-0.731455460353972+0.681889220855088j),(-0.25535097260249057+0.20265998352319245j),(-0.9868064329564625+0.8845492043782804j)
"(-1.6153846153846154, -3.0)",[-1.61538462 -3.        ],(-0.9691796141665602-0.24635518156506767j),(-0.13691424118308418+0.30596607265745135j),(-1.1060938553496444+0.05961089109238368j)
"(-1.4615384615384615, -3.0)",[-1.46153846 -3.        ],(-0.3170510749839535-0.9484084646667381j),(0.0034899333733027452+0.3439101275678671j),(-0.3135611416106508-0.604498337098871j)
"(-1.3076923076923075, -3.0)",[-1.30769231 -3.        ],(0.6261780494437382-0.7796800949074147j),(0.13354367325779198+0.32536954780032384j),(0.7597217227015303-0.4543105471070909j)
"(-1.1538461538461537, -3.0)",[-1.15384615 -3.        ],(0.9944815197952718+0.10491190011474566j),(0.2343647574607069+0.27063970146288197j),(1.2288462772559787+0.3755516015776276j)
