index,x,value
"(-3.0, -3.0)","(-3.0, -3.0)",(0.055542888947192795+0.2745020118379551j)
"(-2.8461538461538463, -3.0)","(-2.8461538461538463, -3.0)",(0.2358008723685921+0.1664362657623879j)
"(-2.6923076923076925, -3.0)","(-2.6923076923076925, -3.0)",(0.29416145138582867-0.035348715769955824j)
"(-2.5384615384615383, -3.0)","(-2.5384615384615383, -3.0)",(0.20419620801105753-0.2233452027323614j)
"(-2.3846153846153846, -3.0)","(-2.3846153846153846, -3.0)",(0.01710192275899821-0.30679773901410917j)
"(-2.230769230769231, -3.0)","(-2.230769230769231, -3.0)",(-0.17524547777758173-0.2556578708479126j)
"(-2.0769230769230766, -3.0)","(-2.0769230769230766, -3.0)",(-0.2921877926942533-0.10516522873781665j)
"(-1.923076923076923, -3.0)","(-1.923076923076923, -3.0)",(-0.3001434616808191+0.07394008828142558j)
"(-1.7692307692307692, -3.0)","(-1.7692307692307692, -3.0)",(-0.21662355720988888+0.21622424531984075j)
"(-1.6153846153846154, -3.0)","(-1.6153846153846154, -3.0)",(-0.08801094024466921+0.28902661220121023j)
"(-1.4615384615384615, -3.0)","(-1.4615384615384615, -3.0)",(0.03995024346784855+0.29580130999217064j)
"(-1.3076923076923075, -3.0)","(-1.3076923076923075, -3.0)",(0.14121247011532456+0.2611149826372275j)
"(-1.1538461538461537, -3.0)","(-1.1538461538461537, -3.0)",(0.2116792058289374+0.2115804488906871j)
"(-1.0, -3.0)","(-1.0, -3.0)",(0.25991098778758487+0.1643585048789145j)
"(-0.8461538461538458, -3.0)","(-0.8461538461538458, -3.0)",(0.29600204961553955+0.12617040538193208j)
"(-0.6923076923076921, -3.0)","(-0.6923076923076921, -3.0)",(0.32529407141243355+0.09853237869465231j)
"(-0.5384615384615383, -3.0)","(-0.5384615384615383, -3.0)",(0.3477502523268267+0.0831240039713841j)
"(-0.3846153846153846, -3.0)","(-0.3846153846153846, -3.0)",(0.3600238820718535+0.0837497319382588j)
"(-0.23076923076923084, -3.0)","(-0.23076923076923084, -3.0)",(0.3571354489044421+0.10476102110909702j)
"(-0.07692307692307665, -3.0)","(-0.07692307692307665, -3.0)",(0.3328031987201951+0.14759886566046657j)
"(0.0769230769230771, -3.0)","(0.0769230769230771, -3.0)",(0.27961155573425883+0.20716187221901144j)
"(0.23076923076923084, -3.0)","(0.23076923076923084, -3.0)",(0.19099717650264117+0.2692856285926223j)
"(0.384615384615385, -3.0)","(0.384615384615385, -3.0)",(0.06622082424921116+0.31077165141972934j)
"(0.5384615384615388, -3.0)","(0.5384615384615388, -3.0)",(-0.08266350929665278+0.3039190795033877j)
"(0.6923076923076925, -3.0)","(0.6923076923076925, -3.0)",(-0.22570799395200805+0.2270192807261617j)
"(0.8461538461538463, -3.0)","(0.8461538461538463, -3.0)",(-0.3178148138671142+0.07930266523629183j)
"(1.0, -3.0)","(1.0, -3.0)",(-0.3140998843130618-0.1064620647204694j)
"(1.1538461538461542, -3.0)","(1.1538461538461542, -3.0)",(-0.19599585857814655-0.26487064550892364j)
"(1.3076923076923084, -3.0)","(1.3076923076923084, -3.0)",(0.004492591152372483-0.32120432165285695j)
"(1.4615384615384617, -3.0)","(1.4615384615384617, -3.0)",(0.20252234736590638-0.2335184021455422j)
"(1.6153846153846159, -3.0)","(1.6153846153846159, -3.0)",(0.2945094108798003-0.03133247877543621j)
"(1.7692307692307692, -3.0)","(1.7692307692307692, -3.0)",(0.21995472411614542+0.1813352302396646j)
"(1.9230769230769234, -3.0)","(1.9230769230769234, -3.0)",(0.013799980037703743+0.2768076230559226j)
"(2.0769230769230775, -3.0)","(2.0769230769230775, -3.0)",(-0.19683898116173798+0.1882129131930742j)
"(2.230769230769231, -3.0)","(2.230769230769231, -3.0)",(-0.26782838034392037-0.030374641048845897j)
"(2.384615384615385, -3.0)","(2.384615384615385, -3.0)",(-0.14377136402797794-0.22542463886697897j)
"(2.5384615384615383, -3.0)","(2.5384615384615383, -3.0)",(0.08715398636697978-0.24989731665766535j)
"(2.6923076923076925, -3.0)","(2.6923076923076925, -3.0)",(0.24766376928243536-0.08153081560186815j)
"(2.8461538461538467, -3.0)","(2.8461538461538467, -3.0)",(0.20870449020956888+0.14723657483973276j)
"(3.0, -3.0)","(3.0, -3.0)",(0.0018776177851233603+0.24885293286846172j)
"(-3.0, -2.8461538461538463)","(-3.0, -2.8461538461538463)",(0.2408538910614757+0.13778508999055109j)
"(-2.8461538461538463, -2.8461538461538463)","(-2.8461538461538463, -2.8461538461538463)",(0.27769778568056497-0.07230174710995389j)
"(-2.6923076923076925, -2.8461538461538463)","(-2.6923076923076925, -2.8461538461538463)",(0.15822017810193562-0.25009783055298207j)
"(-2.5384615384615383, -2.8461538461538463)","(-2.5384615384615383, -2.8461538461538463)",(-0.0498489458956873-0.29990622459964245j)
"(-2.3846153846153846, -2.8461538461538463)","(-2.3846153846153846, -2.8461538461538463)",(-0.23727390372614193-0.2006583300769594j)
"(-2.230769230769231, -2.8461538461538463)","(-2.230769230769231, -2.8461538461538463)",(-0.31561729551857964-0.007811107784767483j)
"(-2.0769230769230766, -2.8461538461538463)","(-2.0769230769230766, -2.8461538461538463)",(-0.25889174213066957+0.1857468121198421j)
"(-1.923076923076923, -2.8461538461538463)","(-1.923076923076923, -2.8461538461538463)",(-0.10536995837053299+0.3015040394828131j)
"(-1.7692307692307692, -2.8461538461538463)","(-1.7692307692307692, -2.8461538461538463)",(0.07394902369450648+0.3093851110656813j)
"(-1.6153846153846154, -2.8461538461538463)","(-1.6153846153846154, -2.8461538461538463)",(0.2161427529022284+0.22943999849455035j)
