index,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(18,)"
"(-1.4615384615384615, -3.0)",(-0.00015581490457745872-0.00939088785379992j),(0.008639462006556044+0.0004845984094930912j),(0.0035275298806408182+0.008722551462903834j),(-0.0015377054536247564+0.009704367309839266j),(-0.0008021509671654754+0.00973259812622819j),(0.005263002855778051+0.007605834795546527j),(0.008069185084249697-0.0024929627214969772j),(-0.0036688608568337224-0.006670788088184423j),(-0.00315353814446486+0.006289946137771966j),(0.006518371520553838-0.002567785779698567j),(-0.007342483403814131-0.002752549844574738j),(0.0014573574866349498+0.009662619147000572j),(0.012238358075492645+0.0004152625802622648j),(0.0123515609840455-0.004849972346688818j),(0.011206451151596348+0.003318267153282422j),(-0.0027486858182757985+0.008790959109930559j),(-0.004544402495669487-0.0060201506563308145j),(0.006782356741800722+0.0015011615478531814j),(-0.006078749615920431+0.0037395935647845623j)
"(-1.3076923076923075, -3.0)",(-0.0062750825908273996-0.006978231847269589j),(0.007097764784344489-0.004896049626186816j),(0.007795047453242849+0.00525975291195777j),(0.0034859130070195306+0.009236177902851968j),(0.003447382093178075+0.009254293063865436j),(0.0077352525524322655+0.0053634119191718925j),(0.007206223406577853-0.0047566935650110425j),(-0.005141805949100947-0.005851728934564766j),(-0.0020843248614871366+0.006850463283511851j),(0.006096326910623808-0.0035163063195364002j),(-0.007601889391407789-0.0014764312233555594j),(0.003597966534687074+0.008855167760218625j),(0.011496147723248385-0.00378456887333985j),(0.008740188275917531-0.010256103601485538j),(0.011470438073217184-0.003964367119100733j),(0.003842041098479048+0.00878796136489197j),(-0.007663122196406152-0.0012301390456883278j),(0.005975475282714574-0.003724297564321831j),(-0.0018632766238998717+0.00690776401057816j)
"(-1.1538461538461537, -3.0)",(-0.009262859980154591-0.0014200757374076634j),(0.002841496347198528-0.00809754812055422j),(0.009379725999246875+0.00030601861968115385j),(0.00740810068348761+0.006573671834648439j),(0.0068642871219781465+0.007234353475057706j),(0.009179200592416328+0.0026990710936630716j),(0.005983867209590541-0.006480622441682196j),(-0.0062097803275213284-0.0049944245585147725j),(-0.0012757070363025765+0.007179349111318109j),(0.005778878729585249-0.004088710653668123j),(-0.007624719034069883-0.0006633473267432609j),(0.004916009218343224+0.007932226947602214j),(0.009817211112206325-0.006733036883763986j),(0.0037526797553813327-0.013090178817195862j),(0.007838148746653173-0.009843317870920465j),(0.008833170312602579+0.004690719309146276j),(-0.006740084161769482+0.004313485309833074j),(0.0019061390316128081-0.0068862371835351575j),(0.0032008678953178303+0.006418872793028235j)
"(-1.0, -3.0)",(-0.008196039914868664+0.004502956838311156j),(-0.0021893657170387495-0.008244096264661426j),(0.008230596842510807-0.004439228917539941j),(0.00954172537846244+0.0027146955913985985j),(0.009068339957737781+0.004344157525499487j),(0.00971198064330954+5.68540314774838e-05j),(0.0046804051300555795-0.00768942878772438j),(-0.0069422630986403985-0.004267730140966875j),(-0.000792608575228738+0.007386530149814222j),(0.005665587550381904-0.004328500490702834j),(-0.007564939094369237-0.0003362029066411671j),(0.005538848484794491+0.007219507835416935j),(0.008018041333516067-0.008455702281234968j),(-0.0010686321801239216-0.013642571194868457j),(0.0021691509243732536-0.012831894357461108j),(0.010348390146877677-0.0013801574400383989j),(-0.0025510324064185563+0.007864597669679644j),(-0.0030819298712339463-0.006574028836889295j),(0.0065827045049204795+0.002896854845857745j)
"(-0.8461538461538458, -3.0)",(-0.004040096680209924+0.00840603704200953j),(-0.00620341306443243-0.005763022102122819j),(0.005132775943999703-0.007759172670306358j),(0.00983014909785449-0.0013286428229514066j),(0.01004746692915503+0.001220237426810085j),(0.009577672972769631-0.002272987090789328j),(0.0035044326511749348-0.008480190980719296j),(-0.007417356994666346-0.003786904026420388j),(-0.0006719317090081806+0.007540633790252491j),(0.0057972271614141506-0.0042525199480612464j),(-0.007486409406912011-0.00048777194435232455j),(0.00559973904327535+0.006874431532020802j),(0.006627621220457739-0.009220939495120145j),(-0.004836929128481706-0.012781520048291325j),(-0.0035976002893115516-0.012921598945878573j),(0.008351091942218395-0.007010114213886577j),(0.002767105564756183+0.008101181175351684j),(-0.006613076517707174-0.003296686650009355j),(0.006999972606976499-0.0017418496064105238j)
"(-0.6923076923076921, -3.0)",(0.0012584343228138162+0.009210973327195775j),(-0.008187091705554374-0.0018527077172302852j),(0.001197700954341968-0.009161826414903089j),(0.008653875050852437-0.004809811211773926j),(0.010031715551139046-0.0016681384745116244j),(0.009055142855216896-0.004148875846996939j),(0.0025951688371318405-0.008972389958768333j),(-0.007692746581385685-0.0036246218135292797j),(-0.0009380320022894441+0.007657644993430793j),(0.006159200803820018-0.0038391979929846545j),(-0.007362307696224655-0.0011013458288754822j),(0.005171948184804229+0.006919691408071944j),(0.005898996971668879-0.009311037239466524j),(-0.007289564686207799-0.011430945516070448j),(-0.008209928732306807-0.011044120086057724j),(0.004087291431707547-0.010625658750543075j),(0.007078275855112467+0.005365193966984974j),(-0.007430543577609351+0.0012396172130151612j),(0.00469986881698833-0.0055052343074563385j)
"(-0.5384615384615383, -3.0)",(0.005827592687428244+0.007199492624198814j),(-0.008021011104964386+0.002175584706002165j),(-0.002579042914460618-0.008790538673035107j),(0.0065819815401652-0.007345806795123655j),(0.009357096201639036-0.004055974432327924j),(0.008397367196801335-0.0055400592617036795j),(0.0020375305357436574-0.00927156816407643j),(-0.007787217852918575-0.003821148241089455j),(-0.001605811309644955+0.007694400242240187j),(0.006676000420166386-0.0030334873120694385j),(-0.007081417731190243-0.0021433210368974045j),(0.0042553263724226685+0.007267537953187255j),(0.005883430297732602-0.008894609927344043j),(-0.008531936534465644-0.01027895500879285j),(-0.011260944968911321-0.008383953025276813j),(-0.0008554941410082174-0.011843034902038243j),(0.009175821618957709+0.0010151845607570117j),(-0.00564631834129849+0.005227540968913055j),(0.0009255633764013166-0.007209568045179396j)
"(-0.3846153846153846, -3.0)",(0.008541990639361334+0.003484570588539572j),(-0.006224231289021235+0.005366347399621559j),(-0.005559196115966494-0.007163272069998788j),(0.004169119877614226-0.008876481782418219j),(0.008361037321960134-0.005854353621253255j),(0.00780213404554452-0.0064790456993126j),(0.001880242725790018-0.009446269388248387j),(-0.007670841484224423-0.004387279423673021j),(-0.002669026821178823+0.007546296417340688j),(0.007199058284546839-0.0017702789854853386j),(-0.0064638114082518116-0.003531027817829288j),(0.0028055340471162+0.007724950025332925j),(0.0064894930274031325-0.007990113035747166j),(-0.008768868997749733-0.009699650364852144j),(-0.012940707418091174-0.005914667026722347j),(-0.005266332769240541-0.011178684880472689j),(0.008964285091188082-0.003461733509320386j),(-0.0022714834048880215+0.007540879913813468j),(-0.0028902152924312023-0.006709736992340679j)
"(-0.23076923076923084, -3.0)",(0.009163164681356868-0.0006551757463027223j),(-0.0035704878906366406+0.007289840428354158j),(-0.007500910530422706-0.004899587948854065j),(0.001839912484267196-0.009555952509846437j),(0.007322674981143694-0.007092533799401145j),(0.007405098880729062-0.00701892901755342j),(0.0021488587592059074-0.00951489298353136j),(-0.007263501568512851-0.005296781337027827j),(-0.004073824981602747+0.007053540773524327j),(0.007497981551366676-1.9012332813788847e-05j),(-0.005297847350599737-0.005085430804727766j),(0.0008001873658122845+0.00799238946655735j),(0.007497812374681093-0.006496944776716052j),(-0.008132505382674888-0.009782052959994016j),(-0.013671157961870841-0.004242941454896704j),(-0.00857081042320066-0.00952948522554347j),(0.007099040414644835-0.007059437592326j),(0.0014797738199491955+0.007940812566569751j),(-0.005727699470210597-0.004608275912783209j)
"(-0.07692307692307665, -3.0)",(0.00810001863344739-0.004250356759302352j),(-0.0007710856446189868+0.00797219209179914j),(-0.008468042700453201-0.0025300996138973002j),(-0.0001441344618275889-0.009636578511202835j),(0.00644197131844317-0.007857390906948114j),(0.007284016543118056-0.00720214468873506j),(0.0028489077791432945-0.009439448398821j),(-0.0064443643308641375-0.006468359711615927j),(-0.005681859339474704+0.006024713976143682j),(0.007272760921930164+0.0021520366274609473j),(-0.003412906546559209-0.006489382769580748j),(-0.0016658644778620565+0.007685736644076132j),(0.008544081519393374-0.004281986103828098j),(-0.006630892354151409-0.010372106768433018j),(-0.013814195134220233-0.003655490310902532j),(-0.010723399003290269-0.007754088230939717j),(0.004476105762618719-0.009423199391496733j),(0.004703597950463534+0.006840408368690697j),(-0.007191376148968537-0.001776178288861428j)
"(0.0769230769230771, -3.0)",(0.006041093826460718-0.0068184503081358165j),(0.0016917156061104102+0.007712789424176582j),(-0.008694746862263916-0.0004119812607253041j),(-0.0016630742692410245-0.009379915516478697j),(0.005843448767062042-0.008244861589766877j),(0.007464799287798567-0.007042067308904096j),(0.003957082707099635-0.00912565112711217j),(-0.005077496227246119-0.007741579901619952j),(-0.007234995551362968+0.0042878163594573734j),(0.006208547736161215+0.004505467098895622j),(-0.0007917688374248771-0.007286442276364943j),(-0.0042807734310100175+0.006417747661698201j),(0.009114516129764575-0.0013164048939191193j),(-0.004205829647720024-0.01109166563325124j),(-0.013510477836723453-0.004219403553460302j),(-0.011943440387590586-0.0064754560018522355j),(0.0018618746444927974-0.01070187815425305j),(0.006991240071239364+0.004917612676123715j),(-0.0074038693213605315+0.0010344005806910152j)
"(0.23076923076923084, -3.0)",(0.0036517748690505633-0.0083077067788087j),(0.003591364056416326+0.006900684421448736j),(-0.008465594508879156+0.0012721048759642625j),(-0.002692951582731642-0.009004275384622154j),(0.005590112774998845-0.008327849865719156j),(0.007923543585968184-0.0065169205925449634j),(0.005401070372198413-0.008432107088137873j),(-0.0030590416549793223-0.00885717461439553j),(-0.008343703345055908+0.0017736195705010647j),(0.004087936454950938+0.006591189107652462j),(0.002301597116851882-0.006962979273776461j),(-0.006465704363431745+0.00396071796891739j),(0.008615918240282674+0.002160364370722525j),(-0.0008796557894107873-0.011360456985513594j),(-0.012635133011126473-0.005830639854927362j),(-0.012462413204972926-0.00605747361943241j),(-0.000247680568435847-0.011288216650727457j),(0.008355723871702898+0.0028059158389667042j),(-0.006764522288420348+0.0033705946497807147j)
"(0.384615384615385, -3.0)",(0.0014146181693554857-0.008933403158191279j),(0.004899284637497121+0.005889331234590585j),(-0.008037245516059586+0.002469972064491639j),(-0.0032588013592351446-0.008662987409002414j),(0.005696849851305643-0.008139360209961942j),(0.008582575365279089-0.005575766930886165j),(0.007032333863183375-0.007194121492291965j),(-0.0003866357368772062-0.009458946371815291j),(-0.008529005280381545-0.0013794134252022323j),(0.0009506566436341863+0.007779626426165486j),(0.005244004588257934-0.005139849086980655j),(-0.007452306941452566+0.00046414547687996147j),(0.006571124243390025+0.0055181912872330876j),(0.0030486674424280505-0.01048918654182449j),(-0.010853912228654996-0.008176592063589172j),(-0.012357335014517861-0.006646151724662319j),(-0.0015933707131860538-0.011594129035462588j),(0.009049086581744008+0.0009495042658992928j),(-0.005727240183719289+0.005078289710995426j)
"(0.5384615384615388, -3.0)",(-0.0004003846836460861-0.009011776239544213j),(0.005699818320546441+0.004939789136487917j),(-0.007601666705891784+0.003203929573669176j),(-0.0033983962704379972-0.008441605655533696j),(0.006137246633798217-0.007668032860918501j),(0.009302569903267085-0.004157399444810858j),(0.008601522396651488-0.005268168599968221j),(0.0027598895047705233-0.009138614599242003j),(-0.007344088670397238-0.0047348041014042535j),(-0.0027536010259048304+0.0074197069744839665j),(0.007120752946472164-0.0018439639780200945j),(-0.006547190808208556-0.003374766799147879j),(0.0029273833226815134+0.007771748525336308j),(0.006846425223379145-0.007910517792408612j),(-0.007787988195735313-0.010650191000369843j),(-0.011485185602448166-0.008183395222921575j),(-0.002046866061639814-0.011909268748325291j),(0.009387757570068182-0.00040166747100601005j),(-0.004668893539218871+0.006206068798641842j)
"(0.6923076923076925, -3.0)",(-0.0016886836977193652-0.008844227149127512j),(0.006114737625646774+0.0042145456261616825j),(-0.007278154892298277+0.0035229402381903078j),(-0.003140955995734187-0.008363056534802227j),(0.00684202904498431-0.00686427522071405j),(0.009876922807612194-0.002223151512345223j),(0.00975252832769621-0.002599097645743017j),(0.005955131080935301-0.007540492961423349j),(-0.0045758473838241-0.007544843401870058j),(-0.006120580408550513+0.0051279357593425265j),(0.007015628337974312+0.002258528653464058j),(-0.0035511678014086313-0.00635234289554513j),(-0.0016503047906745415+0.007883491651413879j),(0.00937251749863653-0.0035430969486849964j),(-0.0032937148111091084-0.012318107635660585j),(-0.009524088085307162-0.010356507090907824j),(-0.0015184438009259082-0.012325193324264606j),(0.00963519041417627-0.0011249127253213905j),(-0.003847956534420171+0.006891125386210135j)
"(0.8461538461538463, -3.0)",(-0.0024392445059847547-0.008658615896422668j),(0.006251833806618092+0.0037967615614618332j),(-0.007119356218014541+0.0034709723529448805j),(-0.002500762907953031-0.00839360788478595j),(0.007691055337986376-0.005657076541922099j),(0.010038387537222637+0.00019758847246267167j),(0.010055683471873508+0.0006980671763568904j),(0.008528095373995643-0.004523308205432603j),(-0.0004751477342755752-0.008884368584579866j),(-0.007969019992742219+0.0011275967456860802j),(0.004495979265960437+0.005858920071568105j),(0.0008524886364970438-0.007149513138289366j),(-0.005739015771363715+0.005324027010180261j),(0.00942226547458777+0.001857674930670247j),(0.002202454243641036-0.012080912037283249j),(-0.006139355712934786-0.01251638312810797j),(6.839576014144051e-05-0.012693501026617059j),(0.009937751633008545-0.0011483127397106166j),(-0.003418595072764256+0.007268834225178484j)
"(1.0, -3.0)",(-0.0026711282780115843-0.00859040357669515j),(0.006177235999235697+0.0037143757644867072j),(-0.007120152954184464+0.003072305377959218j),(-0.0014841951714203575-0.0084472178148282j),(0.008504377181573392-0.00398274721481161j),(0.009490121893037872+0.002956083891314204j),(0.00909801079695409+0.004265966043353117j),(0.009675520653847369-0.00033989780892110916j),(0.004097632222736977-0.007964774701855727j),(-0.007287892740310914-0.003544780199959423j),(9.278648515698433e-05+0.00739873640463134j),(0.005050478176081063-0.005035220302740501j),(-0.007596439703001666+0.0006539409433432561j),(0.006384255577345003+0.006647321927770723j),(0.007493159458563582-0.00911415729077821j),(-0.0012777600037451396-0.01366811190678564j),(0.0027103025243316245-0.012612474268531428j),(0.010289508057583671-0.0004051759754025331j),(-0.003461752945614504+0.007415602266137816j)
"(1.1538461538461542, -3.0)",(-0.0023933901498019742-0.00868159978953481j),(0.005905368857276474+0.0039567758988601235j),(-0.007223778494524611+0.00233181169515111j),(-0.00010839677342582872-0.008390153364898878j),(0.009041360735919981-0.0018257963132056335j),(0.007971061308491139+0.0057430346351684545j),(0.006632888468408526+0.007483659973389024j),(0.008712670945213129+0.004248348061401063j),(0.007758840392685237-0.00456844598975347j),(-0.0038410817130088404-0.0071902463070573795j),(-0.004567150792716514+0.0058372981732795525j),(0.007048270712079285-0.0005591778774608409j),(-0.006067110124289403-0.0043079884144840205j),(0.0009251669398226605+0.008811433518512655j),(0.010767067451561321-0.00349989261278676j),(0.004485820110634947-0.012675532129355129j),(0.006171655909081899-0.01147962111590139j),(0.010509157382807735+0.0011579280977243752j),(-0.004005307553675892+0.007319075123866599j)
"(1.3076923076923084, -3.0)",(-0.0015924159731923325-0.008881708307627814j),(0.005401147410487952+0.004479065030528553j),(-0.00732480775347194+0.0012481408615532266j),(0.00157104481686935-0.008051222698953244j),(0.009019331795678948+0.0007321315381429511j),(0.005355870238406807+0.008082677962960062j),(0.002760290814648106+0.009544793106873355j),(0.005421046957329881+0.008031175014713215j),(0.009019292190815842+0.0005810663949329094j),(0.0013762132630168273-0.008074708649242372j),(-0.007275759420861871+0.0014635134599490956j),(0.00554636280428795+0.004294943996579926j),(-0.0015356454969155692-0.007111468682111102j),(-0.004823578683263406+0.007038894539947462j),(0.010343178982639749+0.0033048397202075164j),(0.009754479436128775-0.00876281014326514j),(0.009805670463911875-0.008675209296895262j),(0.010236666463798783+0.00350982880950821j),(-0.005018195825169603+0.00686993882796662j)
"(1.4615384615384617, -3.0)",(-0.0002473577536986236-0.00904548888249175j),(0.004592677200921733+0.005194381888429395j),(-0.0072731201130802154-0.00016197375177591657j),(0.0034286617894257227-0.00724487331450352j),(0.008162540470778704+0.0034670129987183214j),(0.0017711437466830437+0.009391305998773787j),(-0.001931631996856099+0.009666645843260905j),(0.000362642914780394+0.009664634156588447j),(0.006976148511159662+0.005780347703810884j),(0.0062210089046606945-0.005375829956443526j),(-0.0063736644664542895-0.003815100504754669j),(0.0009945495957134776+0.006892428532882187j),(0.003795543681762683-0.00603040838474483j),(-0.008028212811940756+0.0018324195792428564j),(0.005779337796327147+0.008665603054517072j),(0.012553457509375783-0.002194356480190452j),(0.01248173220359115-0.0039132007797218395j),(0.008985321433387506+0.0064101374279512775j),(-0.006375627359251968+0.00587894281337692j)
"(1.6153846153846159, -3.0)",(0.0016265974703873398-0.008934022072994699j),(0.00339640996068799+0.005959307381235448j),(-0.006886247748554411-0.0018312782424749455j),(0.005243803730543791-0.005813521360079643j),(0.00628552338429102+0.005991849842378789j),(-0.002314693816961599+0.009119470687885912j),(-0.006362809667448459+0.0074103182625066j),(-0.005038313537116798+0.008218619288582717j),(0.0019968700987538666+0.008847259619182712j),(0.008244381058066283+3.76455220684324e-05j),(-0.0019558872782108015-0.007169523816479285j),(-0.004202553015064347+0.005492840210069011j),(0.006844008015729576-0.0014169256285409737j),(-0.006757988494497844-0.004211226021610993j),(-0.001295388181487964+0.009914528428544855j),(0.011174689011023177+0.005268576777385822j),(0.012796849690112687+0.002319964035744549j),(0.00629793956249752+0.0092800695890915j),(-0.007807282576551456+0.004133013728630265j)
"(1.7692307692307692, -3.0)",(0.003911624235853958-0.008236242342286643j),(0.001757900166493669+0.0065623172368769215j),(-0.005978829177779518-0.003608263455372414j),(0.006696739791914604-0.003690120137123016j),(0.0034000809179975536+0.00778769814289464j),(-0.006089598628850352+0.006967224517796289j),(-0.009184141224867517+0.0030135664998257906j),(-0.008824685693055365+0.0037708766415312346j),(-0.004045774443244814+0.008116467541140369j),(0.006055644319509093+0.0056160266965346j),(0.003717537129062485-0.006434459990688303j),(-0.006839369760959103+0.000657989265418975j),(0.005553988482089602+0.004034396656633919j),(-0.0015296570121413656-0.007561671719222873j),(-0.00745512486260177+0.00606189812315262j),(0.0053825974124734185+0.010676249116611478j),(0.00967657513338427+0.008493229389200134j),(0.002027309665282765+0.011169922472651623j),(-0.008860732412721962+0.0015051746969736812j)
"(1.9230769230769234, -3.0)",(0.006313937117620506-0.006633928960822819j),(-0.0002922827495211356+0.006730322075426822j),(-0.0044153728953426835-0.0052351893177085525j),(0.007404221102321531-0.0009710804640434899j),(-0.00018650519835687889+0.008308944727521849j),(-0.008543142216026997+0.0031138844487813956j),(-0.009240155317807298-0.002434788749160601j),(-0.009266240771256254-0.002278949857802529j),(-0.008349431098339162+0.0035117718321644354j),(0.00046004160093305354+0.008253030434634144j),(0.007225553315914434-0.0017184876876007813j),(-0.005000087440227539-0.0046492197414367085j),(0.0005758339545140385+0.006725676841175947j),(0.004491362033241716-0.0059923256250450285j),(-0.009188654571660756-0.0010270754214377032j),(-0.002759311024473682+0.011224922175111033j),(0.003219847084177011+0.012284895463077301j),(-0.003328884287145943+0.01095320799099895j),(-0.008933450765303668-0.0018868768025818929j)
