index,value
"(0,)",(3.0753614558429136+0.4916214721911796j)
"(1,)",(0.29843992136287656-0.6184254053175822j)
"(2,)",(-0.3309369315548044+1.6781158628283537j)
"(3,)",(-1.1585046760055395+1.9443424638541646j)
"(4,)",(-2.5936515060016045+3.0468855183844465j)
"(5,)",(-3.299453997902651+3.6837035812834293j)
"(6,)",(-4.200765657410697+4.102706382621039j)
"(7,)",(-4.674074553686579+4.492623001568364j)
"(8,)",(-4.9230726321423255+4.588212067484758j)
"(9,)",(-4.907916986190806+4.599305824239176j)
"(10,)",(-4.57909978986366+4.414614183986067j)
"(11,)",(-4.006847860226906+4.070384395326924j)
"(12,)",(-3.1764326688164335+3.560483242522021j)
"(13,)",(-2.158548762772024+2.8724426732621984j)
"(14,)",(-1.0223515572306558+2.0316658808065053j)
"(15,)",(0.13337293440901155+1.0651929701251794j)
"(16,)",(1.1951678453193055+0.042946226363632434j)
"(17,)",(2.065434102700324-0.9388768807354937j)
"(18,)",(2.678007546311145-1.763037845565862j)
"(19,)",(3.0255254372879263-2.3158792379688613j)
"(20,)",(3.1612280693147436-2.524384945391525j)
"(21,)",(3.181566488831082-2.3883469694812614j)
"(22,)",(3.1846049374827308-1.9998239416740373j)
"(23,)",(3.2156137447303155-1.529549325608047j)
"(24,)",(3.2232706837934257-1.1767257260973851j)
"(25,)",(3.05016547644237-1.0907906953421749j)
"(26,)",(2.475967753013855-1.2917483206034448j)
"(27,)",(1.3099942463458212-1.6263202784204955j)
"(28,)",(-0.4951059880672206-1.791320545205195j)
"(29,)",(-2.756358241368673-1.433278450108868j)
"(30,)",(-5.049033452901573-0.29886469424238715j)
"(31,)",(-6.796235646756803+1.6197370919252356j)
"(32,)",(-7.4437772227445596+4.010473040364134j)
"(33,)",(-6.662604425337813+6.284246859248197j)
"(34,)",(-4.499495907236405+7.73607882535771j)
"(35,)",(-1.4091176034227022+7.774372610122533j)
"(36,)",(1.855682124689202+6.134531483030014j)
"(37,)",(4.461814535653039+2.9946410994160173j)
"(38,)",(5.744953142012571-1.0521192873072787j)
"(39,)",(5.401409682683671-5.15801194579832j)
"(40,)",(3.5599895417609098-8.454669436575724j)
"(41,)",(0.7191754621438164-10.278708344650113j)
"(42,)",(-2.416233820161642-10.318718786421206j)
"(43,)",(-5.135392134938093-8.649242859827822j)
"(44,)",(-6.893172667113974-5.65974322088454j)
"(45,)",(-7.409394774114131-1.9180587728916567j)
"(46,)",(-6.683070227569418+1.9807992091385973j)
"(47,)",(-4.937266498799421+5.537596340837123j)
"(48,)",(-2.5259039644301406+8.4199707602018j)
"(49,)",(0.16448805046168236+10.478981376459327j)
"(50,)",(2.793517107647867+11.723631055089797j)
"(51,)",(5.114269349454456+12.272533418357927j)
"(52,)",(6.9888428472491455+12.300966693255155j)
"(53,)",(8.379101192576695+11.996125501715174j)
"(54,)",(9.322525087420019+11.52670826543069j)
"(55,)",(9.902388644419464+11.027367800185722j)
"(56,)",(10.218990141484174+10.595021885128654j)
"(57,)",(10.365788175504829+10.292557585036496j)
"(58,)",(10.411959133655257+10.155511426084509j)
"(59,)",(10.39147229572581+10.198199251277352j)
"(60,)",(10.298246171951838+10.416987954905418j)
"(61,)",(10.087055603196628+10.789668951688888j)
"(62,)",(9.680265992738768+11.271137194067787j)
"(63,)",(8.980817064407542+11.786830975868932j)
"(64,)",(7.891805661484348+12.226656169659218j)
"(65,)",(6.342207919371305+12.443271847755703j)
"(66,)",(4.316542228976586+12.25929465389076j)
"(67,)",(1.8836905958081918+11.487600527991852j)
"(68,)",(-0.7827883751000213+9.966797676757603j)
"(69,)",(-3.4025890646527523+7.609680542610826j)
"(70,)",(-5.6142219552824635+4.456335561184308j)
"(71,)",(-7.033293499836131+0.7169953478642432j)
"(72,)",(-7.339628193256662-3.2145866372113874j)
"(73,)",(-6.37702301697526-6.795134180639494j)
"(74,)",(-4.237520418904783-9.42158261352541j)
"(75,)",(-1.2963197791689698-10.567235514120004j)
"(76,)",(1.830302762538441-9.933638110120754j)
"(77,)",(4.411443940073805-7.570932365264099j)
"(78,)",(5.789181820699305-3.917078313951163j)
"(79,)",(5.574181270330836+0.27481914014634445j)
"(80,)",(3.781861799486588+4.115653511247515j)
"(81,)",(0.8515828483794796+6.817928263022586j)
"(82,)",(-2.4692212686379897+7.913480647942096j)
"(83,)",(-5.344892301535655+7.3753979878867835j)
"(84,)",(-7.101209057083661+5.594786136278305j)
"(85,)",(-7.411570593402667+3.226289639967125j)
"(86,)",(-6.365380226947272+0.9598794781478304j)
"(87,)",(-4.384618911570318-0.6993635658054183j)
"(88,)",(-2.051921715968559-1.5424006495595677j)
"(89,)",(0.08524665091426209-1.6815744864155988j)
"(90,)",(1.6955290413877004-1.4159288866065731j)
"(91,)",(2.648189024924775-1.0927621612995666j)
"(92,)",(3.0885968123329306-1.009863345884706j)
"(93,)",(3.2043023087878995-1.1753483942154097j)
"(94,)",(3.1553742875685225-1.666934217563739j)
"(95,)",(3.2599022536770486-2.1362360420975888j)
"(96,)",(3.0837330372256746-2.457022849806613j)
"(97,)",(3.2524740597450403-2.7805629782133385j)
"(98,)",(2.882992992216544-1.9735945654706408j)
"(99,)",(1.9007745983115294-2.2869076474547363j)
